"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","relatedCatalogItem"
"27","2015-09-26 04:15:29-03","MNHN","RECOLNAT_MNHN_P","P00649336","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,"1868","2","19",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Laranjeiras",NA,NA,NA,NA,"hb","Reçu le 21 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649336' target='other'> <mi>dwc_moreinfo</mi></a>","P00649336","P00649336_01 P00649336_02",NA,NA,NA,NA,NA,NA,NA,"isolectotype","2558",NA,NA
"28","2018-01-18 14:34:09-02","MNHN","RECOLNAT_MNHN_P","P00649337","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,"1868","2","19",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Laranjeiras",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649337' target='other'> <mi>dwc_moreinfo</mi></a>","P00649337","P00649337_01",NA,NA,NA,NA,NA,NA,NA,"isolectotype","2558",NA,NA
"29","2015-09-26 01:13:26-03","MNHN","RECOLNAT_MNHN_P","P00649338","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,"1875","5","27",NA,"Brésil",NA,NA,"Rio de Janeiro : Cosme Velho au Corcovada",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649338' target='other'> <mi>dwc_moreinfo</mi></a>","P00649338","P00649338_01 P00649338_02",NA,NA,NA,NA,NA,NA,NA,"lectoparatype","1055",NA,NA
"30","2015-09-26 04:16:11-03","MNHN","RECOLNAT_MNHN_P","P00649339","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649339' target='other'> <mi>dwc_moreinfo</mi></a>","P00649339","P00649339_01",NA,NA,NA,NA,NA,NA,NA,"lectoparatype","1037",NA,NA
"31","2015-09-26 04:16:30-03","MNHN","RECOLNAT_MNHN_P","P00649340","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,"1875","5","27",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Laranjeiras",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649340' target='other'> <mi>dwc_moreinfo</mi></a>","P00649340","P00649340_01",NA,NA,NA,NA,NA,NA,NA,"lectoparatype","8231",NA,NA
"32","2015-09-26 04:15:54-03","MNHN","RECOLNAT_MNHN_P","P00649341","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Glaziou, A.",NA,"1875","5","27",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Laranjeiras",NA,NA,NA,NA,"hb","Reçu le 4 octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649341' target='other'> <mi>dwc_moreinfo</mi></a>","P00649341","P00649341_01",NA,NA,NA,NA,NA,NA,NA,"lectoparatype","8231",NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3453537","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","T.D. Pennington","Dimitri Sucre","Sucre 8655","1972","3","12","South America","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares, Canto Grande, Zona 2, Talhao 203, Mun. de Linhares, Docemade.",NA,NA,"37.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 08:54:23-03","INPA","INPA","140097","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","Pennington, TD","Sucre, D","8655","1972","03","12","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, canto Grande, Zona 2, Talhao 203. Docemade.","-40.0722007751465","-19.3910999298096","37","37",NA,NA,"INPA0140097","INPA0140097 INPA0140097_e","1985",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"35","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","19327",NA,"Plantae",NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","B.G. Sossai/08-08-2016","L. Kollmann; et al","5856","2002","12","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,NA,"Arbusto 3m. Botões verdes. Sépalas marrons.","MBML019327",NA,NA,NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","26964",NA,"Plantae",NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","B.G. Sossai/15-08-2016","F. Z. Saiter","283","2006","06","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore c/ 9m alt., frutos imaturos, folhas pilosas, A3P6N171.","MBML026964",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","28051",NA,"Plantae",NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","B.G. Sossai/15-08-2016","F. Z. Saiter","18","2004","01","07",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore c/ 7m alt., DAP 25cm, c/ botões amarronzados e látex, A3P6N158","MBML028051",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:49:20-03","MBML","MBML-HERBARIO","54177",NA,"Plantae",NA,NA,"Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","J. Külkamp/01-08-2019","J. Külkamp; C.N. Fraga, P.M.L.A. Santos & P.H.A. Figueiredo","986","2019","07","18",NA,"Brasil","Espírito Santo","Governador Lindenberg","Pedra Santa Luzia. Beira da estrada que leva ao topo do morro","-40.463333","-19.282778","560","560",NA,"Altura 5m. Habitat: Interior da mata, solo profundo, pouca incidência de luz. Pouco frequente. Hábito/Forma de vida: Árvore com látex branco, ramos formando ângulo de 90 graus com o tronco, DAP ca 20cm, face abaxial das folhas e ramos","MBML054177",NA,NA,NA,NA,"40W27'48","19S16'58",NA,NA,NA,NA,NA,NA
"39","2021-02-25 10:11:50-03","CVRD","CVRD","13000","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","Geovane S. Siqueira","Siqueira, G.S.","544","2010","04","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Proximo a repressa do Guido Calimam. <ll>dwc_commonname:</ll> Bapeba veludo","CVRD013000",NA,"2010","04","14",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"40","2021-02-25 10:11:50-03","CVRD","CVRD","16418","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","Carnier, F.E.","Lima, D.F.","221","2011","04","17","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore; flores brancas; frutos verdes. <ll>dwc_commonname:</ll> Bapeba veludo","CVRD016418",NA,"2011","04","19","40,0602 W","19,1525 S","48094","auto",NA,NA,"Magnoliopsida",NA
"41","2021-02-25 10:11:50-03","CVRD","CVRD","5775","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","Domingos A. Folli","Simonelli, M.","672","1997","11","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Bapeba veludo","CVRD005775",NA,"2010","03","26",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"42","2021-02-25 10:11:50-03","CVRD","CVRD","543","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","Luis Cláudio Fabris","Folli, D.A.","198","1980","02","15","América do Sul","BRASIL","ES","Linhares","Próxima a um Jacarandá e Pau sangue","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Bapeba veludo","CVRD000543","CVRD000543","2010","03","26",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA
"43","2019-10-07 09:12:53-03","UEFS","HUEFS","198725","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Popovkin, A.V.","1495","2013","07","24",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,"Atlantic Forest.","HUEFS0198725","HUEFS0198725","2015","02",NA,"37W58'","12S10'",NA,NA,NA,NA,"Asteranae",NA
"44","2020-07-10 11:20:40-03","UEFS","HUEFS","144550","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Jesus, N.G.","262","1998","01","07",NA,"Brasil","Bahia","Entre Rios","RPPN Fazenda Lontra / Saudade.","-40.215556","-12.915278","120","150",NA,"Floresta subperenifólia.","HUEFS0144550","HUEFS0144550 HUEFS0144550_e1","2015","02",NA,"40W12'56''","12S54'55''",NA,NA,NA,NA,"Asteranae",NA
"45","2019-10-07 09:12:53-03","UEFS","HUEFS","54780","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Jesus, N.G.","262","1998","01","07",NA,"Brasil","Bahia","Entre Rios","RPPN Fazenda Lontra/ Saudade.","-40.215556","-12.915278","120","150",NA,"Floreta subperenifolia.","HUEFS0054780","HUEFS0054780","2015","02",NA,"40W12'56''","12S54'55''",NA,NA,NA,NA,"Asteranae",NA
"46","2019-10-07 09:12:53-03","UEFS","HUEFS","193874","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler",NA,"Lima, D.F.","221","2011","04","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale. Trilha do Roxinho. Floresta de Tabuleiro.","-40","-19",NA,NA,NA,NA,"HUEFS0193874","HUEFS0193874",NA,NA,NA,"40W","19S",NA,NA,NA,NA,"Asteranae",NA
"47","2019-10-07 09:12:53-03","UEFS","HUEFS","198714","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Popovkin, A.V.","1484","2013","07","10",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,"Atlantic Forest.","HUEFS0198714","HUEFS0198714","2015","02",NA,"37W58'","12S10'",NA,NA,NA,NA,"Asteranae",NA
"48","2019-10-07 09:12:53-03","UEFS","HUEFS","198729","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Popovkin, A.V.","1499","2013","07","31",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,NA,"Atlantic Forest.","HUEFS0198729","HUEFS0198729","2015","02",NA,"37W58'","12S10'",NA,NA,NA,NA,"Asteranae",NA
"49","2019-10-07 09:12:53-03","UEFS","HUEFS","208261","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Chrysophyllum","januariense","Chrysophyllum januariense","Eichler","A.Alves-Araújo","Popovkin, A.V.","1757",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667","100","100",NA,NA,"HUEFS0208261","HUEFS0208261","2015","02",NA,"37W58'0''","12S10'",NA,NA,NA,NA,"Asteranae",NA
