"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","class","order","barcode","imagecode","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","typeStatus","fieldNumber","preparationType","individualCount","sex"
"11","2020-02-08 08:50:25-03","NBC","NL-BOTANY","WAG.1230241","PreservedSpecimen","Plantae",NA,"Compositae","Mikania","dusenii","Mikania dusenii","B.L.Rob.",NA,NA,"Pedersen TM",NA,"1964","02","27","Southern America","Argentina",NA,NA,"Paso Pucú. Dep. Concepión Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1230241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","Asterales","NL-WAG1230241","NL-WAG1230241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:24:42-03","UNICAMP","UEC","93140","S","Plantae","Magnoliopsida","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Cristóbal, CL","1997","Arbo, MM; Cárceres, SA; Maruñak, V","4062","1996","12","04",NA,"Argentina","Corrientes","Corrientes","Dep. San Roque. Estancia San Antonio, ca. 30 km NE de Chavarría, camino a Concepción, 4 km al E de la ruta, a E del casco.","-58.316667","-28.783333","-58.316667","-28.783333","Trepadora, flores blanco-verdosas.; En bajo, al pie de las lomadas arenosas que forman el borde occidental de la depresión Iberana.",NA,NA,"UEC128588","UEC128588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-10-14 09:59:14-03","FURB","FURB","65221","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","T. Myndel Pedersen","1959","Pedersen, T.M.","5053","1959","03","24",NA,"Argentina","Corrientes","Mburucuyá","Santa Teresa.",NA,NA,NA,NA,"herbaceous twiner, generally less than 1m high. Wet ground",NA,NA,"FURB65221","FURB65221",NA,"03","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 09:59:14-03","FURB","FURB","42005","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Pasini, E","2013","Valduga, E.","346","2012","03","11",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","margem leste da Lagoa Azul.","-50.2327995300293","-30.2474994659424",NA,NA,"sobre gramíneas",NA,NA,"FURB04774","FURB04774",NA,"04","03","17849","10","10","auto",NA,NA,NA,NA,NA
"15","2021-03-16 17:50:58-03","UCS","HUCS","38340","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Pasini, E.","2013","Valduga, E.","346","2012","03","11",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","margem leste da Lagoa Azul","-50.2327995300293","-30.2474994659424",NA,NA,"sobre gramíneas - próximo à rodovia",NA,"Asterales",NA,NA,NA,"04","03","17849",NA,NA,"auto",NA,NA,NA,NA,NA
"16","2021-03-21 19:32:57-03","UFC","EAC","17705","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Mikania","dusenii","Mikania dusenii","B. L. Rob.","Barroso, G.","1980","Aguiar, L.; Martau, L.","45","1979","05","08","Southern America","Brasil","Rio Grande do Sul","Porto Alegre","Morro Tapera, Solo granítico;&nf;Na beira do mato, na encosta.","-51.2299995422363","-30.0331001281738",NA,NA,"Flores brancas;&nf;Trepadeira;&nf;Rara.",NA,NA,"EAC0017705","EAC0017705",NA,"04","10","29946",NA,NA,"auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:16:36-03","MBM","MBM","127156","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","Rob.",NA,NA,"Pedersen, T.M.","15003","1988","04","05","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM127156","MBM127156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:16:36-03","MBM","MBM","127157","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","Rob.",NA,NA,"?","?","1959","03","24","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM127157","MBM127157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:16:36-03","MBM","MBM","388462","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","Rob.","Pasini, E.","2013","Valduga, E.","346","2012","03","11","Southern America","Brazil","Rio Grande do Sul","Balneário Pinhal","Margem leste da Lagoa Azul","-50.2327995300293","-30.2474994659424",NA,NA,"Sobre gramíneas, próximo à rodovia.",NA,NA,"MBM388462","MBM388462",NA,"04","03","17849","10","10","auto",NA,NA,NA,NA,NA
"20","2015-10-28 06:50:59-02","MNHN","RECOLNAT_MNHN_P","P00706888","PreservedSpecimen",NA,NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Holmes",NA,"Hassler, E.",NA,"1903","11",NA,NA,"Paraguay",NA,NA,"Gran Chaco : Loma Clavel",NA,"-23.33333",NA,NA,"Reçu le 18 janvier 1906 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706888' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00706888","P00706888_01",NA,NA,NA,NA,NA,NA,NA,"isotype","2494","hb",NA,NA
"21","2009-07-17 07:34:00-03","MO","MOBOT","2191687","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cerana, M. M.",NA,"T.J.V. Stuckert","Stuckert 19527","1908","12","18","South America","Argentina","Chaco","1 de Mayo","Colonia Benítes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2014-03-29 17:18:00-03","MO","MOBOT","2255336","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cerana, M. M.",NA,"E.C. Clos","Clos 2883","1927","4","29","South America","Argentina","Buenos Aires",NA,"Delta del Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-05-05 17:37:00-03","MO","MOBOT","2191607","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cerana, M. M.",NA,"Juan H. Hunziker","Hunziker 1578","1946","1","30","South America","Argentina","Buenos Aires","San Vicente","Cerca de la Laguna 4 ojos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-07-17 07:34:00-03","MO","MOBOT","2191636","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cerana, M. M.",NA,"T.J.V. Stuckert","Stuckert 16358","1906","11","26","South America","Argentina","Chaco","1 de Mayo","Colonia Benitez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-07-17 07:34:00-03","MO","MOBOT","2191663","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cerana, M. M.",NA,"T.J.V. Stuckert","Stuckert 19231","1908","11","1","South America","Argentina","Chaco","1 de Mayo","Colonia Margarita Belén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2011-03-14 06:37:00-03","MO","MOBOT","2344767","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cristóbal, C. L., //",NA,"Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","Tressens 4164","1992","12","4","South America","Argentina","Corrientes","San Miguel","Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12. Potrero El Rodeito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2010-01-25 20:06:00-02","MO","MOBOT","2403798","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Robinson",NA,"Troels M. Pedersen","Pedersen 5053","1959","3","24","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2010-01-25 20:06:00-02","MO","MOBOT","2411769","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Robertson",NA,"Troels M. Pedersen","Pedersen 6969","1964","2","27","South America","Argentina","Corrientes","Concepción","Paso Pucú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-10-14 19:13:00-03","MO","MOBOT","2425669","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Cristóbal, C. L.",NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 7927","1998","8","26","South America","Argentina","Corrientes","Mercedes","Macrosistema Iberá, Laguna Itati, Isla Ombuzal","-58.1","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-03-26 12:57:00-03","MO","MOBOT","2445111","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|M.M. Yfran","Arbo 8112","1998","12","2","South America","Argentina","Corrientes","Mercedes","Macrosistema Iberá. Estancia Rincón del Diablo, arroyo Curiyu e isla Sauzal","-58","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-01-25 20:01:00-02","MO","MOBOT","2445466","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Ritter, M. R., 11-12-",NA,"F. Franceschi","Franceschi 954","1986","3","7","South America","Argentina","Santa Fé","San Jerónimo","Isla Campo Rico (Río Paraná)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-07-21 23:34:00-03","MO","MOBOT","2457344","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","W. C. Holmes",NA,"Per Dusén","Dusén 18042","1916","3","29","South America","Brazil","Paraná",NA,"Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-05-08 11:41:00-03","MO","MOBOT","2488153","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Holmes, W. C. & McDaniel, S. T.",NA,"Émile Hassler|Teodoro Rojas","Hassler 2494",NA,"11",NA,"South America","Paraguay","Presidente Hayes",NA,"Gran Chaco, Loma Clavel","-57.5333333","-23.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3354015","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"Nélida Soria","Soria Rey 4567","1991",NA,NA,"South America","Paraguay","Amambay",NA,"Estancia Carmen de la Sierra. Potrero Lili. Campo con islas de bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2012-04-26 13:15:00-03","MO","MOBOT","3354182","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"F. Javier Fernández Casas|J. Molero","Fernández Casas 4357","1980","10","20","South America","Argentina","Chaco",NA,"Parque Nacional Degensore del Chaco, cerca de la casa forestal de Aguadulce, en bosquete espinoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2009-07-10 17:58:00-03","MO","MOBOT","3354325","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"Troels M. Pedersen","Pedersen 15003","1988",NA,NA,"South America","Argentina","Corrientes","Concepción","Edge of woodland on medium high ground, among spiny Bromeliads.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-07-10 17:58:00-03","MO","MOBOT","3354569","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"Troels M. Pedersen","Pedersen 6027","1961",NA,NA,"South America","Argentina","Misiones",NA,"Santiago. Estancia La Soledad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","583909","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"David R. Brunner","Brunner 1099","1984","8","11","South America","Paraguay","Cordillera",NA,"Compañia Ciervo Kva. 15 km N de San Bernardino por la ruta a Altos. Bosque mediano hasta 15-20 m de altura y campos abiertos con suelo arsilloso chaqueño.","-57.28333","-25.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-1",NA,"1",NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","984312","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.","Harold Robinson (US)",NA,"Elsa M. Zardini|F.V. da Silva","Zardini 41966","1994","12","27","South America","Paraguay","Alto Paraná",NA,"Estancia Río Bonito: South of Forest III. Swamp.","-54.81694","-25.64166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"984",NA,"3",NA
"40","2020-09-12 05:00:02-03","US","US","2948422","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"S. A. Mori, B. M. Boom & A. M. Carvalho","13703","1981","4","21","South America - Neotropics","Brazil","Bahia",NA,"Municipality of Ilhéus, road from Olivença to Una, 18 km S of Olivença",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US01673241","US01673241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2849996","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"S. A. Mori, L. A. Mattos Silva, J. Kallunki, T. S. Santos & et al.","9772","1978","3","21","South America - Neotropics","Brazil","Bahia",NA,"Região Cacaueira da Bahia, Município de Sta Cruz de Cabrália. Estacão Ecológica do pau-Brasil e arredores, cerca d 16 km a W de Porto Seguro. Folha SE - 24 (16-39c)",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US01673238","US01673238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","1481708","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"P. K. Dusén","18042","1916","3","29","South America","Brazil","Paraná",NA,"Castro.",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US00146461","US00146461_01",NA,NA,NA,NA,"842","842",NA,"Isotype",NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2832022","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"A. Eupunino","133",NA,NA,NA,"South America","Brazil",NA,NA,"BA. S.C. Cabralia Res. Bio do Pau",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US01673240","US01673240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","3276955","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"S. Tressens, M. Beccaceci & R. Vanni","4164","1992","12","4","South America","Argentina","Corrientes",NA,"Dep. San Miguel Ea. San Juan Poriajhu, ruta 17, 18 l, ruta 12. Portrero El Rodeito",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US01674609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","3427104","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"E. M. Zardini & F. Vieira","41966","1994","12","27","South America","Paraguay","Alto Parana",NA,"Estancia Río Bonito: South of Forest III. Swamp","-54.8169","-25.6417",NA,NA,NA,"Dicotyledonae","Asterales","US01673237","US01673237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2847109","PreservedSpecimen","Plantae",NA,"Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"T. S. Santos","683","1970","4","10","South America - Neotropics","Brazil","Bahia",NA,"Ba. Itacaré/ Ubaitaba. Mata",NA,NA,NA,NA,NA,"Dicotyledonae","Asterales","US01673239","US01673239_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2019-10-07 09:11:42-03","UEFS","HUEFS","35486","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.",NA,NA,"Arbo, M.M.","7927","1998","08","26",NA,"Argentina","Corrientes","Mercedes","Macrosistema Ibera, Laguna Itati, Isla Ombruzal.","-58.1","-28.7","58W6'","28S42'","Interior de la isla.","Asteranae","Asterales","HUEFS0035486","HUEFS0035486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-12 16:58:23-03","UEL","FUEL","52460","PreservedSpecimen","Plantae","Tracheophyta","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Pasini, E","2013","Valduga, E","346","2012","03","11",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","Lagoa Azul, margem leste, prox. à rodovia.","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,"Asterales",NA,NA,NA,"04","03","17849","10","10","auto",NA,NA,NA,NA,NA
"49","2021-02-08 12:36:37-03","UFRGS","ICN","133889","S","Plantae","Dicotyledon","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Ritter, MR",NA,"Hagelund, K","s.n.","1965","03","25","América do Sul","Brasil","RS","Giruá","Granja Sodal","-54.3497009277344","-28.028299331665",NA,NA,"Espécie ameaçada de extinção (Provavelmente extinta). Doação de Karner Hagelund.",NA,NA,NA,NA,NA,NA,NA,"23862",NA,NA,"auto",NA,NA,NA,NA,NA
"50","2021-02-08 12:36:37-03","UFRGS","ICN","041182","S","Plantae","Dicotyledon","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L.Rob.","Ritter, MR",NA,"Hagelund, K","4969","1966","12","13","América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,"Espécie ameaçada de extinção (Provavelmente extinta).",NA,NA,NA,NA,NA,NA,NA,"23862",NA,NA,"auto",NA,NA,NA,NA,NA
"51","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","22058","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Mikania","dusenii","Mikania dusenii","B.L. Rob.",NA,NA,"Neves, M.","688","1986","07",NA,NA,"Brasil","Rio Grande do Sul","Charqueadas","Usina Termoelétrica Jacuí I,","-51.625301361084","-29.9547004699707",NA,NA,"guaco; ; Numerosa e dispersa.",NA,NA,"HAS0022058",NA,NA,NA,NA,"17690",NA,NA,"auto",NA,NA,NA,NA,NA
