"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","01143008","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","T. D. Pennington","C. S. Rosário","99","1980","09","29","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1588087' target='other'> <mi>dwc_moreinfo</mi></a>","NY01143008","NY01143008_01","Margem direita do Rio Tocantins, á margem do Rio Cagancho.","-49.6366848","-3.8316804","Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01143009","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","T. D. Pennington","M. A. S. da Costa","437","1995","12","05","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1588139' target='other'> <mi>dwc_moreinfo</mi></a>","NY01143009","NY01143009_01","Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Vertente.","-60.0250015258789","-3.10193991661072","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01143017","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","T. D. Pennington","J. M. Pires","51290","1961","09","29","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1588181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01143017","NY01143017_01","Vicinity Camp 12.","-58.133333","1.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:05-03","EAO","IAN","161695","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"Daly, DC; Callejas, R","1167","1981","11","01","Southern America","Brasil","Pará",NA,"Slender tree 4m, fruits green.","IAN161695",NA,"Approx. 18km from Tucurui; 16km S on old BR-422, then 2 km W on overgrown logging road. Approx. 3o 53' S, 49o 41' W. Forest on terra firme in clayey soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:05-03","EAO","IAN","161141","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"Rosário, CS","99","1980","09","29","Southern America","Brasil","Pará",NA,"Arbusto de 4m de altura, frutos imaturos verdes.","IAN161141",NA,"Margem direita do rio Tocantins, a margem do rio Cagancho, mata de terra firme.","-49.6725006103516","-3.76610994338989","Tucuruí","59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:30:54-03","NBC","NL-BOTANY","U.1422623","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington TD","Sothers CA; Silva CF da",NA,"1995","11","09","Southern America","Brazil","Amazonas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422623","NL-U1422623",NA,"-59.966667","-2.883333",NA,NA,NA,"Magnoliopsidae","1997","08","01","-59.966667","-2.883333","U 0060208",NA,NA,NA,NA,NA
"17","2020-02-08 10:30:54-03","NBC","NL-BOTANY","U.1422622","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington TD","Hammel BE; Koemar S",NA,"1998","04","09","Southern America","Surinam","Sipaliwini",NA,"Tall primary forest along river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422622","NL-U1422622","Vicinity of Ulemari River, 99 km upstream from its confluence with Litani River.","-54.553889","2.971667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"-54.553889","2.971667","U 0250797",NA,NA,NA,NA,NA
"18","2020-02-08 10:30:54-03","NBC","NL-BOTANY","U.1422624","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.",NA,"Prance GT; et al.",NA,"1977","11","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422624","NL-U1422624","Brazilian Amazonai State of Pará BR 163, Cuiabá-Santarém Highway. BR 163, km 1417; 3 km N of Rio Itapacura.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:35:40-03","UNICAMP","UEC","111520","S","Plantae","Magnoliopsida",NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Costa, MAS; Amaral, M; Assunção, PACL; Silva, CF","437","1995","12","05",NA,"Brazil","Amazonas",NA,"Floresta de Vertente. Árvore . Individuo de pequeno porte, tronco reto, circular com base reta. Casca rugosa, desprendimento por placas irregulares que se esfarelam, presença de lenticelas. Ritidoma castanho escuro com muitas manchas v","UEC058342","UEC058342","Reserva Florestal Ducke, Manaus-Itacoatira, 26 Km.",NA,NA,NA,NA,NA,NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-03-16 13:31:08-03","UNEMAT","HERBAM","7545","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, DR","Soares, C.R.A.; Fidelio, B.V.; Santos, M.L.; Zanin, H.R.W. & Rodrigues, C.","Roxo 685076","2012","01","11",NA,"Brasil","Mato Grosso",NA,NA,"HERBAM007545",NA,"Terra Firme.","-56.8125","-9.296389","Paranaíta",NA,NA,NA,"2012","01","12","-56.8125","-9.296389",NA,"174","174",NA,NA,NA
"21","2019-03-16 13:31:08-03","UNEMAT","HERBAM","7389","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, DR","Soares, C.R.A.; Silvino, L.; Benetti, F.C.; Silva, J.R.R. & Moura, N.F.","Amarelo 184920","2011","12","27",NA,"Brasil","Mato Grosso",NA,NA,"HERBAM007389",NA,"Afloramento Rochoso.","-56.782778","-9.344722","Paranaíta",NA,NA,NA,"2011","12","27","-56.782778","-9.344722",NA,"181","181",NA,NA,NA
"22","2019-03-16 13:31:08-03","UNEMAT","HERBAM","7651","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, DR","Soares, C.R.A.; Melo, J.A.M.; Zanin, H.R.W. & Quadros, A.A.","Amarelo 205253","2012","02","08",NA,"Brasil","Mato Grosso",NA,NA,"HERBAM007651",NA,"Afloramento Rochoso.","-56.778889","-9.360833","Paranaíta",NA,NA,NA,"2012","02","08","-56.778889","-9.360833",NA,"204","204",NA,NA,NA
"23","2019-03-16 13:31:08-03","UNEMAT","HERBAM","7154","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, DR","Soares, C.R.A.; Matos, D.L.; Piva, J.H.; Silva, E.S.; Zanin, M.A.S. & Santos, M.L.","Azul 644554","2011","11","08",NA,"Brasil","Mato Grosso",NA,NA,"HERBAM007154",NA,"Floresta ombrofila densa.","-56.773889","-9.347778","Paranaíta",NA,NA,NA,"2011","11","25","-56.773889","-9.347778",NA,"202","202",NA,NA,NA
"24","2019-02-21 19:37:53-03","UNEMAT","HERBAM","4269","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Soares, CRA; Assunção, PACL","Soares, C.R.A.; Piva, J.H.; Rocha Filho, J.A.; Rodrigues, L.; Melo, J.A.M. & Cabral, F.F.","1957","2009","01","26",NA,"Brasil","Mato Grosso",NA,NA,"HERBAM004269",NA,"UHE São Manoel","-56.793333","-9.297222","Paranaíta",NA,NA,NA,"2009","01",NA,"-56.793333","-9.297222",NA,NA,NA,NA,NA,NA
"25","2019-02-21 19:37:53-03","UNEMAT","HERBAM","4299","S","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Assunção, PACL; Soares, CRA","Soares, C.R.A.; Piva, J.H.; Rocha Filho, J.A.; Rodrigues, L.; Melo, J.A.M. & Cabral, F.F.","2000",NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,"HERBAM004299",NA,"UHE São Manoel","-56.778333","-9.336944","Paranaíta",NA,NA,NA,"2009","01",NA,"-56.778333","-9.336944",NA,NA,NA,NA,NA,NA
"26","2012-08-18 05:19:00-03","MO","MOBOT","3142488","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","T. Pennington ex Fl. Neotrop.","João Murça Pires","Pires 51290","1961","9","28","South America","Brazil","Amapá",NA,NA,NA,NA,"Rio Araguari. Vicinity Camp 12.","-52.13333","1.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2014-04-05 06:07:00-03","MO","MOBOT","2834152","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","Pennington, T.D. , 8/97","Cynthia A. Sothers|C. Fernandes da Silva","Sothers 674","1995","11","9","South America","Brazil","Amazonas",NA,NA,NA,NA,"Floresta de Vertente.","-59.9666667","-2.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1288170","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","T. D. Pennington (K), 9 Jan.","Barry E. Hammel|Sylva Koemar","Hammel 21404","1998","4","9","South America","Suriname","Sipaliwini",NA,NA,NA,NA,"Vicinity of Ulemari River, 99 km upstream from its confluence with Litani River. Tall primary forest along river.","-54.55388","2.97166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,"6","13",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","2834009","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","T.D. Pennington","Ghillean T. Prance","Prance 25747","1977","11","25","South America","Brazil","Pará",NA,NA,NA,NA,"Br 163, km 1417, 3 km N of Rio Itapacurá. Forest on terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-02-18 15:13:00-02","MO","MOBOT","3142486","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","T. Pennington ex Fl. Neotrop.","W. Egler|Howard S. Irwin","Egler 46479","1961","8","17","South America","Brazil","Amapá",NA,NA,NA,NA,"Rio Jari. In forest understory. Near Cachoeiras das Aurucuopatari.","-53.11666","0.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA
"31","2020-08-31 09:09:43-03","INPA","INPA","117050","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Daly, DC","1167","1981","11","01","Southern America","Brasil","Pará",NA,NA,"INPA0117050","INPA0117050 INPA0117050_e INPA0117050_e1","Approx. 18 Km from Tucuruí, 16 Km S on old BR 422, then 2 Km W on overgrown logging road","-49.683333","-3.883333",NA,NA,NA,NA,"1984",NA,NA,"-49.683333","-3.883333",NA,NA,NA,NA,NA,NA
"32","2020-08-31 09:09:43-03","INPA","INPA","130712","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, MG da","Rosário, CS","99","1980","09","29","Southern America","Brasil","Pará",NA,NA,"INPA0130712","INPA0130712 INPA0130712_e","Rio Tocantins, á rio Cagancho, Margem direita do Rio Tocantins, à margem do rio Cagancho","-49.636685","-3.83168","Tucuruí",NA,NA,NA,NA,NA,NA,"-49.636685","-3.83168",NA,NA,NA,NA,NA,NA
"33","2020-08-31 09:09:43-03","INPA","INPA","13521","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Pires, JM","51334","1961","09","29","Southern America","Brasil","Amapá",NA,NA,"INPA0013521","INPA0013521 INPA0013521_e INPA0013521_e1 INPA0013521_s INPA0013521_se","Rio Amaparí, Rio Amapari, entre campo 11 e campo 12","-52.690833","1.738353",NA,NA,NA,NA,"1981",NA,NA,"-52.690833","1.738353",NA,NA,NA,NA,NA,"holotype"
"34","2020-08-31 09:09:43-03","INPA","INPA","135321","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Silva, MG da","Silva, MG da","5326","1980","04","02","Southern America","Brasil","Pará",NA,NA,"INPA0135321","INPA0135321 INPA0135321_e","Rio Tocantins, 5 Km margem direita do Rio Tocantins","-49.6725","-3.76611","Tucuruí",NA,NA,NA,"1980",NA,NA,"-49.6725","-3.76611",NA,NA,NA,NA,NA,NA
"35","2020-08-31 09:09:43-03","INPA","INPA","13540","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","New York Botanical Garden","51223","1961","09","26","Southern America","Brasil","Amapá",NA,NA,"INPA0013540","INPA0013540 INPA0013540_e INPA0013540_e1","Rio Araguarí, At Serra do Navio","-52.916667","0.916667",NA,NA,NA,NA,"1979",NA,NA,"-52.916667","0.916667",NA,NA,NA,NA,NA,NA
"36","2021-01-10 20:47:45-03","INPA","INPA","183420","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Sothers, CA","674","1995","11","09","Southern America","Brasil","Amazonas",NA,NA,"INPA0183420","INPA0183420 INPA0183420_e","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","Manaus",NA,NA,NA,"1997","08",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"37","2021-01-10 20:47:45-03","INPA","INPA","188421","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Costa, MAS","437","1995","12","05","Southern America","Brasil","Amazonas",NA,NA,"INPA0188421","INPA0188421 INPA0188421_e","Reserva Florestal Adolfo Ducke, Sem dados de localidade.","-59.966667","-2.883333","Manaus",NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"38","2020-08-31 09:09:43-03","INPA","INPA","153567","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Ramos, JF","Ferreira, CAC","8913","1987","04","23","Southern America","Brasil","Rondônia",NA,NA,"INPA0153567","INPA0153567 INPA0153567_e INPA0153567_e1 INPA0153567_e2","Serra do Balateiro a 3 km da Vila Campo, Estrada da Serra do Balateiro a 3 Km da Vila Campo Novo.","-63.65","-10.583333","Porto Velho",NA,NA,NA,"2005","03","08","-63.65","-10.583333",NA,NA,NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2221025","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"J. M. Pires","s","1955","6",NA,"South America - Neotropics","Brazil","Belém",NA,NA,"US01868409","US01868409_01","Horto Mocambo. Árvore no 6-9",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2020-09-12 05:00:02-03","US","US","3081720","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"J. M. Pires, W. Rodrigues & G. Irvine","51290","1961","9","28","South America - Neotropics","Brazil",NA,NA,NA,"US01868412","US01868412_01 US01868412_02","Vicinity Camp 12","-52.13","1.18",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","3119967","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"D. C. Daly, R. Callejas, M. G. Silva, E. L. Taylor, C. S. Rosário & M. R. Santos","1167","1981","11","1","South America - Neotropics","Brazil",NA,NA,NA,"US01868411","US01868411_01 US01868411_02","Approx. 18 km from Tucurui; 16 km S on old BR 422, then 2 km W of overgrown logging road","-49.68","-3.88",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","3472926","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"M. A. Costa, P. A. Assunçao & C. F. Silva","437","1995","12","5","South America - Neotropics","Brazil","Manaus",NA,NA,"US01868410","US01868410_01 US01868410_02","Reserva Florestal Ducke, Manaus - Itacoatiara, km 26","-59.97","-2.88",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","2861313","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.",NA,"G. T. Prance, A. S. Silva, M. J. Balick, A. J. Henderson, R. P. Bahia & M. R. Santos","25747","1977","11","25","South America - Neotropics","Brazil",NA,NA,NA,"US01868413","US01868413_01 US01868413_02","BR 163, km 1417, 3 km N of Rio Itapacurá",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2020-09-12 05:00:02-03","US","US","3493038","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D. Penn.","Pennington, T. D., (K)","B. E. Hammel & S. Koemar","21404","1998","4","9","South America - Neotropics","Suriname","Sipaliwini",NA,NA,"US00881464",NA,"Ulemari R., 99 km upstream from confl. with Litani R.","-54.55","2.97",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"150",NA,"1",NA,NA
"45","2019-11-13 11:26:13-03","USP","SPF","141709","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Pennington, TD","Costa, MAS","437","1995","12","05",NA,"Brasil","Amazonas",NA,NA,"SPF00141709",NA,"Reserva Florestal Adolpho Ducke","-59.966667","-2.883333","Manaus",NA,NA,NA,"1997","08",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"46","2020-02-13 13:43:44-03","F","FMNH-SEEDPLANTS","V0156617F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala",NA,"T. D. Pennington",NA,NA,"1961","9","26","South America","Brazil","Amapá",NA,NA,"V0156617F","V0156617F_01",NA,"-52","1",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-02-13 13:40:53-03","F","FMNH-SEEDPLANTS","V0156618F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala",NA,"T. D. Pennington",NA,NA,"1981","11","1","South America","Brazil","Pará",NA,NA,"V0156618F","V0156618F_01",NA,"-53","-4",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-01-31 10:38:57-03","IFAM","EAFM","16015","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","micropetala","Trichilia micropetala","T.D.Penn.","Marra, D.M.; Reis, F.Q.","Marra, D.M.; Reis, W.L. & Araújo, F.M.","1632","2010","02","15",NA,"Brasil","Amazonas",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore",NA,NA,"Floresta Estadual de Maués, rio Parauari, Parcelas permanentes instaladas pelo Laboratório de Manejo Florestal (LMF), Instituto Nacional de Pesquisas da Amazônia (INPA), em área de floresta madura/primária","-57.954731","-4.488439","Maués",NA,NA,NA,"2010","02","25","-57.954731","-4.488439",NA,NA,NA,NA,NA,NA
