"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"11","2019-08-27 13:31:07-03","IAP","PACA-AGP","45093","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Rambo, B.",NA,"1950","01","04",NA,"Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,"Habitat: In arenosis dumetosis Fenofase: flor","PACA045093",NA,"Emrich-Rambo",NA,NA,"27350","auto","Magnoliatae","1954","08","27",NA,NA,NA,NA,NA
"12","2019-08-27 13:31:07-03","IAP","PACA-AGP","45166","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Rambo, B.",NA,"1950","01","04",NA,"Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA045166",NA,"Emrich-Rambo",NA,NA,"27350","auto","Magnoliatae","1954","08","27",NA,NA,NA,NA,NA
"13","2021-04-07 11:46:05-03","UFMS","CGMS","64717","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A.C. Rodrigues; K.C.B.S. Santos; T.S.G. Botelho; V.J. Pott","44","2017","10","24",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do rio Taquari. Trilha dos Canyons.","-53.2586111","-18.2477777",NA,"Flor branca. Habitat: Campo úmido de Vereda sem presença de Buriti. Solo hidromórfico orgânico. Relevo ondulado cercado por morraria. Habito: Arbusto. 70 cm de altura","CGMS1097685",NA,"V.J. Pott","795","795",NA,NA,NA,NA,NA,NA,"-53,2586111","-18,2477777",NA,NA,NA
"14","2021-04-07 11:46:05-03","UFMS","CGMS","24648","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","H.C. Vinci-Carlos; G.A. Damasceno-Junior; V.J. Pott; S.N. Moreira","293","2008","06","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3975","-20.5861111",NA,"Flor branca. Fruto roxo. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Arbusto. 1,00 m de altura.","CGMS1054092",NA,"H.C. Vinci-Carlos","550","550",NA,NA,NA,"2016","07","23","-54,3975","-20,5861111",NA,NA,NA
"15","2021-04-07 11:46:05-03","UFMS","CGMS","24555","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","H.C. Vinci-Carlos; G.A. Damasceno-Junior; R.M. Chiaravalloti","200","2008","02","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3972222","-20.5844444",NA,"Flor roxa. Fruto verde. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Arbusto. 1,30 m de altura.","CGMS1053992",NA,"V.J. Pott","554","554",NA,NA,NA,"2016","03","05","-54,3972222","-20,5844444",NA,NA,NA
"16","2021-04-07 11:46:05-03","UFMS","CGMS","13390","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","6715","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pouso Frio, Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).","-52.8675","-18.6666667",NA,"Flor ausente. Fruto roxo-negro. Coordenada original (etiqueta): 18°40#?#0,2'S. Habitat: Campo graminoso úmido (coval) em vale de vereda com buritis (Mauritia flexuosa). Solo argiloso, turfoso com muita matéria orgânica. Relevo plano. H","CGMS1042806",NA,"R. Romero","800","800",NA,NA,NA,NA,NA,NA,"-52,8675","-18,6666667",NA,NA,NA
"17","2021-04-07 11:46:05-03","UFMS","CGMS","13618","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6957","2004","04","04",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú, próximo à sede.","-53.1922222","-19.0230556",NA,"Flor branca. Habitat: Brejo com água corrente ao longo de pequeno córrego. Solo hidromórfico arenoso. Relevo inclinado. Ocasional. Habito: Subarbusto 1 m de altura.","CGMS1043065",NA,"R. Romero","530","530",NA,NA,NA,NA,NA,NA,"-53,1922222","-19,0230556",NA,NA,NA
"18","2021-04-07 11:46:05-03","UFMS","CGMS","13176","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo","11538","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Nascente do Pouso Frio (Cabeceira do Aporé ou Rio do Peixe).","-52.8505556","-18.6605556",NA,"Flor branca. Habitat: Mata de galeria e campo úmido com arbustos. Solo argiloso hidromórfico preto. Relevo vale. Habito: Arbusto. Frequente. 1,50 m de altura.","CGMS1042572",NA,"R. Romero","800","800",NA,NA,NA,NA,NA,NA,"-52,8505556","-18,6605556",NA,NA,NA
"19","2021-04-07 11:46:05-03","UFMS","CGMS","13355","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11719","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca.","-52.7611111","-19.2622222",NA,"Flor branca. Habitat: Pequenos capões entre cerradão e campo úmido. Solo hidromórfico. Relevo planície. Habito: Subarbusto. Frequente. 1,20 m de altura.","CGMS1042769",NA,"R. Romero","410","410",NA,NA,NA,NA,NA,NA,"-52,7611111","-19,2622222",NA,NA,NA
"20","2021-04-07 11:46:05-03","UFMS","CGMS","39178","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","V.J. Pott; A. Pott","7769","2005","04","22",NA,"Brasil","Mato Grosso do Sul","Água Clara","Fazenda São Lourenço, 27km de Água Clara para Inocência.","-52.7333333","-20.2561111",NA,"Flor ausente. Fruto imaturo verde. Duplicatas CPAP. Habitat: Campo úmido graminoso ralo com veios d#?#água e surgências, entre ex-cerrado e mata de galeria. Solo arenoso, hidromórfico. Relevo levemente inclinado. Habito: Subarbusto anf","CGMS1068560",NA,"V.J. Pott","420","420",NA,NA,NA,"2013","07","30","-52,7333333","-20,2561111",NA,NA,NA
"21","2021-04-07 11:46:05-03","UFMS","CGMS","68241","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A. Pott; V.J. Pott; L.C.P. Lima ; E.M.J. Costa","9778","2002","04","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva Ecológica do Parque dos Poderes.","-54.5611111","-20.4513889",NA,"Flor ausente.Folha discolor. Habitat: Vegetação ripária secundária de nascente. Solo arenoso. Relevo pequeno vale em planalto. Ocasional. Habito: Subarbusto 1m de altura.","CGMS1101200",NA,"V.J. Pott",NA,NA,NA,NA,NA,"2009","09","28","-54,5611111","-20,4513889",NA,NA,NA
"22","2021-04-07 11:46:05-03","UFMS","CGMS","68715","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","V.J. Pott; S.N. Moreira; A. Pott","11464","2012","10","08",NA,"Brasil","Mato Grosso do Sul","Paraíso das Águas","Fazenda Potreiro do Sucuriú, estrada vicinal entre Costa Rica e Paraíso das Águas (15 Km de Paraíso e 61 Km de Costa Rica), a 20 Km da estrada MS-316.","-53.1625","-18.9838889",NA,"Flor branca. Fruto preto brilhoso. Habitat: Campo úmido com arbustos, vereda com buriti. Solo areno-argiloso, superior orgânico. Relevo íngreme. Habito: Subarbusto. 1,00 - 1,30 m de altura. Raro.","CGMS1101673",NA,NA,"507","507",NA,NA,NA,NA,NA,NA,"-53,1625","-18,9838889",NA,NA,NA
"23","2021-03-01 16:34:16-03","UNICAMP","UEC","111949","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","paulina","Leandra paulina","A.DC.","Romero, R; Nakajima, JN","3806","1996","12","22",NA,"Brazil","Minas Gerais","São Roque","Estrada São Roque - Sacramentoo, próximo à torre de observação, parque Nacional da Serra da Canastra.",NA,NA,NA,"Arbusto, ca. 1,5m. Corola e estames.","UEC044996","UEC044996","Romero, R",NA,NA,NA,NA,NA,"1996","07",NA,NA,NA,NA,NA,NA
"24","2014-10-14 15:56:52-03","BS","M","M-0165478","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis montium inter Rio de Janeiro et S. Paulo",NA,NA,NA,NA,"M0165478",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA
"25","2020-12-21 16:34:18-03","MBM","MBM","387704","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1954","2013","11","27","Southern America","Brazil","Paraná","Piraí do Sul","Pousada Pirahy da Serra","-50.020306","-24.466972",NA,"Arbusto 50 cm, flores amarelas, sub-bosque de capão.; Campos Gerais","MBM387704","MBM387704","Reginato, M.",NA,NA,NA,NA,NA,"2014",NA,NA,"-50.020306","-24.466972",NA,NA,NA
"26","2020-12-21 16:34:18-03","MBM","MBM","428723","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Lozano, E.D.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.","4539","2019","11","25","Southern America","Brazil","Minas Gerais","Poços de Caldas","Próximo ao portal de Poços de Caldas","-46.679694","-21.8435",NA,"Rbusto, 970 cm, flores alvas, em campo úmido.; Campo de Altitude.","MBM428723",NA,"Reginato, M.",NA,NA,NA,NA,NA,"2019",NA,NA,"-46.679694","-21.8435",NA,NA,NA
"27","2015-09-04 22:49:27-03","MNHN","RECOLNAT_MNHN_P","P00117168","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Glaziou, A.",NA,"1894","11","20",NA,"Brésil",NA,NA,"Province de Goyaz: sources du Rio Torto, dans le Capao",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117168' target='other'> <mi>dwc_moreinfo</mi></a>","P00117168","P00117168_01","Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21411",NA
"28","2016-11-23 10:06:53-02","MNHN","RECOLNAT_MNHN_P","P00117169","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Glaziou, A.",NA,"1894","11","20",NA,"Brésil",NA,NA,"Province de Goyaz: sources du Rio Torto, dans le Capao",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117169' target='other'> <mi>dwc_moreinfo</mi></a>","P00117169","P00117169_01","Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21411",NA
"29","2015-09-04 22:35:33-03","MNHN","RECOLNAT_MNHN_P","P05320721","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320721' target='other'> <mi>dwc_moreinfo</mi></a>","P05320721","P05320721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 22:35:33-03","MNHN","RECOLNAT_MNHN_P","P05320722","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Sellow",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320722' target='other'> <mi>dwc_moreinfo</mi></a>","P05320722","P05320722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-04 22:35:33-03","MNHN","RECOLNAT_MNHN_P","P05320723","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320723' target='other'> <mi>dwc_moreinfo</mi></a>","P05320723","P05320723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1444",NA
"32","2015-09-04 22:35:33-03","MNHN","RECOLNAT_MNHN_P","P05320724","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Riedel",NA,"1833","11","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320724' target='other'> <mi>dwc_moreinfo</mi></a>","P05320724","P05320724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1444",NA
"33","2021-02-11 17:19:46-03","UFPR","UPCB","85983","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Reginato, M | Meyer, F.S.","1514","2016","01","08",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios","-49.768545","-25.464557",NA,"Arbusto 0.4m. Campo. Pétalas e estames alvos..","UPCB0013770","UPCB0013770","Reginato, M.",NA,NA,NA,NA,NA,"2016",NA,NA,"-49.768545","-25.464557",NA,NA,NA
"34","2021-02-11 17:19:46-03","UFPR","UPCB","82352","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Sousa, L.P.","87","2010","02","09",NA,"Brasil","Paraná","Ponta Grossa","Nascente do Rio Caracará, afluente do Rio Tibagi. Campo de Altitude Hidrófilo (Estepe Gramíneo-Lenhosa), Organosolo Háplico; 6 há","-50.1618995666504","-25.0949993133545",NA,NA,"UPCB0013771","UPCB0013771","Reginato, M.","860","860","46557","auto",NA,"2016",NA,NA,NA,NA,NA,NA,NA
"35","2019-07-05 07:58:00-03","MO","MOBOT","101139473","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","paulina","Miconia paulina","(DC.) R. Goldenb.","C.F.P. Martius","Martius s.n.",NA,"12",NA,"South America","Brazil",NA,NA,"Habitat in sylvis montium inter Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA,NA,"fide Michelangeli et al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1"
"36","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","L. Riedel","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","3190367","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","M. A. Silva","1016","1990","9","5","South America","Brazil",NA,NA,"Distrito federal. Reseva Ecologica do IBGE. Brejo junto a nasxente do corrego Taquara. PRoxima a trincheira, foto12, faixa: 22, ponto:46",NA,NA,NA,NA,"US01950351","US01950351_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","2771679","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","L. ThDombrowski","6945","1977","1","10","South America - Neotropics","Brazil","Paraná","Curitiba","S. Luis fo Puruna - Camp Largo - PR.","-49.2731018066406","-25.4277992248535",NA,NA,"US01950357","US01950357_01",NA,NA,NA,"25180","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","3336353","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","R. Romero & J. N. Nakajima","1545","1994","12","10","South America - Neotropics","Brazil","Minas Gerais","São Roque de Minas","Estrada para o Retiro de Pedras, PARNA Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"US01902163","US01902163_01 US01902163_02",NA,NA,NA,"57119","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","2570952A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.",NA,"23250","1969","12","16","South America","Brazil","Paraná",NA,"S'Ana(mun.S.Mateus dp Sul) Parana",NA,NA,NA,NA,"US01950352","US01950352_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","2648875","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","G. Hatschbach, L. Smith & E. S. Ayensu","28861","1972","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó, 40 km ao Norte (mun. Jaboticatuba)",NA,NA,NA,NA,"US01902161","US01902161_01 US01902161_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2623488","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A. C. Brade","21033","1951","5",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Serra da Boacina",NA,NA,NA,NA,"US01902160","US01902160_01 US01902160_02",NA,"1650",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2504336","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12693","1966","2","12","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros, ca. 15 km. W. of Veadeiros , Goias","-47","-14",NA,NA,"US01950355","US01950355_01",NA,"1000",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","3180454","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","B. A. S. Pereira","686","1983","8","16","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Biológica da Águas Emendadas",NA,NA,NA,NA,"US01902158","US01902158_01 US01902158_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2591392A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","25775","1970","1","31","South America","Brazil","Minas Gerais",NA,"Cerrrado and gallery woods, ca. 13 km N. of Patrocinio,",NA,NA,NA,NA,"US01950356","US01950356_01",NA,"1000",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2585516A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","O. Guimarães","24651","1970","8","14","South America","Brazil","Paraná","Curitiba","Rod. Br 167 (mum. Rio Brilhante Mato Grosso.","-49.2731018066406","-25.4277992248535",NA,NA,"US01950354","US01950354_01",NA,NA,NA,"25180","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2748557","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.",NA,"34689","1974","7","22","South America","Brazil","Paraná","Curitiba","Corrego Fancho (mun. Alto Araguaia) Mato Grosso.","-49.2731018066406","-25.4277992248535",NA,NA,"US01950353","US01950353_01",NA,NA,NA,"25180","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","2988125","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","J. Ratter, J. W. B. Machado & M. Rocha","4775","1982","9","13","South America - Neotropics","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, ca. 18 km SSW of Brasília TV tower. Next cabeceira S of the Córrego da Onça","-47.9296989440918","-15.7797002792358",NA,NA,"US01902159","US01902159_01 US01902159_02",NA,NA,NA,"70570","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
