"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"2146","2020-09-12 05:00:02-03","US","US","1345549","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Y. Mexia","5086","1930","9","22","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Hill northwest of main buildings","-42.8819007873535","-20.7539005279541",NA,NA,"675",NA,NA,"US01345549","US01345549_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2147","2020-09-12 05:00:02-03","US","US","2564783","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach, J. C. Lindeman & H. Haas","13448","1966","1","4","Brazil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"US01345582","US01345582_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","30514","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2148","2020-09-12 05:00:02-03","US","US","2324375","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Maas, P. J. M.",NA,NA,NA,"H. S. Irwin","2252","1958","12","7","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12km E of Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,"US01345715","US01345715_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","16921","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2149","2020-09-12 05:00:02-03","US","US","2822159","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Eiten & W. D. Clayton","6191","1965","2","17","Brazil","São Paulo","Cananéia","Cananéia island, several km north of city of Cananéia. 1/2 km SE of ferry point on north shore of island","-47.93","-25",NA,NA,NA,NA,NA,"US01345567","US01345567_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2150","2020-09-12 05:00:02-03","US","US","1592488","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Y. Mexia","4945","1930","9","9","Brazil","Minas Gerais","Viçosa","Fazenda de Faziuma","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"US01345550","US01345550_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2151","2020-09-12 05:00:02-03","US","US","2248711","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","2671","1956","2","6","Brazil","Santa Catarina","Ibirama","Horto Florestal","-49.5177993774414","-27.0569000244141",NA,NA,"300",NA,NA,"US01345592","US01345592_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","18533","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2152","2020-09-12 05:00:02-03","US","US","2948084","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"D. Sucre","7385","1972","2","3","Brazil","Rio de Janeiro","Rio de Janeiro","Subida do Pico da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"950",NA,NA,"US01345556","US01345556_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2153","2020-09-12 05:00:02-03","US","US","2563720","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","13636","1966","1","31","Brazil","Paraná","Paranaguá","Taboleiro do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"US01345581","US01345581_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","24916","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2154","2020-09-12 05:00:02-03","US","US","1340376","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Riedel","s.n.","1905","1","6","Brazil","São Paulo",NA,"Mogy",NA,NA,NA,NA,NA,NA,NA,"US01345571","US01345571_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2155","2020-09-12 05:00:02-03","US","US","2403573","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","9084","1959","9","5","Brazil","Santa Catarina","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10",NA,NA,"US01345588","US01345588_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","16515","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2156","2020-09-12 05:00:02-03","US","US","2947293","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"D. Sucre","7812","1971","10","20","Brazil","Rio de Janeiro","Rio de Janeiro","Sertão; Taquara da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"620",NA,NA,"US01345559","US01345559_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2157","2020-09-12 05:00:02-03","US","US","389795","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"J. de Campos Novães","684","1895","11","20","Brazil","São Paulo","Campinas","Esp. Santo do Pinhal","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"US01345570","US01345570_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","23900","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2158","2020-09-12 05:00:02-03","US","US","1391878","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"E. H. Ule","969",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","Walde des Aipiborges","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"US01345604","US01345604_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","34291","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2159","2020-09-12 05:00:02-03","US","US","703454","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Riedel, --","s.n.","1905","1","8","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,"US01345563","US01345563_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2160","2020-09-12 05:00:02-03","US","US","3233613","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Kummrow","1656","1982","1","18","Brazil","Paraná","Rio Branco do Sul","Bromado","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"US01345575","US01345575_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","37352","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2161","2020-09-12 05:00:02-03","US","US","3147078","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach","32115","1973","5","29","Brazil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01345578","US01345578_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","38300","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2162","2020-09-12 05:00:02-03","US","US","3177869","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Kummrow","1442","1981","2","4","Brazil","Paraná","Piraquara","Capoeira","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"US01345576","US01345576_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","12577","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2163","2020-09-12 05:00:02-03","US","US","3688269","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"J. C. Lopes, E. R. Martins, J. Mangueira & K. R. Braga","285","2011","4","20","Brazil","Espírito Santo","Linhares","Reserva Natural da vale. Estrada Jueirana Vermelho km 2,4 antes da casa da guarda. Floresta de Tabuleiro.","-40.0722007751465","-19.3910999298096",NA,NA,"11",NA,NA,"US01345544","US01345544_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","48094","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2164","2020-09-12 05:00:02-03","US","US","2650297","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Auler","1","1972","1","18","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,"480",NA,NA,"US01345557","US01345557_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2165","2020-09-12 05:00:02-03","US","US","1482970","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"-- Lund","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01345562","US01345562_01",NA,"South America",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2166","2020-09-12 05:00:02-03","US","US","2403141","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","5725","1957","12","19","Brazil","Santa Catarina","São Francisco do Sul","Três Barras, Garuva, S. Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"10",NA,NA,"US01345590","US01345590_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","23627","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2167","2020-09-12 05:00:02-03","US","US","3177848","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"J. M. Silva & P. Berry","277","1987","1","16","Brazil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"US01345574","US01345574_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","30514","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2168","2020-09-12 05:00:02-03","US","US","2641103","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"J. C. Lindeman & J. H. Haas","2330","1966","8","15","Brazil","Paraná",NA,"ca.10km W of Cerro Azul. Top of ridge near Casa Branca",NA,NA,NA,NA,"500",NA,NA,"US01345580","US01345580_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2169","2020-09-12 05:00:02-03","US","US","2324328","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"H. S. Irwin","2188","1958","12","1","Brazil","Minas Gerais","Viçosa","State agricultural school","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"US01345547","US01345547_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2170","2020-09-12 05:00:02-03","US","US","2141595","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. M. Klein","178","1950","11","23","Brazil","Santa Catarina","Brusque","Mata do Huffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"US01345602","US01345602_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","19684","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2171","2020-09-12 05:00:02-03","US","US","2141702","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz","4013","1951","5","5","Brazil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"US01345600","US01345600_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","19684","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2172","2020-09-12 05:00:02-03","US","US","703455","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Riedel, --","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01345565","US01345565_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2173","2020-09-12 05:00:02-03","US","US","2220259","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz","5773","1953","10","29","Brazil","Santa Catarina","Araquari","Barra do Sul","-48.7221984863281","-26.3700008392334",NA,NA,NA,NA,NA,"US01345596","US01345596_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","25329","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2174","2020-09-12 05:00:02-03","US","US","2573121","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Smith & R. M. Klein","14889","1965","1","20","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22",NA,NA,"800","920",NA,"US01345583","US01345583_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2175","2020-09-12 05:00:02-03","US","US","1340381","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Pr. Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,"US01345566","US01345566_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2176","2020-09-12 05:00:02-03","US","US","2248672","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","2143","1954","9","30","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves","-48.6618995666504","-26.9078006744385",NA,NA,"450",NA,NA,"US01345594","US01345594_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","27253","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2177","2020-09-12 05:00:02-03","US","US","3642897","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.","Maas, P. J. M.",NA,NA,NA,"R. Mello-Silva, E. Nic Lughadha & M. C. Assis","1633","1999","2","24","Brazil","Minas Gerais","Aiuruoca","Vale do Matutu. Estrada Aiuruoca-Matutut, ca de 11,4 km da praça central de Aiuruoca","-44.62","-22.03",NA,NA,"1130",NA,NA,"US01345924","US01345924_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2178","2020-09-12 05:00:02-03","US","US","2120077","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"R. M. Klein","s.n.","1951","8","8","Brazil","Santa Catarina","São Francisco do Sul","Porto das Canoas","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,"US01345599","US01345599_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales","23627","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2179","2020-09-12 05:00:02-03","US","US","3275825","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"W. W. Thomas, J. R. Pirani, R. Mello-Silva & J. Fernandes","6010","1988","2","18","Brazil","Bahia","Itabuna",NA,"-39.22","-14.8",NA,NA,NA,NA,NA,"US01345545","US01345545_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2180","2020-09-12 05:00:02-03","US","US","USw25520","PreservedSpecimen","Plantae","Annonaceae","Guatteria","dusenii","Guatteria dusenii",NA,NA,NA,NA,NA,"Collector unknown","16244",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2181","2020-09-12 05:00:02-03","US","US","1066299","PreservedSpecimen","Plantae","Annonaceae","Guatteria","hookeri","Guatteria hookeri","A. St.-Hil.",NA,NA,NA,NA,"G. Gardner","306",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Serra do Orgaos.",NA,NA,NA,NA,NA,NA,NA,"US00955626","US00955626_01","Isotype","South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2182","2020-09-12 05:00:02-03","US","US","1673877","PreservedSpecimen","Plantae","Annonaceae","Guatteria","klotzschiana","Guatteria klotzschiana","Mart.",NA,NA,NA,NA,"Schott, --","5933",NA,NA,NA,"Brazil",NA,NA,"Tocaja.",NA,NA,NA,NA,NA,NA,NA,"US00104199","US00104199_01","Isotype","South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2183","2020-09-12 05:00:02-03","US","US","1464226","PreservedSpecimen","Plantae","Annonaceae","Guatteria","odontopetala","Guatteria odontopetala","Mart.",NA,NA,NA,NA,"A. Moss","85","1905","4","13","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01345750","US01345750_01",NA,"South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2184","2020-09-12 05:00:02-03","US","US","2646795","PreservedSpecimen","Plantae","Annonaceae","Guatteria","parvifolia","Guatteria parvifolia","R.E. Fr.",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1931","10","28","Brazil","São Paulo",NA,"Sao Paulo, Jardim Botanico.",NA,NA,NA,NA,NA,NA,NA,"US00104228","US00104228_01","Isotype","South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2185","2020-09-12 05:00:02-03","US","US","1592583","PreservedSpecimen","Plantae","Annonaceae","Guatteria","tenuis","Guatteria tenuis","R.E. Fr.",NA,NA,NA,NA,"Y. Mexia","5482","1931","1","5","Brazil","Minas Gerais",NA,"Vicosa, Fazenda do Deserto, Morta.",NA,NA,NA,NA,"690","690",NA,"US00104252","US00104252_01","Isotype","South America - Neotropics",NA,NA,NA,"Magnoliales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"2186","2020-09-02 16:19:40-03","Cenargen","CEN","28392","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas","2015",NA,NA,"Sebastião Pinheiro Cordovil da Silva","654","1997","07","16","Brasil","GO","IPAMERI","Fazenda do Fundão, na cachoeira São Simão.","-48.511666",NA,"-48.511666","-1784694.0",NA,NA,NA,"CEN00028392","CEN00028392",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"2187","2020-09-02 16:19:40-03","Cenargen","CEN","107910","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"A. G. Faraco","533","2009","04","19","Brasil","PR","TELEMACO BORBA","Trilha da Ciclovia","-50.594444","-24.286111","-50.594444","-24.286111","750","750","Doação do Herbário ESA - 134087.","CEN00107910","CEN00107910",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"2188","2020-09-02 16:19:40-03","Cenargen","CEN","112021","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maurício Figueira",NA,NA,NA,"Maurício Figueira","121","2012","11","14","Brasil","SC","JOINVILLE","Morro do Boa Vista.","-48.816666","-26.283333","-48.816666","-26.283333",NA,NA,"Floresta Ombrófila Densa do Domínio Atlântico. Beira da estrada e na borda de floresta, frutíolos livres, elipsóides. Doação Universidade Federal de Santa Maria - Herbário HDCF nº 6390.","CEN00112021","CEN00112021",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"2189","2020-09-02 16:19:40-03","Cenargen","CEN","114734","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","L. J. S. Pinto","2018","01",NA,"Márcio Verdi - RB","7492","2017","11","25","Brasil","RJ","SANTA MARIA MADALENA","Parque Estadual do Desengano. Terras Frias. Ribeirão Vermelho, trilha para o local de captação de água da CEDAE.","-41.925277","-21.930555","-41.925277","-21.930555","806","806","Árvore matriz nº 94; CAP 85 cm; frequente; folhas discolores verdes; botões florais e frutos imaturos de cor verde; coletada no interior do fragmento em área com dossel aberto. Altura: 14 m. Floresta Ombrófila Densa em estágio médio de regeneração, encosta, solo predominantemente argiloso. Doação Jardim Botânico do Rio de Janeiro - RB 756254.","CEN00114734","CEN00114734",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"2190","2020-09-02 16:19:40-03","Cenargen","CEN","22316","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","B. M. T. Walter","2018","07",NA,"Terezinha Aparecida Borges Dias","348","1993","02","10","Brasil","GO","CALDAS NOVAS","Próximo ao rio Corumbá, pela via de acesso à UHE Corumbá, virando à esquerda, cerca de 3,9 km, na via de acesso à alternativa 4.","-48.516666","-17.9","-48.516666","-17.9",NA,NA,"Botões florais verdes.","CEN00022316","CEN00022316",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
