"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1643","2021-03-01 11:48:48-03","UFPE","UFP","33260","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Neto, ECL","s.n.","2002","03","07",NA,"Brasil",NA,NA,NA,"UFP033260",NA,NA,"Aubl.",NA,"Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","2021-03-01 11:48:48-03","UFPE","UFP","4296","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Porto, KC","s.n.","1985","03","31",NA,"Brasil",NA,NA,NA,"UFP004296",NA,NA,"Aubl.",NA,"Pernambuco","Rio Formoso",NA,"-35.1585998535156","-8.66361045837402",NA,NA,NA,"21734","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","2019-07-31 14:32:58-03","CPATSA","HTSA","4263","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Zarucchi, J.L.; Vieria, M.G.; Silva, A.S. da; Mota, C.D.A. da & Ramos, J.F.","2663","1979","10","10",NA,"Brasil",NA,NA,"Tree 5 m tall; wood very soft; flowers with calyx pale green, corolla pale yellow. Forest on terra firma.",NA,NA,NA,"Aubl.",NA,"Rondônia",NA,"Mineraçao Taboca at Massangana (ca 35 km WSW of Ariquemes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","2020-09-12 05:00:02-03","US","US","2702616","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","C. Vargas Calderón","118833","1967","1","19","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Cusco",NA,"Madre Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1647","2020-09-12 05:00:02-03","US","US","3418794","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Cruz Tarifa","5027","1987","4","1","South America - Neotropics","Bolivia",NA,NA,"Common name: corcho-palula-cabeza de mono",NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Cochabamba","Chaparé","Agrigento.",NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1648","2020-09-12 05:00:02-03","US","US","3199075","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","albiflora x tibourbou","Apeiba albiflora x tibourbou","C. A. Cid Ferreira, W. W. Thomas, J. R. Pirani & J. Oliveira","6452","1985","10","14","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales",NA,"Meijer, W.","Mato Grosso","Santa Terezinha","MT. BR 158, depois na Rod. para o Povoado de Vila Rica, a 73 km S do Povoado, estr. do Roncador. 10°-11°S, 50°-51°W","-50.503101348877","-10.4696998596191",NA,NA,NA,"95884","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1649","2020-09-12 05:00:02-03","US","US","1543339","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","H. N. Whitford","37","1918","6","20","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Rio de Janeiro",NA,"Botanical Gardens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1650","2020-09-12 05:00:02-03","US","US","2926824","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E. P. Heringer, T. S. Figueiras & R. C. Mendonça","5622","1980","11","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Distrito Federal",NA,"Baciado Rio Sao Bartolomeu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1651","2020-09-12 05:00:02-03","US","US","3359045","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. J. Balick, J. M. Frazão, J. Vieira & W. S. Silva","1512","1983","9","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Maranhão",NA,"Bom Jardim along Rio Pindare, W of Santa Ines","-45.5","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1652","2020-09-12 05:00:02-03","US","US","3320285","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","C. E. Cerón M. & W. Palacios","3028","1987","12","14","South America - Neotropics","Ecuador",NA,NA,NA,NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Napo",NA,"Río Payamino, 2-10 km al S en la Carretera Coca-Loreto","-77.0167","-0.5",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1653","2020-09-12 05:00:02-03","US","US","2617166","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Schunke Vigo","2650","1968","8","21","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Loreto / Ucayali",NA,"Coronel Portillo Prov., Iparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1654","2020-09-12 05:00:02-03","US","US","3583207","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Krolll, --","459","1989","6","16","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Huánuco",NA,"Dtto. Yuyapichis, Prov. Puerto Inca","-75.03","-9.67",NA,"270","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1655","2020-09-12 05:00:02-03","US","US","3650342","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","I. Brasil, C. Pessoa, E. C. Oliveira & I. Saar","283","2007","5","23","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Acre","Rio Branco","Area de Protecao Ambiental Irineu Serra","-67.8714","-9.9289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1656","2020-09-12 05:00:02-03","US","US","1616647","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","B. J. Pickel","3680","1934","8","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Pernambuco",NA,"Tapera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1657","2020-09-12 05:00:02-03","US","US","3411773","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Salino & P. Morais","5112","2000","2",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Minas Gerais",NA,"Lagoa Santa, Condomínio na estrada para a Serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1658","2020-09-12 05:00:02-03","US","US","3346332","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E. Marin","1619",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,"Common name: Chapominaji",NA,NA,"Malvales","Aubl.","Niño, S. M., (PORT), Univ. Nac. Exp. de los Llanos Ezequiel Zamora","Amazonas","Atabapo","5 km al norte de la desembocadura del Río Orinoquito en el Río Orinoco. Lomerío entre 30%-60%","-64.4","2.4",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1659","2020-09-12 05:00:02-03","US","US","3171082","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. J. Jansen-Jacobs, B. Welle, A. .R. A. Görts-van Rijn & R. C. Ek","1151","1987","11","23","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"Kanuku Mts., Maipaima, camp 3 on Tsikoma creek","-59.5","3.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1660","2020-09-12 05:00:02-03","US","US","3140571","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","W. Palacios","1696","1987","7","3","South America - Neotropics","Ecuador",NA,NA,"MO, US",NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Napo",NA,"Reserva Biologica Jatun Sacha, 8 km de Puerto de Misahualli, margen derecha del Río Napo","-77.6167","-1.0667",NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1661","2020-09-12 05:00:02-03","US","US","2750808","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Schunke Vigo","4552","1970","12","7","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"San Martín","Mariscal Cáceres","Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1662","2020-09-12 05:00:02-03","US","US","2833099","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","W. R. Anderson","9487","1973","4","30","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Goiás",NA,"Serra do Caiapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1663","2020-09-12 05:00:02-03","US","US","3404076","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.-F. Prévost","3873","2000","6","7","South America - Neotropics","French Guiana",NA,NA,"Common name: Bois bouchon; Common name language: Créole",NA,NA,"Malvales","Aubl.",NA,NA,NA,"Ile de Cayenne","-52.3333","4.8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1664","2020-09-12 05:00:02-03","US","US","3328503","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Fleury","727","1988","9","30","South America - Neotropics","French Guiana",NA,NA,"Common name: Mifungafunga; Common name language: Boni CAY, US",NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Village Boni de Loca-Bassin du Moroni-Lawa","-54.2","3.8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1665","2020-09-12 05:00:02-03","US","US","3534779","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Monteagudo, A. Peña & R. Francis","10981","2005","10","22","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Lomalinda-Laguna. Sector Nueva Aldea. Borde de carretera purma.","-75.0717","-10.3767",NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1666","2020-09-12 05:00:02-03","US","US","2840545","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","G. T. Prance & N. T. Silva","59584","1964","10","23","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Goiás",NA,"S of Caiaponia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1667","2020-09-12 05:00:02-03","US","US","3456257","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","W. Meijer & P. Borjas","6951","2000","5","20","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Carabobo","Mpio. Valencia","Antigua Hacienda Aguacatal: propriedad de la Electricidad de Valencia: al oeste de Valencia: cuenca del Río Tocuyito: subida des de la entrada de la propriedad hasta El Milagro.","-68.125","10.18",NA,"500","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1668","2020-09-12 05:00:02-03","US","US","3332529","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Jardim","1032","1994","9","8","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Pando",NA,"Manuripi, Puerto America","-67.9833","-11.7333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1669","2020-09-12 05:00:02-03","US","US","2989866","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","S. Lowrie, B. Lowy & V. M. Souza","387","1980","10","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Acre","Rio Branco",NA,"-67.8099975585938","-9.9747200012207",NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1670","2020-09-12 05:00:02-03","US","US","2840537","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E. Forero, L. F. Coelho & L. G. Farias","6414","1968","7","20","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Acre","Rio Branco","Campinas","-67.8099975585938","-9.9747200012207",NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1671","2020-09-12 05:00:02-03","US","US","2988637","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","B. W. P. Albuquerque, C. D. A. Mota & J. Oliveira","1258","1979","1","27","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Acre","Rio Branco","Rio Branco-Porto Velho Highway","-67.8099975585938","-9.9747200012207",NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1672","2020-09-12 05:00:02-03","US","US","3359081","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. C. Solomon","6191","1981","9","9","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Beni","Vaca Diez","Between Riberalta and Guayaramarin","-65.8333","-11.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1673","2020-09-12 05:00:02-03","US","US","3547905","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","R. Flores & et al.","18","2006","11","4","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.","Ledezma, N. R.","Beni","Iténez","Canton Mateguá. Campamento móvil Cerro Azul ubicado a 30 km. de la Comunidad de Tiquin.","-63.5454","-13.6436",NA,"697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1674","2020-09-12 05:00:02-03","US","US","3684179","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Balderrama & I. Guareco","319","1994","12","29","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.","Michel, R. de","Beni","Ballivián / Yacuma","Estación Biológica del Beni.","-66.62","-14.5",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1675","2020-09-12 05:00:02-03","US","US","3299160","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E. L. Sette Silva","696","1986","8","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Roraima","Boa Vista","Grande","-60.3333","2.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1676","2020-09-12 05:00:02-03","US","US","2840547","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","G. T. Prance, W. A. Rodrigues, J. F. Ramos & L. G. Farias","8875","1968","11","26","South America - Neotropics","Brazil",NA,NA,"AAU, US",NA,NA,"Malvales","Aubl.","Setser, H. L., (KY), University of Kentucky","Rondônia",NA,"Vicinity of Sao Lorenço Mines","-65.1","-9.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1677","2020-09-12 05:00:02-03","US","US","13563","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","H. H. Rusby","611","1886","10",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Rondônia",NA,"Falls of Madeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1678","2020-09-12 05:00:02-03","US","US","3419314","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","V. C. Souza, J. Souza, A. Astorino & M. Rezende","15430","1997","4","23","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.","Souza, V. C.","Mato Grosso","Matupá","Agropecuátos Cachimbo. Estrada Vicinal E-60. Cerca de 33 km ENE (em linha reta) de Matupá. Rio Peixotinho I.","-54.73","-10.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1679","2020-09-12 05:00:02-03","US","US","3135210","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","S. F. Smith, D. A. Bell, J. McClammer Jr. & F. O. Smith","1329","1989","1","16","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Madre de Dios",NA,"Explorer's Inn, near confluence of Rio Tambopata and Rio La Torre, SW of Puerto Moldonado","-69.3333","-12.8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1680","2020-09-12 05:00:02-03","US","US","3350255","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","D. C. Daly, R. Callejas, M. G. Silva & E. L. Taylor","1606","1981","11","28","South America - Neotropics","Brazil",NA,NA,"Common name: Jangada",NA,NA,"Malvales","Aubl.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Pará",NA,"Rio Tocantins near Igarapé cajazeirinha, approx. 30 km N of Itupiranga","-49.35","-4.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1681","2020-09-12 05:00:02-03","US","US","3542688","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Nee","55411","2007","5","10","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.","Nee, M. H.","Santa Cruz",NA,"Santiestevan, along old portion of highway parallel to the new highway form Montero to Portachuelo (carretera nueva a Cochabamba).","-63.3017","-17.3175",NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1682","2020-09-12 05:00:02-03","US","US","1799583","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Cuatrecasas","10825","1940","11","27","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Putumayo",NA,"La Concepcion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1683","2020-09-12 05:00:02-03","US","US","3393921","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Serato","AS0022","1995","6","6","South America - Neotropics","Bolivia",NA,NA,"Common name: Aqui shaca Common name: palo lanudo",NA,NA,"Malvales","Aubl.",NA,"La Paz","Iturralde","Buena-Vista Tacana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1684","2020-09-12 05:00:02-03","US","US","13560","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Bang","1701","1892","12",NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"Tipuani-Guanai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1685","2020-09-12 05:00:02-03","US","US","3359048","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","G. Hatschbach, W. Anderson, R. C. Barneby & B. Gates","36009","1975","2","9","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Mato Grosso",NA,"Taquari, Coxim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1686","2020-09-12 05:00:02-03","US","US","3332525","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","R. Guillén V. & R. Choré","3325","1995","4","26","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Santa Cruz","Velasco","El Refugio Ecological Reserve","-61.0394","-14.7647",NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1687","2020-09-12 05:00:02-03","US","US","2832870","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & Reis dos","25154","1970","1","22","South America - Neotropics","Brazil",NA,NA,"TEX, US",NA,NA,"Malvales","Aubl.","Setser, H. L., (KY), University of Kentucky","Goiás",NA,"Contraforte Central. Cerrado and gallery margin, ca. 22 km NE of Catalao",NA,NA,NA,"875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1688","2020-09-12 05:00:02-03","US","US","13564","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","H. H. Rusby","612","1886","5",NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"Guanai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1689","2020-09-12 05:00:02-03","US","US","13562","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Bang","1703","1892","12",NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"Tipuani-Guanai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1690","2020-09-12 05:00:02-03","US","US","3534732","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Aguilar & D. Castro","739","1996","5","18","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Madre de Dios","Tambopata","Santuario Nacional Pampas del Heath, Río Heath.","68.7369","-12.6564",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1691","2020-09-12 05:00:02-03","US","US","3525967","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Graham & J. Schunke Vigo","857","2000","2","13","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Ucayali",NA,"Prov. Purús. Río Curanja, cerca la comunidad nativa de Colombiana.","-71.1","-10.07",NA,"300","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1692","2020-09-12 05:00:02-03","US","US","1232342","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Cárdenas","1323","1921","10","26","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"Reyes, San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1693","2020-09-12 05:00:02-03","US","US","2615494","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J. Schunke Vigo","1888","1967","4","26","South America - Neotropics","Peru",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Huánuco","Pachitea","Honoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1694","2020-09-12 05:00:02-03","US","US","3359057","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","F. Chagas e Silva, C. C. Berg, B. W. Nelson & A. J. Henderson","103","1977","10","21","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,"Pará",NA,"Jatobal, Jacunda, Rio Tocantins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1695","2020-09-12 05:00:02-03","US","US","1342496","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Christ","16","1926","5","3","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Malvales","Aubl.",NA,NA,NA,"La Jubita, Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
