"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","eventTime","sex"
"1114","2019-11-01 15:01:24-03","UnB","UB","199588","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Silva, MA","2012","02","03","Silva, MA","2012","01","24","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Área do Córrego Taquara, na divisa com a Fazenda Água Limpa (FAL-UnB) e Jardim Botânico de Brasília","-47.901944","-15.930833","-47.901944","-15.930833",NA,NA,"Dicotyledoneae",NA,"7530",NA,"1050","1050",NA,"Erva 0,6m. Flor com corola alaranjada, estames com face adaxial amarelados e abaxial amarronzados. Cálice e frutos imaturos vináceos. Folhas pubescentes discolores verdes; Campo límpido úmido",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1115","2019-11-01 15:01:25-03","UnB","UB","38696","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1965","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"8954",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1116","2019-11-01 15:01:24-03","UnB","UB","212369","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Mello, TRB","2013",NA,NA,"Projeto Biodiversidade BP; Amaral, AG; Marshall, C; Villarroel, D; Souza, ENF; Hawthorne, W; Mendes, VC","2012","09","23","Brasil","Goiás","Edéia","(RECUFC01)","-50.0811","-17.6876","-50.0811","-17.6876",NA,NA,"Dicotyledoneae",NA,"RE427",NA,"481","481",NA,"Campo úmido. Gleissolo, úmido, preto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1117","2019-11-01 15:01:24-03","UnB","UB","212554","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Mello, TRB","2013",NA,NA,"Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","2012","10","04","Brasil","Goiás","Edéia","Fazenda Tupi (CUFPAA)","-50.1022","-17.7792","-50.1022","-17.7792",NA,NA,"Dicotyledoneae",NA,"RE619",NA,"329","329",NA,"Erva, 0,6m; Campo úmido (brejo)",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1118","2019-11-01 15:01:24-03","UnB","UB","213117","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Mello, TRB","2013",NA,NA,"Projeto Biodiversidade BP; Faria, JEQ; Rosa, PO; Izetti, C; Mendes, VC; Oku, W","2012","08","16","Brasil","Goiás","Edéia","Fazenda Canadá (VEFCBJ)","-50.0803","-17.6873","-50.0803","-17.6873",NA,NA,"Dicotyledoneae",NA,"VEFCBJ22",NA,"470","470",NA,"Arbusto, 1,2m. Fruto pêssego e cálice arroxeado; Vereda. Solo marrom escuro, argiloso",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1119","2019-11-01 15:01:24-03","UnB","UB","38670","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Pires, JM","1963","09","30","Brasil","Goiás",NA,"74 Km de Alto Araguaia para Goiânia",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"56981",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1120","2019-11-01 15:01:24-03","UnB","UB","38671","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Barroso, GM",NA,NA,NA,"Brasil","Goiás","Chapada dos Veadeiros","Pouso Alto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"638",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1121","2019-11-01 15:01:24-03","UnB","UB","38672","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Barroso, GM","1968","12",NA,"Brasil","Goiás","Chapada dos Veadeiros","Pouso Alto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"604",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1122","2019-11-01 15:01:24-03","UnB","UB","38673","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Ferreira, MSG","1979","02",NA,"Brasil","Mato Grosso","Alto Garças",NA,"-47.5","-14.116667","-47.5","-14.116667",NA,NA,"Dicotyledoneae",NA,"26",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1123","2019-11-01 15:01:25-03","UnB","UB","38676","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Ratter, JA","1968","05","07","Brasil","Mato Grosso",NA,"240 Km N de Xavantina",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1334",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1124","2019-11-01 15:01:25-03","UnB","UB","38677","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Hunt, DR","1986","06",NA,"Brasil","Mato Grosso",NA,"85 Km de Xavantina na estrada Xavantina-Cachimbo",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"5725",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1125","2019-11-01 15:01:25-03","UnB","UB","38678","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Philcox, D","1968",NA,NA,"Brasil","Mato Grosso",NA,"Base Camp",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"4393",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1126","2019-11-01 15:01:25-03","UnB","UB","38679","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Eunice","1968","01","26","Brasil","Goiás","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"s.n.Fl. ve",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1127","2019-11-01 15:01:25-03","UnB","UB","38680","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Skog, LE",NA,NA,NA,"Irwin, HS","1966","02","09","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"12397",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1128","2019-11-01 15:01:25-03","UnB","UB","38681","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1958","01","19","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"18839",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1129","2019-11-01 15:01:25-03","UnB","UB","38682","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Araújo, AO",NA,NA,NA,"Anderson, WR","1963","03","04","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"6276",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1130","2019-11-01 15:01:25-03","UnB","UB","38683","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1969","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"24168",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1131","2019-11-01 15:01:25-03","UnB","UB","38684","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1971","03","21","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"32891",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1132","2019-11-01 15:01:25-03","UnB","UB","38685","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1966","06","13","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"17088",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1133","2019-11-01 15:01:25-03","UnB","UB","38686","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1966","05","25","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"16047",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1134","2019-11-01 15:01:25-03","UnB","UB","38687","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1972","01","19","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"34600",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1135","2019-11-01 15:01:25-03","UnB","UB","38688","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1972","01","24","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"34933",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1136","2019-11-01 15:01:25-03","UnB","UB","38689","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Irwin, HS","1968","01","26","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"19222",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1137","2019-11-01 15:01:25-03","UnB","UB","5429","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Proença, CEB",NA,NA,NA,"Gomes Júnior, JC","1964","02","15","Paraguay",NA,NA,"Caballero - Fazenda Cerro-Cora",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1562",NA,NA,NA,NA,"Arbusto ereto. Flor amarelo-claro; Cerrado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1138","2019-11-01 15:01:25-03","UnB","UB","93999","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Soares-Silva, LH","2012","03",NA,"Soares-Silva, LH; Farias, R; Carvalho, JA","2002","03","13","Brasil","Goiás","Alto Paraíso de Goiás","Camping Portal da Chapada","-47.632833","-14.164667","-47.632833","-14.164667",NA,NA,"Dicotyledoneae",NA,"1310",NA,"1164","1164",NA,"Erva 0,7m. Flor vermelha clara; Beira de mata.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1139","2020-07-29 09:04:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Silva, DP",NA,NA,NA,"Silva, DP; Jesus, EA; Trindade, JC; Munhoz, CBR","2019","04","24","Brasil","Distrito Federal","Brasília","Instituto Brasileiro de Geografia e Estatística","-47.899278","-15.932889","-47.899278","-15.932889",NA,NA,"Dicotyledoneae",NA,"1010",NA,NA,NA,NA,"Alstroemeria longistyla; Vereda",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1140","2019-11-01 15:01:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E","2014","05","12","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","2013","12","18","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","-49.768333","-25.465278",NA,NA,"Dicotyledoneae",NA,"4168",NA,"957","957",NA,"Subarbusto xilopodífero, 60cm; flores salmão; Campo limpo seco",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1141","2019-11-01 15:01:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Proença, C","1995",NA,NA,"Equipe do Jardim Botânico de Brasília","1987","05","20","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília. Cerca de 20 Km de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledoneae",NA,"934",NA,"1025","1150",NA,"Arbusto de caule simples com ca. de 1 m ou mais. Flores laranja - pálido",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1142","2019-11-01 15:01:24-03","UnB","UB","148237","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Wiehler, H","1975",NA,NA,"Irwin, HS","1968","02","11","Brasil","Minas Gerais","Itabirito","50km S.E. of Belo Horizonte.","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Dicotyledoneae",NA,"19847","20553",NA,NA,NA,"Frequent.; Herb from tuber,corolla scarlet.; Steep Rocky slopes,Canga.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1143","2019-11-01 15:01:24-03","UnB","UB","148231","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1990",NA,NA,"Irwin, HS","1969","02","23","Brasil","Minas Gerais","Montes Claros","25km west of Montes Claros.,road to Agua Boa.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,"Dicotyledoneae",NA,"23774","72568",NA,NA,NA,"Erect herb to ca. 1m tall,corolla light orange.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1144","2019-11-01 15:01:24-03","UnB","UB","148236","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1990",NA,NA,"Kummrow, R","1980","12","18","Brasil","Paraná ","Curitiba","Cidade Industrial.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Dicotyledoneae",NA,"1410","25180",NA,NA,NA,"Flor vermelha depressões umidas do campo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1145","2019-11-01 15:01:25-03","UnB","UB","38675","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Onishi, E","1969","02","22","Brasil","Mato Grosso","Xavantina","Base Camp","-51.866667","-12.9","-51.866667","-12.9",NA,NA,"Dicotyledoneae",NA,"975",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1146","2019-11-01 15:01:24-03","UnB","UB","148234","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Queiroz, LP","1998",NA,NA,"França, F","1995","07","09","Brasil","Bahia","Abaíra","Caminho Boa Vista para Bicota.","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"Dicotyledoneae",NA,"1267","26531",NA,NA,NA,"Subarbusto,folha discolor com face abaxial glauca,flores com pétalas vermelhas,cálice verde com manchas vinosas,estiletes vermelho e estigma vinoso.; Sob rocha,local sombreado.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1147","2019-11-01 15:01:24-03","UnB","UB","177860","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Bezerra, KMG",NA,NA,NA,"Soares-Silva, LH; et al.","2011","06","17","Brasil","Goiás","Alto Paraíso de Goiás","Portal da Chapada","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"Dicotyledoneae",NA,"1489","44724",NA,NA,NA,"Flor vermelha.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1148","2019-11-01 15:01:24-03","UnB","UB","38674","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A",NA,NA,NA,"Rizzo, JA",NA,NA,NA,"Brasil","Goiás","Aparecida de Goiânia","4 Km de Aparecida de Goiás para Goiânia","-49.2439002990723","-16.823299407959",NA,NA,NA,NA,"Dicotyledoneae",NA,"29","14888",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1149","2019-11-01 15:01:24-03","UnB","UB","148238","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1990",NA,NA,"Irwin, HS","1971","01","13","Brasil","Minas Gerais","Belo Horizonte","35km E. of Belo Horizonte ,near BR-31.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Dicotyledoneae",NA,"30241","17082",NA,NA,NA,"Occasional in outcrops.; Erect or ascending subshrub from large tuber,the stems to ca.1m tall,corolla red.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1150","2019-11-01 15:01:24-03","UnB","UB","148232","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1990",NA,NA,"Irwin, HS","1969","01","26","Brasil","Minas Gerais","Diamantina","17m N.E. of Diamantina,road to Mendanha.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Dicotyledoneae",NA,"22659","101169",NA,NA,NA,"Erst herb to ca. 1m tall,corolla pale orange,wet sand,creek margin.; Cerrado.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1151","2019-11-01 15:01:24-03","UnB","UB","148233","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1990",NA,NA,"Anderson, WR","1972","02","09","Brasil","Minas Gerais","Santo Antônio do Itambé","5km directly erst and north os Santo Antônio de Itambé.","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"Dicotyledoneae",NA,"35736","19014",NA,NA,NA,"Corolla salmon pink ,second growth campo.; Hillsides with second growth forest and bracken-covered campo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1152","2019-11-01 15:01:24-03","UnB","UB","148235","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","1994",NA,NA,"Silva, JM","1993","12","10","Brasil","Paraná ","Curitiba","Uberaba de Cima.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Dicotyledoneae",NA,"1281","25180",NA,NA,NA,"Ereta,flor vermelho pálido.; Brejo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1153","2019-11-01 15:01:25-03","UnB","UB","10914","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Miranda, ZJG",NA,NA,NA,"Gomes, BM; Brito, DS; Guimarães, PJF; Mendes, VC","2001","02","01","Brasil","Distrito Federal","Gama","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.05","-48.05","-16.05",NA,NA,"Dicotyledoneae",NA,"226",NA,"850","850",NA,"Anteras conatas vinho face abaxial; pólen amarelo; estilete e filete vinhos; estígma verde; tubo inteiro da corola creme; cálice verde; ramos arroxeados.; SubArbusto 1,5m. Flor vermelha; Campo úmido. Solo: Hidromórfico.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1154","2019-11-01 15:01:25-03","UnB","UB","148244","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A","1990",NA,NA,"Irwin, HS","1971","01","31","Brasil","Minas Gerais","Ouro Preto","3km S. of Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Dicotyledoneae",NA,"29524","44599",NA,NA,NA,"Erect herb ca.1.25m tall,corolla orange.; Cerrado and Gallery forest with some campo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"1155","2019-05-06 11:58:08-03","UFU","HUFU","39191","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","02","24","Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, 10km da BR 050, na altura do km 25.","-48.126667","-19.100833","-48.126667","-19.100833","HUFU00011152","HUFU00011152",NA,NA,"226",NA,NA,NA,NA,"Herbácea, ca. 1,10 m. Vermelho alaranjado.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","2019-05-06 11:58:08-03","UFU","HUFU","39192","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","10","29","Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, 300km da BR 497 na altura do km 5.","-48.363333","-18.950556","-48.363333","-18.950556","HUFU00011155","HUFU00011155",NA,NA,"1425",NA,NA,NA,NA,"Herbácea, ca. 1,5 m. Vermelho alaranjado.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","2019-05-06 11:58:08-03","UFU","HUFU","39193","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","11","25","Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333","-48.1425","-19.088333","HUFU00011156","HUFU00011156",NA,NA,"1499",NA,NA,NA,NA,"Herbácea, ca. 0,6 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","2019-05-06 11:58:08-03","UFU","HUFU","39194","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","12","23","Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333","-48.1425","-19.088333","HUFU00011157","HUFU00011157",NA,NA,"1803",NA,NA,NA,NA,"Herbácea, ca. 0,75 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","2019-05-06 11:58:08-03","UFU","HUFU","39195","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","10","28","Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333","-48.1425","-19.088333","HUFU00011158","HUFU00011158",NA,NA,"1372",NA,NA,NA,NA,"Herbácea, ca. 1,10 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","2019-05-06 11:58:08-03","UFU","HUFU","39196","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","02","23","Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, 300m da BR 050, na altura do km 50.","-48.125278","-19.295556","-48.125278","-19.295556","HUFU00011159","HUFU00011159",NA,NA,"189",NA,NA,NA,NA,"Herbácea, ca. 1,1 m. Vermelho alaranjado.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","2019-05-06 11:58:08-03","UFU","HUFU","39197","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","09","27","Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, 250m da BR 497 na altura do km 18.","-48.363333","-18.950556","-48.363333","-18.950556","HUFU00011160","HUFU00011160",NA,NA,"1144",NA,NA,NA,NA,"Herbácea, ca. 0,6 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","2019-05-06 11:58:08-03","UFU","HUFU","39198","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","10","21","Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556","-48.125278","-19.295556","HUFU00011167","HUFU00011167",NA,NA,"1266",NA,NA,NA,NA,"Herbácea, ca. 0,6 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","2019-05-06 11:58:08-03","UFU","HUFU","39199","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2002","11","25","Brasil","Minas Gerais","Uberaba","Santa Juliana, 300m da BR 050 na altura do km 50.","-48.125278","-19.295556","-48.125278","-19.295556","HUFU00011166","HUFU00011166",NA,NA,"1580",NA,NA,NA,NA,"Herbácea, ca. 0,7 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","2019-05-06 11:58:08-03","UFU","HUFU","39200","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Oliveira, G.C.","2003","01","21","Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, 6km da BR 050 na altura do km 25.","-48.1425","-19.088333","-48.1425","-19.088333","HUFU00011165","HUFU00011165",NA,NA,"2254",NA,NA,NA,NA,"Herbácea, ca. 0,6 m. Alaranjado escuro.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
