"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"143","2008-05-27 22:02:00-03","MO","MOBOT","295683","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|A. Aguayo","Zardini 9808","1989","1","26","South America","Paraguay","Cerro Palacios, 5 kms N of Paraguarí. Forest on south western slope.",NA,NA,NA,NA,"R. Kiesling (SI)","Paraguarí",NA,"-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","5",NA,NA
"144","2013-10-05 06:33:00-03","MO","MOBOT","1372903","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Ronald L. Liesner|Ángel C. González","Liesner 6013","1978","8","9","South America","Venezuela","22 km SSE of Puerto Cumarebo. 0 to 6 km N and 0 to 6 km W of Pueblo Zazárida.",NA,NA,NA,NA,NA,"Falcón",NA,"-69.2666667","11.3166667","20.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"499","1",NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","1529954","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Michael H. Nee","Nee 35917",NA,NA,NA,"South America","Bolivia","The llanura, at the Jardin Botanico de Santa Cruz",NA,NA,NA,NA,"Taylor & Zappi","Santa Cruz",NA,"-63.06666","-17.78333","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2018-05-23 10:28:00-03","MO","MOBOT","1718864","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Israel G. Vargas C.|et al.","Vargas Caballero 4000","1999","10","3","South America","Bolivia","Parque Nal. Noel Kempff Mercado. Campamento en Lago Caiman; subiendo 2 km al S del campamento, senda que conduce al punto antena de WCS. Bosque seco con Callisthene cf. microphylla, Copaifera sp. y Terminalia sp. Ladera con afloramiento rocoso y de fuerte pendiente.",NA,NA,NA,NA,"Roberto Vásquez(USZ)","Santa Cruz","Velasco","-60.9086111","-13.615","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"147","2011-06-09 17:46:00-03","MO","MOBOT","1761351","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Israel G. Vargas C.","Vargas Caballero 5855","1998","10","16","South America","Bolivia","El campo Vibora se encuentra en la provincia Ichilo del departamento de Santa Cruz, a 185 km de la ciudad del mismo nombre. Pozo 37. Semicircular; al borde del camino de ingreso, suelo arenoso descubierto, hierbas ralas bajas sobre la planchada y en otras en germinacion, depresion al lado norte, cubierta de vegetacion herbacea hasta 1 m y arbustos de 2,5 m de altura, sector sur presenta un cerrito arenoso con bosque xerofitico de suelos arenosos, intervenido.",NA,NA,NA,NA,"Israel Vargas, (USZ)","Santa Cruz","Cordillera","-64.28611","-17.07944","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013-12-10 05:33:00-02","MO","MOBOT","2488709","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Roberto Kiesling|Emilio A. Ulibarri|Marizza Quintana","Kiesling 9551","2000","10","12","South America","Paraguay","Valle Mi, barranco del puerto",NA,NA,NA,NA,NA,"Concepción",NA,"-57.95472","-22.17888","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-07-16 21:09:00-03","MO","MOBOT","2880678","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Alejandro Araujo M.|A.S. Poma C.|Pilar Garagorri|S. Paredes|Evert Cuevas","Araujo Murakami 2540","2005","12","3","South America","Bolivia","Parque Nacional Madidi, rio Tuichi, arroyo Pintata. Bosque andino semideciduo con Anadenanthera colubrina, Oxandra espintana, Trichilia elegans, Phyllostylon rhamnoides y Acacia loretensis. Plantas secadas en campo.",NA,NA,NA,NA,"A. Fuentes (LPB)","La Paz","Franz Tamayo","-68.5877777","-14.4286111","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-19","2",NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","294975","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 7037","1982","2","17","South America","Paraguay","Parque Nacional Cerro Corá. Vicinity of Cerro Muralla.",NA,NA,NA,NA,"R. Kiesly","Amambay",NA,"-56.05","-22.65","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274","1",NA,NA
"151","2008-05-27 22:02:00-03","MO","MOBOT","295657","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|Leongino Guerrero","Zardini 37496","1993","11","19","South America","Paraguay","Concepción - Pozo Colorado. Palm forest.",NA,NA,NA,NA,"D. Zappi & N. Taylor (K)","Presidente Hayes",NA,"-58.13333","-23.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"856","4",NA,NA
"152","2011-06-09 17:28:00-03","MO","MOBOT","295906","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|Tulio Tillería","Zardini 34488","1993","1","7","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.",NA,NA,NA,NA,"R. Kiesling (SI)","Central",NA,"-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797","1",NA,NA
"153","2008-05-27 22:02:00-03","MO","MOBOT","296079","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|Leongino Guerrero","Zardini 34771","1993","1","27","South America","Paraguay","Estero del Ypoá. Paraguari - Carapegua. Dry forest on clay soil.",NA,NA,NA,NA,"R. Kiesling (SI)","Paraguarí",NA,"-57.16666","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800","2",NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","296173","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Ronald L. Liesner|Germán Carnevali","Liesner 22859","1987","11","5","South America","Venezuela","RIO NEGRO: Río Siapa, base camp, ca 10 km down river from Cerro Aracamuni. Forested area.",NA,NA,NA,NA,NA,"Amazonas",NA,"-65.73333","1.81666","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-59","2",NA,NA
"155","2019-06-18 11:28:00-03","MO","MOBOT","296399","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini|Tulio Tillería","Zardini 36265","1993","6","22","South America","Paraguay","Estero del Ypoá: Puerto Guyratí-Villa Oliva, 4.5 km S of Puerto Guyratí on trail to Paraguay River. Savanna and forest on clay soil.",NA,NA,NA,NA,"D. Zappi & N. Taylor (K)","Central",NA,"-57.6166667","-25.6333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"829","4",NA,NA
"156","2019-05-29 15:14:00-03","MO","MOBOT","936342","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Antony Jardim|Quevedo|Timothy J. Killeen","Jardim 248","1993","11","29","South America","Bolivia","Parque Nacional Noel Kempff Mercado. Las Torres Arbol de 10 m; Hojas verde oscuro en la ház y en el envés verde claro, nervaduras amarillas. Hojas jovenes verde amarillo. Flores con corola blanca y al centro amarillo.",NA,NA,NA,NA,"R. Kiesling (SI)","Santa Cruz","Velasco","-60.8472222","-13.6327778","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"157","2008-05-27 22:02:00-03","MO","MOBOT","1455788","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Isabel Basualdo|Elsa M. Zardini","Basualdo 1487","1987","10","30","South America","Paraguay","Cerro Palacios",NA,NA,NA,NA,"R. Kiesling (SI)","Paraguarí",NA,"-57.18333","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2008-05-27 22:02:00-03","MO","MOBOT","296269","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Elsa M. Zardini","Zardini 8105","1988","12","1","South America","Paraguay","Cerro Palacios. On forest.",NA,NA,NA,NA,"R. Kiesling (SI)","Paraguarí",NA,"-57.16666","-25.41666","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-114","2",NA,NA
"159","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","16635",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","N. P. Taylor; et al","779","1990","12","16",NA,"Brasil","Na Rod. BR 381",NA,"Epífita, com frutos maduros rubros. Bot. Fl. Flores em álcool. Foto","MBML016635","MBML016635","L. Kollmann/17-10-2008","Espírito Santo","Barra de São Francisco","-40.8908004760742","-18.7549991607666",NA,NA,NA,NA,NA,"36480","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","48587",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","L. Kollmann; A.P. Fontana","12534","2012","10","02",NA,"Brasil","Mussurupe, Marrecas",NA,"Restinga arbustiva. Planta ao sol, flores branco-amareladas","MBML048587","MBML048587","L. Kollmann","Rio de Janeiro","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","3","3",NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","11257",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","V. Demuner","211","1999","11","02",NA,"Brasil","Propriedade de D. Demuner",NA,"Planta sobre rochas, com flores de sépalas verdes e retas brancas. Frutos qundo maduros ficam com casca de cor roxa, várias sementinhas pretas.","MBML011257","MBML011257","L. Kollmann /17-10-2008","Espírito Santo","Santa Teresa","-40.8075","-19.851667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W48'27","19S51'6",NA,NA,NA,NA
"162","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","13019",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","C. N. de Fraga","46","1994","10","12",NA,"Brasil","Parque Estadual de Setiba",NA,"Formação de mata seca. Flor grande com peças florais brancos escandente.","MBML013019","MBML013019","L. Kollmann/17-10-2008","Espírito Santo","Guarapari","-40.422222","-20.605278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W25'20","20S36'19",NA,NA,NA,NA
"163","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","16640",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","N. P. Taylor; et al","778","1990","12","15",NA,"Brasil","Estrada p/ Mantena",NA,"Rasteiro sobre rocha.","MBML016640","MBML016640","L. Kollmann/17-10-2008","Espírito Santo","Mantenópolis","-41.122778","-18.8625",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W7'22","18S51'45",NA,NA,NA,NA
"164","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","23896",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","L. Kollmann; et al","7065","2004","10","16",NA,"Brasil","Distrito São Jacinto, Militon",NA,"Rupícola ao sol. Flores brancas.","MBML023896","MBML023896","L. Kollmann/17-10-2008","Espírito Santo","São Roque do Canaã","-40.608333","-19.725",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W36'30","19S43'30",NA,NA,NA,NA
"165","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","40892",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","L. Kollmann; & R.L.Kollmann","12078","2010","11","01",NA,"Brasil","Alto Rio Perdido",NA,"Planta escandente ao sol, sépalas verdes, pétalas brancas.","MBML040892","MBML040892","L.Kollmann/1-11-2010","Espírito Santo","Santa Teresa","-40.739722","-19.826944","800","800",NA,NA,NA,NA,NA,NA,NA,"40W44'23","19S49'37",NA,NA,NA,NA
"166","2020-09-02 18:20:49-03","MBML","MBML-HERBARIO","43592",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","T.F. Sagrillo; C.L. Dalmonech","22","2011","09","25",NA,"Brasil","Picuã",NA,"Matacão. Macega. Botão verde. Escandente","MBML043592","MBML043592","W.C. Cardoso/30-07-2013","Espírito Santo","Aracruz","-40.350278","-19.911667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W21'1","19S54'42",NA,NA,NA,NA
"167","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","8550",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","L. Kollmann; E. Bausen & W. Pizziolo","972","1998","11","10",NA,"Brasil","Estrada da Pedra da Onça",NA,"Pedra no pasto. Flores branca com brácteas avermelhadas.","MBML008550","MBML008550","L. Kollmann/17-10-2008","Espírito Santo","Santa Teresa","-40.818889","-19.891389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W49'8","19S53'29",NA,NA,NA,NA
"168","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","33273",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","M. Simonelli; R. Brito, L. F. Magnago","1300","2007","11","24",NA,"Brasil","Santa Luzia",NA,"Rupestre sobre matacão, próximo a estrada","MBML033273","MBML033273","L. Kollmann/17-10-2008","Espírito Santo","São Roque do Canaã","-40.753972","-19.332944","537","537",NA,NA,NA,NA,NA,NA,NA,"40W45'14,3","19S19'58,6",NA,NA,NA,NA
"169","2021-03-04 11:04:45-03","UFRB","HURB","22874","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Santos, C.; Cerqueira, L.O.; Costa, G. & Martins, M.L.L.","35","2019","03","12",NA,"Brasil","Serra do Aporá; Aporá, Zona rural de Muritiba",NA,NA,"HURB000022874",NA,NA,"Bahia","Cabaceiras do Paraguaçu","-39.175","-12.731389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º10'30W","12º43'53S",NA,NA,NA,NA
"170","2021-03-04 11:04:45-03","UFRB","HURB","7310","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R. Bauer","Medeiros, B.M.; Aona, L.Y.S.; Peixoto, M.R.; Lima, V.V.F.; Gomes, V.F.; Sr. Valdemar","605","2014","04","04",NA,"Brasil","Floresta Nacional Contendas do Sincorá;",NA,NA,"HURB000007310","HURB000007310","C.D.P.Vitório","Bahia","Contendas do Sincorá","-41.114444","-13.918889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41º06'52W","13º55'08S",NA,NA,NA,NA
"171","2021-03-04 11:04:45-03","UFRB","HURB","9057","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R. Bauer","Silva, R.M.; Silva, A.R.; Bragança, V.A.N.; Mehlig, U.","332","2015","01","21",NA,"Brasil","Ilha de Camarauaçu;",NA,NA,"HURB000009057","HURB000009057","L.Y.S.Aona","Pará","Augusto Corrêa","-46.432056","-0.887806","10","10","2015","04",NA,NA,NA,NA,NA,"46º25'55,4W","0º53'16,1S",NA,NA,NA,NA
"172","2021-03-04 11:04:45-03","UFRB","HURB","17279","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Moreira, D.M.; Vitório, C.D.P. & Simões, S.S.","261","2017","10","19",NA,"Brasil","Serra da Copioba;",NA,NA,"HURB000017279","HURB000017279",NA,"Bahia","São Felipe","-39.0894012451172","-12.8472003936768",NA,NA,NA,NA,NA,"15122","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-04 11:04:45-03","UFRB","HURB","24364","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm.-Dyck) R.Bauer","Sousa, T.; Martins, M.L.L.","80","2019","04","15",NA,"Brasil","Mata de Simão e Rufino;",NA,"flor amarela","HURB000024364","HURB000024364",NA,"Bahia","Sapeaçú","-39.1819000244141","-12.727499961853",NA,NA,NA,NA,NA,"10652","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-04 11:04:45-03","UFRB","HURB","24352","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm.-Dyck) R.Bauer","Sousa, T.; Martins, M.L.L.","68","2019","04","01",NA,"Brasil","Mata de Simão e Rufino;",NA,"flor amarela","HURB000024352","HURB000024352",NA,"Bahia","Sapeaçú","-39.1819000244141","-12.727499961853",NA,NA,NA,NA,NA,"10652","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-06-15 15:29:44-03","UNESP-RC","HRCB","41879","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Simão, E.","s.n.","2005","05",NA,NA,"Brasil",NA,NA,"Planta epífita ramos com 1 metro de comprimento",NA,NA,"Taylor, N. P.","Minas Gerais","São Tomás de Aquino","-47.0980987548828","-20.7844009399414",NA,NA,"2005","05","30","14931","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13510","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","793","1990","12","18",NA,"Brasil",NA,NA,"plantas escandentes, epiderme verde escura, plantas jovens com cerdas alvas",NA,NA,NA,"Minas Gerais","Muriaé/Laranjal da Sapucaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13502","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","779","1990","12","16",NA,"Brasil",NA,NA,"epífita, com frutos maduros rubros",NA,NA,NA,"Espírito Santo","Barra de São Francisco","-40.8908004760742","-18.7549991607666","100","100",NA,NA,NA,"36480","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13472","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","752","1990","12","13",NA,"Brasil",NA,NA,"ramos mais ou menos prostados, verde escuros. Flores fechadas 25 cm compr., noturnas, frutos verdes",NA,NA,NA,"Minas Gerais","Iapu","-42.2178001403809","-19.4367008209229",NA,NA,NA,NA,NA,"31163","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13950","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","1548","1991","02","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia","Iramaia","-40.951099395752","-13.2855997085571","350","350",NA,NA,NA,"68663","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13503","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","778","1990","12","15",NA,"Brasil",NA,NA,"rateiro sobre rocha",NA,NA,NA,"Espírito Santo","Mantenópolis","-41.1227989196777","-18.8624992370605","500","500",NA,NA,NA,"24010","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-06-15 15:29:46-03","UNESP-RC","HRCB","14162","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","1448","1991","01","26",NA,"Brasil",NA,NA,"Rooting in rock-crevices and semi pendent to protrate, mostly in partial shade. All specimens steril",NA,NA,NA,"Minas Gerais","Unaí","-46.9061012268066","-16.3575000762939","670","670",NA,NA,NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-06-15 15:29:46-03","UNESP-RC","HRCB","12058","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Zappi, D.C.","230","1990","05","16",NA,"Brasil",NA,NA,"trepadeira muito ramificada. Caules 3 costados 1-3 cm diam",NA,NA,"Zappi, D.C. & Taylor, N.P.","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-06-15 15:29:46-03","UNESP-RC","HRCB","13491","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A. Berger ex Werderm.","Taylor, N. P.","790","1990","12","17",NA,"Brasil",NA,NA,"Plantas decumbentes e escandentes, com 2-4 costelas, estéril",NA,NA,NA,"Espírito Santo","Afonso Cláudio","-41.1239013671875","-20.0741996765137",NA,NA,NA,NA,NA,"25110","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-20 12:04:41-03","UFLA","ESAL","32032","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Melo, PHA; H.S.Almeida, RAKamimura; I.E.P.do Carmo, RP naves","1715","2006","12","10",NA,"Brasil","Fazenda Faroeste, Margem direita do rio São Miguel",NA,"Vegetação relacionada a afloramento calário, base do afloramento, erva, escandente, rupícola, flores alvas",NA,NA,"Melo, PHA","Minas Gerais","Arcos","-45.660528","-20.266389",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"-45.660528","-20.266389",NA,NA,NA,NA
"185","2019-08-20 12:04:41-03","UFLA","ESAL","32033","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Melo, PHA; H.S.Almeida, RAKamimura; I.E.P.do Carmo, RP naves","1695","2006","11","10",NA,"Brasil","Fazenda Faroeste, Margem direita do rio São Miguel",NA,"Vegetação relacionada a afloramento calcário, interior do afloramento, erva, prostrada, saxicola, flores alvas",NA,NA,"Melo, PHA","Minas Gerais","Arcos","-45.660528","-20.266389",NA,NA,"2007",NA,NA,NA,NA,NA,NA,"-45.660528","-20.266389",NA,NA,NA,NA
"186","2019-06-10 10:10:28-03","FZB-BH","BHZB","4146","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"Bacelar, M.",NA,"2003","10","13",NA,"Brasil","Fazenda Bom Jardim",NA,"Aneriormente identificada como cf. Epiphyllum sp. <ll>dwc_commonname:</ll> Caçando jacaré",NA,NA,"D.R, Gonzaga","MG","Pedra Azul","-41.2971992492676","-16.0053005218506",NA,NA,"2017","01","26","39993","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-01-26 13:53:01-03","IMA","MAC","9384","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","R.P.Lyra-Lemos","2957","1987","04","08",NA,"Brasil","Parque Estadual da Pedra Talhada.",NA,"Epífita.; Mata subcaducifolia.","MAC0009384","MAC0009384","M.V.Meiado","Alagoas","Quebrangulo","-35.859378","-9.340025",NA,NA,"2010","11","11",NA,NA,NA,NA,"-35.859378","-9.340025",NA,NA,NA,NA
"188","2021-01-26 13:53:01-03","IMA","MAC","14681","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","I.A.Bayma; M.N.Rodrigues","638","2001","03","06",NA,"Brasil","Usina Central Olho D'água, mata estacional semidecidual.",NA,"Epífita sobre cajá. Flores passadas. Frutos jovens verdes.; Mata Atlântica.","MAC0014681","MAC0014681","M.V.Meiado","Pernambuco","Camutanga","-35.273814","-7.409294",NA,NA,"2010","11","11",NA,NA,NA,NA,"-35.273814","-7.409294",NA,NA,NA,NA
"189","2021-01-26 13:53:01-03","IMA","MAC","24271","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","R.P.Lyra-Lemos; et al.","9311","2006","03","23",NA,"Brasil","em baixo da serra na direção de Maravilha.",NA,"Epífita.; Mata Serrana de Brejo de altitude.","MAC0024271","MAC0024271","M.J.Silva","Alagoas","Maravilha","-37.367367","-9.231278",NA,NA,"2012","05","31",NA,NA,NA,NA,"-37.367367","-9.231278",NA,NA,NA,NA
