"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00918050","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","P. Clausen","212","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918050","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais",NA,NA,NA,"NY00918050_01","Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00918037","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","E. P. Heringer","16869","1978","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918037","Magnoliophyta","Laurales","Nees","R. Callejas Posada","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","865027","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","B. A. Krukoff","5339","1933","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865027","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Acre",NA,"-69","-9.33","NY00865027_01 NY00865027_02 NY00865027_03","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-19 09:50:00-02","NY","NYBG","459987","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","H. H. van der Werff","13434","1994","03","01","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459987","Magnoliophyta","Laurales",NA,"H. H. van der Werff","Napo",NA,NA,NA,NA,"Along road Baeza-Tena","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01172187","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","N. T. da Silva","1197","1968","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172187","Magnoliophyta","Laurales","Nees","J. G. Rohwer","Pará",NA,"-52.6008224","-0.8809315","NY01172187_01","R. Jarí, Monte Dourado, Planalto B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00918039","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. G. Hatschbach","30490","1972","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918039","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Mato Grosso do Sul","Aquidauana","-55.7869","-20.4711","NY00918039_01","Piraputanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00918040","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","J. M. Pires","58062","1964","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918040","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918040_01","Brasília, Córrego Vicente Pires. Saida Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00918052","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","P. Clausen","213","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918052","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais",NA,NA,NA,"NY00918052_01","Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00918047","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","P. Clausen","32",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918047","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais",NA,NA,NA,"NY00918047_01 NY00918047_02","Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","865028","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","B. A. Krukoff","5481",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865028","Magnoliophyta","Laurales","Nees","A. C. Smith","Acre",NA,"-69","-9.33","NY00865028_01","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01172185","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","C. A. Cid Ferreira","8074","1986","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1303810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172185","Magnoliophyta","Laurales","Nees","J. G. Rohwer","Amazonas","Presidente Figueiredo","-59.4734144","-1.9155557","NY01172185_01","Canteiro de Obras da Usina Hidrelétrica de Balbina, vicinal ES-6, área do Reservatório a 14 Km da Obra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","459980","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. P. Duarte","7731","1963","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459980","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais",NA,NA,NA,"NY00459980_01","De Burity Grande para Engenheiro Delabela. Ramal de Montes Clares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00918044","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","K. Kubitzki","79-5","1979","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918044","Magnoliophyta","Laurales","Nees",NA,"Distrito Federal","Brasília","-47.9294","-15.7797","NY00918044_01","Area do Córrego da Papuda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00918034","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","E. P. Heringer","5268","1980","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918034","Magnoliophyta","Laurales","Nees","R. Callejas Posada","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918034_01","Bacia do Rio São Bartolomeu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-10-19 09:50:00-02","NY","NYBG","459988","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","S. S. Tillett","45584","1960","10","01","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459988","Magnoliophyta","Laurales",NA,"R. C. Barneby; C. K. Allen",NA,NA,NA,NA,NA,"Upper Mazaruni River Basin. Kako River. E arm of Karowtipu","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00918042","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","J. M. Pires","9287","1963","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918042","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918042_01","Brasília, Córrego Vicente Pires. Saida Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","459985","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","J. M. Silva","2499","1998","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459985","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Paraná","Diamante do Norte","-52.8594","-22.6567","NY00459985_01","Estaçao Ecologica de Caiuá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00918046","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. F. M. Glaziou","22047","1895",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918046","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Goiás",NA,NA,NA,"NY00918046_01","Brésil (Goyaz) Entre Jaragua & Ao Estacas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01172186","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","W. Milliken","572","1987","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172186","Magnoliophyta","Laurales","Nees",NA,"Roraima",NA,NA,NA,"NY01172186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00918032","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","E. P. Heringer","1485","1979","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918032","Magnoliophyta","Laurales","Nees","J. G. Rohwer","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918032_01","Rio Sao Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00918030","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","H. S. Irwin","17915","1966","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918030","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Goiás","Caiapônia","-51.77","-17.28","NY00918030_01","Ca. 45 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","459984","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. G. Hatschbach","22173","1969","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459984","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Paraná","Porto Rico","-53.2667","-22.7722","NY00459984_01","Rio Paraná, Ilha do Mutum","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918043","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","K. Kubitzki","79-5","1979","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918043","Magnoliophyta","Laurales","Nees","J. G. Rohwer","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918043_01","Area do Córrego da Papuda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","459982","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. G. Hatschbach","17047","1967","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459982","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Paraná","Icaraíma","-53.6139","-23.3958","NY00459982_01","Rio Paraná, Paredao das Araras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00918051","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","P. Clausen","213","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918051","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais",NA,NA,NA,"NY00918051_01","Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00918035","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","E. P. Heringer","6705","1981","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918035","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Distrito Federal","Brasília","-47.9294","-15.7797","NY00918035_01","Bacia do Rio São Bartolomeu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00918038","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. T. Prance","59635","1964","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918038","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Goiás","Caiapônia","-51.8103","-16.9569","NY00918038_01","Serra do Caiapó, 48 km. south of Caiaponia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00918045","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. P. Duarte","2996","1950","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918045","Magnoliophyta","Laurales","Nees","R. C. Barneby; C. K. Allen","Minas Gerais","Patos de Minas","-46.5181","-18.5792","NY00918045_01","Patos, margem do Paranaiba.","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","459983","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. G. Hatschbach","17047","1967","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=49820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459983","Magnoliophyta","Laurales","Nees","H. H. van der Werff","Paraná","Icaraíma","-53.6139","-23.3958","NY00459983_01","Rio Paraná, Paredao das Araras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01172188","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","N. T. da Silva","1197","1968","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172188","Magnoliophyta","Laurales","Nees","J. G. Rohwer","Pará",NA,"-52.6008224","-0.8809315","NY01172188_01","R. Jarí, Monte Dourado, Planalto B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","355479","PreservedSpecimen","Plantae","Lauraceae","Nectandra","myriantha","Nectandra myriantha","L. Riedel","2440","1834","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355479","Magnoliophyta","Laurales","Meisn.",NA,NA,NA,NA,NA,"NY00355479_01","Rio Parana.",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","23251","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Amaral Jr., A.","830","2001","07","06",NA,"Brasil",NA,NA,"árvore de 5m de alt.; flores creme-esverdeadas, perfumada.","BOTU023251",NA,NA,"Nees",NA,"Mato Grosso do Sul","Brasilândia","-51.945806","-21.190167",NA,NA,NA,NA,NA,"51°56'44,9w","21°11'24,6s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","21854","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Amaral Jr., A.","232","1998","10","15",NA,"Brasil",NA,NA,"Árvore 12 m de altura, frutos verdes com pedunculo avermelhado, troco 0,80 - 1 m de diâmetro","BOTU021854",NA,NA,"Nees",NA,"Mato Grosso do Sul","Anaurilândia","-52.600833","-22.205278",NA,NA,NA,NA,NA,"52°36'3w","22°12'19s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-13 09:20:05-03","UFRJ","RFA","26492","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Flavio Britto Pereira","41/63","2001","01","13",NA,"Brasil",NA,NA,"Árvore, 28m de altura, 62cm de DAP, flores verdes com perfume suave, rara no local.","RFA38463",NA,NA,"Nees","A. Quinet","Rio de Janeiro","São José do Vale do Rio Preto","-42.876944","-22.157222",NA,"Sitio Serra do Capim.","889","889",NA,"42º52'37''W","22º9'26''S","2001","11","14",NA,NA,NA,NA,NA,NA,NA,NA
