"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","eventTime"
"13","2021-04-05 14:34:03-03","UNESC","CRI","12041","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Guilherme Lodetti; Robson dos Santos & Peterson Teodoro Padilha",NA,"2016","07","28","Brasil","Santa Catarina","Orleans",NA,"-49.288056","-28.358889","49º17'17''W","28º21'32''S","450","450","Habito: Arbóreo","CRI010219","CRI010219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:57-03","UNESC","CRI","1238","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Marcos Sobral","1992","07","30","V. Citadini-Zanette; et al.","1482","1992","07","30","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S",NA,NA,"Habitat: Floresta Ombrófila Densa","CRI004869","CRI004869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:57-03","UNESC","CRI","4988","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Denise de Bem Bez","1996","10","13","Denise de Bem Bez",NA,"1996","10","13","Brasil","Santa Catarina","Santa Rosa do Sul",NA,"-49.715","-29.138333","49º42'54''W","29º8'18''S",NA,NA,"Fruto verde. Habito: Arbóreo","CRI005056","CRI005056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:03-03","UNESC","CRI","11248","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","A. A. de Oliveira","2011","03","11","M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg","4830","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.048889","-27.989167","49º2'56''W","27º59'21''S","821","821","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","CRI008712","CRI008712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:57-03","UNESC","CRI","3182","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Vanilde Citadini- Zanette","1992","08","28","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1831","1992","08","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","Habito: arvoreta","CRI004868","CRI004868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:03-03","UNESC","CRI","3605","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette","2003","1995","01","16","Brasil","Santa Catarina","Morro Grande",NA,"-49.721667","-28.800833","49º43'18''W","28º48'3''S",NA,NA,NA,"CRI005055","CRI005055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:03-03","UNESC","CRI","3542","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Vanilde Citadini-Zanette","1995","01","02","R. S. dos Santos",NA,"1994","10","08","Brasil","Santa Catarina","Maracajá",NA,"-49.454444","-28.848056","49º27'16''W","28º50'53''S",NA,NA,NA,"CRI005053","CRI005053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:03-03","UNESC","CRI","8508","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","A. L. Gaspar","2009","01","24","A. L. Gaspar; S. Dreveck e F. E. Carneiro","2030","2009","01","24","Brasil","Santa Catarina","Ipumirim",NA,"-52.134444","-27.075278","52º8'4''W","27º4'31''S",NA,NA,NA,"CRI004939","CRI004939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:03-03","UNESC","CRI","3739","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Marcos Sobral",NA,NA,NA,"V. P. Boff; Vanilde Citadini-Zanette",NA,"1995","06","27","Brasil","Santa Catarina","Imbituba",NA,"-48.668889","-28.2275","48º40'8''W","28º13'39''S",NA,NA,NA,"CRI005054","CRI005054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:57-03","UNESC","CRI","3242","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Alberto Ávila","1865","1990","03","20","Brasil","Santa Catarina","Turvo",NA,"-49.666667","-28.916667","49º40'W","28º55'S","38","38","Habitat: mata atlântica secundária de encosta Habito: árvore","CRI005052","CRI005052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:03-03","UNESC","CRI","6983","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Rosane F. Maccarini",NA,NA,NA,"Rosane F. Maccarini",NA,"1998","10",NA,"Brasil","Santa Catarina","Criciúma","Vila Maccarini - Rio Maina","-49.373333","-28.6725","49º22'24''W","28º40'21''S",NA,NA,"Com frutos verdes. Habito: Arbóreo","CRI010391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:57-03","UNESC","CRI","4785","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Daniel B. Falkenberg","1996","04","20","Vanilde Citadini-Zanette; Adão Zanette","2056","1996","04","20","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.469722","-28.935556","49º28'11''W","28º56'8''S",NA,NA,NA,"CRI005051","CRI005051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","496799","PreservedSpecimen","Plantae","Primulaceae","Myrsine","daphnites","Myrsine daphnites acutifolia","Mart.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.","875",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496799","NY00496799_01","Magnoliophyta","Ericales","acutifolia","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1551166","PreservedSpecimen","Plantae","Primulaceae","Myrsine","rapanea","Myrsine rapanea parviflora","Miq.",NA,NA,NA,NA,"S. J. da Silva Neto","1223","1998","03","28","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Microparcela A.","-44.65833","-22.35833",NA,NA,"795",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1912149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551166","NY01551166_01","Magnoliophyta","Ericales","parviflora","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","495862","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. M. Harley","22574","1980","05","25","Brazil","Bahia",NA,"Serra dos Lençois. Serra da Larginha, ca. 2 km. N.E. of Caeté-Açu (Capâo Grande)","-41.48","-12.6",NA,NA,"1000","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495862","NY00495862_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","495906","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. A. Wasum","s.n.","1989","11","11","Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre - Morro da Policia","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495906","NY00495906_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","495876","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. M. Harley","22579","1980","05","25","Brazil","Bahia",NA,"Serras dos Lençois. Serra da Larguinha, ca. 2 km. N.E. of Caeté-Açu (Capâo Grande)","-41.48","-12.6",NA,NA,"1000","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495876","NY00495876_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00995117","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"B. D. Sucre","653","1965","07","01","Brazil","Distrito Federal","Brasília","Lajinha.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995117","NY00995117_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","495773","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. Reitz","9721","1960","08","11","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495773","NY00495773_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00995081","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"H. S. Irwin","18079","1966","07","07","Brazil","Distrito Federal","Brasília","Rio Torto, ca. 10 km. N. of Brasília.","-47.9294","-15.7797",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995081","NY00995081_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1462244","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. M. Ricketson",NA,NA,NA,"M.A. Chagas","26","2010","08","17","Brazil","Pernambuco",NA,"Jaqueira. RPPN Frei Caneca. Pedra do Cruzeiro. Coletada em área arbustiva.","-35.5041","-8.4357",NA,NA,"724","724","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462244","NY01462244_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00995120","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"P. Clausen","246","1838",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995120","NY00995120_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00995097","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"E. P. Heringer","3113","1980","01","09","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995097","NY00995097_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","495902","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"L. B. Smith","9713","1957","01","01","Brazil","Santa Catarina","Mondaí","Ruderal south of Descanso","-53.4017","-27.1031",NA,NA,"500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495902","NY00495902_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","495926","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"J. B. Baitello","s.n.","1979","06","11","Brazil","São Paulo","Itirapina","Estaçao Experimental do Instituto Florestal","-47.8197","-22.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495926","NY00495926_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00995087","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"H. S. Irwin","22097","1969","01","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 24 km S.W. of Diamantina on road to Gouveia","-43.6791","-18.4002",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995087","NY00995087_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","495915","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","E. P. dos Santos",NA,NA,NA,"A. C. Cervi","2690","1989","05","31","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.97","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495915","NY00495915_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","495865","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. Voeks","41","1984","08","23","Brazil","Bahia","Ilhéus","Fazenda Barra do Manguinho, km 11 da Rodovia Ilhéus/Olivença/Una (BA 001)","-39.03","-14.78",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495865","NY00495865_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","495911","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"Gurgel","s.n.","1929","02","27","Brazil","Paraná","Sao Mateus do Sul","Sao Mateus [do Sul]","-50.3828","-25.8744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495911","NY00495911_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","495880","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. M. Harley","22361","1980","05","22","Brazil","Bahia","Lençóis","Serras dos Lençois. Serra do Brejao ca. 14 km N.W. of Lençois","-41.45","-12.45",NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495880","NY00495880_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02423608","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"C. T. Blum","10024","2010","08","15","Brazil","Paraná","Tijucas do Sul","Remanecentes florestais marginais a represa de Vossoroca","-49.0736","-25.8242",NA,NA,"850",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669378' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423608","NY02423608_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","495713","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. M. Ricketson",NA,NA,NA,"E. Menezes","89","1995","05","08","Brazil","Pernambuco","Bonito","Reserva Ecológica Municipal da Prefeitura de Bonito","-35.7283","-8.4706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495713",NA,"Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00995099","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"E. P. Heringer","3946","1955","05","16","Brazil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba.","-44.4042","-19.2744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995099","NY00995099_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00995094","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","J. J. Pipoly",NA,NA,NA,"E. P. Heringer","3113","1980","01","09","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995094","NY00995094_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","495912","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"G. G. Hatschbach","44957","1982","06","02","Brazil","Paraná","Antonina","Itapema de Baixo","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495912","NY00495912_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","495932","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"R. A. Wasum","s.n.","1995","05","20","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional I","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495932","NY00495932_01","Magnoliophyta","Ericales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
