"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"47","2020-11-04 11:12:05-03","ESALQ","ESA","118795","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Colletta, G.D.",NA,"Brasil",NA,NA,"Árvore, 6m,face abaxial das folhas com tricomas ferrugíneos.","ESA118795","580.0","São Paulo","Sítio Lagoa Azul, Mata em volta da represa","Magnoliophyta",NA,NA,"Colletta, G.D.","2011","11","01","Piratininga","-49.1300010681152","-22.4099998474121",NA,NA,NA,NA,NA,NA,"2011","11","07",NA,"19389","auto",NA,NA,NA
"48","2020-11-04 11:12:10-03","ESALQ","ESA","19089","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.",NA,"Brasil",NA,NA,"Árvore, 12 m alt.; botões verdes. Borda.","ESA019089","2205.0","São Paulo","Fazenda Santa Rita (Agropave). Mata mesófila semidecídua.","Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1994","03","23","Anhembi","-480.205",NA,NA,NA,NA,NA,"-480,205","-22,731,417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:12:05-03","ESALQ","ESA","105841","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Aguirre, G.H.",NA,"Brasil",NA,NA,NA,"ESA105841","727.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Aguirre, G.H.","2008","10","03","São Manoel",NA,NA,NA,NA,"ESA105841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:12:05-03","ESALQ","ESA","105836","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Aguirre, G.H.",NA,"Brasil",NA,NA,NA,"ESA105836","726.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Aguirre, G.H.","2008","10","03","São Manoel",NA,NA,NA,NA,"ESA105836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:12:10-03","ESALQ","ESA","6103","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Lorenzi, H.",NA,"Brasil",NA,NA,NA,"ESA006103","622.0","Minas Gerais",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Moraes, P.L.R.","1990","04","05","São Sebastião do Paraíso","-46.9914016723633","-20.9169006347656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA
"52","2020-11-04 11:12:10-03","ESALQ","ESA","76360","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Hatschbach, G. ; Silva, J.M.",NA,"Brasil",NA,NA,NA,"ESA076360","61392.0","Paraná",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Moraes, P.L.R.","1994","12","28","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"ESA076360",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA
"53","2020-11-04 11:12:05-03","ESALQ","ESA","109938","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Franco, G.A.D.C. ; Furlan, E.",NA,"Brasil",NA,NA,NA,"ESA109938","4503.0","São Paulo",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA109938",NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA
"54","2020-11-04 11:12:10-03","ESALQ","ESA","4263","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Catharino, E.L.M.",NA,"Brasil",NA,NA,NA,"ESA004263","287.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1985","04","20","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,"2003","01","01",NA,"44778","auto",NA,NA,NA
"55","2020-11-04 11:12:10-03","ESALQ","ESA","88223","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Viani, R.A.G. et al.",NA,"Brasil",NA,NA,NA,"ESA088223","223.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Viani, R.A.G.","2002","06","29","Tabapuã","-49.0299987792969","-20.9599990844727",NA,NA,"ESA088223",NA,NA,NA,NA,NA,NA,NA,"17166","auto",NA,NA,NA
"56","2020-11-04 11:12:05-03","ESALQ","ESA","105842","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Aguirre, G.H.",NA,"Brasil",NA,NA,NA,"ESA105842","725.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Aguirre, G.H.","2008","10","03","São Manoel",NA,NA,NA,NA,"ESA105842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:12:10-03","ESALQ","ESA","91449","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Viani, R.A.G. et al.",NA,"Brasil",NA,NA,NA,"ESA091449","424.0","São Paulo","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual","Magnoliophyta",NA,"(Nees) Rohwer",NA,"2004","07","12","Bofete",NA,"-230.333",NA,NA,"ESA091449",NA,"-48,183,333","-230,333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:12:10-03","ESALQ","ESA","9836","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"TSMG Oliveira, J.A.",NA,"Brasil",NA,NA,NA,"ESA009836","593.0","Minas Gerais",NA,"Magnoliophyta",NA,"(Nees) Rohwer","TSMG","1981","01","01","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"59","2020-11-04 11:12:10-03","ESALQ","ESA","9776","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Sposito, T.",NA,"Brasil",NA,NA,NA,"ESA009776","37.0","Minas Gerais",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1991","06","29","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA
"60","2020-11-04 11:12:10-03","ESALQ","ESA","56171","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"França, G.S.",NA,"Brasil",NA,NA,NA,"ESA056171","592.0","Minas Gerais",NA,"Magnoliophyta",NA,"(Nees) Rohwer","França, G.S.","2004","07","06","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31394","auto",NA,NA,NA
"61","2020-11-04 11:12:10-03","ESALQ","ESA","70794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Farah, F.T. et al.",NA,"Brasil",NA,NA,NA,"ESA070794","411.0","Minas Gerais",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Franco, G.A.D.C. & Farah, F.T.","1998","09","07","Patrocínio","-46.9925003051758","-18.9438991546631",NA,NA,"ESA070794",NA,NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA
"62","2020-11-04 11:12:10-03","ESALQ","ESA","6640","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Rodrigues, R.R. ; Zandoval, J.A.",NA,"Brasil",NA,NA,NA,"ESA006640","1731.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Rodrigues, R.R.",NA,NA,NA,"Ipeúna","-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12906","auto",NA,NA,NA
"63","2020-11-04 11:12:10-03","ESALQ","ESA","14092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, V.C. et al.",NA,"Brasil",NA,NA,NA,"ESA014092","5712.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1994","04","15","Pindorama","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14884","auto",NA,NA,NA
"64","2020-11-04 11:12:10-03","ESALQ","ESA","6133","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Rodrigues, R.R.",NA,"Brasil",NA,NA,NA,"ESA006133",NA,"São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Moraes, P.L.R.","1987","06","15","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"65","2020-11-04 11:12:05-03","ESALQ","ESA","10365","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Barreto, K.D. et al.",NA,"Brasil",NA,NA,NA,"ESA010365","267.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1993","04","14","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"66","2020-11-04 11:12:10-03","ESALQ","ESA","4262","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Catharino, E.L.M.",NA,"Brasil",NA,NA,NA,"ESA004262","423.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Catharino, E.L.M.","1995","09","19","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"67","2020-11-04 11:12:05-03","ESALQ","ESA","10568","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Barreto, K.D. et al.",NA,"Brasil",NA,NA,NA,"ESA010568","127.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1993","03","19","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"68","2020-11-04 11:12:10-03","ESALQ","ESA","20154","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani, J.R. et al.",NA,"Brasil",NA,NA,NA,"ESA020154",NA,"São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1994","07","05","Promissão","-49.8499984741211","-21.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"69","2020-11-04 11:12:05-03","ESALQ","ESA","111717","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Aguirre, G.H.",NA,"Brasil",NA,NA,NA,"ESA111717",NA,"São Paulo",NA,"Magnoliophyta",NA,NA,"Aguirre, G.H. et al.","2008","01","22","Quatá","-50.689998626709","-22.2399997711182",NA,NA,"ESA111717",NA,NA,NA,NA,NA,NA,NA,"24407","auto",NA,NA,NA
"70","2020-11-04 11:12:05-03","ESALQ","ESA","111705","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Aguirre, G.H.",NA,"Brasil",NA,NA,NA,"ESA111705",NA,"São Paulo",NA,"Magnoliophyta",NA,NA,"Aguirre, G.H. et al.","2008","05","06","Quatá","-50.689998626709","-22.2399997711182",NA,NA,"ESA111705",NA,NA,NA,NA,NA,NA,NA,"24407","auto",NA,NA,NA
"71","2020-11-04 11:12:05-03","ESALQ","ESA","100159","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Kotchetkoff-Henriques, O.",NA,"Brasil",NA,NA,NA,"ESA100159","773.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Baitello, J.B. & Bernacci, L.C.","2002","04","29","Ribeirão Preto","-47.810001373291","-21.1700000762939",NA,NA,"ESA100159",NA,NA,NA,NA,NA,NA,NA,"24390","auto",NA,NA,NA
"72","2020-11-04 11:12:05-03","ESALQ","ESA","99826","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Henriques, K.",NA,"Brasil",NA,NA,NA,"ESA099826","775.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Baitello, J.B. & Bernacci, L.C.","2001","05","09","Ribeirão Preto","-47.810001373291","-21.1700000762939",NA,NA,"ESA099826",NA,NA,NA,NA,NA,NA,NA,"24390","auto",NA,NA,NA
"73","2020-11-04 11:12:05-03","ESALQ","ESA","105417","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Gorenstein, M.R.",NA,"Brasil",NA,NA,NA,"ESA105417",NA,"São Paulo",NA,"Magnoliophyta",NA,NA,"Durigan, G. & Franco, G.A.D.C.","2005","06","15","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA105417",NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA
"74","2020-11-04 11:12:05-03","ESALQ","ESA","109939","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Franco, G.A.D.C. ; Furlan, E.",NA,"Brasil",NA,NA,NA,"ESA109939","4504.0","São Paulo",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA109939",NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA
"75","2020-11-04 11:12:05-03","ESALQ","ESA","110110","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Franco, G.A.D.C. ; Furlan, E.",NA,"Brasil",NA,NA,NA,"ESA110110","4645.0","São Paulo",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA110110",NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA
"76","2020-11-04 11:12:10-03","ESALQ","ESA","6955","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Copersucar",NA,"Brasil",NA,NA,NA,"ESA006955","606.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Moraes, P.L.R.","1990","03","30","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA
"77","2020-11-04 11:12:05-03","ESALQ","ESA","14071","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza, V.C. et al.",NA,"Brasil",NA,NA,NA,"ESA014071","5690.0","São Paulo",NA,"Magnoliophyta",NA,"(Nees) Rohwer","Baitello, J.B.","1994","04","14","Matão","-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA
"78","2015-07-02 14:02:31-03","JBP","HPL","7582","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R. Tsuji",NA,"Brasil",NA,NA,NA,NA,"1664","SP","Coletado nas proximidades da entrada do município de Pardinho (acesso pela Rapouso Tavares), ca. 500m e ao lado esquerdo.",NA,NA,NA,"J.B. Baitello","2007","02","26","Pardinho","-48.37","-23.08",NA,NA,NA,NA,NA,NA,"2007","05","10",NA,"14628","auto",NA,NA,NA
"79","2015-07-02 14:02:32-03","JBP","HPL","3884","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"H. Lorenzi",NA,"Brasil",NA,NA,NA,NA,"2590","MG","Coletada na estrada para Patrocínio Paulista a mais ou menos 2km da cidade, no lado direito.",NA,NA,"(Nees) Rohwer","J.B. Baitello","2001","02","01","São Tomaz de Aquino",NA,NA,NA,NA,NA,NA,NA,NA,"2007","05","10",NA,NA,NA,NA,NA,NA
"80","2015-07-02 14:42:35-03","JBP","HPL","11361","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J.B. Baitello, J.A. Pastore, C.R. Lima & D.F. Buen",NA,"Brasil",NA,NA,NA,NA,"1816","SP","Coletado na Estação Ecológica, trilha 5.",NA,NA,"(Nees) Rohwer","J.B. Baitello","2007","05","15","Paranapanema","-48.72","-23.38",NA,NA,NA,NA,"48° 44' 70 W","23° 30' 81 S","2007","05","24",NA,"29740","auto",NA,NA,NA
"81","2015-07-02 14:02:32-03","JBP","HPL","13176","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"T.B. Flores; J.S. Ciqueria; D. Folli",NA,"Brasil",NA,NA,NA,NA,"225","ES","Reserva Natural Vale. Estrada juarana falcão.",NA,NA,"(Nees) Rohwer","F.M. Alves","2009","08","27","Linhares","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,"2009","09","10",NA,"48094","auto",NA,NA,NA
"82","2015-07-02 14:02:32-03","JBP","HPL","7955","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"R. Tsuji & A. Campos-Rocha",NA,"Brasil",NA,NA,NA,NA,"1843","SP","Coletado nas proximidades do município de Pardinho, em beira de estrada e área de cerrado.",NA,NA,NA,"R. Tsuji","2007","03","21","Pardinho","-48.37","-23.08",NA,NA,NA,NA,NA,NA,"2007","03","21",NA,"14628","auto",NA,NA,NA
"83","2016-02-02 14:38:23-02","BGBM","B","B 10 0185276","S","Plantae","Lauraceae","Ocotea","blanchetii","Ocotea blanchetii",NA,"A. F. M. Glaziou","Middle and South America","Brazil",NA,NA,"type name?; presumably no type of Oreodaphne blanchetii Meisn. <a href=http://herbarium.bgbm.org/object/B100185276 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185276","15361",NA,"Rio de Janeiro.",NA,NA,"Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185276 B100185276_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2016-02-02 14:38:23-02","BGBM","B","B 10 0185277","S","Plantae","Lauraceae","Ocotea","blanchetii","Ocotea blanchetii",NA,"?","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185277 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185277",NA,NA,NA,NA,NA,"Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2016-02-02 14:38:23-02","BGBM","B","B 10 0185310","S","Plantae","Lauraceae","Ocotea","jacobinae","Ocotea jacobinae","isotype","J. S. Blanchet","Middle and South America","Brazil",NA,NA,"Herbarium Martil <a href=http://herbarium.bgbm.org/object/B100185310 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185310","2554",NA,NA,NA,NA,"Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185310 B100185310_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-02-02 14:38:23-02","BGBM","B","B 10 0185414","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","syntype","F. Sellow","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185414 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185414",NA,NA,NA,NA,NA,"Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185414 B100185414_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2016-02-02 14:38:23-02","BGBM","B","B 10 0185416","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","isosyntype","F. Sellow","Middle and South America","Brazil",NA,NA,"Ex reliquiis Sellowianis, Humboldt ded. 1836; ex Herb. Kunth <a href=http://herbarium.bgbm.org/object/B100185416 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185416","B 1384/c 419",NA,"Brasilia meridionalis, Yponnema.",NA,NA,"Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185416 B100185416_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2016-02-02 14:38:23-02","BGBM","B","B 10 0185415","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina","isosyntype","F. Sellow","Middle and South America","Brazil",NA,NA,"Ex reliquiis Sellowianis, Humboldt ded. 1836; ex Herb. Kunth <a href=http://herbarium.bgbm.org/object/B100185415 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185415","5867",NA,"Brasilia meridionalis a S. Paulo ad meridiam.",NA,NA,"Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185415 B100185415_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2014-10-27 19:15:13-02","UNICAP","HUCPE","208","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ramalho, F. .B.",NA,"Brasil",NA,NA,"Árvore com mais ou menos 8 m de altura. Flores verdes em botões sem perfume. Madeira dura.",NA,"196","Bahia","Fazenda Tabuleirinho.",NA,NA,"(Mart. ex Nees) Rohwer",NA,"1973","05","11","Morro do Chapéu","-41.166122","-11.532525",NA,NA,NA,NA,"-41.166122","-11.532525",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-02-15 11:40:58-02","IPA","IPA","32187","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Hoehne, W.","Southern America","Brasil",NA,NA,NA,"IPA0032187","3482","São Paulo","Mata da SAFB","Plantae",NA,"(Nees) Rohwer","Moraes, P.L.R. de","1950","05","16","Limeira","-47.4000015258789","-22.5599994659424",NA,NA,NA,NA,NA,NA,"2014","02","10",NA,"20999","auto",NA,NA,NA
"91","2020-12-20 21:18:05-03","UFV","VIC","18132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ana Luiza",NA,"Brasil",NA,NA,"P 42 n° 74","VIC018132","s.n.","Bahia","FLONA Rio Preto",NA,NA,"(Ness) Rohwer",NA,"1995","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-20 21:18:05-03","UFV","VIC","11874","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Meira, Neto J A",NA,"Brasil",NA,NA,"Árvore de 7 m, transição mata ciliar para cerrado.; Cerrado","VIC011874","s.n.","São Paulo","Estado Ecologico de Santa Barbara",NA,NA,"(Ness) Rohwer",NA,"1990","04","25","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA
"93","2020-12-20 21:18:05-03","UFV","VIC","17977","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Ana Luiza",NA,"Brasil",NA,NA,"Altura 32 m, P 16 n° 98","VIC017977","s.n.","Bahia","FLONA Rio Preto",NA,NA,"(Ness) Rohwer",NA,"1995","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023594","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G. Hatschbach; J.M. Silva",NA,"Brazil",NA,NA,"Árvore, 8m, flor creme. Mata pluvial",NA,"61392","Parana","Parque Estadual da Lauráceas (Mun. Bocaiúva do Sul) Paraná","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.","P.L.R. de Moraes","1994","7","28",NA,"-49.1333","-25.1833","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023584","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G. Hatschbach; J.M. Silva",NA,"Brazil",NA,NA,"Árvore, 8m, flor creme. Mata pluvial.",NA,"61392","Parana","Parque Estadual da Lauráceas (Mun. Bocaiúva do Sul) Paraná","Magnoliophyta","Laurales","(Nees) Mart. ex B.D.Jacks.","P.L.R. de Moraes","1994","7","28",NA,"-49.1333","-25.1833","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:32:36-03","UNICAMP","UEC","106726","S","Plantae","Lauraceae","Ocotea","blanchetii","Ocotea blanchetii",NA,"Hoehne, W",NA,"Brazil",NA,NA,"Árvore.","UEC061144","3842","São Paulo",NA,"Magnoliopsida",NA,"(Meisn.) Mez",NA,"1952","06","20","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"UEC061144",NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA
"97","2021-03-01 16:32:49-03","UNICAMP","UEC","27631","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cesar",NA,"Brazil",NA,NA,"Árvore. 12m de altura. DAP=7,00cm. Flores amareladas.; Mata","UEC133830","s.n.","São Paulo","Fazenda Barreiro Rico.","Magnoliopsida",NA,"Mart.","Baitello, JB","1982","05","14","Anhembi","-48.226833","-22.794944",NA,NA,"UEC133830",NA,"-48.226833","-22.794944","1989","04","20",NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:32:49-03","UNICAMP","UEC","27632","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cesar",NA,"Brazil",NA,NA,"Árvore 15m de altura. DAP=18,00cm. Flores amareladas.; Mata","UEC133832","s.n.","São Paulo","Fazenda Barreiro Rico.","Magnoliopsida",NA,"Mart.","Baitello, JB","1982","05","14","Anhembi","-48.226833","-22.794944",NA,NA,"UEC133832",NA,"-48.226833","-22.794944","1990","08","16",NA,NA,NA,NA,NA,NA
