"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","eventTime","fieldNumber","individualCount","infraspecificEpithet"
"100","2020-09-02 16:38:31-03","Cenargen","CEN","27736","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bruno Machado Teles Walter","3093","1996","02","07",NA,"Brasil","GO","URUACU","Estrada de terra da BR - 153 passando pela vila Água Branca, para a fazenda Porteira Grande, cerca de 6 km após a sede da fazenda.","-49.003888","-14.390555","400","400","Exsicatas","Área de influência do AHE Serra da Mesa.","CEN00027736","CEN00027736","M. F. Freitas","2018","05",NA,NA,NA,NA,"-49.003888","-14.390555",NA,NA,NA,"5",NA
"101","2020-09-02 16:38:31-03","Cenargen","CEN","89000","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Rodolfo de Paula Oliveira","47","2012","11","17",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa (Córrego Capetinga)","-47.941388","-15.954444",NA,NA,"Exsicatas",NA,"CEN00089000","CEN00089000","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.941388","-15.954444",NA,NA,NA,"2",NA
"102","2020-09-02 16:38:31-03","Cenargen","CEN","94875","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Gustavo Paiva Evangelista Rocha","274","2013","07","28",NA,"Brasil","MG","UNAI","Fazenda Palmeira.","-47.270833","-16.521666","859","859","Exsicatas","Flor: interna creme, externa ferrugem. Vereda abaixo da barragem, em presença de capim gordura e Braquiária. Área de empréstimo.","CEN00094875","CEN00094875","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.270833","-16.521666",NA,NA,NA,"4",NA
"103","2020-09-02 16:38:31-03","Cenargen","CEN","96387","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","88","2008","06","20",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília, portão nº 1, próximo à ponte.","-47.918888","-15.736111",NA,NA,"Exsicatas",NA,"CEN00096387","CEN00096387","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.918888","-15.736111",NA,NA,NA,"5",NA
"104","2020-09-02 16:38:31-03","Cenargen","CEN","96424","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","127","2008","07","07",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília.","-47.958888","-15.710555","1003","1003","Exsicatas",NA,"CEN00096424","CEN00096424","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.958888","-15.710555",NA,NA,NA,"4",NA
"105","2020-09-02 16:38:31-03","Cenargen","CEN","96494","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","194","2008","09","19",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília.","-47.961111","-15.715",NA,NA,"Exsicatas",NA,"CEN00096494","CEN00096494","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.961111","-15.715",NA,NA,NA,"4",NA
"106","2020-09-02 16:38:31-03","Cenargen","CEN","105119","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Gustavo Paiva Evangelista Rocha","404","2015","09","15",NA,"Brasil","GO","CATALAO","Chapadão.","-47.851111","-18.152222","840","840","Exsicatas",NA,"CEN00105119","CEN00105119","B. M. T. Walter","2018","06",NA,NA,NA,NA,"-47.851111","-18.152222",NA,NA,NA,"2",NA
"107","2020-09-02 16:38:31-03","Cenargen","CEN","100431","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Glocimar Pereira-Silva","16793","2016","06","22",NA,"Brasil","DF","BRASILIA","Mata de galeria da Quarentena Vegetal, área de supressão.","-47.904166","-15.727777","1000","1000","Exsicatas",NA,"CEN00100431","CEN00100431","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.904166","-15.727777",NA,NA,NA,"6",NA
"108","2020-09-02 16:38:31-03","Cenargen","CEN","31707","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bruno Machado Teles Walter","3533","1996","10","22",NA,"Brasil","GO","MINACU","Estrada Minaçú - obra de Serra da Mesa. Cerca de 8 km da entrada Norte do Canteiro.",NA,NA,"800","800","Exsicatas","Área de influência do AHE Serra da Mesa. Restos florais castanhos. Coletado na borda da mata.","CEN00031707","CEN00031707","M. F. Freitas","2018","05",NA,NA,NA,NA,"-4828333.0","-1371667.0",NA,NA,NA,"4",NA
"109","2020-09-02 16:38:31-03","Cenargen","CEN","76174","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Juliene Roveratti Santos","661","2006","12","20",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Trilha Cristal Água.","-47.928888","-15.735277","1041","1041","Exsicatas",NA,"CEN00076174","CEN00076174","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.928888","-15.735277",NA,NA,NA,"4",NA
"110","2020-09-02 16:38:31-03","Cenargen","CEN","83502","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Márcio Honorato Fernandes","116","2012","07","12",NA,"Brasil","DF","BRASILIA","Fazenda Santa Cecília. Núcleo Rural Rajadinha II.","-47.637777","-15.765277","958","958","Exsicatas","Botões florais avermelhados.","CEN00083502","CEN00083502","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.637777","-15.765277",NA,NA,NA,"4",NA
"111","2020-09-02 16:38:31-03","Cenargen","CEN","83531","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Márcio Honorato Fernandes","145","2012","07","19",NA,"Brasil","DF","BRASILIA","Fazenda Santa Cecília. Núcleo Rural Rajadinha II.","-47.643055","-15.761388","948","948","Exsicatas","Coletada na borda da mata, em trecho não inundado.","CEN00083531","CEN00083531","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.643055","-15.761388",NA,NA,NA,"4",NA
"112","2020-09-02 16:38:31-03","Cenargen","CEN","86121","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Alexandre Uhlmann","450","2011","11","10",NA,"Brasil","DF","BRASILIA","São Bartolomeu - Fazenda Entre Rios","-47.500555","-15.934722","890","890","Exsicatas","Em borda de floresta, sobre latossolo amarelo em cabeceira de drenagem. Doação do Herbário Fernando Cardoso da Silva - Registro HFC nº 8391.","CEN00086121","CEN00086121","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.500555","-15.934722",NA,NA,NA,NA,NA
"113","2020-09-02 16:38:31-03","Cenargen","CEN","88011","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Araci Molnar Alonso","985","2013","07","03",NA,"Brasil","DF","BRASILIA","Planaltina, Sítio do Sr. Cupertino","-47.585277","-15.748333",NA,NA,"Exsicatas","Ramo com flor. Doação CPAC.","CEN00088011","CEN00088011","M. F. Freitas","2018","05",NA,NA,NA,NA,"-47.585277","-15.748333",NA,NA,NA,"1",NA
"114","2020-09-02 16:38:31-03","Cenargen","CEN","96635","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","345","2012","09","20",NA,"Brasil","DF","BRASILIA","Fazenda Malunga.","47.4930555","-15.978333",NA,NA,"Exsicatas","Botões florais verdes.","CEN00096635","CEN00096635","M. F. Freitas","2018","05",NA,NA,NA,NA,"47.4930555","-15.978333",NA,NA,NA,"4",NA
"115","2020-09-02 16:38:31-03","Cenargen","CEN","96582","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","282","2012","07","12",NA,"Brasil","DF","BRASILIA","Fazenda Malunga. Linha A da fitossociologia.","47.4933333","-15.978611",NA,NA,"Exsicatas","Botões florais alvos.","CEN00096582","CEN00096582","M. F. Freitas","2018","05",NA,NA,NA,NA,"47.4933333","-15.978611",NA,NA,NA,"4",NA
"116","2020-09-02 16:38:31-03","Cenargen","CEN","96509","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bernardo Rocha Teixeira","209","2008","10","01",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília.","48.0058333","-15.709722","1065","1065","Exsicatas",NA,"CEN00096509","CEN00096509","M. F. Freitas","2018","05",NA,NA,NA,NA,"48.0058333","-15.709722",NA,NA,NA,"4",NA
"117","2020-09-02 16:38:31-03","Cenargen","CEN","17747","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Benedito Alísio da Silva Pereira","2135","1992","07","06",NA,"Brasil","DF","BRASILIA","Distrito Federal. APA da Cafuringa.Fazenda Palestina.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Árvore frondosa, com aproximadamente 10 metros de altura e 30 cm de diâmetro. Flores amareladas muito visitadas por himenópteros. Clareira de mata próximo a afloramento de calcário. Doação- Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.","CEN00017747",NA,"B. M. T. Walter","2019","12","70570","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2020-09-02 16:38:31-03","Cenargen","CEN","31604","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Bruno Machado Teles Walter","3425","1996","08","27",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (EMBRAPA-CENARGEN). Região entre o Recanto das Emas e o Riacho Fundo (Núcleo Bandeirante).","-47.9296989440918","-15.7797002792358","1080","1080","Exsicatas","Coletada na porção central da mata.","CEN00031604","CEN00031604","M. F. Freitas","2018","05","70570","auto",NA,NA,"-4801667.0","-1591667.0",NA,NA,NA,"6",NA
"119","2020-09-02 16:38:31-03","Cenargen","CEN","38493","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Juliana Guimarães Faria","250","1999","06","29",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Mata de galeria (córrego do Açudinho II).","-47.9296989440918","-15.7797002792358","1070","1070","Exsicatas",NA,"CEN00038493","CEN00038493","M. F. Freitas","2018","05","70570","auto",NA,NA,"-4801667.0","-1591667.0",NA,NA,NA,"3",NA
"120","2020-09-02 16:38:31-03","Cenargen","CEN","39445","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Ernestino de S. Gomes Guarino","346","2000","08","02",NA,"Brasil","DF","BRASILIA","Mata de Galeria do Bananal, lado direito do Córrego Bananal, abaixo do CENARGEN.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00039445","CEN00039445","M. F. Freitas","2018","05","70570","auto",NA,NA,NA,NA,NA,NA,NA,"4",NA
"121","2020-09-02 16:38:31-03","Cenargen","CEN","39660","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Ernestino de S. Gomes Guarino","561","2001","01","09",NA,"Brasil","DF","BRASILIA","Mata do Córrego Bananal, atrás do CENARGEN.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas",NA,"CEN00039660","CEN00039660","M. F. Freitas","2018","05","70570","auto",NA,NA,"-4890000.0","-1573333.0",NA,NA,NA,"4",NA
"122","2020-09-02 16:38:31-03","Cenargen","CEN","50302","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","João Marcelo de Rezende","614","2002","10","15",NA,"Brasil","DF","BRASILIA","Paranoá. DF-285, próximo a ponte de concreto do rio Preto.","-47.9296989440918","-15.7797002792358","930","930","Exsicatas","Área de influência da AHE Queimado.","CEN00050302","CEN00050302","M. F. Freitas","2018","05","70570","auto",NA,NA,"-4732389.0","-1605056.0",NA,NA,NA,"4",NA
"123","2020-09-02 16:38:31-03","Cenargen","CEN","75961","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Juliene Roveratti Santos","442","2006","08","18",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Trilha do Cristal d' água.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00075961","CEN00075961","M. F. Freitas","2018","05","70570","auto",NA,NA,NA,NA,NA,NA,NA,"4",NA
"124","2020-09-02 16:38:31-03","Cenargen","CEN","86310","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Alba Cordeiro","172","2012","07","04",NA,"Brasil","DF","BRASILIA","Planaltina - Sítio do Sr. Cupertino.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Ambiente Geral - Borda. Ramo com flor. Doação","CEN00086310","CEN00086310","M. F. Freitas","2018","05","70570","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"125","2020-09-02 16:38:31-03","Cenargen","CEN","49604","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","João Marcelo de Rezende","880","2003","08","05",NA,"Brasil","GO","ALEXANIA","Fazenda Cafundó, antes da sede do Sr. Joao Batista.","-48.5071983337402","-16.0821990966797","935","935","Exsicatas","Área de influência indireta do AHE Corumbá IV. Margem esquerda do rio Corumbá.","CEN00049604","CEN00049604","M. F. Freitas","2018","05","32626","auto",NA,NA,"-4858583.0","-1613528.0",NA,NA,NA,"4",NA
"126","2020-09-02 16:38:31-03","Cenargen","CEN","23295","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Taciana Barbosa Cavalcanti","801","1990","08","17",NA,"Brasil","GO","POSSE","BR - 020. Alvorada - Formosa, km 158.","-46.3694000244141","-14.0930995941162","950","950","Exsicatas",NA,"CEN00023295","CEN00023295","M. F. Freitas","2018","05","55730","auto",NA,NA,NA,NA,NA,NA,NA,"5",NA
"127","2020-09-02 16:38:31-03","Cenargen","CEN","43365","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Taciana Barbosa Cavalcanti","2733","2001","09","05",NA,"Brasil","MG","UNAI","Estrada BR para Cabeceira Grande, cerca de 200 m a Leste da ponte sobre o rio Preto.","-46.9061012268066","-16.3575000762939",NA,NA,"Exsicatas","Sépalas róseas. Área de influência da UHE Queimado; influência direta.","CEN00043365","CEN00043365","M. F. Freitas","2018","05","97926","auto",NA,NA,"-4732889.0","-1618694.0",NA,NA,NA,"4",NA
"128","2019-11-13 11:29:31-03","USP","SPF","123028","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Pereira, BAS","3334","1997","01","10",NA,"Brasil","Distrito Federal","Brasília",NA,"-45.75","-15.5","1100","1100",NA,NA,"SPF00123028",NA,"Bernacci, LC","2004",NA,NA,NA,NA,NA,"-45.75","-15.5",NA,NA,NA,NA,NA
"129","2019-11-13 11:29:31-03","USP","SPF","46127","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Thomas, WW","4476","1985","10","17",NA,"Brasil","Mato Grosso","Luciara",NA,"-51.75","-11.283333",NA,NA,NA,NA,"SPF00046127",NA,"Bernacci, LC","2004",NA,NA,NA,NA,NA,"-51.75","-11.283333",NA,NA,NA,NA,NA
"130","2019-11-13 11:29:31-03","USP","SPF","79498","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Martens, LA","584","1993","07","15",NA,"Brasil","Minas Gerais","Perdizes",NA,"-47.266667","-19.333333","935","935",NA,NA,"SPF00079498",NA,"Bernacci, LC","2004",NA,NA,NA,NA,NA,"-47.266667","-19.333333",NA,NA,NA,NA,NA
"131","2019-11-13 11:29:31-03","USP","SPF","20195","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Giulietti, AM","CFSC7370","1981","07","01",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00020195",NA,"Freitas, MF","2000","09","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:29:31-03","USP","SPF","98629","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Marcondes-Ferreira, W","911","1994","07","26",NA,"Brasil","São Paulo","Colômbia",NA,"-48.6800003051758","-20.1700000762939",NA,NA,NA,NA,"SPF00098629",NA,"Bernacci, LC","2004",NA,"31319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:29:31-03","USP","SPF","105657","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Maestro, AL","57","1994","10","10",NA,"Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,"SPF00105657",NA,"Bernacci, LC","2004",NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:29:31-03","USP","SPF","98630","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Marcondes-Ferreira, W","1030","1994","11","12",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,NA,"SPF00098630",NA,"Bernacci, LC","2004",NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2014-08-26 18:22:07-03","FSL","HFSL","1000","S","Plantae",NA,NA,"Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Thomas, W.W.; Oliveira, J.G. de","4476","1985","10","17","Southern America","Brasil","Mato Grosso","Luciara","Porto Alegre do Norte, 1-5 km W of BR158, 43 km S of Porto Alegre do Norte. Savanna.","-51.75","-11.283333",NA,NA,NA,"Tree, 8m leaves coriaceous, shiny green above, paler beneath, fruit pale green, speckled. Bark thin. ; DE",NA,NA,"Freitas, M.F.","2010","09",NA,NA,NA,NA,"-51.75","-11.283333",NA,NA,NA,NA,NA
"136","2019-10-07 09:12:50-03","UEFS","HUEFS","64907","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Hatschbach, G.","54221","1990","06","12",NA,"Brasil","Minas Gerais","Grão Mogol","Morro da TELEMIG.","-42.8897018432617","-16.5594005584717","950","950",NA,"Mata da encosta do morro.","HUEFS0064907","HUEFS0064907",NA,NA,NA,"67219","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"137","2015-03-13 19:02:07-03","F","FMNH-SEEDPLANTS","V0261128F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0261128F","V0261128F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-09-04 19:52:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA
"139","2019-01-25 15:45:16-02","IAC","IAC","36062","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","C.F.P. Martius","s/nº","1841","06","30",NA,"Brasil","Bahia","Contendas do Sincorá","a partir de São Filipe","-41.0411","-13.7628",NA,NA,NA,"foto, HOLOTYPUS - Flora 24(2, Beibl. 2): 18. 1841. Oreas, Hamadryax, in campis S. Philippi prope Contendas",NA,NA,"C.F.P. Martius","1841","06",NA,NA,NA,"30","-41.0411","-13.7628","Holótipo",NA,NA,NA,NA
"140","2020-02-20 14:37:13-03","IAC","IAC","57575","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.F. Souza","3456","2007","09","14",NA,"Brasil","Goiás","Jataí","Zooflora","-51.7144","-17.8814",NA,NA,NA,NA,NA,NA,"L.C. Bernacci","2020","02",NA,NA,NA,"13","-51.7144","-17.8814",NA,NA,NA,NA,NA
"141","2020-01-27 18:25:25-03","IAC","IAC","56844","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.C. Bernacci","4909","2018","10","14",NA,"Brasil","São Paulo","Monte Alto","Margem de um afluente do Rio Turvo (lado esquerdo)","-48.486869","-21.186004",NA,NA,NA,NA,NA,NA,"s/det.","2018","10",NA,NA,NA,"14","-48.486869","-21.186004",NA,NA,NA,NA,NA
"142","2019-01-25 15:45:24-02","IAC","IAC","33546","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.M. Souza et al.","155","1990","01","17",NA,"Brasil","São Paulo","Cajuru","Fazenda Santa Carlota","-47.3042","-21.2753",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-47.3042","-21.2753",NA,NA,NA,NA,NA
"143","2019-01-25 15:45:24-02","IAC","IAC","33547","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.M. Souza et al.","99","1989","09","23",NA,"Brasil","São Paulo","Cajuru","Fazenda Santa Carlota","-47.3042","-21.2753",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-47.3042","-21.2753",NA,NA,NA,NA,NA
"144","2019-01-25 15:45:24-02","IAC","IAC","33597","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","A.L. Maestro & A.M. Silveira","57","1994","10","10",NA,"Brasil","São Paulo","Paulo de Faria","10Km da cidade em direção a Riolândia","-49.3833","-20.0308",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-49.3833","-20.0308",NA,NA,NA,NA,NA
"145","2019-01-25 15:45:25-02","IAC","IAC","33598","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","W. Hoehne","s/nº","1944","11","28",NA,"Brasil","São Paulo","São Paulo","Parque Estadual de São Paulo","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-46.6361","-23.5475",NA,NA,NA,NA,NA
"146","2019-01-25 15:45:25-02","IAC","IAC","33603","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","W. Marcondes-Ferreira et al.","911","1994","07","26",NA,"Brasil","São Paulo","Colômbia","Laranjeiras, Fazenda Perdizes","-48.6889","-20.1758",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-48.6889","-20.1758",NA,NA,NA,NA,NA
"147","2019-01-25 15:45:25-02","IAC","IAC","33604","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","W. Marcondes-Ferreira; C. Müller; L.L. Venturi & R. Belinelo","1030","1994","11","12",NA,"Brasil","São Paulo","Pedregulho","Igaçaba, Morro Solteiro","-47.4767","-20.2569",NA,NA,NA,"Rocha parece ser quartzito",NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"15","-47.4767","-20.2569",NA,NA,NA,NA,NA
"148","2019-01-25 15:45:25-02","IAC","IAC","33669","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.S. Kinoshita-Gouvêa & J.C. Galvão","94 - 214","1994","11","07",NA,"Brasil","São Paulo","Mococa",NA,"-47.0047","-21.4678",NA,NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli; L.C. Bernacci & M.F. Freitas","2002","08",NA,NA,NA,"18","-47.0047","-21.4678",NA,NA,NA,NA,NA
"149","2019-01-25 15:45:25-02","IAC","IAC","42573","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","A.M. Piso","5","2002","09","04",NA,"Brasil","São Paulo","Itatiba","Sítio Moinho Velho","-46.7333333","-22.9500001",NA,NA,NA,"Coordenadas do material: 22°57#?#S 46°44#?#W",NA,NA,"S.L. Jung-Mendaçolli","2002","11",NA,NA,NA,"11","-46.7333333","-22.9500001",NA,NA,NA,NA,NA
"150","2019-01-25 15:45:25-02","IAC","IAC","47485","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.C. Bernacci; R. Tsuji & E.F. Souto","4135","2006","03","10",NA,"Brasil","Minas Gerais","Caetanópolis","estrada para Lagoa Preta e Lagoa Dourada","-44.443583","-19.345944",NA,NA,NA,NA,NA,NA,"L.C. Bernacci et al.","2006","03",NA,NA,NA,"10","-44.443583","-19.345944",NA,NA,NA,NA,NA
"151","2019-01-25 15:45:25-02","IAC","IAC","48051","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","L.C. Bernacci; J.F. Benedito & F.R.G. Amaral","4302","2006","10","16",NA,"Brasil","São Paulo","Votuporanga","IAC, Estação Experimental","-50.06888","-20.45933",NA,NA,NA,NA,NA,NA,"L.C. Bernacci et al.","2006","10",NA,NA,NA,"16","-50.06888","-20.45933",NA,NA,NA,NA,NA
