"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","dayIdentified","locality","decimalLongitude","decimalLatitude","phylum","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","order","preparationType","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-02-08 11:08:17-03","UNESP-IBB","BOTU","20447","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.","1996","08","Rapini, A.","89","1996","03","20","Brasil","São Paulo","Cunha","45°05'5w","23°16'10s","Arbusto 2,5 m de altura, flores alvas","BOTU020447","01",NA,"-45.084722","-23.269444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","9941","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.","1994","05","Pereira, B.A.S.","2257","1992","10","15","Brasil","Distrito Federal","Cafuringa","9999","9999","Subarbusto ca. 1,00 m de altura, flores brancas","BOTU009941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","3757","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.","1998","08","Vasconcelos, M.F.",NA,"1998","03","14","Brasil","Minas Gerais","Catas Altas","9999","9999",NA,"BOTU003757","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20646","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz",NA,NA,NA,"Mendonça, J.O.","45","1996","10","11","Brasil","São Paulo","Ubatuba","9999","9999",NA,"BOTU020646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","19446","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz",NA,NA,NA,"Brugger, M.C.",NA,"1991","11","30","Brasil","Minas Gerais","Lima Duarte","9999","9999",NA,"BOTU019446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","25165","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.",NA,NA,"Pirani, J.R.","352","1982","12","18","Brasil","Minas Gerais","Santa Bárbara","9999","9999","Arbusto 2,5 m de altura, flores creme","BOTU025165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","26297","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Amaral Jr., A.","2010",NA,"Araújo, F.S.","161","2001","11","23","Brasil","Minas Gerais","Lima Duarte","9999","9999","Arbusto ca. De 60 cm de altura, cálice verde, corola e anteras laranjadas, frutos verdes","BOTU026297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:37:58-03","EAO","IAN","93860","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, T","1980","01","Glaziou, AFM","13588","1896","05","27","Paris",NA,NA,NA,NA,NA,"IAN093860",NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:13:46-03","UFBA","ALCB","131809","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,"Caxambu, MG","5661","2014","10","24","Brasil","Paraná","Tibagi","-50.253889","-24.58","heliófito, ca 1,6m de altura. Flores com cálice verde e corola alva diminutas; Campos Rupestre","ALCB048468",NA,"Sítio Sete Quedas","-50.253889","-24.58","Dicotyledon","Southern America","1028","1028","ALCB048468",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:07:11-03","ESALQ","ESA","106042","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum",NA,"Aguirre, G.H. et al.",NA,NA,"Aguirre, G.H.","703.0","2008","10","03","Brasil","São Paulo","São Manoel",NA,NA,NA,"ESA106042",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA106042",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:07:11-03","ESALQ","ESA","19223","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Amaral Jr., A.",NA,NA,"Souza, V.C. et al.","8385.0","1995","03","12","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA019223",NA,NA,"-43.3067016601562","-18.465799331665","Magnoliophyta",NA,NA,NA,"ESA019223","19014","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:07:11-03","ESALQ","ESA","124322","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum",NA,"Cordeiro, J. & Barbosa, E.","2012",NA,"Dunaiski Jr., A. ; Amaral, W.","2311.0","2004","02","24","Brasil","Paraná","São José dos Pinhais",NA,NA,NA,"ESA124322",NA,"Cunhanhy.","-49.2064018249512","-25.5347003936768","Magnoliophyta",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:07:11-03","ESALQ","ESA","33991","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,"Bertani, D.F. et al.","6.0","1996","12","13","Brasil","São Paulo","Cunha",NA,NA,NA,"ESA033991",NA,NA,"-44.9599990844727","-23.0699996948242","Magnoliophyta",NA,NA,NA,"ESA033991","38855","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:07:11-03","ESALQ","ESA","75232","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Souza, F.M. & Souza, V.C.",NA,NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","583.0","2001","04","10","Brasil","São Paulo","São Paulo",NA,NA,"Arbusto, ca. 1, 5m alt. Frutos imaturos verdes, maduros vermelhos. Mata ciliar.","ESA075232",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente.","-46.6300010681152","-23.5400009155273","Magnoliophyta",NA,NA,NA,"ESA075232","53584","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:07:11-03","ESALQ","ESA","75145","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Souza, F.M. & Souza, V.C.",NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","94.0","2001","04","12","Brasil","São Paulo","São Paulo",NA,NA,"Arbusto, frutos vermelhos.","ESA075145",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.6300010681152","-23.5400009155273","Magnoliophyta",NA,"700","700","ESA075145","53584","auto",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:28:04-03","MN","R","314","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O E. Schulz","Amaral, A. Jr. & Mendonça, J. O.","1997","07","Glaziou, A.F.M.","13589","1883","01","20","Brasil","Rio de Janeiro",NA,NA,NA,"Plantas do Brasil Central","R000000314","17",NA,NA,NA,NA,NA,NA,NA,"R000000314_001",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:28:04-03","MN","R","810","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O E. Schulz","Amaral, A. Jr. & Mendonça, J. O.","1997","07","Glaziou, A.F.M.","13588","1882","12","22","Brasil","Rio de Janeiro",NA,NA,NA,"Plantas do Brasil Central","R000000810","17",NA,NA,NA,NA,NA,NA,NA,"R000000810_001",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:28:04-03","MN","R","70914","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O E. Schulz","Amaral, A. Jr. & Mendonça, J. O.","1997","07","Glaziou, A.F.M.","13588",NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,NA,"Plantae Flum. Ex. Herb. Glaziou; Herb. J. de Saldanha","R000070914","17",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000070914_001","36524","auto",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:30:43-03","IAP","PACA-AGP","92916","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","C. Mondin","1999","01","Mondin, C.","1809","1999","01","06","Brasil","RS","Jaquirana",NA,NA,"HASU 7153.","PACA092916",NA,"Cazuza Ferreira, Rio Lajeado Grande","-50.3577995300293","-28.8847007751465","Magnoliophyta",NA,NA,NA,NA,"31282","auto","Magnoliatae","Linales",NA,NA,NA,NA
"30","2019-08-27 13:30:43-03","IAP","PACA-AGP","50364","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","Emrich-Rambo","1954","07","Rambo, B.",NA,"1951","07","20","Brasil","SC","Biguaçu",NA,NA,"sicher, 29,7,1954.; ster. Habitat: in araucarieto","PACA050364","29",NA,"-48.6556015014648","-27.4941997528076","Magnoliophyta",NA,NA,NA,NA,"20442","auto","Magnoliatae","Linales",NA,NA,NA,NA
"31","2019-08-27 13:30:43-03","IAP","PACA-AGP","67123","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","Plowman","1983","03","Martinelli","8988","1983","01","02","Brasil","SP","Bananal",NA,NA,"Herb. do Jardim Bot. do RJ.; arb. de 2 a 3m, ciofila Hábito: arbusto","PACA067123","17","Parque Nac. de Bocaina","-44.3199996948242","-22.6800003051758","Magnoliophyta",NA,NA,NA,NA,"26795","auto","Magnoliatae","Linales",NA,NA,NA,NA
"32","2019-08-27 13:30:43-03","IAP","PACA-AGP","67146","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","Plowman","1983","02","Sucre","7214","1970","09","30","Brasil","MG",NA,NA,NA,"Herb. do Jardim Bot. do RJ 167236.;até 1m de altura.; frequente Habitat: nas formações campestres Hábito: arbusto","PACA067146","17","Serra de Ibitipoca, 1550-1630 msm.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Magnoliatae","Linales",NA,NA,NA,NA
"33","2019-08-27 13:30:43-03","IAP","PACA-AGP","67142","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","Plowman","1983","02","C. Lima","1375","1980","08","17","Brasil","MG","Ouro Preto",NA,NA,"Herb. do Jardim Bot. do RJ 201358.; flores albo-esverdeadas.; frequente Habitat: nos campos de altitude Hábito: arbusto","PACA067142","17","Serra de Antonio Pereira","-43.5080986022949","-20.2875003814697","Magnoliophyta",NA,NA,NA,NA,"44599","auto","Magnoliatae","Linales",NA,NA,NA,NA
"34","2020-06-30 18:32:14-03","UFJF","CESJ","66956","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz.","B. Moreira","2015","02","B. Moreira; L.C.D.Dias","125","2015","01","20","Brasil","Minas Gerais","Lima Duarte","-43.898333","-21.709722","Arvoreta, ca.4m, flores brancas. Interior de mata","CESJ066956","10","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa","-43.898333","-21.709722","Angiosperma","América do Sul","1360","1360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:48:03-03","UFS","ASE","15355","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O. E. Schulz","Loiola, MIB","2010","08","Cordeiro, J; Barbosa, E","3026","2009","04","07","Brasil","Santa Catarina","Campo Alegre","-49.1556","-26.1133","Subarbusto, 95 cm. Flor alvacenta. Beira de rio encachoeirado.; Subarbusto, 95 cm. Flor alvacenta. Beira de rio encachoeirado.","ASE0022142","04","Serra Quiriri","-49.1556","-26.1133","Magnoliophyta","Southern America",NA,NA,"ASE0022142",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:29:22-03","UNICAMP","UEC","4423","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, T","1981",NA,"Cruz, ND; Shepherd, GJ; et al.","6281","1977","11","17","Brazil","Minas Gerais",NA,NA,NA,"Arbusto até 2m, flores creme. Campo.","UEC059434",NA,"Serra do Caraça Ca. 70km suleste de Belo Horizonte, mata ciliar próxima ao mosteiro do Caraça.",NA,NA,"Magnoliopsida",NA,NA,NA,"UEC059434",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:29:22-03","UNICAMP","UEC","121774","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Souza, FM; Souza, VC",NA,NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","94","2001","04","12","Brazil","São Paulo","São Paulo","-46.7","-23.983333","Arbusto, frutos vermelhos.; Transição floresta altomontana - floresta de encosta om campos acentes.","UEC059443",NA,"Parque estadual da Serra do Mar, Núcleo Curucutu. Trilha do rio.","-46.7","-23.983333","Magnoliopsida",NA,"700","800","UEC059443",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:29:22-03","UNICAMP","UEC","171344","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,"Rapini, A; Costa, CB; Kirizawa, M","89","1996","03","20","Brazil","São Paulo","Cunha","-45.048056","-23.224444","Arbusto 2.5m alt., flores alvas.; Mata tropical pluvial de Altitude em fase de regeneração. Capoeira baixa, fechada.","UEC095188",NA,"Parque estadual da Serra do Mar. Núcleo Cunha. Trilha para cabeceira do Rio Bonito.","-45.048056","-23.224444","Magnoliopsida",NA,"1100","1100","UEC095188",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:29:22-03","UNICAMP","UEC","4447","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Mendonça, JO; Amaral Jr, A","1996","12","Davis, PH; Giulietti, AM; et al.","D60515","1976","09","03","Brazil","São Paulo",NA,NA,NA,"Shrub. Flowers yellowish. In rain forest.","UEC059444","18","Near Paranapiacaba, on Santos - Santo André road.",NA,NA,"Magnoliopsida",NA,"800","800","UEC059444",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:29:22-03","UNICAMP","UEC","90619","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,"Bertani, DF; Yamamoto, LF; Franciosi, ERN; Albuquerque, LB; Rodrigues, RR; Souza, V","6","1996","12","13","Brazil","São Paulo","Cunha","-45.004722","-23.239444","Arbusto de 1.7m alt., ramentas cobrindo os ramos.; Floresta ombrófila densa montana, floresta secundária com aprox. 15 anos de regeneração.","UEC059440",NA,"PE da serra do Mar - Núcleo Cunha.","-45.004722","-23.239444","Magnoliopsida",NA,NA,NA,"UEC059440",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:29:22-03","UNICAMP","UEC","4417","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Vasconcellos, MB","1981",NA,"Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1890","1972","04","17","Brazil","Minas Gerais","Jaboticatubas",NA,NA,"Arbusto 2m, flor branca.","UEC059439",NA,"Serra do Cipó Km 139 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752","Magnoliopsida",NA,"1290","1290","UEC059439","31264","auto",NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:11:00-03","UNICAMP","UEC","4421","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Vasconcellos, MB","1981",NA,"Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1334","1972","03","06","Brazil","Minas Gerais","Jaboticatubas",NA,NA,NA,"UEC059431",NA,"Serra do Cipó Km 140 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752","Magnoliopsida",NA,NA,NA,"UEC059431","31264","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:29:22-03","UNICAMP","UEC","4420","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Vasconcellos, MB","1981",NA,"Semir, J; Lima, DA","4862","1973","12","10","Brazil","Minas Gerais","Jaboticatubas",NA,NA,"Na beira da mata como arbusto de 2m, e dentro da mata chegando até 8m.","UEC059436",NA,"Serra do Cipó Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752","Magnoliopsida",NA,NA,NA,"UEC059436","31264","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:29:22-03","UNICAMP","UEC","4416","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Vasconcellos, MB","1981",NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","2154","1972","05","27","Brazil","Minas Gerais","Jaboticatubas",NA,NA,"Arbusto até 2m. Flores branco - amareladas.","UEC059437",NA,"Serra do Cipó Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752","Magnoliopsida",NA,NA,NA,"UEC059437","31264","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:29:22-03","UNICAMP","UEC","4415","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Vasconcellos, MB","1981",NA,"Joly, AB; Semir, J","3625","1972","11","03","Brazil","Minas Gerais","Jaboticatubas",NA,NA,"Altura 1m. Flores branco - amarelas.","UEC059435",NA,"Serra do Cipó Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752","Magnoliopsida",NA,NA,NA,"UEC059435","31264","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:29:22-03","UNICAMP","UEC","35796","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, T","1983","03","Lima, HC; et al.","1375","1980","08","07","Brazil","Minas Gerais","Ouro Preto",NA,NA,"Arbusto 1-2m alt., flores albo esverdeadas. Frequente nos campos de altitude.","UEC059442","17","Serra do Antonio Pereira","-43.5080986022949","-20.2875003814697","Magnoliopsida",NA,"1330","1330","UEC059442","44599","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:29:22-03","UNICAMP","UEC","57894","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Mendonça, JO","1996","03","Marcondes-Ferreira, W; Semir, J; Martins, AB; Miotto, STS; Queiroz, LP; Martins, EF; Silveira, L","204","1990","03","14","Brazil","Minas Gerais","Santa Bárbara",NA,NA,"Na capoeira, arbusto até 1.8m, flores creme e frutos vermelhos.","UEC059432","08","Colégio do carassa, caminho da cachoeirinha.","-43.4152984619141","-19.959400177002","Magnoliopsida",NA,NA,NA,"UEC059432","33136","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:29:22-03","UNICAMP","UEC","4419","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, T","1981",NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9561","1978","12","12","Brazil","Minas Gerais","Santa Bárbara",NA,NA,"Arbusto até 1.2m; flores brancas. Em campo rupestre e mata de altitude.","UEC059433",NA,"Serra do Caraça","-43.4152984619141","-19.959400177002","Magnoliopsida",NA,NA,NA,"UEC059433","33136","auto",NA,NA,NA,NA,NA,NA
