"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","01160808","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","T. R. Bahia","188","1976","10","02","South America","Brazil","Amazonas","Manacapurú","[lower R. Solimões] proximo ao acampamento da sub-base do projeto RADAM.","-60.6206","-3.29972",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160808","NY01160808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00196216","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","V. Pesha Baca","208","1991","08","06","South America","Peru","Madre de Dios","Tambopata","Rio Tambopata. Comunidad Nativa de Infierno. Hermosa Chica. Centro Ñape","-69.28","-12.83","260","260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196216","NY00196216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01776413","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","B. Maguire","23893","1944","06","19","South America","Suriname",NA,NA,"Above Jacob kondre, Saramacca River.","-55.53333333","4.95",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038991' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776413","NY01776413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01160789","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","B. V. Rabelo","3291","1985","04","25","South America","Brazil","Amapá","Macapá","Cidade de Macapá","-51.0703674","0.0437763",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160789","NY01160789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00981112","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","B. Dubs","1251","1991","10","27","South America","Brazil","Mato Grosso","Poconé","Pantanal, Rio Pixaim","-56.85","-16.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981112","NY00981112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01160796","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","H. S. Irwin","48116","1960","09","09","South America","Brazil","Amapá",NA,"Rio Oiapoque. Cachoeira Utussansain.","-52.92","2.13",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160796","NY01160796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01776418","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby",NA,"N. L. Britton","1923","1920","04","18","South America","Trinidad and Tobago",NA,NA,"Carmichael Road",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776418","NY01776418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00981237","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","F. Chagas e Silva","54","1979","07","27","South America","Brazil","Piauí","Teresina","Arredores de Terezina próximo ao estádio Alberto","-42.8017","-5.0894",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981237","NY00981237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01160780","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","E. Lleras","P16663","1973","07","13","South America","Brazil","Amazonas",NA,"Lago de Tefé, Manua","-64.8792887","-3.4491668",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374311' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160780","NY01160780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 19:42:00-03","NY","NYBG","01776424","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,NA,"E. Rutkis","676","1983","11","25","South America","Venezuela","Bolívar","Cedeño","Alrededores de Maripa.","-65.17","7.33","50",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039910' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776424","NY01776424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01160774","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","R. C. L. Lisboa","13",NA,NA,NA,"South America","Brazil","Amazonas","Manaus","Estrada do V-8.","-60.025","-3.10194",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374313' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160774","NY01160774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 19:42:00-03","NY","NYBG","01776372","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","J. J. Pipoly","8677","1986","09","21","South America","Guyana","Demerara-Mahaica",NA,"Georgetown; South Rumveldt Park, easternmost extremety, the Houston Estate","-58.15","6.78","1","20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776372","NY01776372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 19:42:00-03","NY","NYBG","01776299","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","M. Saldías Paz","1264","1990","10","23","South America","Bolivia",NA,NA,"Prov. Ichilo, Loc.:Faja Norte; 2km. NW de Comando (Yapacani),sobre el camino a Choré.","-63.88","-17.38","300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2030883' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776299","NY01776299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01776325","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","D. A. Neill","W. A. Palacios","12830","1994","09","15","South America","Ecuador","Pastaza",NA,"Pastaza.Ciudad de Puyo.","-78.000151","-1.488141","950",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2035582' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776325","NY01776325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01776435","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","E. G. Holt","229","1930","01","12","South America","Venezuela","Amazonas",NA,"Río Orinoco","-66.9549322","3.7007608","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776435","NY01776435_01 NY01776435_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01776359","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby",NA,"A. H. Gentry","25779","1979","03","18","South America","Peru","Loreto","Maynas","Río Amazonas below Tamshiyacu.",NA,NA,"120",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776359","NY01776359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01776327","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","D. A. Neill","G. A. Tipaz","2055","1992","10","19","South America","Ecuador","Esmeraldas","San Lorenzo","Ricaute; Reserva Indígena Awá","-78.53","1.17","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2035577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776327","NY01776327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00981211","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","G. Eiten","4550","1962","05","09","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Ca. 200 m. S of main house of Fazenda Morros, about 35 km. south of Lorêto.","-45.07","-7.38","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981211","NY00981211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01776388","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","J. A. Steyermark","124974","1981","03","13","South America","Venezuela","Yaracuy",NA,"Dto. Bruzual;selva siempreverde, Montaña de María Lionza, entre el Río Yaracuy y las faldas más bajas de la montaña, a lo largo de la Quebrada Tinaja, al este de la Quebrada Quibayo, al sur de Quibayo, al sur de CHivacoa.","-68.92","10.1","250","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2048404' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776388","NY01776388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 10:37:00-03","NY","NYBG","01776394","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","G. S. Bunting","10065","1981","07","11","South America","Venezuela","Zulia","Mara","Vía entre Carrasquero y Playa Bonita, en el trayecto entre la carretera Carrasquero-Maracaibo y km 12 hacia Playa Bonita",NA,NA,NA,"50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2048444' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776394","NY01776394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01776351","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. Tessmann","3545",NA,NA,NA,"South America","Peru",NA,NA,"Iquitos.","-73.282456","-3.75626",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776351","NY01776351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01160807","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. T. Prance","5254","1968","06","27","South America","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná","-64.397038","-9.194036",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160807","NY01160807_01 NY01160807_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 19:42:00-03","NY","NYBG","01776391","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","G. Davidse","14752","1978","03","03","South America","Venezuela","Apure",NA,"Distrito Muñoz. Caño Caicara, 11 airline km. W of Mantecal.","-69.25","7.57","80",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2048437' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776391","NY01776391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01776343","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","R. A. Ferreyra","10112","1954","09","17","South America","Peru","San Martín",NA,"Cera a Bellavista, Valle del Huallaga.",NA,NA,"250","350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036789' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776343","NY01776343_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 19:42:00-03","NY","NYBG","01776363","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","V. Wittingthon","104","1992","08","06","South America","French Guiana",NA,NA,"Commune de Rémire - Ile de Cayenne.","-52.27","4.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776363","NY01776363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01160804","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","G. P. Lewis","M. G. C. Souza","21","1999","12","22","South America","Brazil","Pará","Belém","Mocambo","-48.417263","-1.4402643",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160804","NY01160804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00981137","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","J. Brinker","s.n.","1989","01","28","South America","Brazil","Mato Grosso","Poconé","Poconé- Estr. Transpantaneira- km 20","-56.6228","-16.2569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981137","NY00981137_01 NY00981137_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01776369","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. S. Jenman","5242","1889","06",NA,"South America","Guyana",NA,NA,"British Guiana",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2032661' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776369","NY01776369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 19:42:00-03","NY","NYBG","01476149","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","R. Callejas Posada","7318","1989","03","03","South America","Colombia","Antioquia",NA,"Municipio Betania: Vía Betania-Andes, Veredas La Cascajosa-Santa Ana","-75.75","5.75","1300","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2033239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476149","NY01476149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 19:42:00-03","NY","NYBG","01776392","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","A. Castillo","1823","1985","01","15","South America","Venezuela","Anzoátegui","Mun. Miranda","Municipio Boca del Pao. Bosque de Galeria del Rio Pao.","-64.3244","8.0556",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2048440' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776392","NY01776392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00868794","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","B. A. Krukoff","5754","1933","09","03","South America","Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868794","NY00868794_01 NY00868794_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01160822","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","W. A. Ducke","558","1940","05","24","South America","Brazil","Amazonas",NA,"São Paulo de Olivença (Rio Solimões)","-68.93558","-3.4590837",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160822","NY01160822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01476201","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; J. W. Grimes","W. A. Archer","1421","1931","01","11","South America","Colombia","Antioquia",NA,"Puerto Berrio.",NA,NA,"120",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2033219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476201","NY01476201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
