"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","monthIdentified","minimumDepthInMeters","typeStatus","dayIdentified"
"12","2020-02-08 10:04:47-03","NBC","NL-BOTANY","WAG.1094740","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides orinocensis","Breteler FJ",NA,"1965","11","Southern America","Venezuela",NA,NA,"Fed. Terr. of Amazonas. Orinoco R. Isla de Araguao near Isla del Ratón.","-67.766667","5.033333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094740","NL-WAG1094740","orinocensis","Morley",NA,"24",NA,NA,NA,"Magnoliopsidae",NA,"-67.766667","5.033333",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389582","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Wurdack JJ; Monachino JV",NA,"1956","01","Southern America","Venezuela",NA,NA,"Rio Suapure, Estado Bolivar, Locally frequent along river between Raudal Budare and Raudal Pta. Brava (70-80 river km from mouth).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389582","NL-U1389582","parvifolia","(Benth.) Morley",NA,"17",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U 0286707","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Schunke Vigo J",NA,NA,NA,"Southern America","Peru",NA,NA,"Chijua ???",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286707",NA,"parvifolia","(Benth.) Morley",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U 0286708","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Schunke Vigo J",NA,NA,NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286708",NA,"parvifolia","(Benth.) Morley",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U 0286709","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Schunke Vigo J",NA,NA,NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286709",NA,"parvifolia","(Benth.) Morley",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389577","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Krukoff BA",NA,"1939","09","Southern America","Bolivia",NA,NA,"Department of La Paz: Province of Larecaja: Tuiri (near Mapiri, on left bank of Rio Mapiri).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389577","NL-U1389577","parvifolia","(Benth.) Morley",NA,"12",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389578","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Solomon JC",NA,"1985","06","Southern America","Bolivia",NA,NA,"Dpto. Beni: Prov. Ballivia, lower slopes of Serrania Pilon Lajas, 14.3 km N of the bridge over the Rio Quiquibey, moist montane forest with little disturbance on sandstone.","-67.05","-15.316667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389578","NL-U1389578","parvifolia","(Benth.) Morley",NA,"10",NA,NA,NA,"Magnoliopsidae",NA,"-67.05","-15.316667",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389579","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Solomon JC; Urcullo S",NA,"1985","08","Southern America","Bolivia",NA,NA,"Dpto, Santa Cruz; prov. Ichilo. Parque Nacional Amboro, ca. 15km (SE) up the Rio Pitasama from the Rio Surutu, moist tropical forest on lower montane slopes, sandstone.","-63.666667","-17.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389579","NL-U1389579","parvifolia","(Benth.) Morley",NA,"28",NA,NA,NA,"Magnoliopsidae",NA,"-63.666667","-17.733333",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389580","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Steinbach J",NA,"1926","10","Southern America","Bolivia",NA,NA,"Bosque virgen Rio Vibora, prov Ichilo, dept. Santa Cruz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389580","NL-U1389580","parvifolia","(Benth.) Morley",NA,"06",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:04:47-03","NBC","NL-BOTANY","U.1389581","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Callejas Posada R; Marulanda O",NA,"1988","02","Southern America","Colombia",NA,NA,"Flora Colombiana, Caqueta, Municipio San Vicente del Caguan: Vereda Puerto Losada, via de Mina Blanca-Puerto Losada, (16kms).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1389581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1389581","NL-U1389581","parvifolia","(Benth.) Morley",NA,"23",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 10:55:09-03","ESALQ","ESA","136460","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Mouriri","myrtilloides","Mouriri myrtilloides","G. Felitto","719.0","2013","09",NA,"Brasil","São Paulo","Mirandópolis",NA,"-51.0999984741211","-21.1299991607666",NA,NA,"ESA136460",NA,NA,"(SW.) Poir","G. Fellito","26",NA,NA,"2014",NA,NA,NA,NA,"33315","auto",NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:19:45-03","UNICAMP","UEC","73724","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Croat, TB","4286a","1967","12",NA,"Panama",NA,NA,"Barro Colorado Island, Canal Zone. Balboa Trail.",NA,NA,NA,"fruto, Shrub, fruits green.",NA,NA,NA,"(Sw.) Poir.",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:19:48-03","UNICAMP","UEC","11008","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Silva, MG; Maria, J","3315","1977","07",NA,"Brazil","Mato Grosso","Rio Juruena","Arredores do aeroporto.",NA,NA,NA,"fruto, Arvoreta de 4 m, flor branca, fruto imaturo verde. Mata. Terra firme, lageiros de pedras.",NA,NA,"parvifolia","(Benth.) Morley",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:19:48-03","UNICAMP","UEC","53539","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Martínez, S; EM","8420","1984","10",NA,"Mexico","Chiapas","Ococingo","Loc. a 6 km al S. de campamento COFOLASA, el cual esta a 24 km al SE. de Crucero Corozal, camino Palenque-Boca Lacantum.",NA,NA,NA,"flor, Arbusto de 5 m con flor blanca y fruto. Veg. Selva alta superennifolia.",NA,NA,"parvifolia","(Benth.) Morley","Amorim, AMA","17","200","200","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:19:48-03","UNICAMP","UEC","92165","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Aranda, J; Martínez, MA; Araúz, B; Cuadra, J","2419","1995","10",NA,"Panama","Veraguas",NA,"Isla Coiba - Río Escondido, Desde la parcela de M. A. Martínez hasta la cascada.",NA,NA,NA,"flor, Arbusto de más o menos 2 m de alto. Flores blancas. Frutos inmaduros verde-rojizos.",NA,NA,"parvifolia","(Benth.) Morley","Wurdack, JJ","19",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:19:48-03","UNICAMP","UEC","104255","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Rodrigues, EMA","46","1990","08",NA,"Brazil","São Paulo","Jaboticabal","Fazenda Santa Isabel - Margem esquerda d","-48.3199996948242","-21.25",NA,"flor e fruto, Arvoreta de cerca de 3 m de altura, com flores rosa-clara e frutos roxos de 3 mm de diâmetro. Planta em remanescente de mata ciliar.",NA,NA,"parvifolia","(Benth.) Morley","Catharino, ELM","05",NA,NA,NA,NA,NA,NA,NA,"22420","auto",NA,NA,NA,NA,NA,NA
"28","2019-02-25 15:54:55-03","UNEMAT","HERBAM","8750","S","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Soares, C.R.A.; Brito, P.O.S.; Rocha, A.C.R.; Benetti, F.C.; Santos, M.G. & Piva, J.H.","6894INVENT",NA,NA,NA,"Brasil","Mato Grosso","Paranaíta",NA,"-56.4766998291016","-9.664719581604",NA,NA,"HERBAM008750",NA,NA,"(Sw.) Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84156","auto",NA,NA,NA,NA,NA,NA
"29","2019-02-25 15:54:55-03","UNEMAT","HERBAM","8807","S","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Soares, C.R.A.; Matos, D.L.; Piva, J.H.; Leonardo, C.N.; Santos, M.G.; Oliveira, O.F. & Jochims,","6951Itaúba",NA,NA,NA,"Brasil","Mato Grosso","Paranaíta",NA,"-56.4766998291016","-9.664719581604",NA,NA,"HERBAM008807",NA,NA,"(Sw.) Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84156","auto",NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:40:05-03","UTFPR","HCF","14457","S","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","P. Larocca","202","2013","09",NA,"Brasil","SP","Mirandópolis","Fazenda Jacarezinho, arredores da Usina","-51.108333","-20.983889",NA,"arbusto de 3 m; frutos imaturos verdes e maduros negros. Floresta Estacional semidecidual, interior da mata.",NA,NA,NA,"(Sw.) Poir.","G. Felitto","21",NA,NA,"2013",NA,NA,"51°06'30 W","20°59'02 S",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-16 08:40:05-03","UTFPR","HCF","19745","S","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","G. Felitto","719","2013","09",NA,"Brasil","SP","Mirandópolis","Fazenda do Luiz Tanaka, Primeira Aliança","-51.110556","-20.979444",NA,"arbusto, 2 m; frutos imaturos verdes e maduros negros. Floresta Estacional Semidecidual.",NA,NA,NA,"(Sw.) Poir.","G. Felitto & P. Larocca","26","407","407","2014",NA,NA,"51°06'38 W","20°58'46 S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:34:58-03","MBM","MBM","203976","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Nee, M.; et al.; et al.","46919",NA,NA,"Southern America","Belize",NA,NA,NA,NA,NA,NA,NA,"MBM203976","MBM203976",NA,"(Sw.) Poir.","Nee, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:34:58-03","MBM","MBM","208657","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Martínez, S.E.; et al.; et al.","24924",NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM208657","MBM208657",NA,"(Sw.) Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:34:58-03","MBM","MBM","388404","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Larocca, P.","202","2013","09","Southern America","Brazil","São Paulo","Mirandópolis","Fazenda Jacarezinho, arredores da Usina da Mata","-51.108447","-20.983858",NA,"Arbusto de 3m; frutos imaturos verdes e maduros negros.; Floresta Estacional Semidecidual, interior da mata.","MBM388404","MBM388404",NA,"(Sw.) Poir.","Felitto, G.","21",NA,NA,"2013",NA,NA,"-51.108447","-20.983858",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:34:58-03","MBM","MBM","389169","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Felitto, G.; Larocca, P.; Larocca, P.","719","2013","09","Southern America","Brazil","São Paulo","Mirandópolis","Fazenda do Luiz Tanaka, Primeira Aliança","-51.1106","-20.979411",NA,"Arbusto, 2m; frutos imaturos verdes e maduros negros.; Floresta Estacional Semidecidual.","MBM389169","MBM389169",NA,"(Sw.) Poir.","Petean, M.P.; Felitto, G.","26","407","407","2014",NA,NA,"-51.1106","-20.979411",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:34:58-03","MBM","MBM","116457","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Neill, D.; et al.; et al.","6666",NA,NA,"Southern America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"MBM116457","MBM116457","parvifolia","(Benth.) Morley","Morley, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:34:58-03","MBM","MBM","132917","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Solomon, J.C.","13923",NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM132917","MBM132917","parvifolia","(Benth.) Morley","Morley, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:34:58-03","MBM","MBM","232905","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Torres, R.C.","11166",NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM232905",NA,"parvifolia","(Benth.) Morley","Almeda, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:34:58-03","MBM","MBM","232906","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Torres, R.C.","11164",NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM232906","MBM232906","parvifolia","(Benth.) Morley","Almeda, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:34:58-03","MBM","MBM","89218","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Stevens, W.D.; et al.; et al.","7917",NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM089218","MBM089218","parvifolia","(Benth.) Morley","Almeda, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:34:58-03","MBM","MBM","176104","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","Rodrigues, E.H.A.","46",NA,NA,"Southern America","Brazil","São Paulo","Jaboticabal","Fazenda Santa Isabel","-48.3199996948242","-21.25",NA,NA,"MBM176104","MBM176104","parvifolia","(Benth.) Morley","Catharino, L.E.M.",NA,NA,NA,NA,NA,NA,NA,NA,"22420","auto",NA,NA,NA,NA,NA,NA
"42","2016-03-09 18:11:34-03","MNHN","RECOLNAT_MNHN_P","P04801693","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Díaz, C.|Peña, A.|Horna, H.|Díaz, A.",NA,"1992","10",NA,"Peru",NA,NA,"Tumbes: Zarumilla Province. Matapalo. Parcela V´ de evaluación permanente.","-80.25917","-3.84139","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04801693' target='other'> <mi>dwc_moreinfo</mi></a>","P04801693","P04801693_01",NA,"(Sw.) Poir.",NA,"27","720",NA,NA,NA,NA,NA,NA,NA,NA,"5218",NA,NA,NA,NA,NA
"43","2015-09-05 07:31:53-03","MNHN","RECOLNAT_MNHN_P","P04801777","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides",NA,NA,"1970","2",NA,"Peru",NA,NA,"Dpto, San Martín: Prov. Mariscal Caceres. Dtto. Tocache Nuevo. Camino al Pueblo Viejo de Tocache.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04801777' target='other'> <mi>dwc_moreinfo</mi></a>","P04801777","P04801777_01",NA,"(Sw.) Poir.",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3776",NA,NA,NA,NA,NA
