"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-10-20 14:17:44-03","UFOPA","HSTM","14157","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Braga, J.M.A.; Bovini, M.G.; Lira, J.A.; Neto, C.M.M.; Andreata, R.H.P.; Joffily, A.; Lopes, R.C.","4116","1997","06","03",NA,"Brasil","Rio de Janeiro","Mangaratiba","Reserva Biológica das Pedras, trilha do Corisquinho, proximidade do cume do Corisquinho.","-44.041111","-22.959722",NA,NA,"HSTM014157","HSTM014157",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º2'28''W","22º57'35''S",NA,NA,NA,NA
"12","2020-10-20 14:17:44-03","UFOPA","HSTM","14145","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Kennedy, H.; Sucre, D.","868","1971","03","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo Estado de Guanabara.","-43.361389","-22.9475",NA,NA,"HSTM014145","HSTM014145","Kennedy, H.",NA,NA,NA,"1971","03","01",NA,NA,"43º21'41''W","22º56'51''S",NA,NA,NA,NA
"13","2020-10-20 14:17:44-03","UFOPA","HSTM","14187","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Braga, J.M.A.","5529","1999","10","17",NA,"Brasil","Rio de Janeiro","Duque de Caxias","Distrito de Xerém, bairro Mandiqueira, proximidade do sítio dos Brejo-flores. Em borda de mata alterada e de sub-bosque.","-43.313056","-22.786667",NA,NA,"HSTM014187","HSTM014187","Braga, J.M.A.",NA,NA,NA,"1905","06","21",NA,NA,"43º18'47''W","22º47'12''S",NA,NA,NA,NA
"14","2020-10-20 14:17:44-03","UFOPA","HSTM","14089","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Aona, L.Y.S.; Edwards, S.; Zappi, S.V.","900","2004","11","27",NA,"Brasil","Minas Gerais","Palmas","4,5 km da cidade em direção a Laranjal, 259m s.n.m.","-42.333333","-21.066667",NA,NA,"HSTM014089","HSTM014089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42º20'W","21º4'S",NA,NA,NA,NA
"15","2021-03-24 17:09:24-03","UFES","SAMES","3251","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Folli,D.A.","2093","1993","11","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Córrego Tamanduá, mata ciliar, estrada aceiro com Bragato.","-40.0722007751465","-19.3910999298096",NA,"Herbácea, terrestre, cor botão verde claro, cor flor rosa, exsudação seiva e incolor.","SAMES03251",NA,"Kennedy,H.",NA,NA,NA,"1997","09","03","48094","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-24 17:09:24-03","UFES","SAMES","3252","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Folli,D.A.","3740","2000","11","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Várzea periodicamente inundável, estrada da Gávea, 3000 metros.","-40.0722007751465","-19.3910999298096",NA,"Herbácea, terrestre, cor botão verde, cor flor branco com o centro roxo, folha com frente verde e verso cinza, exsudação seiva e incolor.","SAMES03252",NA,"Folli,D.A.",NA,NA,NA,"2000","11","17","48094","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:39:17-03","UFJF","CESJ","074","PreservedSpecimen","Plantae","Angiosperma",NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Kcke","Haydea Kerma","S.N.","1980","11","01","América do Sul","Brasil","Amazonas","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,"Erva de lugares pantanosos. O pecíolo fornece fibras de esteira,peneiras,tipiti.","CESJ000074",NA,"L. Krieger",NA,NA,NA,"1980","11",NA,"340205","auto",NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:02:44-03","FURB","FURB","1587","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Sevegnani, L.",NA,"1996","01","22",NA,"Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.1275","-26.8925",NA,NA,"FURB02187","FURB02187","Cordeiro, J",NA,NA,NA,"2006",NA,NA,NA,NA,"-49.1275000","-26.8925000",NA,NA,NA,NA
"19","2020-04-27 16:10:29-03","UFES","VIES","19385","S","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Souza, G.R. de","121","2008","10","12",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama - Barra Alegre.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES019385","VIES019385","Souza, G.R. de",NA,NA,NA,"2010","05","10","35694","auto",NA,NA,NA,NA,NA,NA
"20","2019-09-27 18:05:21-03","UFES","VIES","29354","S","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Folli, D.A.","3740","2000","11","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES029354",NA,"Folli, D.A.",NA,NA,NA,"2000","11","17","48094","auto",NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:10:29-03","UFES","VIES","29355","S","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Folli, D.A.","2093","1993","11","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES029355",NA,"Kennedy, H.",NA,NA,NA,"1997","09","03","48094","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:33:50-03","MBM","MBM","108559","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Koern.","Andersson, L.; et al.; et al.","1541",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"MBM108559","MBM108559",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:33:50-03","MBM","MBM","165891","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Koern.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59710",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Domingos Martins","Chapéu, Rio Jucu Braço Norte","-40.6591987609863","-20.3633003234863",NA,NA,"MBM165891","MBM165891",NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:33:50-03","MBM","MBM","109252","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Koern.","Kummrow, R.; Andersson, L.; Andersson, L.","2715",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio Murtinho","-48.3288993835449","-25.3066997528076",NA,NA,"MBM109252","MBM109252",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"25","2015-09-04 16:15:06-03","MNHN","RECOLNAT_MNHN_P","P00689958","PreservedSpecimen",NA,NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Glaziou, A.",NA,"1871","1","21",NA,"Brésil",NA,NA,"Rio de Janeiro, Floresta de Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689958' target='other'> <mi>dwc_moreinfo</mi></a>","P00689958","P00689958_01","Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isonéotype","5479",NA,NA
"26","2015-09-29 06:28:08-03","MNHN","RECOLNAT_MNHN_P","P00689956","PreservedSpecimen",NA,NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Glaziou, A.",NA,"1871","1","21",NA,"Brésil",NA,NA,"Rio de Janeiro, Floresta de Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689956' target='other'> <mi>dwc_moreinfo</mi></a>","P00689956","P00689956_01","Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"néotype","5479",NA,NA
"27","2015-09-29 06:36:41-03","MNHN","RECOLNAT_MNHN_P","P00689957","PreservedSpecimen",NA,NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Glaziou, A.",NA,"1871","1","21",NA,"Brésil",NA,NA,"Rio de Janeiro, Floresta de Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689957' target='other'> <mi>dwc_moreinfo</mi></a>","P00689957","P00689957_01","Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isonéotype","5479",NA,NA
"28","2020-12-11 11:44:15-03","UFMG","BHCB","86662","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5938","2004","03","08","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.060806","-16.398389",NA,"Coordenadas originais: 16°23'54,2S; 40°03'38,9W; Hidrófila em encosta e pasto adjacente. Erva, folhas cartáceas, brancas na face abaxial, flores brancas, pétala abaxial roxa.; Interior e borda de mata","BHCB045362","BHCB045362",NA,"725","725",NA,"2004",NA,NA,NA,NA,"-40.060806","-16.398389",NA,NA,NA,NA
"29","2021-02-11 17:19:32-03","UFPR","UPCB","66027","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn","Fraga, C.N.","2316","2009","01","17",NA,"Brasil","Espírito Santo","Santa Leopoldina","BLOQUEADO",NA,NA,NA,"Folhas discolores, face adaxial branca. Inflorescência velhas acastanhadas..",NA,NA,"Saka, M.N.",NA,NA,NA,"2016","02",NA,NA,NA,"9999","9999",NA,NA,NA,NA
"30","2021-02-11 17:19:32-03","UFPR","UPCB","71185","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn","Kollmann, L.","10705","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,NA,"Erva de 50cm na sombra, brácteas verdes, flores secas, pecíolo vináceo, folhas cerosas na face abaxial. Material prensado em álcool..",NA,NA,"Saka, M.N.","400","677",NA,"2016","02",NA,NA,NA,"9999","9999",NA,NA,NA,NA
"31","2011-02-18 15:11:00-02","MO","MOBOT","3071852","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Apparicio P. Duarte","Duarte 3604","1953","7",NA,"South America","Brazil","Rio de Janeiro",NA,"Estrada das Canoas, Guanabara.",NA,NA,NA,NA,NA,NA,"Graziela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3072153","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","João Geraldo Kuhlmann","Kuhlmann 06102","1939","12","12","South America","Brazil","Rio de Janeiro",NA,"Brasil, entre a Meza do Imperador e Tijuca, Guanabara.",NA,NA,NA,NA,NA,NA,"J.G. Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-02-16 09:47:00-02","MO","MOBOT","3098934","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","H.F. Martins","Martins 101","1959",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Matas de Tijuca, Estrada dos Picos.",NA,NA,NA,NA,NA,NA,"H. Kennedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3099264","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","R. Kummrow","Kummrow 2715","1985","1","2","South America","Brazil","Paraná",NA,"Rio Muratinho (mun. Guaraqueçaba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","4731",NA,"Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","B. Weinberg","412","1984","10","07",NA,"Brasil","Espírito Santo","Domingos Martins","Rio Jucu","-40.6591987609863","-20.3633003234863",NA,"Flor azul clara, rio bota molhada.","MBML004731","MBML004731","H. Kennedy/06-02-1991",NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","33826",NA,"Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","L. Kollmann; et al","10705","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.432778","-18.7825",NA,"Erva 50cm na sombra, bracteas verdes, flores secas, peciolo vinaceo, folhas cerosas na face abaxial.Material prensado em álcool.","MBML033826","MBML033826","J. Gurtler/2018",NA,NA,NA,NA,NA,NA,NA,NA,"40W25'58","18S46'57",NA,NA,NA,NA
"37","2020-11-18 11:49:53-03","UERJ","HRJ","11657","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011607",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA
"38","2021-02-25 10:11:37-03","CVRD","CVRD","6675","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Koern.","Folli, D.A.","3740","2000","11","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Com frente verde e verso cinza. <ll>dwc_commonname:</ll> Caeté coração","CVRD006675","CVRD006675","Domingos A. Folli",NA,NA,"Liliopsida","2000","11","17","48094","auto",NA,NA,NA,NA,NA,NA
"39","2021-02-25 10:11:37-03","CVRD","CVRD","4704","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Koern.","Folli, D.A.","2093","1993","11","23","América do Sul","BRASIL","ES","Linhares","Córrego Tamanduá.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caeté coração","CVRD004704","CVRD004704","Helen Kennedy",NA,NA,"Liliopsida","1997","09","03","48094","auto",NA,NA,NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2633534","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"A. P. Duarte","3604 / Herb. 85112","1953","7",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estrada das canoas. [in former guanabara state]",NA,NA,NA,NA,NA,NA,"Graziela, --",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","3088933","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"R. Kummrow & L. Andersson","2715","1985","1","2","South America","Brazil","Paraná",NA,"Rio muratinho (mun. guaraquecaba)",NA,NA,NA,NA,"US00367385","US00367385_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2633535","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"A. P. Duarte","3604 / Herb. 85112","1953","7",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estrada das canoas. [in former guanabara state]",NA,NA,NA,NA,NA,NA,"Graziela, --",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-02 16:32:54-03","Cenargen","CEN","106680","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","José Rubens Pirani","6156","2011","01","22",NA,"Brasil","ES","SANTA LEOPOLDINA","Chaves, na ES-080 (estrada não-pavimentada ligando a ES-261à cidade de Santa Leopoldina), ca. 8 km S da ES 261, num ramal de 1 km de extensão rumo à Cachoeira do Recanto, no rio da Prata ( afluente do rio Santa Maria).","-40.545833","-20.001388","Exsicatas","No interior da mata. Folhas verde-claras. Inflorescências eretas verde-claras com flores alvo-rosadas. Doação Universidade de São Paulo - Herbário SPF.","CEN00106680","CEN00106680","R. C. Forzza","564","564",NA,"2012",NA,NA,NA,NA,"-40.545833","-20.001388",NA,NA,"1",NA
"44","2019-10-07 09:22:50-03","UEFS","HUEFS","250479","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","Pirani, J.R.","6156","2011","01","22",NA,"Brasil","Espírito Santo","Santa Leopoldina","Chaves, na ES-080 (estrada não-pavimentada ligando a ES-261 à cidade de Santa Leopoldina), ca. 8 Km S da ES-261, num ramal de 1 Km de extensão rumo à Cachoeira do Recanto, no rio da Prata (afluente do rio Santa Maria).","-40.546111","-20.001389",NA,"Mata ripária do Rio da Prata, perturbada submata com marantáceas.","HUEFS0250479","HUEFS0250479",NA,"564","564","Lilianae",NA,NA,NA,NA,NA,"40W32'46''","20S0'5''",NA,NA,NA,NA
"45","2019-01-23 13:00:16-02","F","FMNH-SEEDPLANTS","V0046152F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"A. Glaziou","5479","1871","1","21","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0046152F","V0046152F_01 V0046152F_02","RRC ID Flag",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Neotype","5479",NA,NA
"46","2019-06-11 13:49:19-03","F","FMNH-SEEDPLANTS","V0354036F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"H. Martins","101","1959","8","30","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0354036F",NA,"RRC ID Flag",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"101",NA,NA
"47","2019-01-25 15:42:31-02","IAC","IAC","20891","S","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus","Körn.","s/col.","s/nº","1970","02","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075","-22.9028",NA,NA,NA,NA,"s/det.",NA,NA,NA,"1970","02","08",NA,NA,"-43.2075","-22.9028",NA,NA,NA,NA
"48","2020-07-23 12:12:25-03","CEPLAC","CEPEC","38939","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"L. Andersson","1687","1986","02","17",NA,"Brasil","Bahia","CAMACAN","Ao N cidade, Rod. p/ S. Joao do Panelinha.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"K. N. Y. Arns",NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"14/05/1996"
"49","2020-07-23 12:12:25-03","CEPLAC","CEPEC","6488","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Ischnosiphon","ovatus","Ischnosiphon ovatus",NA,"T. S. dos Santos","1379","1971","01","21",NA,"Brasil","Bahia","CAMACAN","Km 1 a E de Camaca.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"H. Kennedy",NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"01/06/1971"
