"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","decimalLongitude","decimalLatitude","imagecode","identifiedBy","day","county","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","verbatimLongitude","verbatimLatitude","sex","yearIdentified","monthIdentified","dayIdentified"
"18","2019-01-23 12:15:11-02","F","FMNH-SEEDPLANTS","V0072043F","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","lucens","Lucuma lucens","Isotype","R. Spruce","2504","South America","Brazil","Amazonas","prope Panure ad Rio Vaupes",NA,NA,NA,"V0072043F","Spermatophyta",NA,NA,"1852","10",NA,NA,"V0072043F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"19","2019-09-04 19:06:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","Type [status unknown]","R. Spruce","2504","South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"20","2018-05-14 16:29:48-03","F","FMNH-SEEDPLANTS","V0325112F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens",NA,"C. A. Cid Ferreira","3739","South America","Brazil","Amazonas",NA,NA,NA,NA,"V0325112F","Spermatophyta",NA,NA,NA,NA,NA,NA,"V0325112F_01 V0325112F_02","RRC ID Flag",NA,NA,NA,NA,"3739","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"21","2015-02-26 09:30:29-03","NHMLondon","NHM-LONDON-BOT","BM000952555","S","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","Isotype","Richard Spruce; b.1817; d.1893; Spruce","2504",NA,"Brasil",NA,NA,NA,"NHMUK:ecatalogue:605056",NA,NA,NA,NA,"(Mart. & Miq.) Radlk.","1852","10","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA
"22","2017-09-11 17:14:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapotaceae","Lucuma","lucens","Lucuma lucens",NA,"Spruce, R","2504","Southern America","Brazil","Amazonas","Habitat prope Panuré ad Rio Uaupés, prov. do Alto Amazonas.",NA,NA,"Pl. Najas; HABITAT: Pl. Najas",NA,NA,NA,"Mart. & Miq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-08-16 16:35:45-03","GH","HU-HERB","GH 00075643","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","lucens","Lucuma lucens","Isotype","R. Spruce","2504","South America","Brazil",NA,"Prope Panurè ad Rio Uaupès","Sheet",NA,NA,NA,NA,NA,"Martius & Miquel","1852","10",NA,NA,NA,NA,NA,NA,NA,NA,"2504",NA,NA,NA,NA,"undetermined",NA,NA,NA
"24","2014-09-23 10:59:41-03","G","G","G00439543","S","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","ISOTYPUS of Lucuma lucens Mart. & Miq.","Spruce, R.","2504","AMERIQUE DU SUD","Brazil","Amazonas",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439543",NA,NA,"(Mart. & Miq.) Radlk.",NA,NA,"-65.08583333","-4.14444444",NA,"?",NA,NA,NA,NA,NA,NA,NA,"-65.08583333","-4.14444444",NA,NA,NA,NA
"25","2014-09-23 10:59:41-03","G","G","G00439545","S","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","ISOTYPUS of Lucuma lucens Mart. & Miq.","Spruce, R.","2504","AMERIQUE DU SUD","Brazil","Amazonas",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439545",NA,NA,"(Mart. & Miq.) Radlk.",NA,NA,"-65.08583333","-4.14444444",NA,"Pennington, T. D.",NA,NA,NA,NA,NA,NA,NA,"-65.08583333","-4.14444444",NA,"1986","01","01"
"26","2014-09-23 10:59:41-03","G","G","G00439542","S","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","ISOTYPUS of Lucuma lucens Mart. & Miq.","Spruce, R.","2504","AMERIQUE DU SUD","Brazil","Amazonas",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439542",NA,NA,"(Mart. & Miq.) Radlk.",NA,NA,"-65.08583333","-4.14444444",NA,"?",NA,NA,NA,NA,NA,NA,NA,"-65.08583333","-4.14444444",NA,NA,NA,NA
"27","2014-09-23 10:59:41-03","G","G","G00439544","S","Plantae","Sapotaceae","Pouteria","lucens","Pouteria lucens","ISOTYPUS of Lucuma lucens Mart. & Miq.","Spruce, R.","2504","AMERIQUE DU SUD","Brazil","Amazonas",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439544",NA,NA,"(Mart. & Miq.) Radlk.",NA,NA,"-65.08583333","-4.14444444",NA,"?",NA,NA,NA,NA,NA,NA,NA,"-65.08583333","-4.14444444",NA,NA,NA,NA
