"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"30","2020-11-04 11:02:44-03","ESALQ","ESA","24815","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Dematteis, M.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; Campos, L.M.; Dias, A.S.; Pereira, V.; Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9170.0","1995","09","05","Brasil","São Paulo","Eldorado","Cachoeira do Sapatu. Mata Atlântica.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Árvore, ca. 12 m alt.; capítulos jovens creme.","ESA024815","ESA024815",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA
"31","2020-11-04 11:02:44-03","ESALQ","ESA","13756","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris",NA,"Semir, J","Barreto, K.D. et al.","1536.0","1993","10","29","Brasil","São Paulo","São Roque","Mata Mesófila Semidecídua","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"Fl","ESA013756","ESA013756",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"1996",NA,NA,"15567","auto",NA,NA,NA
"32","2020-11-04 11:02:44-03","ESALQ","ESA","89174","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Hatschbach, G.","Maschio, W.","447.0","2003","08","01","Brasil","São Paulo","Apiaí",NA,"-48.8400001525879","-24.5",NA,NA,NA,NA,NA,"ESA089174","ESA089174",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"37738","auto",NA,NA,NA
"33","2021-01-24 13:06:29-03","MN","R","215734","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Sá, I.M.","Sá, I.M.","51","2004","07","27","Brasil","Minas Gerais","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA
"34","2015-07-02 14:00:58-03","JBP","HPL","10411","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H. Rob.","V.C.Souza","R. Tsuji & A. Campos-Rocha","2291","2007","10","19","Brasil","PR","Irati","Coletado na saída para São Mateus do Sul","-50.6511","-25.4672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","02","16","47271","auto",NA,NA,NA
"35","2019-02-15 11:34:46-02","IPA","IPA","10592","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Semir, J.","Pickel, B.","5457","1941","10","30","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, Na mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore em plena floração e frutificação (branco.)","IPA0010592",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"1997",NA,NA,"53584","auto",NA,NA,NA
"36","2019-02-15 11:34:46-02","IPA","IPA","10610","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Semir, J.","Pickel, B.","4752","1940","09","26","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, Na mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore, flores brancas.","IPA0010610","IPA0010610",NA,"Southern America",NA,NA,"Plantae",NA,NA,"1997",NA,NA,"53584","auto",NA,NA,NA
"37","2019-08-27 13:28:05-03","IAP","PACA-AGP","66358","PreservedSpecimen","Plantae","Compositae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC) H. Rob.","A. J. Veja","J. Mattos","6355","1958","07","09","Brasil","RS","Farroupilha","junto da cidade","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"det. (R. Wasum 1975): Moquinia cinerea (Hook. & Arn.) DC.","PACA066358",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,"2014",NA,NA,"19545","auto","Magnoliatae",NA,NA
"38","2019-08-27 13:28:05-03","IAP","PACA-AGP","103446","PreservedSpecimen","Plantae","Compositae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC) H. Rob.","A. J. Veja","C. Luchiari","51","1993","10","15","Brasil","RJ","Silva Jardim","Reserva Biológica Poço das Antas. Estr. Juturnaíba km 2.","-42.25","-22.5","42°15'00W","22°30'00S",NA,NA,"Árvore com ca. 12 m. Folhas verdes superior e acinzentada na face inferior. Folres abertas brancas, com cheiro de chocolate. Tronco com lenticelas.&nf;RB 323082","PACA103446",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,"2014",NA,NA,NA,NA,"Magnoliatae",NA,NA
"39","2019-08-27 13:28:08-03","IAP","PACA-AGP","65044","PreservedSpecimen","Plantae","Compositae","Vernonia","petiolaris","Vernonia petiolaris","DC.","N. I. Matzenbacher","Reitz, R.","2205","1954","10","14","Brasil","SC","Blumenau","Mata da Cia. Hering","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"HBR 10434; det. (A. Cabrera 1956): Vernonia diffusa Less. var. macrocephala Hier. Habitat: capoeirao","PACA065044",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,"1990","07","17","34291","auto","Magnoliatae",NA,NA
"40","2019-08-27 13:28:08-03","IAP","PACA-AGP","65035","PreservedSpecimen","Plantae","Compositae","Vernonia","petiolaris","Vernonia petiolaris","DC.","N. I. Matzenbacher","R. M. Klein","1738","1955","11","03","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 10453; det. (A. L. Cabrera 1956): Vernonia diffusa Less. var. macrocephala Hier. Habitat: mata Ecossistema: Mata Atlântica","PACA065035",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,"1990","07","17","27253","auto","Magnoliatae",NA,NA
"41","2020-12-20 21:16:05-03","UFV","VIC","7660","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Esteves, R.L.","Silveira, F.A. da; Garcia, M.V.B.","s.n.","1982","10","07","Brasil","Minas Gerais","Viçosa","Campus da UFV, Ao lado do Apiário Central.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore, c.a. de 6,0 metros de altura; flores brancas. Abelhas observadas: Apis mellifera. Fornece néctar.","VIC007660","VIC007660",NA,NA,NA,NA,NA,NA,NA,"2004","07","19","13937","auto",NA,NA,NA
"42","2020-12-20 21:16:05-03","UFV","VIC","10938","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Esteves, R.L.","Silva, A.F. da","1294","1985","10","10","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata da represa.","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore esguia, c.a. de 8,0 metros de altura; inflorescência de invólucro verde-brancacento, papus branco; folhas prateadas na face dorsal.","VIC010938","VIC010938",NA,NA,NA,NA,NA,NA,NA,"2004","07","19",NA,NA,NA,NA,NA
"43","2020-12-20 21:16:05-03","UFV","VIC","11497","PreservedSpecimen","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","DC.","Esteves, R.L.","Morellato-Fonzar, L.P.C.; Rodrigues, R.R.","s.n.","1984","10","01","Brasil","São Paulo","Jundiaí","Serra do Japi - Mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore, c.a. de 10 metros de altura; com frutos.","VIC011497","VIC011497",NA,NA,NA,NA,NA,NA,NA,"2004","07","19","17840","auto",NA,NA,NA
"44","2019-11-21 14:32:16-03","UFJF","CESJ","8452","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","L.C.Pereira","L. Krieger","CESJ8452","1970","05","28","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Arbusto, flores branco cinzento. No morro.","CESJ008452",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"2012","03",NA,"36144","auto",NA,NA,NA
"45","2019-11-21 14:32:16-03","UFJF","CESJ","24303","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","L.C.Pereira","L. Krieger; et al.","CESJ24303","1988","10","10","Brasil","Minas Gerais","Olaria",NA,"-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"Árvore média deuns 10 m, flores creme, evidentemente melíferas.","CESJ024303",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"2012","03",NA,"15222","auto",NA,NA,NA
"46","2019-11-21 14:32:16-03","UFJF","CESJ","30911","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","L.C.Pereira","R.G. Silveira; et al.","s.n.","1996","09","14","Brasil","Minas Gerais","Rio Preto","UHE de Mello","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Borda da mata. Árvore, capitulos jovens, pappus branco, brácteas verdes.","CESJ030911",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"2012","03",NA,"20815","auto",NA,NA,NA
"47","2019-11-21 14:32:16-03","UFJF","CESJ","54294","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","M. Dematteis","J.M. Silva; E. Barbosa","526","2006","09","13","Brasil","Paraná","Rio Branco do Sul","Serra do Bromado","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"Árvore, 6m, capítulo alvacento. Floresta degradada.","CESJ054294",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"2007",NA,NA,"37352","auto",NA,NA,NA
