"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","identifiedBy","yearIdentified","monthIdentified","dayIdentified","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","sex"
"25","2003-03-18 13:29:03-03","MNHN","RECOLNAT_MNHN_P","P02428014","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada","Müll.Arg.","syntype","Riedel, L.",NA,NA,"Brésil",NA,"In silvis umbrosis monti Itacolumi","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428014' target='other'> <mi>dwc_moreinfo</mi></a>","P02428014","P02428014_01","1824",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"425",NA,NA,NA
"26","2015-11-06 14:32:52-02","MNHN","RECOLNAT_MNHN_P","P02428015","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.","syntype","Gardner, G.",NA,NA,"Brazil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428015' target='other'> <mi>dwc_moreinfo</mi></a>","P02428015","P02428015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4732",NA,NA,NA
"27","2015-11-06 14:32:54-02","MNHN","RECOLNAT_MNHN_P","P02428016","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.","syntype","Vauthier, A.-C.",NA,NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428016' target='other'> <mi>dwc_moreinfo</mi></a>","P02428016","P02428016_01","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220",NA,NA,NA
"28","2015-09-23 17:02:54-03","MNHN","RECOLNAT_MNHN_P","P02428017","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.","syntype","Vauthier, A.-C.",NA,NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428017' target='other'> <mi>dwc_moreinfo</mi></a>","P02428017","P02428017_01","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220",NA,NA,NA
"29","2020-12-11 11:41:03-03","UFMG","BHCB","185960","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll.Arg.",NA,"Gontijo, FD","341","Southern America","Brasil","Minas Gerais",NA,NA,"Arbustivo/Subarbustivo; Floração; Sub-bosque de FES, flor branca, altura 1,3m; Floresta estacional semidecidual","BHCB185960",NA,"2014",NA,NA,NA,NA,"10","04","Conceição do Mato Dentro","-43.399131","-19.616375","-43.399131","-19.616375",NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-03-03 13:42:00-03","MO","MOBOT","3211756","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.",NA,"Julio A. Lombardi","Lombardi 2260","South America","Brazil","Minas Gerais","Parque Estadual do Itacolomi, Ouro Preto-MG. Habitat: mata secundária Habitus: erva.",NA,NA,NA,NA,"1998","C. M. Taylor",NA,NA,NA,"5","13",NA,"-43.50694","-20.40805",NA,NA,"1110.00000000","1450.00000000",NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3211912","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.",NA,"HORTA","HORTA 034","South America","Brazil","Minas Gerais","Caraça - MG Caminho p/Belchior. Habitus: sub-arbustivo. Habitat: Mata úmida.",NA,NA,NA,NA,"1986","C. M. Taylor",NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-04-30 13:45:00-03","MO","MOBOT","3211532","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.",NA,"J.R. Stehmann|Daniela C. Zappi","Stehmann s.n.","South America","Brazil","Minas Gerais","Caraça, Santa Bárbara-MG, Próximo à Cascatinha. Háb: subarbusto Habitat: capoeira, entre carrasco e floresta de galeria.",NA,NA,NA,NA,"1990","C. M. Taylor",NA,NA,NA,"7","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3211944","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.",NA,"STEHMANN","STEHMANN 2284","South America","Brazil","Minas Gerais","Santa Bárbara, Serra do Caraça",NA,NA,NA,NA,"1997","C. M. Taylor",NA,NA,NA,"8","30",NA,"-43.47916","-20.09611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3211977","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.",NA,"A. Salino","Salino 9011","South America","Brazil","Minas Gerais","Bandeira, Mata do Boi Rajado, a ca. 14 Km da sede de Bandeira, na divisa com a Bahia. Floresta Ombrófila Densa Submontana,.",NA,NA,NA,NA,"2003","C. M. Taylor",NA,NA,NA,"10","4",NA,"-40.51638","-15.805",NA,NA,"620.00000000","800.00000000",NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2783832","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg. in Mart.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","29006","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil. Serra do Espinhaço. Ca. 9km W. of Barão de Cocais, at base of Serra da Caraça.",NA,NA,"US02733830","US02733830_01","1971",NA,NA,NA,NA,"1","24",NA,NA,NA,NA,NA,"1400",NA,NA,NA,NA,"Dicotyledonae","1",NA
"36","2020-09-12 05:00:02-03","US","US","273512","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg. in Mart.","Isosyntype","L. Reidel","s.n.","South America - Neotropics","Brazil",NA,"Taubate.",NA,NA,"US00409609","US00409609_01","1833",NA,NA,NA,NA,"9","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"37","2020-09-12 05:00:02-03","US","US","1066911","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll. Arg. in Mart.","Isosyntype","G. Gardner","4732","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US00409608","US00409608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"38","2019-10-07 09:14:48-03","UEFS","HUEFS","35859","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll.Arg.",NA,"Stehmann, J.R.","2284",NA,"Brasil","Minas Gerais","Serra do Caraça.",NA,NA,"HUEFS0035859","HUEFS0035859","1997","C.M.Taylor","2012","07",NA,"09","30","Santa Bárbara","-43.479167","-20.096111","43W28'45''","20S5'46''",NA,NA,NA,NA,NA,"Asteranae",NA,NA
"39","2019-09-04 18:22:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,"Syntype","P. W. Lund","908","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"40","2015-03-13 18:53:42-03","F","FMNH-SEEDPLANTS","V0247660F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0247660F","V0247660F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"41","2019-01-23 10:06:55-02","F","FMNH-SEEDPLANTS","V0070544F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,"Isosyntype","L. Riedel","1505","South America","Brazil",NA,NA,NA,NA,"V0070544F","V0070544F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"42","2019-01-23 10:06:55-02","F","FMNH-SEEDPLANTS","V0070545F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,"Isosyntype","L. Riedel","1505","South America","Brazil",NA,NA,NA,NA,"V0070545F","V0070545F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"43","2019-01-23 10:06:55-02","F","FMNH-SEEDPLANTS","V0070546F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,"Isosyntype","L. Riedel","1505","South America","Brazil",NA,NA,NA,NA,"V0070546F","V0070546F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"44","2015-03-13 18:53:42-03","F","FMNH-SEEDPLANTS","V0247662F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0247662F","V0247662F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"45","2019-01-23 10:06:52-02","F","FMNH-SEEDPLANTS","V0070676F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada",NA,"Isosyntype","A.-C. Vauthier","221","South America","Brazil",NA,NA,NA,NA,"V0070676F","V0070676F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"46","2019-01-23 10:06:52-02","F","FMNH-SEEDPLANTS","V0070677F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada",NA,"Isosyntype","A.-C. Vauthier","221","South America","Brazil",NA,NA,NA,NA,"V0070677F","V0070677F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"47","2015-03-13 19:08:37-03","F","FMNH-SEEDPLANTS","V0238102F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0238102F","V0238102F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"48","2015-03-13 19:08:37-03","F","FMNH-SEEDPLANTS","V0238103F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0238103F","V0238103F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"49","2015-03-13 19:08:37-03","F","FMNH-SEEDPLANTS","V0238104F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0238104F","V0238104F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"50","2019-01-23 10:06:53-02","F","FMNH-SEEDPLANTS","V0070678F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,"Isosyntype","A.-C. Vauthier","220","South America","Brazil",NA,NA,NA,NA,"V0070678F","V0070678F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"51","2019-01-23 10:06:53-02","F","FMNH-SEEDPLANTS","V0070679F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,"Isosyntype","G. Gardner","4732","South America","Brazil",NA,NA,NA,NA,"V0070679F","V0070679F_01","1842",NA,NA,NA,NA,"7",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
