"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordedBy","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"178","2021-03-01 16:41:05-03","UNICAMP","UEC","80144","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore de 7m de altura, botões e flores de cor creme-esverdeadas, latescente.","UEC042756",NA,"Pedroni, F; Sanchez, M","31256","São Paulo","Núcleo Pcinguaba. Margens do Rio da Fazenda.","Magnoliopsida",NA,"Mart.",NA,"1992","07","04","Ubatuba","-45.0699996948242","-23.4300003051758","UEC042756",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:41:05-03","UNICAMP","UEC","80729","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore de 11m de altura, frutos imaturos verdes e maduros avermelhados-vináceos.","UEC081982",NA,"Pedroni, F; Sanchez, M","31257","São Paulo","Núcleo Pcinguaba. Margens do Rio da Fazenda.","Magnoliopsida",NA,"Mart.",NA,"1992","10","11","Ubatuba","-45.0699996948242","-23.4300003051758","UEC081982",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:41:05-03","UNICAMP","UEC","199965","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore de 18m de altura, flores creme-esverdeadas.","UEC081974",NA,"Pedroni, F; Sanchez, M","31255","São Paulo","Núcleo Picinguaba. Margens do rio da Fazenda.","Magnoliopsida",NA,"Mart.",NA,"1992","07","04","Ubatuba","-45.0699996948242","-23.4300003051758","UEC081974",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:41:05-03","UNICAMP","UEC",NA,"S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore de 18m de altura, flores creme-esverdeadas.","UEC081974",NA,"Pedroni, F; Sanchez, M","31255","São Paulo","Núcleo Picinguaba. Margens do rio da Fazenda.","Magnoliopsida",NA,"Mart.",NA,"1992","07","04","Ubatuba","-45.0699996948242","-23.4300003051758","UEC081974",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:41:05-03","UNICAMP","UEC","80713","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore de 15m de altura, flores esverdeadas.","UEC042760",NA,"Pedroni, F; Sanchez, M","31254","São Paulo","Núcleo Picinguaba. Margens do Rio da Fazenda.","Magnoliopsida",NA,"Mart.",NA,"1992","07","12","Ubatuba","-45.0699996948242","-23.4300003051758","UEC042760",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:41:05-03","UNICAMP","UEC","127427","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Árvore n.262, botões e flores creme, ínicio do fruto.; Mata de encosta, Trilha do Corisco.","UEC042706",NA,"Takahasi, A","114","São Paulo","Picinguaba.","Magnoliopsida",NA,"Mart.","Carneiro, CE","1995","05","30","Ubatuba","-45.0699996948242","-23.4300003051758","UEC042706",NA,NA,"34265","auto","1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:41:05-03","UNICAMP","UEC","46673","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Borda da mata.","UEC042704",NA,"Yamamoto, K; Semir, J; Taroda, N","17659","São Paulo","Praia Dura.","Magnoliopsida",NA,"Mart.","Lima, RGVN","1985","06","17","Ubatuba","-45.0699996948242","-23.4300003051758","UEC042704",NA,NA,"34265","auto","2017","11",NA,NA,"09",NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:41:05-03","UNICAMP","UEC","38598","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,"Arvoreta de 4m, flores cremes.; Borda mata.","UEC021077",NA,"Taroda, N; Semir, J; Yamamoto, K","17659","São Paulo","Praia Dura.","Magnoliopsida",NA,"Mart.","Lima, RGVN","1985","06","16","Ubatuba","-45.0699996948242","-23.4300003051758","UEC021077",NA,NA,"34265","auto","2017","11",NA,NA,"09",NA,NA,NA,NA,NA,NA
"186","2019-11-06 09:57:37-03","UFOP","OUPR","2337","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"s.col.","s.n.","Rio de Janeiro",NA,NA,NA,"Mart.","Godoy, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-06 09:57:37-03","UFOP","OUPR","32215","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Indivíduo F0250. Árvore com cerca de 10 m de alt. Ritidoma pardo-acinzentado, áspero, fissurado, desprendendo-se em escamas. Casca viva creme, com látex branco. Inflorescência com flores esverdeadas. Fuste 6.",NA,NA,"Farias, D.S.; et al.","141","Rio de Janeiro","Reserva Biológica Poço das Antas, Trilha para o Rio Aldeia Velha, saindo por tr s do Centro Educativo. Área FP019.",NA,NA,"Mart.",NA,"1994","01","26","Silva Jardim","-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA
"188","2019-11-06 09:57:37-03","UFOP","OUPR","22739","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Estacional Semidecidual em estágio avançado de regeneração. Árvore 8m.",NA,NA,"Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","102","Minas Gerais","Mina do Baú",NA,NA,"Mart.","Teixeira, R.N.C.","2008","11","05","Barão de Cocais","-43.4872016906738","-19.94580078125",NA,NA,NA,"21378","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-06 09:57:37-03","UFOP","OUPR","10403","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"s.col.","s.n.","Rio de Janeiro","Corcovado",NA,NA,"Mart.","Schwacke, C.A.W.",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2014-10-14 15:56:32-03","BS","M","M-0174547","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"M0174547","HOLOTYPE","Martius, C.F.P. von",NA,NA,"[in acumine montis Corcovado.]","Magnoliophyta","Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"191","2014-10-14 15:56:32-03","BS","M","M-0174548","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"M0174548","ISOTYPE","Martius, C.F.P. von",NA,NA,"[in acumine montis Corcovado.]","Magnoliophyta","Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"192","2019-12-06 19:30:18-03","UFES","VIES","24302","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES024302",NA,"G. Martinelli; C.Baez, E.Fernandez, T.Lima","19822","Rio de Janeiro","Vale do Rio Sahy, margens do Rio Sahy. Vale do Rio Sahy, margens do Rio Sahy. matas de margem de rio. Parque Estadual do Cunhambebe",NA,NA,"Mart.","E.F. Guimarães","2017","04","25","Mangaratiba","-43.996389","-22.922778","VIES024302","10","10",NA,NA,"2017",NA,"43º59'47''W","22º55'22''S",NA,NA,NA,NA,NA,NA,NA
"193","2019-12-06 19:30:18-03","UFES","VIES","24717","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES024717",NA,"Demuner, V.; Cruz, T. A.; Belisário, M.","4818","Espírito Santo","Rochedo, Trilha do Córrego, propriedade Ailton Corteleti.",NA,NA,"Mart.","Sossai, B.G.","2007","12","19","Águia Branca","-40.801389","-18.955833","VIES024717","400","400",NA,NA,"2016","10","40º48'5''W","18º57'21''S","17",NA,NA,NA,NA,NA,NA
"194","2020-04-27 16:11:38-03","UFES","VIES","28349","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES028349",NA,"C. Baez; E. Fernandez, R. Gomes, D. Maurenza","1379","Rio de Janeiro","Guapiaçu. Bifurcação a direita da Trilha Verde. Parque Estadual dos Três Picos/ Reserva Ecológica de Guapiaçu",NA,NA,"Mart.","M. Verdi","2018","01","21","Cachoeiras de Macacu","-42.735278","-22.396111",NA,NA,NA,NA,NA,"2018","06","42º44'7''W","22º23'46''S","19",NA,NA,NA,NA,NA,NA
"195","2020-04-27 16:11:38-03","UFES","VIES","31346","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES031346",NA,"Neves, J.N.","163","Espírito Santo",NA,NA,NA,"Mart.","A. Alves-Araújo","1995","05","15","Aracruz","-40.2733001708984","-19.8202991485596","VIES031346",NA,NA,"37987","auto","2020","04",NA,NA,"17",NA,NA,NA,NA,NA,NA
"196","2021-02-12 18:12:30-03","UFES","VIES","40518","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES040518",NA,"Nettesheim, F.C.; Pereira, A.L.","s.n.","Rio de Janeiro",NA,NA,NA,"Mart.",NA,"2013","07","19","Angra dos Reis","-44.3180999755859","-23.0067005157471","VIES040518",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-12 18:12:30-03","UFES","VIES","22201","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"VIES022201",NA,"Menezes, L.F.T.","s.n.","Rio de Janeiro","Ilha da Marambaia.",NA,NA,"Mart.",NA,"2006","06","10","Mangaratiba","-44.040599822998","-22.9596996307373","VIES022201",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-06-29 09:32:30-03","UFRRJ","RBR","39419","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brazil",NA,NA,NA,"RBR00039419",NA,"F.C. Nettesheim","65","Rio de Janeiro","Encosta sudeste, bravo 6. Linha 2 da fitossociologia.",NA,NA,"Mart.","T.A. Amorim","2004","06","11","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,"2018","03",NA,NA,"08",NA,NA,NA,NA,NA,NA
"199","2020-06-29 09:32:30-03","UFRRJ","RBR","43332","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043332",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","Vila Parque da Cidade. F19/02.",NA,NA,"Mart.","T.P.P. Alverga","2013","11","25","Rio de Janeiro","-43.247778","-22.977222",NA,NA,NA,NA,NA,NA,NA,"43º14'52''W","22º58'38''S",NA,NA,NA,NA,NA,NA,NA
"200","2020-06-29 09:32:30-03","UFRRJ","RBR","43333","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043333",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","Vila Parque da Cidade. F19/13.",NA,NA,"Mart.","L.H. Soares","2013","11","25","Rio de Janeiro","-43.247778","-22.977222",NA,NA,NA,NA,NA,NA,NA,"43º14'52''W","22º58'38''S",NA,NA,NA,NA,NA,NA,NA
"201","2020-06-29 09:32:30-03","UFRRJ","RBR","43334","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043334",NA,"L.H. Soares",NA,"Rio de Janeiro","Parque Estadual da Chacrinha (Leme). F93/23.",NA,NA,"Mart.","L.H. Soares","2014","01","14","Rio de Janeiro","-43.180278","-22.961111",NA,NA,NA,NA,NA,NA,NA,"43º10'49''W","22º57'40''S",NA,NA,NA,NA,NA,NA,NA
"202","2020-06-29 09:32:30-03","UFRRJ","RBR","43335","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043335",NA,"L.H. Soares",NA,"Rio de Janeiro","PNM Mendanha. F95/76.",NA,NA,"Mart.","L.H. Soares","2014","03","21","Rio de Janeiro","-43.511111","-22.828889",NA,NA,NA,NA,NA,NA,NA,"43º30'40''W","22º49'44''S",NA,NA,NA,NA,NA,NA,NA
"203","2020-06-29 09:32:30-03","UFRRJ","RBR","43336","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043336",NA,"L.H. Soares",NA,"Rio de Janeiro","Est. do Sumaré. F34/38.",NA,NA,"Mart.","L.H. Soares","2013","10","01","Rio de Janeiro","-43.215556","-22.934167",NA,NA,NA,NA,NA,NA,NA,"43º12'56''W","22º56'3''S",NA,NA,NA,NA,NA,NA,NA
"204","2020-06-29 09:32:30-03","UFRRJ","RBR","43337","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043337",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","Alto da Boa Vista. F103/8.",NA,NA,"Mart.","T.P.P. Alverga","2013","10","21","Rio de Janeiro","-43.263889","-22.973889",NA,NA,NA,NA,NA,NA,NA,"43º15'50''W","22º58'26''S",NA,NA,NA,NA,NA,NA,NA
"205","2020-06-29 09:32:30-03","UFRRJ","RBR","43338","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043338",NA,"L.H. Soares",NA,"Rio de Janeiro","PNM Mendanha. F18/91.",NA,NA,"Mart.","L.H. Soares","2014","02","26","Rio de Janeiro","-43.501111","-22.832778",NA,NA,NA,NA,NA,NA,NA,"43º30'4''W","22º49'58''S",NA,NA,NA,NA,NA,NA,NA
"206","2020-06-29 09:32:30-03","UFRRJ","RBR","43339","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043339",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","PEPB (Est. Rio Pequeno). F126/10.",NA,NA,"Mart.","T.P.P. Alverga","2014","03","18","Rio de Janeiro","-43.451944","-22.918889",NA,NA,NA,NA,NA,NA,NA,"43º27'7''W","22º55'8''S",NA,NA,NA,NA,NA,NA,NA
"207","2020-06-29 09:32:30-03","UFRRJ","RBR","43340","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043340",NA,"L.H. Soares",NA,"Rio de Janeiro","PEPB. F33/61.",NA,NA,"Mart.","T.P.P. Alverga","2014","06","24","Rio de Janeiro","-43.455833","-22.938333",NA,NA,NA,NA,NA,NA,NA,"43º27'21''W","22º56'18''S",NA,NA,NA,NA,NA,NA,NA
"208","2020-06-29 09:32:30-03","UFRRJ","RBR","43347","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043347",NA,"L.H. Soares",NA,"Rio de Janeiro","MONA Morros da Urca e do Pão de Açúcar. F127/78.",NA,NA,"Mart.","T.P.P. Alverga","2013","09","06","Rio de Janeiro","-43.158611","-22.951944",NA,NA,NA,NA,NA,NA,NA,"43º9'31''W","22º57'7''S",NA,NA,NA,NA,NA,NA,NA
"209","2020-06-29 09:32:30-03","UFRRJ","RBR","43370","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043370",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","Vila Parque da Cidade. F19/11.",NA,NA,"Mart.","T.P.P. Alverga","2013","11","24","Rio de Janeiro","-43.247778","-22.977222",NA,NA,NA,NA,NA,NA,NA,"43º14'52''W","22º58'38''S",NA,NA,NA,NA,NA,NA,NA
"210","2020-06-29 09:32:30-03","UFRRJ","RBR","43486","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00043486",NA,"L.H. Soares",NA,"Rio de Janeiro","PEPB (trilha do Quilombo). Inventário complementar F75/04.",NA,NA,"Mart.","T.P.P. Alverga","2013","12","16","Rio de Janeiro","-43.431389","-22.945556",NA,NA,NA,NA,NA,NA,NA,"43º25'53''W","22º56'44''S",NA,NA,NA,NA,NA,NA,NA
"211","2020-06-29 09:32:30-03","UFRRJ","RBR","44015","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00044015",NA,"T.P.P. Alverga",NA,"Rio de Janeiro","PNM Prainha. F91/11.",NA,NA,"Mart.","T.P.P. Alverga","2013","09","19","Rio de Janeiro","-43.503611","-23.038056",NA,NA,NA,NA,NA,NA,NA,"43º30'13''W","23º2'17''S",NA,NA,NA,NA,NA,NA,NA
"212","2020-06-29 09:32:30-03","UFRRJ","RBR","45250","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00045250",NA,"M.C. Souza","1041","Rio de Janeiro","São Conrado. Estrada da Canoa 3036, RPPN CEFLUSMME.",NA,NA,"Mart.",NA,"2012","02","10","Rio de Janeiro","-43.268889","-22.986111",NA,NA,NA,NA,NA,NA,NA,"43º16'8''W","22º59'10''S",NA,NA,NA,NA,NA,NA,NA
"213","2020-06-29 09:32:30-03","UFRRJ","RBR","22076","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00022076",NA,"F.C. Nettesheim","173","Rio de Janeiro","Ilha da Marambaia, caminho da gruta da santa.",NA,NA,"Mart.",NA,"2006","02","18","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-06-29 09:32:30-03","UFRRJ","RBR","16598","S","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RBR00016598",NA,"F.C. Nettesheim","63","Rio de Janeiro","Ilha da Marambaia, Etrada da senzala, linha 17 da fitossociologia.",NA,NA,"Mart.",NA,"2004","12","18","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-21 19:38:52-03","UFC","EAC","44431","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"Arbórea; Floresta ombrófila","EAC0044431",NA,"Menezes, M.O.T.","122","Ceará","Forquilha, Substrato argissolo","Dicotyledon",NA,"Mart.","Alves-Araújo, A.","2008","07","24","Guaramiranga","-38.9331016540527","-4.26332998275757",NA,NA,NA,"13198","auto","2009","11",NA,NA,"16",NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:44:45-03","MBM","MBM","111901","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,NA,"MBM111901",NA,"Martinelli, G.; et al.; et al.","10284","Rio de Janeiro","Paraíso",NA,NA,"Mart.",NA,NA,NA,NA,"Magé","-43.040599822998","-22.6527996063232","MBM111901",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:44:45-03","MBM","MBM","410241","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"Árvore ciófila ca. 5,5 m. Folhas semi-coriáceas, discolores. Botões verdes.","MBM410241",NA,"Bovini, M.G.; Silva Neto, S.J.; Moraes, M.; Costa, L.H. da; Cattan, G.; Silva Neto, S.J.; Moraes, M.; Costa, L.H. da; Cattan, G.","2132","Rio de Janeiro","Distrito de Tinguá, Reserva Biológica, estrada da Boa Esperança.",NA,NA,"Mart.",NA,"2002","01","16","Nova Iguaçu","-43.451099395752","-22.7591991424561","MBM410241",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:44:45-03","MBM","MBM","313451","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"Árvore semi-ciófila, ca 10m de altura; látex branco; folhas concolores cartáceas; botões esverdeados.","MBM313451",NA,"Silva Neto, S.J.; et al.; et al.","1611","Rio de Janeiro","Estrada de Ouro, após as três voltas",NA,NA,"Mart.","Almeida Jr.; E.B.","2002","01","14","Nova Iguaçu","-43.451099395752","-22.7591991424561","MBM313451",NA,NA,"25743","auto","2009","05",NA,NA,"05",NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:44:45-03","MBM","MBM","105877","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,NA,"MBM105877",NA,"Sucre, D.","8227","Rio de Janeiro","Corcovado",NA,NA,"Mart.","Pennington, T.D.",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","MBM105877",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:44:45-03","MBM","MBM","248244","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,NA,"MBM248244",NA,"Oliveira, P.P. de","92C","Rio de Janeiro","Reserva Biológica União, Rio das Ostras",NA,NA,"Mart.","Pennington, T.D.",NA,NA,NA,NA,NA,NA,"MBM248244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:44:45-03","MBM","MBM","32505","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"Arbusto 5-6 m alt. Flores creme.; Mata primária.","MBM032505",NA,"Occhioni, P.","6660","Rio de Janeiro","Serra dos Órgãos, Local Caneco Fino",NA,NA,"Mart.","Völtz, R.R.","1974","12",NA,NA,NA,NA,"MBM032505",NA,NA,NA,NA,"2018","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-21 16:44:45-03","MBM","MBM","422679","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"Árvore com 8 m de altura; flor internamente amarela, externamente castanha.; Floresta Ombrófila Densa Submontana.","MBM422679",NA,"Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3389","Espírito Santo","Rodovia ES-264",NA,NA,"Mart.","Völtz, R.R.","2019","04","02","Santa Leopoldina","-40.465833","-20.055833",NA,"220","220",NA,NA,"2019","05","-40.465833","-20.055833","13",NA,NA,NA,NA,NA,NA
"223","2020-12-21 16:44:45-03","MBM","MBM","425369","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"Árvore, com 13 metros de alura. Base reta. Látex branco, muito abundante, viscoso, sem odor. Casca interna avermelhada e externa esbranquiçada., grossa, rugosa, com desprendimento em depressões. Botões amarelo metálico. Nome vulgar","MBM425369",NA,"Resende, J.; Terra, G.; Terra, G.","99","Rio de Janeiro","Conglomerado 45-4-10-103",NA,NA,"Mart.","Moura, R.","2014","04","22","Santa Maria Madalena","-41.94","-21.96",NA,NA,NA,NA,NA,"2017","03","-41.94","-21.96","22",NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:44:45-03","MBM","MBM","123896","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,NA,"MBM123896",NA,"Harley, R.M.","17559","Bahia","Itacaré",NA,NA,"Mart.","Pennington, T.D.",NA,NA,NA,"Rio de Contas","-41.8114013671875","-13.5789003372192","MBM123896",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:44:45-03","MBM","MBM","106636","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,NA,"MBM106636",NA,"Nadruz, M.; et al.; et al.","7","Rio de Janeiro","Centro de Primatologia",NA,NA,"Mart.",NA,NA,NA,NA,"Magé","-43.040599822998","-22.6527996063232","MBM106636",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:44:45-03","MBM","MBM","342908","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"ÁRvore. Folhas verdes discolores. botões florais esverdeados; flores com cálice pardacento, corola creme, gineceu verde, anteras e frutso jovens pardecentos. Látex branco. DAP 13","MBM342908",NA,"Barreto, S.M.; et al.; et al.","24","Rio de Janeiro","Reserva Biológica Poço das Antas. Trilha do Morro do Calcário. Área P10A",NA,NA,"Mart.",NA,"1993","03","05","Silva Jardim","-42.3917007446289","-22.6508007049561","MBM342908",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
