"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"101","2020-12-11 11:44:32-03","UFMG","BHCB","23829","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Borba, EL","1994","02","10","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA- Peti","-43.3622016906738","-19.826099395752",NA,NA,"pétalas e sépalas verdes, labelo branco com calosidades verdes e listradas no ápice.",NA,NA,"Monocotyledon",NA,"121","Southern America",NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA
"102","2020-12-11 11:44:32-03","UFMG","BHCB","31757","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Lombardi, JA; Temponi, LG","1996","03","25","Brasil","Minas Gerais","Belo Horizonte","Est. Ecol. Da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"sub-bosque, junto a toco apodrecido, tépalas verde-amareladas, labelo amarelado rajado de oxo na borda.",NA,NA,"Monocotyledon",NA,"1149","Southern America",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"103","2020-12-11 11:44:32-03","UFMG","BHCB","64283","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Barreto, HLM","1935","12","25","Brasil","Minas Gerais","Cambuquira","Juca Cassimiro","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,NA,"Monocotyledon",NA,"5473","Southern America",NA,NA,NA,NA,"15166","auto",NA,NA,NA,NA
"104","2020-12-11 11:44:32-03","UFMG","BHCB","120105","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Batista, JAN; Martins, CAN; Carvalho, BM de; Barbosa, AR","2008","01","17","Brasil","Minas Gerais","Aiuruoca","Km 3 da estrada Airuoca-Matutu. Região do Pocinho.","-44.603099822998","-21.9755992889404",NA,NA,"Erva terrestre, em mata úmida.",NA,NA,"Monocotyledon",NA,"2424","Southern America",NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA
"105","2020-12-11 11:44:32-03","UFMG","BHCB","107581","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,"2007","05","11","Mota, NFO; Pequeno, P","2007","05","04","Brasil","Rio Grande do Sul","Caxias do Sul","Traçado da LT Caxias-Caxias 5","-51.1794013977051","-29.1681003570557",NA,NA,"Erva terrestre áfila. Labelo verde com máculas lilás. Frutos imaturos verdes.","BHCB001380","BHCB001380","Monocotyledon",NA,"786","Southern America","600","850",NA,NA,"49662","auto",NA,NA,NA,NA
"106","2020-12-11 11:44:32-03","UFMG","BHCB","90081","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","B.Rodr.",NA,NA,NA,NA,"Spósito, TC; Versieux, LM","2001","02","23","Brasil","Minas Gerais","Nova Lima","APE Fechos-COPASA","-43.961528","-20.070444","-43.961528","-20.070444","Flores verde claro/oliva, labelo com listras amarronzadas, erva terrestre, floresta.",NA,NA,"Monocotyledon",NA,"132","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-11 11:44:32-03","UFMG","BHCB","14121","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","B.Rodr.",NA,NA,NA,NA,"Vasconcelos, MF de","2004","02","27","Brasil","Minas Gerais","Catas Altas","Mina de Almas, Morro da Água Quente.","-43.4075012207031","-20.0746994018555",NA,NA,"Herbáceo; Area degradada","BHCB001381","BHCB001381","Monocotyledon",NA,"96","Southern America",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA
"108","2021-02-11 17:20:56-03","UFPR","UPCB","90112","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Brotto, M. L.","2010","12","07","Brotto, M. L. et al.","2010","12","07","Brasil","Paraná","Clevelândia","Margem do Rio Chopim","-52.458056","-26.201944","-52.458056","-26.201944","Erva terrícola de 60cm alt. Flor com sépalas e pétalas verdes com estrias roxa, labelo branco com estrias roxas..","UPCB0029169","UPCB0029169",NA,NA,"540",NA,"680","680",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-11 17:20:56-03","UFPR","UPCB","85497","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Smidt, E.C.",NA,NA,NA,"Klein, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,"59",NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA
"110","2021-02-11 17:20:56-03","UFPR","UPCB","28504","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Hatschbach, G.","1996","03","18","Bustos, R.S.","1996","02","08","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,"Terrestre, flor esverdeada..",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"111","2021-01-19 11:42:00-03","MO","MOBOT","101244456","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Heinrich K. Beyrich","1822","12",NA,"Brazil",NA,NA,"Neu-Freiburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beyrich s.n.","South America",NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"112","2017-08-03 05:22:00-03","MO","MOBOT","1198126","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","P. Silverstone (CUVC)",NA,NA,NA,"Philip A. Silverstone-Sopkin|Néstor Paz Z.","1994","12","29","Colombia","Risaralda","Pereira","Hacienda Los Visos, cerca del caserío Estación Villegas, acceso desde carretera Cerritos-Pereira en Camino Real, loma empinada arriba del Río Consota (tributario del Río La Vieja), bosque.","-75.83333","4.8",NA,NA,NA,NA,NA,NA,NA,"Silverstone-Sopkin 7215","South America","1170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2018-05-17 05:28:00-03","MO","MOBOT","2227918","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Correa, M. N.",NA,NA,NA,"María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","1997","12","15","Argentina","Misiones","General Manuel Belgrano","Reserva Estricta de San Antonio","-53.78333","-26.01666",NA,NA,NA,NA,NA,NA,NA,"Múlgura 1878","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2018-05-17 05:28:00-03","MO","MOBOT","2293275","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Sánchez, M. I.",NA,NA,NA,"María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","2002","3","11","Argentina","Misiones","San Pedro","Parque Provincial Piñalito, bañado","-53.83333","-26.41666",NA,NA,NA,NA,NA,NA,NA,"Múlgura 3258","South America","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2014-03-29 22:04:00-03","MO","MOBOT","2514268","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"A.L. Woolston",NA,NA,NA,"Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woolston 1167","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2013-08-23 04:12:00-03","MO","MOBOT","3585325","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Roberto Vásquez|et al.",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vásquez C. 2316","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2009-07-31 06:57:00-03","MO","MOBOT","664250","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Calaway H. Dodson|Alwyn H. Gentry","1980","4","1","Ecuador","Los Ríos",NA,"Jauneche forest. Km 70 on the Quevedo-Palenque road, via Mocachi.","-79.7","-1.26666",NA,NA,NA,NA,NA,NA,NA,"Dodson 10105","South America","70.00000000",NA,NA,NA,NA,NA,"40",NA,NA,NA
"118","2020-06-03 10:51:00-03","MO","MOBOT","668103","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Roberto Estrada G.",NA,NA,NA,"Ecuador","El Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada G. s.n.","South America","1300.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"119","2009-12-01 11:22:00-02","MO","MOBOT","968930","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","R. Vasquez (USZ)",NA,NA,NA,"Antony Jardim","1995","3","30","Bolivia","Santa Cruz","Nuflo de Chavez","Las Trancas, Lomerio cerca de las parcelas de Bolfor. Bosque seco chiquitano de Anadenanthera con afloramientos grandes de laja abierto.","-61.8391666","-16.5458333",NA,NA,NA,NA,NA,NA,NA,"Jardim 1937","South America","400.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2008-12-12 03:32:00-02","MO","MOBOT","3585365","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","fiebrigii","Galeandra fiebrigii","Schltr.","Foster's 1958 catalog notes file",NA,NA,NA,"Karl Fiebrig",NA,NA,NA,"Bolivia","Chuquisaca",NA,"Chuquiacá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiebrig 2679","South America","800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","15404","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Wellington Forster",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Instituto Penal Agrícola-IPA","-49.3699989318848","-20.8199996948242",NA,NA,"Terrestre, flores esverdeadas, lab.branco estrias púrpuras",NA,NA,"Tracheophyta","Asparagales",NA,"América do Sul",NA,NA,NA,"Liliopsida","20305","auto",NA,NA,NA,NA
"122","2020-01-09 11:37:24-03","UNIOESTE","UNOP","9540","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Benatti, V.M.N.","2019","01","10","Rauber, C.R.; Temponi, L.G.; Lima, L.C.P.; Hentz Junior, E.J.; Mano, G.B.; Hamme; Temponi, L.G.; Lima, L.C.P.; Hentz Junior, E.J.; Mano, G.B.; Hammes, J.K.; Nasc","2018","12","12","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio Butu","-53.669389","-25.076278","-53.669389","-25.076278","Erva terrícola, caule verde, bainha vináceo, estames verdes, corola esverdeada a alva",NA,NA,NA,NA,"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19388",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/2003",NA,NA,NA,"L. Kollmann; et al","2003","01","30","Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333","40W41'50","20S2'36","Terrestre, no sol, bulbos verdes, sépalas e pétalas verdes claras, labelo esbranquiçado com listras verdes. Ápice com listras vináceas. Coluna branca esverdeada, folhas verdes com listras vináceas. Brácteas verdes com nervuras verdes.","MBML019388","MBML019388",NA,NA,"5952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19852",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/08-04-2003",NA,NA,NA,"R.R. Vervloet; et al","2003","02","24","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Terrestre, inflorescência com 1,5m, flores de cor verde, borda do labelo com listas vinho, meia encosta, dossel 12m, frutos verdes, (trilha principal).","MBML019852","MBML019852",NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20186",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","M.S.V. Berger/04-04-2003",NA,NA,NA,"M. V. S. Berger; et al","2003","03","22","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944","40W55'27","20S10'37","Terrestre, em matéria orgânica abundante, na sombra. Flor com pétalas e sépalas verde- limão, labelo piloso internamente com listras lilás na borda.","MBML020186","MBML020186",NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20570",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/21-03-2003",NA,NA,NA,"L. Kollmann","2003","03","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Terrestre, na sombra. Sépalas e pétalas verdes, labelo verde com listras vináceas.","MBML020570","MBML020570",NA,NA,"6071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","23275",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/22-02-2005",NA,NA,NA,"L. Vieira","2005","02","17","Brasil","Espírito Santo","Santa Maria de Jetibá","Alto Recreio","-40.716667","-19.990278","40W43'0","19S59'25","Orquidea de habito terrestre, em mata sombreada. Não apresenta folhas desenvolvidas sendo apenas um haste saindo de serrapilheira com as inflorescências na ponte; Vide Álcool;","MBML023275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","23803",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/26-04-2005",NA,NA,NA,"L. Kollmann; et al","2005","03","18","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222","40W35'21","19S55'20","Erva 1,3m, na meia sombra, flores esbranquiçadas, labelo com listras rosas.","MBML023803","MBML023803",NA,NA,"7452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","41350",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. Kollmann/08-01-2013",NA,NA,NA,"A. M. Assis; Valdir G. Demuner; Karla Fabiola O. Faria","2008","03","15","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Porção oeste do Fragmento de 600 ha. Acesso pela Rodovia ES-490.","-41.047222","-20.938056","41W2'50","20S56'17","Terrestre. Áfila. Flor branca. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML041350","MBML041350",NA,NA,"1465",NA,"20","20",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","46390",NA,"Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","A. P. Fontana/01-03-2006",NA,NA,NA,"A. P. Fontana; A. M. de Assis","2006","01","29","Brasil","Espírito Santo","Santa Leopoldina","Suíça, Pousada Suíça, RPPN Suíça, propriedade do Sr. Pedro Busatto, beira da estrada","-40.597222","-20.081111","40W35'50","20S4'52","Humícola. Áfila na antese. Botões verdes","MBML046390","MBML046390",NA,NA,"1946",NA,"460","460",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-06-15 15:31:06-03","UNESP-RC","HRCB","49649","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Lombardi","2008","03","25","Brasil","São Paulo","Jundiaí",NA,"-46.918778","-23.230111","46º55'07.6W","23º13'48,4S","Erva terrestre, carnosa, inclinada, tépalas verde-amareladas, labelo amarelo-esverdeado rajado de verde",NA,NA,NA,NA,"7367",NA,"960","960",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-06-15 15:31:06-03","UNESP-RC","HRCB","49652","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Lombardi","2008","03","25","Brasil","São Paulo","Jundiaí",NA,"-46.918778","-23.230111","46º55'07.6W","23º13'48,4S","Erva terrestre, tépalas verde-amareladas, labelo esverdeado na base, amarelo no ápice",NA,NA,NA,NA,"7370",NA,"960","960",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-07 11:44:47-03","FUVATES","HVAT","3697","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","C. Buzatto","2010","12","28","J. Cardoso","2010","12","23","Brasil","Rio Grande do Sul","Sério","Paredão / Perto da pedreira abandonada de Pedro Kraemer.","-52.268611","-29.383333","-52º16'7''W","-29º22'60''S","Terrícola","HVAT00003697",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-07 11:44:47-03","FUVATES","HVAT","5258","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","F. Bruxel; K. F. Rodrigues","2017","08","17","C. R. Orlandi","2017","04","03","Brasil","Rio Grande do Sul","Pantano Grande","Dom Marco.","-52.5025","-30.333889","-52º30'9''W","-30º20'2''S","Herbácea, flor amarela clara com riscos roxos.; Interior de um capão de mata.","HVAT00005258",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-01-26 13:57:00-03","IMA","MAC","50211","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","W.T.C.C.Santos; V.Brito","2019","06","04","Chagas-Mota","2010","11","11","Brasil","Alagoas","São José da Laje","BR 104.","-36.218636","-8.97405","-36.218636","-8.97405","Erva ca. 35 cm de altura. Fruto verde.; Mata Atlântica.","MAC0050211",NA,NA,NA,"9250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-01-26 14:12:44-03","CPACT","ECT","1704","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","T.Perleberg","2009","02","23","T.Perleberg","2009","02","22","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001704","ECT0001704","Embryophyta",NA,"318",NA,"223","223",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","2465573","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1965","12","11","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US00363460","US00363460_01",NA,"Orchidales","17,387","South America",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"138","2020-09-12 05:00:02-03","US","US","1856734","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii",NA,NA,NA,NA,NA,"E. P. Killip, J. Cuatrecasas & E. I. Dryander","1944","6","22","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","39212","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"139","2020-09-12 05:00:02-03","US","US","1708616","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii",NA,NA,NA,NA,NA,"O. L. Haught","1943","11","19","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","3862","South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"140","2020-09-02 16:34:52-03","Cenargen","CEN","71890","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. B. Bianchetti","2006","06",NA,"Ernestino de S. Gomes Guarino","2006","06","15","Brasil","SC","ANITA GARIBALDI",NA,"-51.1300010681152","-27.6891994476318",NA,NA,NA,"CEN00071890","CEN00071890",NA,NA,"1088",NA,NA,NA,"Exsicatas",NA,"23768","auto",NA,NA,"2",NA
"141","2020-09-02 16:34:52-03","Cenargen","CEN","71877","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. B. Bianchetti","2009","12",NA,"Ernestino de S. Gomes Guarino","2006","06","07","Brasil","RS","PINHAL DA SERRA","Fragmento na estrada entre Pinhal da Serra e o povoado da Conceição, cerca de 6 km do povoado.",NA,NA,NA,NA,"Labelo creme com guias róseas.","CEN00071877","CEN00071877",NA,NA,"1068",NA,"900","900","Exsicatas",NA,NA,NA,NA,NA,"2",NA
"142","2020-09-02 16:34:52-03","Cenargen","CEN","18061","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Taciana Barbosa Cavalcanti","1992","03","12","Brasil","GO","COLINAS DO SUL","Estrada Serra da Mesa - Colinas do Sul, cerca de 10 km do portão do canteiro de obras.","-48.0783004760742","-14.1513996124268",NA,NA,"Próxima a córrego, no chão da mata. Labelo branco-esverdeado com a margem da face interna do tubo com machas vináceas.","CEN00018061","CEN00018061",NA,NA,"1213",NA,"500","500","Exsicatas",NA,"58154","auto",NA,NA,"3",NA
"143","2020-09-02 16:34:52-03","Cenargen","CEN","17750","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","G. A. Romero","1994","09",NA,"Benedito Alísio da Silva Pereira","1993","04","27","Brasil","MG","UNAI","Localidade denominada Palmital, situada abaixo da Cachoeira do Queimado, no rio Preto, na fazenda do Sr. Zenon.","-46.9061012268066","-16.3575000762939",NA,NA,"Doação do IBGE - Herbário da Reserva Ecológica do IBGE.","CEN00017750","CEN00017750",NA,NA,"2480",NA,NA,NA,"Exsicatas",NA,"97926","auto",NA,NA,"1",NA
"144","2020-09-02 16:34:52-03","Cenargen","CEN","14974","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. B. Bianchetti",NA,NA,NA,"Antonieta Nassif Salomão","1990","02","08","Brasil","DF","BRASILIA","Centro Nacional de Hortaliças (Embrapa CNPH). Mata do Tamanduá.","-47.9296989440918","-15.7797002792358",NA,NA,"Sépalas esverdeadas, pétalas esverdeadas. Labelo esbranquiçado com estrias verdes. Borda do labelo com estrias roxas. Planta áfila na ântese.","CEN00014974","CEN00014974",NA,NA,NA,NA,NA,NA,"Exsicatas",NA,"70570","auto",NA,NA,"1",NA
"145","2020-09-02 16:34:52-03","Cenargen","CEN","46030","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","J. A. N. Batista","2002","12",NA,"Keiko Fueta Pellizzaro","2002","12","20","Brasil","DF","BRASILIA","Reserva Ecológica do Jardim Botânico de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"Longe do córrego. Grupo com 4 indivíduos próximos um do outro, 2 com flores, 2 com botões. Planta sem folhas, pétalas e sépalas verde-claras, labelo em forma de bolsa com pequeno calcar, branco com nervuras verdes e centro rosa escuro. Inflorescência ereta. Doação Flora do Brasil - Distrito Federal.","CEN00046030","CEN00046030",NA,NA,"40",NA,NA,NA,"Exsicatas",NA,"70570","auto",NA,NA,"1",NA
"146","2020-09-02 16:34:52-03","Cenargen","CEN","14973","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","L. B. Bianchetti","1991","02",NA,"Cilúlia Maria Maury","1991","02","03","Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Chácaras que margeiam o córrego Tamaduá. Próximo do MI-7.","-47.9296989440918","-15.7797002792358",NA,NA,"Sépalas e pétalas esverdeadas. Labelo branco-creme com estrias vinho na margem.","CEN00014973","CEN00014973",NA,NA,NA,NA,NA,NA,"Exsicatas",NA,"70570","auto",NA,NA,"1",NA
"147","2020-11-18 18:12:20-03","UFPR","EFC","18833","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","DALL AGNOL, R. T.; BLUM, C. T.","2020","01","23","DALL AGNOL, R. T.","2020","01","20","Brasil","Paraná","Curitiba","Capão do Cifloma.","-49.240444","-25.446738","-49.240444","-25.446738","Erva terrestre, ereta; tépalas esverdeadas; labelo piloso, alvo com máculas róseas. Borda de floresta em estágio médio.","EFC018833",NA,NA,NA,"1139",NA,"937","937",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-18 18:12:20-03","UFPR","EFC","1747","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Bochorny, T.","2014","11","20","Kuniyoshi, Y.S.; Roderjan, C.V.","1989","04","27","Brasil","Paraná","Diamante do Norte",NA,"-52.8596992492676","-22.656400680542",NA,NA,"Terrestre com aproximadamente 80cm, em subosque de floresta.","EFC001747",NA,NA,NA,"5333",NA,NA,NA,NA,NA,"16110","auto",NA,NA,NA,NA
"149","2021-03-15 18:29:06-03","USP","SPF","209306","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Barros, F","2017","05","17","Antar, GM; Fiaschi, P","2012","03","05","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Rodovia Silva Jardim-Casemiro de Abreu, ramal à direita ca. 6,5 km antes da sede do Parque. Estrada para a Barragem Juturnaíba, 5 km. Trilha do Pelonha, iniciada na estrada de terra.","-42.301083","-22.545194","-42.301083","-22.545194","Erva terrestre áfila com 50 cm alt. Caule verde com catafilos amarronzados. Sépalas e pétalas verdes com exceção do labelo, o qual é alvo com máculas vináceas mais na periferia e verdes ao centro.","SPF00209306",NA,NA,NA,"18",NA,"19","19",NA,NA,NA,NA,NA,NA,NA,NA
