"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"11","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9054","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pabst, G.F.",NA,NA,NA,"Amaral Jr., A.","1973","01","03","Brasil","São Paulo","Botucatu","Estrada Botucatu - Pardinho, a mais ou menos 3km do Posto Alto da Serra",NA,NA,"9999","9999",NA,"BOTU009054",NA,NA,NA,"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","27370","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Adachi, S.A.",NA,NA,NA,"Arbex, Y.R.","2009","01","13","Brasil","São Paulo","Botucatu","Fazenda Edgárdia, Mata do Bexiguento, Cuesta de Botucatu",NA,NA,"9999","9999",NA,"BOTU027370",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","30825","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Amaral Jr., A.","1973","03","03","Amaral Jr., A.","1973","03","03",NA,NA,NA,NA,NA,NA,"9999","9999",NA,"BOTU030825",NA,NA,NA,"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1520911","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Fiebrig K","1904","01","01","Bolivia",NA,NA,"Plantae austro-bolivienses. Chiquiaca.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1520911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1520911","NL-L1520911",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466543","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Woolston AL","1960","01","17","Paraguay",NA,NA,"Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466543","NL-U1466543",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:19-03","NBC","NL-BOTANY","U.1466544","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","19","Brazil",NA,NA,"Brasiliae Australia, Est. Paraná, Mato numa colina da Faz, Boa Esperança, Reserva florestal da CMNP, 30 km SE de Jussara.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1466544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1466544","NL-U1466544",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1520913","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","Barb.Rodr.",NA,NA,NA,NA,"Hassler E","1906","07","01","Paraguay",NA,NA,"Paraguay: Forets - Cordilla de Altos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1520913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1520913","NL-L1520913",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1520915","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","Barb.Rodr.",NA,NA,NA,NA,"Splitgerber FL",NA,NA,NA,"Surinam",NA,NA,"Berlijn in Para, Suriname. Flores rosei.* - Terrestre.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1520915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1520915","NL-L1520915",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1520916","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","Barb.Rodr.",NA,NA,NA,NA,"Schomburgk",NA,NA,NA,"Guyana",NA,NA,"Guiana Anglica. Savannahs, near the River Berbice.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1520916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1520916","NL-L1520916",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:46:19-03","NBC","NL-BOTANY","L.1520917","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","hysterantha","Galeandra hysterantha","Barb.Rodr.",NA,NA,NA,NA,"Martius CFP von","1866","01","01","Brazil",NA,NA,"Brazilia, pv. Para ad Almurum.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1520917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1520917","NL-L1520917",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:31-03","ESALQ","ESA","132358","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Forster, W.","2013","03","01","Paula-Souza, J.; Polisel, R.T.; Gonçalves, L.N.","2013","02","17","Brasil","Mato Grosso","Alto Araguaia","Margens do rio Ariranha. Floresta de galeria","-53.2153015136719","-17.3146991729736",NA,NA,"Erva áfila, sépalas verdes, labelo com ápice alvo e estrias vináceas","ESA132358","ESA132358","Magnoliophyta",NA,"11661.0",NA,NA,NA,NA,NA,"100273","auto",NA,NA,NA,NA
"22","2020-11-04 12:17:31-03","ESALQ","ESA","134685","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","06","Brasil","São Paulo","Mombuca","Mata do Pinheirinho, dentro de área agrícola, com cerca de 180 hectares, pertecente à COSAN","-47.560001373291","-22.9200000762939","-4765952°","-22.9114°","Frutos imaturos verdes","ESA134685","ESA134685","Magnoliophyta",NA,"196.0",NA,"560","560",NA,NA,"13659","auto",NA,NA,NA,NA
"23","2020-11-04 12:17:31-03","ESALQ","ESA","68903","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii",NA,"Forster, W.",NA,NA,NA,"Moraes, P.L.R.","2001","01","23","Brasil","São Paulo","Santo Antônio de Posse",NA,"-46.9099998474121","-22.6000003814697",NA,NA,NA,"ESA068903","ESA068903","Magnoliophyta",NA,"2374.0",NA,NA,NA,NA,NA,"14002","auto",NA,NA,NA,NA
"24","2021-03-31 13:40:59-03","MN","R","193521","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Lutz, B.M.J.","1939","02","25","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Flora Fluminensis",NA,NA,NA,NA,"1302",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:59-03","MN","R","2719","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Hoehne, F.C.",NA,NA,NA,"Hoehne, F.C.","1911","04",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,"Commissão Rondon",NA,NA,NA,NA,"4115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:59-03","MN","R","35628","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Alves, R.J.V.","1988","05","31","Smith, H.",NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:59-03","MN","R","188113","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Roppa, O.A.","1968","01","17","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"1049",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA
"28","2021-03-31 13:40:59-03","MN","R","24842","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Brade, A.C.",NA,NA,NA,"Brade, A.C.","1931","01","18","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"10585",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"29","2021-03-31 13:40:59-03","MN","R","35753","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.",NA,NA,NA,NA,"Peckolt; Freire, C.V.","1934","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"30","2021-03-31 13:40:59-03","MN","R","193520","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Monteiro, S.H.N.","1999","06","04","Laclette, P.P.H.","1989","02","05","Brasil","Rio de Janeiro","Barra do Piraí","Ipiabas","-43.8255996704102","-22.4699993133545",NA,NA,NA,NA,NA,NA,NA,"911",NA,NA,NA,NA,NA,"27638","auto",NA,NA,NA,NA
"31","2019-12-19 08:15:24-03","FPS","FPS","1331","MachineObservation","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Schwirkowski, P.","2013","01","05","Schwirkowski, P.","2013","01","05","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.382534","-26.242734","-49.382534","-26.242734","<ll>dwc_commonname:</ll> Orquídea-de-solo","FPS01331","FPS01331_v01 FPS01331_v02 FPS01331_v03 FPS01331_v04 FPS01331_v05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:26:34-03","IAP","PACA-AGP","262","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","J. Dutra, Pabst","1954","09","03","C. Orth SJ","1933","01","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri Fenofase: flor","PACA000262",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae","29946","auto",NA,NA,NA,NA
"33","2019-08-27 13:26:34-03","IAP","PACA-AGP","71145","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","V. F. Nunes","1991","06","23","V. F. Nunes et al.","1991","06","23","Brasil","RS","Sapiranga","Recanto da Cascata - Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"Planta áfila; frutos maduros. Habitat: Terrícola do interior de mato, higrófita.","PACA071145",NA,"Magnoliophyta","Orchidales","1287",NA,NA,NA,NA,"Liliatae","11711","auto",NA,NA,NA,NA
"34","2019-08-27 13:26:34-03","IAP","PACA-AGP","34074","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Emrich-Rambo-Pabst","1954","09","03","Rambo, B.",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"Fenofase: flor","PACA034074",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:34-03","IAP","PACA-AGP","82078","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","B. Rambo",NA,NA,NA,"Sehnem, A.","1957","12",NA,"Brasil","RS","São Salvador",NA,NA,NA,NA,NA,"Habitat: In silva ad terram Fenofase: flor","PACA082078",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:26:34-03","IAP","PACA-AGP","61348","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Emrich-Rambo","1958","10","01","Pivetta","1956","01","24","Brasil","RS","Horizontina",NA,"-54.3078002929688","-27.6257991790771",NA,NA,"Habitat: In humidis Fenofase: flor","PACA061348",NA,"Magnoliophyta","Orchidales","1195",NA,NA,NA,NA,"Liliatae","15214","auto",NA,NA,NA,NA
"37","2019-08-27 13:26:34-03","IAP","PACA-AGP","60496","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Emrich-Rambo","1957","04","29","Camargo, O. R.","1956",NA,NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: In silva Fenofase: flor","PACA060496",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae","37819","auto",NA,NA,NA,NA
"38","2019-08-27 13:26:34-03","IAP","PACA-AGP","58717","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Emrich-Rambo","1957","05","06","Camargo, O. R.","1956","02","03","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,"SEM MATERIAL Habitat: In silva Fenofase: flor","PACA058717",NA,"Magnoliophyta","Orchidales","201",NA,NA,NA,NA,"Liliatae","37819","auto",NA,NA,NA,NA
"39","2016-07-05 11:14:18-03","FFCLRP","LBMBP","811","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:20:10-03","UNICAMP","UEC","206530","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Nunes, CEP","2018","06",NA,"Nunes, CEP","2012","12","20","Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","Erva terrestre, apenas com a haste floral exposta sobre acima da superfície do solo.; Floresta Ombrófila Densa Sub-Montana.","UEC152930","UEC152930","Liliopsida",NA,"2012/10",NA,"80","1200",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:00:46-03","UNICAMP","UEC","139831","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Breier, TB","2004","09",NA,"Breier, TB; Breier, J","2003","02","11","Brazil","São Paulo","Gália","Estação Ecológica Caetetus, parcelas permantentes","-49.5","-22.25","-49.5","-22.25","Na parcela H10","UEC034604","UEC034604","Liliopsida",NA,"861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:00:46-03","UNICAMP","UEC","83181","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Borba, EL",NA,NA,NA,"Passos, FC","1996","06","30","Brazil","São Paulo","Gália","Estação Ecológica de Caetetus, Trilha Z. Mata.","-49.5","-22.25","-49.5","-22.25","Terrestre, flores verde-claro.","UEC034602","UEC034602","Liliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:00:46-03","UNICAMP","UEC","86642","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pansarin, ER; Borba, EL","1998","03",NA,"Leitão Filho, HF; et al.; Rezende, RR","1995","02","10","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333","-47.885","-24.608333","Terrestre, pétalas e sépalas verde-claro, labelo com estrias verdes.","UEC034601","UEC034601","Liliopsida",NA,"33213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:00:46-03","UNICAMP","UEC","117848","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Menini Neto, L","2010","10","04","Simões, AO; Quast, GR","2000","02",NA,"Brazil","Minas Gerais","Itajubá","Pedra Aguda, Mata.","-45.4528007507324","-22.4256000518799",NA,NA,"Terrestre, ca. de 50 cm, flores branco-esverdeadas. Em interior de mata.","UEC034608","UEC034608","Liliopsida",NA,"1046",NA,"1400","1400",NA,NA,"19946","auto",NA,NA,NA,NA
"45","2019-08-20 10:00:46-03","UNICAMP","UEC","62347","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Bernacci, LC","1993","02","03","Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda, Mata mesófila de altitude com afloramentos rochosos no interior, intercalada com afloramentos expostos.","-46.5499992370605","-23.1100006103516",NA,NA,"Erva terrícola ca. 1,0 m alt., crescendo próximo a matações em local comum folhedo, sem folhas na floração; flores verdes de labelo branco com estrias roxo-vinaceas, sem odor. Apenas 1 pseudobulbo vivo.","UEC034599","UEC034599","Liliopsida",NA,"28477",NA,"900","1400",NA,NA,"21675","auto",NA,NA,NA,NA
"46","2019-08-20 10:00:46-03","UNICAMP","UEC","69433","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Catharino, ELM","2008",NA,NA,"Yeung, LT; et al.","1992","04","09","Brazil","São Paulo","Campinas","Mata de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"Herbácea.","UEC034600","UEC034600","Liliopsida",NA,"26099",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"47","2019-08-20 10:00:46-03","UNICAMP","UEC","106400","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Singer, RB",NA,NA,NA,"Aona, LYS; Pansarin, ER; Faria, AD","1999","04","15","Brazil","São Paulo","Igaratá","Rodovia D. Pedro I, Na altura do km 34,5. Mata.","-46.1500015258789","-23.2000007629395",NA,NA,NA,"UEC034598","UEC034598","Liliopsida",NA,"99/101",NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"48","2019-08-20 10:00:46-03","UNICAMP","UEC","95813","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER","1997","12","14","Brazil","São Paulo","Jundiaí","Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034605","UEC034605","Liliopsida",NA,"97/96",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"49","2019-08-20 10:00:46-03","UNICAMP","UEC","133865","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","2004","02","03","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034597","UEC034597","Liliopsida",NA,"1117",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"50","2019-08-20 10:00:46-03","UNICAMP","UEC","133861","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","2004","02","23","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034603","UEC034603","Liliopsida",NA,"1133",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
