"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-06-29 09:30:11-03","UFRRJ","RBR","32946","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"A.T. Silva",NA,"1991","11","29",NA,"Brasil","Rio de Janeiro","Brasil, RJ, Angra dos Reis, Parque Estadual da Ilha Grande.",NA,NA,"RBR00032946",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:22:44-03","MBM","MBM","353501","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense","organense","Stephanopodium estrellense organense","Rizz.","ISOTYPE","Pereira, A.B.","62","1949","03","15","Southern America","Brazil","Rio de Janeiro","Serra dos Órgãos, Matas do rio Jacó",NA,"Árvore de pequeno porte, terrestre, rara no Parque, exemplar único encontrado, fuste pequeno, cerca de 4m, copa mal conformada, grande cerca de 6m; flores alvescentes inseridas no pecíolo; Árvore de pequeno porte, fuste pequeno, cerc","MBM353501","MBM353501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-11-06 23:25:22-02","MNHN","RECOLNAT_MNHN_P","P01900815","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.","holotype","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Sierra d'Estrella","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900815' target='other'> <mi>dwc_moreinfo</mi></a>","P01900815","P01900815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"769",NA,NA,NA
"14","2015-11-06 23:21:09-02","MNHN","RECOLNAT_MNHN_P","P01900816","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.","isotype","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Sierra d'Estrella","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900816' target='other'> <mi>dwc_moreinfo</mi></a>","P01900816","P01900816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"769",NA,NA,NA
"15","2015-09-05 06:46:53-03","MNHN","RECOLNAT_MNHN_P","P04764372","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04764372' target='other'> <mi>dwc_moreinfo</mi></a>","P04764372","P04764372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13795",NA,NA,NA
"16","2015-09-05 06:46:53-03","MNHN","RECOLNAT_MNHN_P","P04764373","PreservedSpecimen",NA,NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Glaziou, A.",NA,"1882","12","23",NA,"Brasil","Rio de Janeiro","Serra da Estrela. Hotel da Trinca","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04764373' target='other'> <mi>dwc_moreinfo</mi></a>","P04764373","P04764373_01","Petrópolis","-43.1786003112793","-22.5049991607666","36524","auto",NA,NA,NA,NA,NA,NA,NA,"13795",NA,NA,NA
"17","2020-07-13 19:40:25-03","MBML","MBML-HERBARIO","38995",NA,"Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense","var. organense","Stephanopodium estrellense var. organense","Rizzini","ISOTIPO","A. B. Pereira","62","1949","03","15",NA,"Brasil","Rio de Janeiro","Matas do Rio Jacó, Serra dos Orgãos.",NA,"Árvore de pequeno porte, terrestre, rara no Parque, exemplar único encontrado, fuste pequeno, cerca de 4m, copa mal conformada, grande cercade 6m; flores alvascentes inseridas no pecíolo.","MBML038995","MBML038995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-15 15:30:13-03","UNESP-RC","HRCB","60349","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Bail.",NA,"Prata, E.M.B.","s.n.","2007","05","02",NA,"Brasil","São Paulo","Núcleo Picinguaba, localizada ao longo da trilha do Corisco, sertão da Casa da Farinha",NA,"Parcela D Biota Gradiente Funcional, indivíduo nº 791",NA,NA,"Ubatuba","-44.848611","-23.335833",NA,NA,"Prata, E.M.B.","44º 50'55W","23º20'09S","43","43",NA,NA,NA,NA,NA,NA
"19","2017-11-24 14:10:33-02","UFLA","ESAL","14923","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"árvore; 3,0; ;",NA,NA,"Itatiaia","-44.5633010864258","-22.4960994720459","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-18 11:40:04-03","UERJ","HRJ","12309","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"L. P. G. Rosa; S. J. Silva Neto, W. Silva, C.L. Oliveira","s.n.","2012","07","21",NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,"HRJ00012894",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,"561","561",NA,NA,NA,NA,NA,NA
"21","2020-11-18 11:40:04-03","UERJ","HRJ","12146","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"S.J. Silva Neto","532","2009","07","18",NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,"HRJ00012895",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-18 11:49:33-03","UERJ","HRJ","11869","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Manão, C.Y#?#G.; MAIOLI, V.; SILVA-NETO, S.J.; SILVA, W.; OLIVEIRA, C.A.L & FERNANDA","909","2009","09","06",NA,"Brasil","Angra dos Reis","Mata do Pesqueiro, labirinto de pedras no Cavalinho.",NA,"Árvore com 8 m de altura, DAP = 5,83 cm localizada na Parcela 27 - indivíduo 1097.","HRJ00012977",NA,"Ilha Grande","-44.186389",NA,NA,NA,NA,"44º11'11''W","23º11'66''S",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","USw31602","PreservedSpecimen","Plantae",NA,"Celastrales","Dichapetalaceae","Stephanopodium","sessiliflorum",NA,"Stephanopodium sessiliflorum",NA,NA,"A. Mattos & C. T. Rizzini","RBW 2167",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"24","2019-11-25 11:58:00-03","USP","SPF","230638","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Pedroni, F","1477","1997","02","04",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00230638",NA,"Ubatuba","-44.812222","-23.311111",NA,NA,"Anônimo","-44.812222","-23.311111","300","300",NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:18:56-03","USP","SPF","175128","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Silva, IM","480","2001","12","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00175128",NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto","Vaz, AMSF",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"26","2019-11-13 11:18:56-03","USP","SPF","199836","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Kirizawa, M","1899","1987","08","21",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00199836",NA,"Bananal","-44.3199996948242","-22.6800003051758","26795","auto","Fiaschi, P",NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA
"27","2019-09-04 19:19:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense",NA,"Type [status unknown]","H. A. Weddell","769",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"28","2019-09-04 18:37:58-03","F","FMNH-SEEDPLANTS","V0055108F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense",NA,"Isotype","H. A. Weddell","769",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0055108F","V0055108F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"29","2020-07-23 12:04:50-03","CEPLAC","CEPEC","119125","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense",NA,NA,"I. M. Silva","480","2001","12","13",NA,"Brasil","Rio de Janeiro","Caminho para o Cantagalo.",NA,"<ll>dwc_commonname:</ll> Imbiu",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto","A. M. S. da F. Vaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2002"
"30","2017-09-11 17:09:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Weddell, HA","769","1844",NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in Serra d'Estrella prov. Rio de Janeiro",NA,"(in herb. Mus. Paris.); DESC: (in herb. Mus. Paris.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:03:33-03","IBt","SP","415633","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense","organense","Stephanopodium estrellense organense","Rizzini","Isotype","Pereira, AB","62","1949","03","15",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Matas do rio Jacó",NA,"Árvore de pequeno porte, terrestre, rara no Parque, exemplar único encontrado, fuste pequeno, cerca de 4 m, copa mal conformada, grande ca. de 6 m; flores alvescentes inseridas no pecíolo","SP000596","SP000596",NA,NA,NA,NA,NA,"Rizzini, CT",NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA
"32","2020-12-10 11:27:35-03","IBt","SP","392638","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Silva Neto, SJ","585","1995","11","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-27 12:19:40-03","IBt","SP","32527","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Kuhlmann, M","s.n.","1935","01","28",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-27 12:19:40-03","IBt","SP","302875","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.",NA,"Kuhlmann, M","s.n.","1935","01","28",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2014-09-23 10:57:15-03","G","G","G00357707","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.","ISOTYPUS of Stephanopodium estrellense Baill.","Weddell, H. A.","769",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=260468&base=img&lang=en","G00357707","G00357707",NA,"-53.08972222","-10.77305556",NA,NA,"?","-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-09-23 10:57:15-03","G","G","G00357706","S","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","estrellense",NA,"Stephanopodium estrellense","Baill.","ISOTYPUS of Stephanopodium estrellense Baill.","Weddell, H. A.","769",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=260451&base=img&lang=en","G00357706","G00357706",NA,"-53.08972222","-10.77305556",NA,NA,"?","-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA,NA
