"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","typeStatus","fieldNumber","relatedCatalogItem","sex"
"43","2016-09-29 23:28:00-03","NY","NYBG","01022197","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"L. O. Williams","1945","06","06","Brazil","Minas Gerais","Nova Lima","Pico de Belo Horizonte","-43.8467","-19.9858",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022197","NY01022197_01","7195","South America","sheet",NA,"Magnoliophyta","Santalales","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","644660","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"G. G. Hatschbach","1966","02","13","Brazil","Paraná",NA,"Uniao da Vitoria",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644660","NY00644660_01","13871","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01022186","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"W. R. Anderson","1972","02","03","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022186","NY01022186_01","35306","South America","sheet",NA,"Magnoliophyta","Santalales","1220","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01022196","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"G. T. Prance","1964","10","26","Brazil","Goiás","Caiapônia","Serra do Caiapó. 40 km south of Caiaponia.","-51.8103","-16.9569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022196","NY01022196_01","59657","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-29 23:28:00-03","NY","NYBG","01022188","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"B. A. S. Pereira",NA,NA,NA,"B. A. S. Pereira","1981","12","24","Brazil","Minas Gerais","Paracatu","Fazenda Ponte Nova.","-46.33","-17.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022188","NY01022188_01","145","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","644639","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"A. Kegler","1999","10","27","Brazil","Rio Grande do Sul","Sao Marcos","Formigueiro","-51.0681","-28.9711",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644639","NY00644639_01","311","South America","sheet",NA,"Magnoliophyta","Santalales","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","644644","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1985","04","21","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Fazenda Boa Vista - Sao Francisco de Paula","-50.5833","-29.4483",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644644","NY00644644_01","794","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","01022171","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1964","10","26","Brazil","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, on rd. to Jataí. Serra do Caiapó.","-51.77","-17.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022171","NY01022171_01","7415","South America","sheet",NA,"Magnoliophyta","Santalales","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-09-29 19:56:00-03","NY","NYBG","818032","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,NA,NA,NA,NA,"E. P. Heringer","1979","10","31","Brazil","Distrito Federal","Brasília","Próximo ao córrego Papuda.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818032","NY00818032_01","2676","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","01022174","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1965","11","17","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca.10 km E. of Cabeceiras","-46.89","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022174","NY01022174_01","10423","South America","sheet",NA,"Magnoliophyta","Santalales","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","644642","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"G. G. Hatschbach","1968","03","14","Brazil","Paraná","Balsa Nova","Barra do Rio Papagaios","-49.6356","-25.5842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644642","NY00644642_01","18750","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-09-29 23:28:00-03","NY","NYBG","01022180","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,NA,NA,NA,NA,"E. P. Heringer","1979","01","28","Brazil","Mato Grosso do Sul",NA,"Estrada de Três Lagoas",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137903' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022180","NY01022180_01","918","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-09-28 13:56:00-03","NY","NYBG","644659","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"A. Frazao","1917",NA,NA,"Brazil","São Paulo","Barretos","Barretos","-48.56","-20.55",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644659","NY00644659_01","s.n.","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00644668","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"G. H. H. Tate","1928","08",NA,"Venezuela",NA,NA,"Summit of Mount Duida. Dry slopes of Savanna Hills",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644668",NA,"745","South America","sheet",NA,"Magnoliophyta","Santalales","1341.1","1341.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","644629","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","E. A. Ulibarri",NA,NA,NA,"O. Morrone","1996","02","09","Argentina","Misiones","Concepción","Ruta 2, camino de C. de la Sierra a Sta. María","-55.43","-27.97",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644629",NA,"594","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","644653","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1989","07","02","Brazil","Rio Grande do Sul","Jaquirana","Jaquirana","-50.3578","-28.8847",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644653","NY00644653_01","5952","South America","sheet",NA,"Magnoliophyta","Santalales","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","644664","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"M. Rossato","1987","09","13","Brazil","Rio Grande do Sul","Esmeralda","Esmeralda - Fazenda da Guabiroba","-51.1903","-28.0536",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644664","NY00644664_01","3272","South America","sheet",NA,"Magnoliophyta","Santalales","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","644640","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"G. G. Hatschbach","1968","03","14","Brazil","Paraná","Balsa Nova","Barra do Rio Papagaios","-49.6356","-25.5842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644640","NY00644640_01","18750","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-09-28 13:56:00-03","NY","NYBG","644655","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","1984","03","11","Brazil","Santa Catarina","Sao Joaquim","Some 10 km along road from Sao Joaquim towards Sao Sebastiao do Arvoredo","-49.9317","-28.2942",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644655","NY00644655_01","13813","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01022175","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1968","01","13","Brazil","Goiás","Cocalzinho de Goiás","25 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137848' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022175","NY01022175_01","18543","South America","sheet",NA,"Magnoliophyta","Santalales","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","309820","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","07","10","Bolivia","Santa Cruz","Manuel María Caballero","Along highway from Cochabamba to Comarapa, 7 km (by road) SE of Torrecillas and 8 km (by road) NW of bridge at Comarapa.","-63.75","-17.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309820",NA,"50020","South America","sheet",NA,"Magnoliophyta","Santalales","2380","2380",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","644638","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"R. A. Wasum","2000","03","10","Brazil","Rio Grande do Sul","Cambará do Sul","Estrada para Praia Grande","-50.1444","-29.0481",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644638","NY00644638_01","537","South America","sheet",NA,"Magnoliophyta","Santalales","930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-09-28 13:56:00-03","NY","NYBG","644636","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"D. Wiens",NA,NA,NA,"F. C. Hoehne","1932","03","11","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644636","NY00644636_01","28992","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","01022187","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"G. G. Hatschbach","1975","11","19","Brazil","Goiás","Caiapônia","arredores","-51.8103","-16.9569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022187","NY01022187_01","37709","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-29 23:28:00-03","NY","NYBG","01022183","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"E. P. Heringer","1980","01","02","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022183","NY01022183_01","3012","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","309802","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","07","09","Bolivia","Cochabamba","Carrasco","Along highway from Cochabamba to Comarapa, 5 km (by road) SW of the bridge over Río Palca.","-64.9","-17.73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309802",NA,"49982","South America","sheet",NA,"Magnoliophyta","Santalales","2470","2470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2016-09-28 13:56:00-03","NY","NYBG","644626","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"V. Zak","1988","03","12","Ecuador","Carchi",NA,"Carretera Las Calderas-Monte Olivo","-77.83","0.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644626",NA,"3408","South America","sheet",NA,"Magnoliophyta","Santalales","2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","01022173","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1965","10","21","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 12 km N.W. of Veadeiros, road to Cavalcante","-47.5952778","-14.04001",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137758' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022173","NY01022173_01","9381","South America","sheet",NA,"Magnoliophyta","Santalales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","644634","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","D. Wiens",NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos","-43.073169","-22.496706",NA,NA,"Comm. am. Shuttleworth. 1842 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644634","NY00644634_01","X4715","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-09-28 13:56:00-03","NY","NYBG","644627","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"M. A. Lewis","1989","03","29","Bolivia","La Paz","Inquisivi","Following the mule trail between Inquisivi and the Rio Khatu Bridge, ca. 1-3 km N of Inquisivi","-67.15","-16.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644627",NA,"35385","South America","sheet",NA,"Magnoliophyta","Santalales","2400","2550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01022176","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1968","02","11","Brazil","Minas Gerais",NA,"Pico de Itabirito, ca. 50 km S.E. of Belo Horizonte.","-43.8","-20.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022176","NY01022176_01","19848","South America","sheet",NA,"Magnoliophyta","Santalales","1750","1750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","644654","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1991","04","09","Brazil","Rio Grande do Sul","Piratini","Piratini - Estrada para Canguçu","-53.1042","-31.4483",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644654","NY00644654_01","7586","South America","sheet",NA,"Magnoliophyta","Santalales","370","370",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-09-28 13:56:00-03","NY","NYBG","644658","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"L. B. Smith","1957","03","01","Brazil","Santa Catarina","Campos Novos","13 km south of Campos Novos on the road to Anita Garibaldi","-51.2247","-27.4019",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644658","NY00644658_01","11960","South America","sheet",NA,"Magnoliophyta","Santalales","800","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-09-28 13:56:00-03","NY","NYBG","644394","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,NA,NA,NA,NA,"C. Kozera","1996","05","13","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644394","NY00644394_01","134","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","644624","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"D. N. Smith","1985","06","06","Peru","Ancash","Huaraz","10 km by road from Cachabamba","-77.85","-9.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644624",NA,"10922","South America","sheet",NA,"Magnoliophyta","Santalales","2870","2870",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","01022172","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt",NA,NA,NA,"H. S. Irwin","1965","09","28","Brazil","Distrito Federal","Brasília","Immediately W. of Planaltina","-47.67603","-15.6167",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137760' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022172","NY01022172_01","8763","South America","sheet",NA,"Magnoliophyta","Santalales","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2016-09-30 02:06:00-03","NY","NYBG","1181472","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius",NA,"J. Kuijt",NA,NA,NA,"D. C. Zappi","2008","01","29","Brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino. Serra ao sul da sede da Fazenda AJJ.","-55.23022","-9.66769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181472","NY01181472_01","958","South America","sheet",NA,"Magnoliophyta","Santalales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
