"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","03044822","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. N. Gonçalves","222","2013","09","South America","Brazil","São Paulo","Pico dos Marins - APA Serra da Mantiqueira. Estrada para o Morro do Careca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281814' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044822","NY03044822_01",NA,"05","1700","1700","-45.1422222","-22.5055556","Piquete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 21:01:00-03","NY","NYBG","860323","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"L. Emygdio de Mello Filho","3465","1972","07","South America","Brazil","Minas Gerais","Gandarela","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860323","NY00860323_01","N. F. F. MacLeish","18","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","791800","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"B. D. Sucre","3070","1968","05","South America","Brazil","São Paulo","Reserva Florestal da Bocaina, Posses","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791800","NY00791800_01","N. F. F. MacLeish","07","1300","1300","-44.601599","-22.775231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","791790","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"A. C. Brade","16439","1940","07","South America","Brazil","Rio de Janeiro","Flora da Serra dos Orgaos. Pedra do Frade","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791790","NY00791790_01","N. F. F. MacLeish","19","1700","1700","-44.491294","-22.952257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2482442","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"J. F. Zikáu","23","1921","08","South America","Brazil","Minas Gerais","Passa Quatro. Fazenda dos Campos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711387' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482442","NY02482442_01",NA,"15","1400","1800","-44.9667015075684","-22.3903007507324","Passa Quatro","17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","791789","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"O. Handro","948","1960","07","South America","Brazil","Rio de Janeiro","Serra do Itaitiaia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791789","NY00791789_01","N. F. F. MacLeish","23","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","796752","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"H. de F. Leitão Filho","s.n.","1970","05","South America","Brazil","São Paulo","Capital - Pico do Jaraguá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796752","NY00796752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 21:01:00-03","NY","NYBG","860336","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"M. C. W. Vieira","1736","1990","09","South America","Brazil","Minas Gerais","Fazenda da Macieirda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860336","NY00860336_01","J. F. Pruski","09",NA,NA,"-44.6031","-21.9758","Aiuruoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02482440","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Pohl","550",NA,NA,"South America","Brazil","Minas Gerais","Tejuco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711383' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482440","NY02482440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 21:01:00-03","NY","NYBG","860325","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"A. F. C. P. Saint-Hilaire","415","1816",NA,"South America","Brazil","Minas Gerais","Montividiu bei Rio Verde 20 km nach Montividiu in Richtung Norden","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860325","NY00860325_01","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 03:01:00-03","NY","NYBG","1183991","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"R. C. Forzza","4142","2005","08","South America","Brazil","Minas Gerais","Paque Estadual da Serra do Ibitipoca, trilha da Ponte de Pedra para a cantina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183991","NY01183991_01","R. A. X. Borges","10","1500","1500","-43.87","-21.68","Lima Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","860332","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"H. C. de Lima","1248","1980","08","South America","Brazil","Minas Gerais","Falção","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860332","NY00860332_01",NA,"05","1250","1250","-43.5081","-20.2878","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 21:31:00-03","NY","NYBG","895407","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"R. J. V. Alves","1615","1990","09","South America","Brazil","Minas Gerais","Serra Bico de Pedra. East Bank.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895407","NY00895407_01","B. Loeuille","22","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 21:01:00-03","NY","NYBG","860324","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"N. F. F. MacLeish","680","1980","10","South America","Brazil","Minas Gerais","BR 40. between Santos Dumont and Barbacena. Km 720 from Brasília.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860324","NY00860324_01","N. F. F. MacLeish","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","860337","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. O. Williams","8029","1945","08","South America","Brazil","Minas Gerais","Serra do Curral","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860337","NY00860337_01","N. F. F. MacLeish","06","1300","1300","-43.8467","-19.9858","Nova Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2482443","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"F. C. Hoehne",NA,"1927","06","South America","Brazil",NA,"Pico da Serra Negra S.P.?","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711388' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482443","NY02482443_01",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2482445","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"A. F. M. Glaziou","8114",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711390' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482445","NY02482445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","791797","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"N. F. F. MacLeish","670","1980","09","South America","Brazil","Rio de Janeiro","Teresopolis, Serra das Orgaos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791797","NY00791797_01",NA,"24",NA,NA,"-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-29 21:01:00-03","NY","NYBG","860253","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"Collector unspecified","s.n.",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860253","NY00860253_01","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","791794","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"G. Martinelli","846","1976","05","South America","Brazil","Rio de Janeiro","Km 1 da estrada Araras - Vale das Videiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791794","NY00791794_01",NA,"18","1000","1000","-43.1783","-22.505","Petrópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","791795","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"J. E. Leite","4088","1946","07","South America","Brazil","Rio de Janeiro","Nova-Friburgo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791795","NY00791795_01","N. F. F. MacLeish",NA,NA,NA,"-42.5308","-22.2819","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 21:01:00-03","NY","NYBG","860335","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,"J","26","1987","07","South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860335","NY00860335_01","J. F. Pruski","27",NA,NA,"-46.3881","-20.8636","Alpinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","796755","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. B. Smith","6865","1952","04","South America","Brazil","Minas Gerais","Serra do Cipó, 6 km. north of Palacio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00796755","NY00796755_01","N. F. F. MacLeish","29","1200","1200","-43.58","-19.17","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","791791","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"G. Gardner","II792","1836","08","South America","Brazil","Rio de Janeiro","In montivus Serra dos Orgaos","sheet","Comm. am. Shuttleworth. 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791791","NY00791791_01","N. F. F. MacLeish",NA,NA,NA,"-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","791792","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"G. Gardner","792","1836",NA,"South America","Brazil","Rio de Janeiro","In montivus Serra dos Orgaos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791792","NY00791792_01","N. F. F. MacLeish",NA,NA,NA,"-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1183988","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vanillosmopsis","erythropappa","Vanillosmopsis erythropappa","(DC.) Sch.Bip.",NA,"R. C. Forzza","3563","2004","07","South America","Brazil","Minas Gerais","Parque Estadual da Serra do Ibitipoca, trilha da Lombada para a portaria.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459517' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183988","NY01183988_01",NA,"26",NA,NA,"-43.8883","-21.6917","Lima Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","274317","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vanillosmopsis","glomerata","Vanillosmopsis glomerata","Sch.Bip.","syntype","L. Riedel","s.n.","1823",NA,"South America","Brazil",NA,"Inter Nandios et Sezza Estrada. In collib. sicc. calidisq.","sheet","Collection Date (as on this recent label from LE): 8-9 1823 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274317","NY00274317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","274316","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vanillosmopsis","glomerata","Vanillosmopsis glomerata","Sch.Bip.","syntype","L. Riedel","577",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274316","NY00274316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","274315","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vanillosmopsis","glomerata","Vanillosmopsis glomerata","Sch.Bip.","syntype","L. Riedel","s.n.","1823","09","South America","Brazil",NA,"In collibus siccis calisque inter Mandioca et Serra Estrella","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1612705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274315","NY00274315_01",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3589","S","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,"Doação Bioma. Coletadas no resgate de flora.",NA,NA,"F.S. Souza",NA,NA,NA,NA,NA,NA,NA,NA,"2012","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
