"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount","previousCatalogNumber"
"11","2020-12-11 11:32:40-03","UFMG","BHCB","185264","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.",NA,"Rezende, SG; Justo, AG","5924","2015","03","31","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.863611","-20.264722","1200","1340",NA,"Arbusto; Campo sujo","BHCB185264",NA,NA,NA,NA,NA,NA,NA,NA,"-43.863611","-20.264722",NA,NA,NA
"12","2020-12-11 11:32:40-03","UFMG","BHCB","183595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.",NA,"Rezende, SG; Justo, AG","5392","2015","04","14","Southern America","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","1280","1350",NA,"Arbusto; Campo Sujo","BHCB053369",NA,NA,NA,NA,NA,NA,NA,NA,"-43.925","-20.140556",NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2818479","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M. King & H. Rob.",NA,"H. S. Irwin, W. Anderson, M. Stieber & E. Lee","34937","1972","1","24","South America - Neotropics","Brazil","Goiás",NA,"Ca. 25km S. of Niquelândia",NA,NA,"750",NA,NA,NA,"US01667705","US01667705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"14","2020-09-02 16:21:01-03","Cenargen","CEN","104416","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1229","2015","03","04",NA,"Brasil","GO","COLINAS DO SUL","Estrada vicinal a partir da estrada GO - 239. Estrada para Recanto da Fadas.","-47.924444","-14.209722","530","530","Exsicatas","Brácteas involucrais esverdeadas a roxas.","CEN00104416","CEN00104416","2016","01",NA,NA,NA,NA,NA,"-47.924444","-14.209722",NA,"4",NA
"15","2020-09-02 16:21:01-03","Cenargen","CEN","81180","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","930","2012","03","16",NA,"Brasil","GO","VILA PROPÍCIO","Vila Propício - Rodovia de Padre Bernardo para Niquelândia, beira da estrada, no trevo da estrada para Barro Alto, cerrado ralo em relevo inclinado, folhas coletadas em sílica.","-48.825833","-15.138611","602","602","Exsicatas","Arbusto 1,3 m , brácteas involucrais esverdeadas na bae e roxo-escuro do meio para o ápice - BRASIL - Goiás - HERBARIO UB","CEN00081180","CEN00081180","2012","03",NA,NA,NA,NA,NA,"-48.825833","-15.138611",NA,"1",NA
"16","2019-09-04 19:34:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Eupatorium","arrayanum","Eupatorium arrayanum",NA,NA,"G. Gardner","3827","1842",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA
"17","2016-08-23 10:58:49-03","NHMLondon","NHM-LONDON-BOT","BM000541020","S","Plantae",NA,NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.",NA,"George Gardner; b.1812; d.1849; Gardner","3827","1840","04",NA,NA,"Brasil","Goiás",NA,NA,"-49.675","-15.883333",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/342ffbe535728bd28513c3e4cba121dd65519310/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Type",NA,"-49.675","-15.883333",NA,NA,"NHMUK:ecatalogue:4977550"
"18","2019-11-01 14:53:33-03","UnB","UB","179549","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","Bringel, JBA","Bringel, JBA; Moreira, HJC","930","2012","03","16","Southern America","Brasil","Goiás","Vila Propício","Rodovia de Padre Bernardo para Niquelândia. Beira da estrada, no trevo da estrada para Barro Alto","-48.825833","-15.138611","602","602",NA,"Folhas coletadas em sílica.; Arbusto 1,3 m. Brácteas involucrais esverdeadas na base e roxo-escuras do meio para o ápice.; Cerrado ralo em relevo inclinado.",NA,NA,"2012","03",NA,NA,NA,NA,NA,"-48.825833","-15.138611",NA,NA,NA
"19","2019-11-01 14:53:33-03","UnB","UB","24571","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","Incógnito","Irwin, HS","34937","1972","01","24","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-01 14:53:33-03","UnB","UB","179554","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","Bringel, JBA","Bringel, JBA; Moreira, HJC","935","2012","03","16","Southern America","Brasil","Goiás","Niquelândia","Rodovia GO-237 de Niquelândia a Colinas do Sul, ca. de 34 km de Niquelândia","-48.4597015380859","-14.4738998413086",NA,NA,NA,"Arbusto 1,2m. Brácteas involucrais verdes a roxo-escuras no ápice, algumas brácteas foliáceas na base do capítulo.; Cerrado ralo. Relevo levemente acidentado.",NA,NA,"2012","03",NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-05-06 11:52:52-03","UFU","HUFU","71071","S","Plantae",NA,NA,"Asteraceae","Chromolaena","arrayana","Chromolaena arrayana","(Gardner) R.M.King & H.Rob.","Nakajima, J.N.","Martins, C.R.","1758","2015","06","28",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Borda da estrada de acesso a Cascalheira do Exército.","-47.943056","-15.738889",NA,NA,NA,"Arbusto com 1,6 m alt.","HUFU00044132","HUFU00044132","2016","03",NA,NA,NA,NA,NA,"-47.943056","-15.738889",NA,NA,NA
"22","2017-09-11 16:26:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","arrayanum","Eupatorium arrayanum","Gardner",NA,"Gardner, G","3827",NA,NA,NA,"Southern America","Brazil","Tocantins","Arraias","IBB/Arraias, Tocantins, Habitat prov. Goyaz in campis montosis prope Arrayas","-46.933333","-12.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.933333","-12.933333",NA,NA,NA
