"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"198","2020-12-11 11:37:35-03","UFMG","BHCB","64634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Silva, AF","71","2001","02","27","Southern America","Brasil","Minas Gerais","Jaboticatubas","São José de Almeida.","-43.7449989318848","-19.513599395752",NA,NA,NA,"VOUCHER.",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:37:35-03","UFMG","BHCB","40038","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Vasconcelos, MF de","s.n.","1997","11","25","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711","1100","1100",NA,"Campo cerrado. Herbáceo.","BHCB008412",NA,NA,NA,"2012","08","17082","auto",NA,NA,NA,NA,NA,NA,NA
"200","2021-02-11 17:19:28-03","UFPR","UPCB","29715","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Cervi, A.C.","Cervi, A.C.","3525","1991","12","17",NA,"Brasil","Paraná","Jaguariaíva","2km próximo à cidade","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Erva ereta, com xolopódio, flor amarela. Cerrado..",NA,NA,NA,NA,"1991","12","44368","auto",NA,NA,NA,NA,NA,NA,NA
"201","2021-02-11 17:19:28-03","UFPR","UPCB","66618","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.","4205","1997","04","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para a Fazenda do Fundão, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,2m. Glândulas vinho. Cálice e corola amarelos. Estigmas amarelos. Campo limpo, 3 meses após queimada..",NA,NA,NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"202","2021-02-11 17:19:28-03","UFPR","UPCB","66591","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Nakajima, J.A.","2178","1997","02","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para o Retiro de Pedras. Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo ca. 0,3m. Glândulas avermelhadas. Cálice alaranjado. Corola e Estigmas amarelados. Campo sujo..",NA,NA,NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"203","2021-02-11 17:19:28-03","UFPR","UPCB","10473","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Gates, B.","Hatschbach, G.","39369","1977","01","09",NA,"Brasil","Goiás","Formosa","JK","-47.334400177002","-15.5371999740601",NA,NA,NA,"Flor amarela. Borda chapada, solo arenoso..",NA,NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 17:19:28-03","UFPR","UPCB","52904","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.","1791","1995","01","13",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, estrada de Sacramento, próximo a Torre de Observação","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,3m, glândulas vinho, cálice esverdeado, corola amarelada, externamente com manchas avermelhadas. Campo limpo com afloramentos rochosos..",NA,NA,NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"205","2021-02-11 17:19:28-03","UFPR","UPCB","66625","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.","5016","1998","01","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Próximo à Torre de observação, estrada Sacramento-São Roque de Minas. PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,3m. Glândulas vinho. Cálice verde. Corola, estames e estigmas amarelos. Afloramento rochoso. Campo limpo, ca. 4 meses após queimada..",NA,NA,NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"206","2021-02-11 17:19:28-03","UFPR","UPCB","66614","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Volpi, R.L.","Romero, R.","3366","1996","03","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Trilhas do córrego da Fazenda.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,2m. Glândulas esverdeadas. Cálice esverdeado. Corola e estames amarelados. Campo limpo com afloramentos rochosos..",NA,NA,NA,NA,"2006","03","57119","auto",NA,NA,NA,NA,NA,NA,NA
"207","2020-05-25 15:13:54-03","FSU","FSU","000079406","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"R. Souza, R. Reis dos Santos, H. S. Irwin","11695",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-05-25 15:13:54-03","FSU","FSU","000079408","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Sonia Machado","168",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-05-25 15:13:54-03","FSU","FSU","000079407","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"H. S. Irwin, M. Steiber, E.Y. T. Lee, W. R. Anderson","34023",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-03-02 04:36:00-03","MO","MOBOT","100362637","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","Stevens 31119","2011","3","16","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, road from highway to Lorito Picada, in front of Cerro Tuyá-ó; forest and cerrado","-55.9975","-22.6816667","290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1407","1",NA
"211","2015-05-27 09:59:00-03","MO","MOBOT","100818396","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","M.C.H. Mamede","Howard S. Irwin|et al.","Irwin 12314","1966","2","8","South America","Brazil","Goiás",NA,"Campo, Chapada dos Veadeiros, Veadeiros.","-47","-14","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"212","2008-05-27 22:02:00-03","MO","MOBOT","1227679","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W. R. Anderson (MICH)","Elsa M. Zardini|S. Zavala","Zardini 46873","1997","5","27","South America","Paraguay","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1102","4",NA
"213","2008-05-27 22:02:00-03","MO","MOBOT","134142","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W. Anderson (MICH)","Alwyn H. Gentry|Elsa M. Zardini|Cyl Farney","Gentry 49562","1985","1","16","South America","Brazil","Minas Gerais",NA,"Cerrado, vicinity of Jaboticatubas, E of Sete Lagoas.","-43.78333","-19.46666","750.00000000","760.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-42","4",NA
"214","2011-08-29 13:52:00-03","MO","MOBOT","2455840","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"Gert G. Hatschbach","Hatschbach 8733","1996","11","20","South America","Brazil","Paraná",NA,"Jaguariaiva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"215","2009-07-17 14:12:00-03","MO","MOBOT","2857527","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W.R. Anderson","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11695","1966","1","18","South America","Brazil","Goiás",NA,"Serra Dourada. Campo and cerrado, sandstone summit of Serra Dourada, 20 km. S.E. of Goias Velho.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2016-11-15 05:15:00-02","MO","MOBOT","2857579","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Maria M. Arbo","Krapovickas 33079","1978",NA,NA,"South America","Brazil","Minas Gerais",NA,"Corrientes. Loc BR 153, 13 km N de Frutal. En campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2009-06-25 13:32:00-03","MO","MOBOT","2857619","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W.R. Anderson","William R. Anderson","Anderson 11372","1975","2","13","South America","Brazil",NA,NA,"Mato Grosso. Mun. Chapada dos Guimaráes; Sandstone cliffs and adjacent cerrados and campos at western edge of the chapada dos Guimaráes;",NA,NA,"550.00000000","680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2009-07-17 14:12:00-03","MO","MOBOT","2857659","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W.R. Anderson","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10733","1965","11","30","South America","Brazil","Goiás",NA,"Rocky cerrado  canga soil. ca. 14 km.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2009-06-25 13:32:00-03","MO","MOBOT","2857781","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W.R. Anderson","William R. Anderson","Anderson 11243","1975","2","7","South America","Brazil",NA,NA,"Mato Grosso. Mun. Camapuá; Open cerrado along highway BR-163;.",NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008-05-27 22:02:00-03","MO","MOBOT","2857839","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","W.R. Anderson","Howard S. Irwin","Irwin 34023","1972","1","14","South America","Brazil","Goiás",NA,"Serra dos Pireneus. Rocky slopes among sandstone boulders, Serra dos Pirineus. Ca. 20 km. E. Of pirenopolis.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2012-07-28 05:08:00-03","MO","MOBOT","2858461","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","Silva & Rodrigues","* SILVA","SILVA 678","1993",NA,NA,"South America","Brazil","São Paulo",NA,"Munic. José Bonifácio, estrada de terra José Bonifácio, estrada de terra José Bonifácio-Nova Alianca, Fazenda Jacaré (entre córregos Jacaré-Fartura). Hab.: Baixada com formacóes de glaerias e mata seca semi-decídua. Interior da mata seca, .60 cm altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2012-12-20 10:13:00-02","MO","MOBOT","2857333","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","G. Eiten","Taxonomy Class of the Universidade de Brasilia","Taxonomy Class of the Universidade de Brasilia 576","1977","11","16","South America","Brazil","Distrito Federal",NA,"SOuth side of campus of Universidade de Brasília. Cerrado low-tree & Scrub savanna ( the natural vegetation here, with woody layer slightly opened by fires from the original tree & scrub woodland form.). Burned last season.","-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","15764","PreservedSpecimen","Plantae","Tracheophyta","Polygalales","Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hil.","Pietrobom da Silva, M.R.","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás","Catalão","24 km de Catalão entre Catalão-Ipameri","-47.9463996887207","-18.1658000946045",NA,NA,NA,"Herbácea, 50 cm, flor amarela.;",NA,NA,NA,NA,NA,NA,"94621","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"224","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","07920","PreservedSpecimen","Plantae","Tracheophyta","Polygalales","Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hil.","Silva, M.R.","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás","Goiás","Camping Sto Antonio, ca. 7 km da rodovia.","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Flor amarela, ca. 30 cm de altura.;",NA,NA,NA,NA,NA,NA,"63502","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"225","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","07877","PreservedSpecimen","Plantae","Tracheophyta","Polygalales","Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hil.","I.A. Rodrigues","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","José Bonifácio","entre córregos jacaré e fartura","-49.6800003051758","-21.0499992370605",NA,NA,NA,"Flor amarela, ca. 60 cm.;",NA,NA,NA,NA,NA,NA,"36198","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"226","2020-06-22 14:18:58-03","UNESP-IBILCE","SJRP","09172","PreservedSpecimen","Plantae","Tracheophyta","Polygalales","Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hil.","B.M. Silva","Rodrigues Jr. C.E.",NA,NA,NA,NA,"América do Sul","Brasil","Goiás","Goiás","Goiás Velho","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Flor amarela, 30 cm de altura.;",NA,NA,NA,NA,NA,NA,"63502","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"227","2020-08-31 09:03:48-03","INPA","INPA","131285","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Silva, MG da","Santos, JUM dos","455","1982","11","22","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Rodovia entre Cuibá e Chapada, Rodovia entre Cuiabá e Chapada. Cerrado, solo arenoso.","-55","-15",NA,NA,NA,NA,"INPA0131285","INPA0131285 INPA0131285_e","-55","-15","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-08-31 09:03:48-03","INPA","INPA","256485","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Almeida, RF de","Heringer, EP","14227","1974","12","24","Southern America","Brasil","Goiás","Caldas Novas","8 km due NW of city of Caldas Novas. Several km N of N edge of Serra de Caldas.","-48.683333","-17.716667",NA,NA,NA,NA,"INPA0256485","INPA0256485 INPA0256485_e INPA0256485_nd1","-48.683333","-17.716667","2014","02",NA,NA,NA,NA,"04",NA,NA,NA,NA
"229","2020-08-31 09:03:48-03","INPA","INPA","49069","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Anderson, WR","Irwin, HS","34005","1972",NA,NA,"Southern America","Brasil","Goiás",NA,"Common in sandy brejo. Slopes of Serra dos Pirineus, ca. 21 Km E of Pirenópolis.","-48.75529","-15.85","1000","1000",NA,NA,"INPA0049069",NA,"-48.75529","-15.85","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-01-10 20:45:57-03","INPA","INPA","245445","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Correia, CAS","Carvalho, PS","168","2007","04","05","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Sucupira","-48.001389","-16.503889",NA,NA,NA,NA,"INPA0245445","INPA0245445 INPA0245445_det INPA0245445_e","-48.001389","-16.503889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-08-31 09:03:48-03","INPA","INPA","220821","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Santos, JL dos","Barbosa, RI","RIB 197","2007","04","29","Southern America","Brasil","Roraima","Boa Vista","Monte Cristo, Grade do PPBio na região do monte Cristo (próximo da parcela WE 00-700).","-75.677778","3.166667",NA,NA,NA,NA,"INPA0220821","INPA0220821 INPA0220821_e","-75.677778","3.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-01-10 20:45:57-03","INPA","INPA","71603","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Costa, MTR","Rodrigues, WA","9944","1977","11","17","Southern America","Brasil","Mato Grosso",NA,"Fazenda Piuva, na pista de pouso, Fazenda Piuva, a 1.400 - 1.500 de altura na pista de pouso.","-59.1","-10",NA,NA,NA,NA,"INPA0071603","INPA0071603 INPA0071603_e INPA0071603_e1","-59.1","-10","2019","09",NA,NA,NA,NA,"16",NA,NA,NA,NA
"233","2021-01-04 11:29:50-03","UEMA","SLUI","5546","PreservedSpecimen","Plantae","Angiospermae",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil",NA,"Saraiva, R. V. C.; Leonel, L. V.","307","2018","11","23",NA,"Brasil","Maranhão","Carolina","Parque Nacional da Chapada das mesas","-47.374136","-6.947756",NA,NA,NA,NA,"SLUI005546",NA,"47°22'26.89W","6°56'51.92S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-12-11 13:21:40-03","ICAUFMG","MCCA","3229","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"COSTA, S.R.; SILVEIRA, J.E.; SILVA, H.I.R.",NA,"2019","01","10",NA,"Brasil","Minas Gerais","Bonito de Minas","APA Pandeiros, Vereda Almescla.","-44.7543983459473","-15.3233003616333",NA,NA,NA,NA,"MCCA03385","MCCA03385 MCCA03385_01",NA,NA,NA,NA,"95199","auto",NA,NA,NA,NA,NA,NA,NA
"235","2019-12-13 08:11:41-03","ICAUFMG","MCCA","2125","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","IGLESIAS, D.T.","XAVIER, M.V.B.","203","2018","05","23",NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,"Local aberto","MCCA02209","MCCA02209 MCCA02209_v01 MCCA02209_v02 MCCA02209_v03 MCCA02209_v04 MCCA02209_v05",NA,NA,"2018","08","72568","auto",NA,NA,"07",NA,NA,NA,NA
"236","2017-11-24 14:11:19-02","UFLA","ESAL","1673","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","F. C. Hoehne","H. Luederviwaldt","12022",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Ypiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"237","2018-10-09 16:31:42-03","UFLA","ESAL","884","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A. Gehrt","Heringer, EP","108",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","ESAL","-44.999444","-21.245278",NA,NA,NA,"; ; ;",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2017-11-24 14:11:19-02","UFLA","ESAL","15910","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Alves, LL","Bruno césar França","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra da Canastra",NA,NA,NA,NA,NA,"erva; ; amarela;; campo rupestre",NA,NA,NA,NA,"2016","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2018-10-09 16:31:42-03","UFLA","ESAL","30080","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Domingos, DQ; Reis, GH","2125","2011","03","25",NA,"Brasil","Minas Gerais","Lavras","Serra do Farias.","-44.999444","-21.245278",NA,NA,NA,"Subarbusto. Flores com corola amarela, guias de néctar avermelhados.",NA,NA,"-44.999444","-21.245278","2013","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-08-20 12:04:50-03","UFLA","ESAL","31510","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Arruda, I A C","Arruda, I A C; Martins, C P V","332","2015","12","12",NA,"Brasil","Minas Gerais","Itutinga","Serra do Ouro Grosso","-44.6725","-21.307944","968","968",NA,"Erva, 25cm, sépalas com base verde e ápice vináceo, elaióforos vináceos, corola e anteras amarelas.; Campo Rupestre, campo geral arenoso.",NA,NA,"-44.6725","-21.307944","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-08-20 12:04:50-03","UFLA","ESAL","31516","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Arruda, I A C","Arruda, I A C; Martins, C P V","352","2015","12","12",NA,"Brasil","Minas Gerais","Itutinga","Serra da Chapada","-44.72775","-21.287111","950","950",NA,"Erva, 40cm, sépalas com base verde e ápice vináceo, elaióforos vináceos, corola amarela e anteras e estigma amarelo.; Campo Rupestre, campo geral arenoso.",NA,NA,"-44.72775","-21.287111","2017","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2018-10-09 16:31:42-03","UFLA","ESAL","4658","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Maria Cândida H.Mamede","Helder Bolognani Andrade","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Aeroporto","-44.999444","-21.245278",NA,NA,NA,"erva; 0,40 m; ;",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2018-10-09 16:31:42-03","UFLA","ESAL","6359","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","D. A. C.","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278","10","10",NA,"erva; 0,30; amarela;; campo rupestre",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2018-10-09 16:31:42-03","UFLA","ESAL","7972","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Alves, LL","Gavilanes, ML","2.298",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Sítio Três Barras","-44.999444","-21.245278",NA,NA,NA,"erva; 0,40; amarela;; cerrado",NA,NA,"-44.999444","-21.245278","2016","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2017-11-24 14:11:19-02","UFLA","ESAL","4418","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","M. Candida H. Mamede","Rogério N. de A. Fonseca","s.n.",NA,NA,NA,NA,"Brasil","Distrito Federal","Brasília","Fazenda Santa Fé","-47.9296989440918","-15.7797002792358",NA,NA,NA,"; ; amarela;; cerrado",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"246","2017-11-24 14:11:19-02","UFLA","ESAL","11633","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","M. L. Gavilanes","Oliveira, FM de","300",NA,NA,NA,NA,"Brasil","Minas Gerais","Divinópolis",NA,"-44.8838996887207","-20.1389007568359",NA,NA,NA,"erva; 0,2; amarela;; cerrado",NA,NA,NA,NA,NA,NA,"24731","auto",NA,NA,NA,NA,NA,NA,NA
