"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","day","verbatimLongitude","verbatimLatitude","class","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2019-08-20 10:00:38-03","UNICAMP","UEC","122256","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","890","2002","01",NA,"Brazil","Rodovia GO 118, Km 189, Sentido Alto Paraíso de Goiás-Terezina de #?#oiás, lado direito da pista.","-47.466667","-13.95",NA,NA,"UEC064493","UEC064493","Goiás","03","-47.466667","-13.95",NA,"Terezina de Goiás",NA,NA,"2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:00:38-03","UNICAMP","UEC","117374","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Pansarin, ER; Batista, JAN","741","2001","01",NA,"Brazil","Rodovia GO 118, Km 158, Campo ao lado direito da rodovia, sentido Alto Paraíso.","-47.5099983215332","-14.1324996948242",NA,"Flores róseas. Muito abundantes no local.","UEC064494","UEC064494","Goiás","08",NA,NA,NA,"Alto Paraíso de Goiás","44724","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:00:38-03","UNICAMP","UEC","128465","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","931","2003","01",NA,"Brazil","Rodovia GO 118, Km 188, Sentido Teresina de Goiás, Km 188, lado direito da pista, próximo ao cruzeiro que fica ao lado esquerdo da pista.","-47.5099983215332","-14.1324996948242",NA,"Próximo a afloramento rochoso, com água sobre a superfície.","UEC064489","UEC064489","Goiás","02",NA,NA,NA,"Alto Paraíso de Goiás","44724","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:38-03","UNICAMP","UEC","128456","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","949","2003","01",NA,"Brazil","Rodovia GO 118, Km 203, Sentido Teresina de Goiás, Km 203, lado esquerdo da pista.","-47.5099983215332","-14.1324996948242",NA,"Plantas desenvolvendo-se simpatricamente com C. aphylla e C. exilis. Flores nçao apresentando pico de floração no mesmo período que estas duas espécies. Folhas bem evidentes, côncavas.","UEC064485","UEC064485","Goiás","04",NA,NA,NA,"Alto Paraíso de Goiás","44724","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:38-03","UNICAMP","UEC","106520","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Batista, JAN","822","1998","12",NA,"Brazil","Campo a beira da estrada, no alto da Chapada.","-47.4583015441895","-13.7974996566772",NA,"Erva terrestre, em campo limpo úmido. Área anteriormente queimada. Frequente, observado grnade número de plantas, mais concentradas nos pontos mais úmidos do campo. Flores desenvolvidas, mas somente uma outra um pouco mais aberta. Sépa","UEC064487","UEC064487","Goiás","31",NA,NA,NA,"Cavalcante","92497","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:00:38-03","UNICAMP","UEC","117378","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Pansarin, ER; Batista, JAN","738","2001","01",NA,"Brazil","Estrada para São Domingos, Estrada de terra para São Domingos. Cerca de 30 Km de Cavalcante. Campo alagado ao lado esquerdo da estrada.","-47.4583015441895","-13.7974996566772",NA,"Planta encontrada em campo permanentemente alagado. Entre gramíneas.","UEC064491","UEC064491","Goiás","08",NA,NA,NA,"Cavalcante","92497","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:20:10-03","UNICAMP","UEC","134118","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pansarin, ER","Mickeliunas, L; Pansarin, ER","13","2004","01",NA,"Brazil","Estrada de terra que liga Diamantina a Conselheiro, Próximo ao Km 174 ao lado direito da estrada.","-43.6002998352051","-18.2493991851807",NA,"Planta encontrada em campo com áreas alagadas.","UEC064490","UEC064490","Minas Gerais","16",NA,NA,NA,"Diamantina","101169","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-04-22 16:26:35-03","UFPB","JPB","18015","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schlt.","Felix, LP","Felix, LP; Miranda, CAB de; Sousa, MA","3957","1991","06","Southern America","Brasil","Reserva Biológica Guaribas, Capim Azul. Sema I.","-35.142056","-6.741861",NA,"; DESC: Terrestre. Erva. Flores amarelas, provavelmente cleistogâmicas. Terresno úmidos de fontainha, em maio à formação de gramíneas e Cyperáceas.",NA,NA,"Paraíba","13","-35.142056","-6.741861",NA,"Mamanguape",NA,NA,"1991","07","181","181","06",NA,NA,NA,NA,NA
"19","2020-12-21 16:38:19-03","MBM","MBM","20525","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gert-hatschbachiana","Cleistes gert-hatschbachiana","Hoehne","Hoehne, F.C.","Hatschbach, G.; Smith, L.B.; Smith, L.B.","28758","1972","01","Southern America","Brazil","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"MBM020525",NA,"Minas Gerais","17",NA,NA,NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-03 19:47:20-03","MNHN","RECOLNAT_MNHN_P","P00367125","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","paludosa","Cleistes paludosa","Rchb.f.",NA,"Kappler, A.",NA,"1844",NA,NA,"Surinam","In paludibus distr. Para",NA,NA,"hb","Herbier Steudel <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367125' target='other'> <mi>dwc_moreinfo</mi></a>","P00367125","P00367125_01 P00367125_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1492",NA,NA,NA
"21","2015-09-03 19:48:30-03","MNHN","RECOLNAT_MNHN_P","P00438718","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.",NA,"Sarthou, C.",NA,"2001","3",NA,"Guyane Française","Est du Mitaraka Sud","-54.5","2.26667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438718' target='other'> <mi>dwc_moreinfo</mi></a>","P00438718","P00438718_01",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"480",NA,NA,NA,"933",NA,NA,NA
"22","2015-09-03 20:03:41-03","MNHN","RECOLNAT_MNHN_P","P00367089","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.",NA,"Spruce, R.",NA,"1854","6",NA,"[Venezuela]","Prope Maypures, ad flumen Orenoco",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367089' target='other'> <mi>dwc_moreinfo</mi></a>","P00367089","P00367089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3624",NA,NA,NA
"23","2015-09-03 19:47:19-03","MNHN","RECOLNAT_MNHN_P","P00367090","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.","Cremers","Cremers, G.",NA,"1986","12",NA,"Guyane française","Savane de Corossony, PK 111 de la route Cayenne-St Laurent",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367090' target='other'> <mi>dwc_moreinfo</mi></a>","P00367090","P00367090_01",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"9546",NA,NA,NA
"24","2015-09-03 19:47:19-03","MNHN","RECOLNAT_MNHN_P","P00367091","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.","Veyret","Leprieur, F.M.R.",NA,"1838",NA,NA,"Guyane française",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367091' target='other'> <mi>dwc_moreinfo</mi></a>","P00367091","P00367091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117",NA,NA,NA
"25","2015-09-03 19:47:19-03","MNHN","RECOLNAT_MNHN_P","P00367092","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.",NA,"Sastre, C.|Sastre, et F.",NA,"1968","2",NA,"Guyane française","Savane route de Stoupan, 1 km avant crique Macrabo jusqu'au carrefour route de Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367092' target='other'> <mi>dwc_moreinfo</mi></a>","P00367092","P00367092_01",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA
"26","2015-09-03 19:47:19-03","MNHN","RECOLNAT_MNHN_P","P00367093","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.",NA,"Raynal, A.|Tirel, C.",NA,"1976","3",NA,"Guyane française","Savane du Gallion, 20 km SSE de Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367093' target='other'> <mi>dwc_moreinfo</mi></a>","P00367093","P00367093_01",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18433",NA,NA,NA
"27","2015-09-04 11:58:28-03","MNHN","RECOLNAT_MNHN_P","P00367181","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.","Batista","Benoist, R.",NA,"1914","2",NA,"Guyane française","Charvein, Savane blanche.",NA,NA,"hb","reçu le 29 juin 1914 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367181' target='other'> <mi>dwc_moreinfo</mi></a>","P00367181","P00367181_01",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"735",NA,NA,NA
"28","2020-12-11 11:44:24-03","UFMG","BHCB","151342","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Batista, JAN; Bianchetti, LB; Miranda, ZJG","3069","2010","12","Southern America","Brasil","Área de proteção manacial Currais e Pedra; Floresta Nacional; Na altura do setor de oficinas de Taguatinga Norte. Área de campo entre o córrego Currais e a BR-077.","-48.850556","-1.920789",NA,"erva terrestre, em campo limpo permanentemente úmido. solo escuro, com água sobre a superfície, estável. Área queimada durante a seca. Pouco comum.",NA,NA,"Distrito Federal","23","-48.850556","-1.920789",NA,"Taguatinga",NA,NA,NA,NA,"1208","1208",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:24-03","UFMG","BHCB","134976","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Martins, CAN; Batista, JAN; Munhoz, ACD; Ramalho, AJ","16","2007","12","Southern America","Brasil","Parque Nacional da Serra do Cipó, campo úmido.","-43.611","-19.403889",NA,NA,NA,NA,"Minas Gerais","18","-43.611","-19.403889",NA,"Santana do Riacho",NA,NA,NA,NA,"933","933",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:44:24-03","UFMG","BHCB","113851","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Batista, JAN; Mota, RC da; El Bizri, HR","1781","2006","12","Southern America","Brasil","Serra do Cipó, altura do antigo km 112, caminho pa","-43.55825","-19.302889",NA,"Erva terrestre, em campo limpo úmido. Solo escuro, úmido. Área não queimada. Ocasional; observado um pequeno grupo de plantas restrito a um ponto do campo. Sépalas verde claro; pétalas brancas; labelo branco com o ápice arroxeado.",NA,NA,"Minas Gerais","14","-43.55825","-19.302889",NA,"Santana do Riacho",NA,NA,NA,NA,"1294","1336",NA,NA,NA,NA,NA,NA
"31","2021-01-15 17:53:18-03","UFMG","BHCB","134668","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Batista, JAN; Mota, RC da; Bizri, HRE","1775a","2006","12","Southern America","Brasil","Parque Municipal Ribeirão do Campo., Subida para a parte de cima da Cachoeira do Tabuleiro.","-43.55","-19.083333",NA,"Erva terrestre, em mancha de campo úmido em encosta. Solo escuro, areno-argiloso. Rara no local.Coordenadas gerais da área.","BHCB001122","BHCB001122","Minas Gerais","13","-43.55","-19.083333",NA,"Conceição do Mato Dentro",NA,NA,NA,NA,"1070","1070",NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:24-03","UFMG","BHCB","180093","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Munhoz, ACD","79","2008","01","Southern America","Brasil","Serra do Cipó, Cardeal Mota","-43.564167","-19.292525",NA,"Coordenadas inferidas com base em outras coletas realizadas na mesma data.","BHCB032403",NA,"Minas Gerais","12","-43.564167","-19.292525",NA,"Santana do Riacho",NA,NA,"2015","12","1258","1258","18",NA,NA,NA,NA,NA
"33","2020-12-11 11:44:24-03","UFMG","BHCB","180748","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Ramalho, AJ; Mota, NFO; Viana, PL; Giorni, VT","15a","2008","02","Southern America","Brasil","Parque Estadual do Rio Preto, Morro Redondo (campo das abobadas)","-43.327242","-18.235417",NA,"Erva terrestre.Material avulso encontrado sob o número A.J.R. 15 sem quaquer outra informação; dados inferidos com base na coleta de número mais próximo.; Campo rupestre, área seca.",NA,NA,"Minas Gerais","29","-43.327242","-18.235417",NA,"São Gonçalo do Rio Preto",NA,NA,"2016","01","1538","1538","10",NA,NA,NA,NA,NA
"34","2020-12-11 11:44:24-03","UFMG","BHCB","151370","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Batista, JAN; Bianchetti, LB","3097","2010","12","Southern America","Brasil","Chapada dos Veadeiros, campos a esquerda da GO-239, sentido São Jorge para Alto Paraiso, cerca de 2,9km após a entrada para o Vale da Lua.","-47.730694","-15.351111",NA,"Erva terrestre, em campo limpo estacionalmente úmido; Solo humoso, escuro, úmido. Área queimada durante a seca. Pouco comum. Sépalas verde claro. Pétalas brancas. LAbelo branco com estrias vinosas, crista amarelada. Coluna branca.",NA,NA,"Goiás","30","-47.730694","-15.351111",NA,"Alto Paraíso de Goiás",NA,NA,NA,NA,"1116","1116",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:24-03","UFMG","BHCB","105380","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Mota, RC da","3358","2007","01","Southern America","Brasil","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em brejo; erva terrestre; sépalas verde-claras, pétalas e coluna branca, labelo rosa-claro com venações mais escuras, calosidades amarelda",NA,NA,"Minas Gerais","20",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:24-03","UFMG","BHCB","92793","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Mota, RC da","2914","2005","02","Southern America","Brasil","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"erva terrestre em campo limpo brejoso; sépalas e pétalas laterais verde-claras, labelo lilás-claro com venações lilás-escuras, cerdas longitudinais do labelo amareladas.",NA,NA,"Minas Gerais","15",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:44:24-03","UFMG","BHCB","64077","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb ex Griseb.) Schltr.",NA,"Barreto, HLM","4884","1933","04","Southern America","Brasil","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,"Herbácea; muito frequente.; Brejo no campo","BHCB043459","BHCB043459","Minas Gerais","14",NA,NA,NA,"Santa Bárbara","33136","auto","2005","08",NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-02-03 05:18:00-02","MO","MOBOT","1811203","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f.) Schltr.",NA,"Dairon Cárdenas L.","Cárdenas López 3096","1990","11","South America","Colombia","Corregimiento de Aquitania","-74.93333","5.88333",NA,NA,NA,NA,"Antioquia","27",NA,NA,NA,"San Francisco",NA,NA,NA,NA,"800.00000000","1140.00000000",NA,NA,NA,NA,NA,NA
"39","2011-02-27 13:39:00-03","MO","MOBOT","2817074","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f.) Schltr.","G. Carnevali","Otto Huber|Robert Kral","Huber 7975","1983","8","South America","Venezuela","Dept. Atabapo, sabanas al pié W del Cerro Yapacana, entre la laguna del Caño Cotúa y el pié del Cerro.","-66.86666","3.63333",NA,NA,NA,NA,"Amazonas","10",NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA
"40","2018-02-14 17:37:00-02","MO","MOBOT","667851","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f.) Schltr.","Al Gentry (MO)","Alwyn H. Gentry|Percy Núñez V.","Gentry 69565","1990","2","South America","Peru","Pampas del Heath. Open savannah with small patches of trees.","-68.9","-12.7666667",NA,NA,NA,NA,"Madre de Dios","26",NA,NA,NA,"Tambopata",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"422","2",NA,NA
"41","2020-08-31 09:19:28-03","INPA","INPA","235124","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","Pessoa, EM","Pessoa, EM","360","2010","07","Southern America","Brasil","Rio Barauana, Campinarana.","-61.2","1.2",NA,NA,"INPA0235124","INPA0235124 INPA0235124_e","Roraima","27","-61.2","1.2",NA,"Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-11-06 16:18:19-02","UFPB","EAN","6194","S","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f.) Schltr","L. P. Felix","L. P. Felix ; C. A. B. Miranda & M. A. Sousa","3957","1991","06",NA,"Brasil","Capím Azul, Sema I","-35.1261","-6.83861",NA,"Erva; flores amarelas, provavelmente cleistogânicas..Habitat: Terrestre",NA,NA,"Paraíba","13",NA,NA,NA,"Mamanguape","36853","auto","1991","07",NA,NA,"06",NA,NA,NA,NA,NA
"43","2014-11-06 16:18:19-02","UFPB","EAN","9463","S","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f.) Schltr","L. P. Felix","L. P. Felix ; S. M. C. Barbeiro","9763","2002","08",NA,"Brasil",NA,NA,NA,NA,"Segmentos vegetativos verdes, flor única creme. Terrenos alagados da Fontainha, sobre Sphognum..Habitat: Terrestre",NA,NA,"Paraíba","14",NA,NA,NA,"Rebio Guarabira",NA,NA,"2005","03",NA,NA,"09",NA,NA,NA,NA,NA
"44","2021-03-01 11:50:03-03","UFPE","UFP","75500","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Schltr.","Pessoa, E","Pessoa, E; Vascocelos, S; Melo, A","360","2010","07",NA,"Brasil",NA,"-6.086111","-1.347222",NA,"Terrestre com flor branca e labelo com estrias róseas e lamelas amarelas.","UFP075500",NA,"Roraima","26","-6.086111","-1.347222",NA,"Caracaraí",NA,NA,"2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2700843","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","gert-hatschbachiana","Cleistes gert-hatschbachiana",NA,NA,"G. Hatschbach, L. B. Smith & E. S. Ayensu","28758","1972","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00319703","US00319703_01","Minas Gerais","17",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
