"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00838127","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","8212","1965","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838127","Magnoliophyta","Caryophyllales","Mart.","H. Robinson","Distrito Federal","Brasília","Chapada da Contagem, ca. 10 km N. E. of Brasília","-47.85071","-15.7194","1000","1000","NY00838127_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00838125","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","W. R. Anderson","8565","1973","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838125","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Minas Gerais",NA,"6 km by road N of Gouvêia on road to Diamantina. Serra do Espinhaço.","-43.7117","-18.4","1250","1250","NY00838125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00838137","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. G. Hatschbach","64786","1996","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838137","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1719","-17.7575","1200","1200","NY00838137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1015677","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","W. Ganev","3126","1994","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015677","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Bahia","Abaíra","Serra da Serrinha, caminho Capão-Serrinha-Bicota.","-41.85","-13.33","1220","1450","NY01015677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00838134","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","A. F. M. Glaziou","19751",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838134","Magnoliophyta","Caryophyllales","Mart.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00838134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","493332","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","S. A. Mori","13552","1980","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493332","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Bahia","Rio de Contas","A 10 km ao NW de Rio de Contas","-41.877085","-13.5173376","1000","1000","NY00493332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00838139","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. G. Hatschbach","46614","1983","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838139","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Goiás","Cristalina","Serra dos Cristais","-47.6133","-16.7686",NA,NA,"NY00838139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493338","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","R. M. Harley","21750","1980","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493338","Magnoliophyta","Caryophyllales","Mart.","C. C. Townsend","Bahia",NA,"Chapadao Ocidental da Bahia. Ca. 15 km S.W. of Correntina on the road to Goiás","-44.72","-13.48","600","600","NY00493338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493340","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","R. M. Harley","19966","1977","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493340","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Bahia",NA,"Serra do Rio de Contas. Ca. 1 km south of small town of Mato Grosso on the road to Vila do Rio de Contas","-41.82","-13.48","1200","1200","NY00493340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","493342","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","N. Hensold","440b","1982","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493342","Magnoliophyta","Caryophyllales","Mart.","A. Furlan","Minas Gerais","Santana do Riacho","Serra do Cipó, Alro dos Palácios, 125 km by road from Lagoa Santa (21 km E of Hotel Chapeu de Sol), on road to Conceiçao do Mato Dentro","-43.5444","-19.2444","1300","1380","NY00493342_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00838140","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","S. Romaniuc Neto","310","1985","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838140","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5097","-14.1325",NA,NA,"NY00838140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00838130","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","21410","1968","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838130","Magnoliophyta","Caryophyllales","Mart.","K. Becker","Tocantins","Guaraí","10 km S. of Guará.","-48.52","-8.93","550","550","NY00838130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","493339","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","R. M. Harley","21113","1980","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493339","Magnoliophyta","Caryophyllales","Mart.","C. C. Townsend","Bahia",NA,"Serra Geral de Caitité ca. 5 km S. from Caitité along the Brejinhos das Ametistas road","-42.48","-14.12","1000","1000","NY00493339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","493341","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","E. Mileski","292","1979","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493341","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Pará","Conceição do Araguaia","Próximo a Conceiçao do Araguaia","-49.2644","-8.2581",NA,NA,"NY00493341_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02461012","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","TSMG","924","1982","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2689812' target='other'> <mi>dwc_moreinfo</mi></a>","NY02461012","Magnoliophyta","Caryophyllales","Mart.",NA,"Minas Gerais","Nova Lima","Morro do Chapéu.","-43.8466987609863","-19.9855995178223",NA,NA,"NY02461012_01","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00838133","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","23454","1969","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838133","Magnoliophyta","Caryophyllales","Mart.","K. Becker","Minas Gerais","Cristália","Serra do Espinhaço, ca. 16 km west of Grão Mogol","-42.98155","-16.6439","950","950","NY00838133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00838128","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","19871","1968","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838128","Magnoliophyta","Caryophyllales","Mart.","K. Becker","Minas Gerais",NA,"Serra de Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","1600","1600","NY00838128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","493335","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","W. R. Anderson","36854","1972","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493335","Magnoliophyta","Caryophyllales","Mart.","K. M. Becker","Bahia","Barreiras","Espigao Mestre, ca. 100 km WSW of Barreiras","-44.99","-12.15","750","800","NY00493335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00838136","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. T. Prance","58194","1964","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838136","Magnoliophyta","Caryophyllales","Mart.","K. Becker","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. 2 km from Veadeiros","-47.5097","-14.1325",NA,NA,"NY00838136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00838129","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","19872","1968","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838129","Magnoliophyta","Caryophyllales","Mart.","K. Becker","Minas Gerais",NA,"Serra de Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","1600","1600","NY00838129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","493331","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","H. S. Irwin","14798","1966","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493331","Magnoliophyta","Caryophyllales","Mart.","K. M. Becker","Bahia","Sao Desidério","(Drainage of the Rio Corrente, Western Bahia) Near Rio Piau, ca. 150 km. S.W. of Barreiras","-44.9731","-12.3633","850","850","NY00493331_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00838142","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. M. Magalhaes","19223","1963","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838142","Magnoliophyta","Caryophyllales","Mart.","J. C. de Siqueira","Minas Gerais","Santa Vitória","Alto da Serra dos Patos, 30 km. Leste do canal de S. Simao.","-50.1214","-18.8386",NA,NA,"NY00838142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00838065","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J. R. Pirani","2280","1988","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838065","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Minas Gerais","Itacambira","2 km W da cidade, na Rodovia para Juramento, no alto da serra","-43.3","-17.07","1220","1220","NY00838065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00838141","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","T. C. Plowman","9185","1980","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838141","Magnoliophyta","Caryophyllales","Mart.","T. M. Pedersen","Tocantins","Babaçulândia","18 km southwest of Wanderlândia along Belém-Brasília highway (BR-153).","-48.08","-6.93","420","420","NY00838141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:18:43-03","UFRJ","RFA","9927","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","A.P. Duarte","10422","1967","06","06",NA,"Brasil",NA,NA,NA,"RFA28582",NA,NA,"Mart.","T.M. Pedersen",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:28:44-03","UFRJ","RFA","19041","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Cézio Pereira","345","1977","07","18",NA,"Brasil",NA,NA,"Subarbusto. Flores amarelas","RFA15960",NA,NA,"Mart.","J. C. Siqueira","Goiás","Mozarlândia",NA,"-50.5705986022949","-14.7447004318237",NA,NA,NA,"35559","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-15 11:14:18-03","FUNED","FUNED-POL","2838","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis",NA,NA,"1998","05","01",NA,"Brasil",NA,NA,NA,"POL002838",NA,NA,NA,NA,"MG",NA,"Funed",NA,NA,NA,NA,"POL002838_p01 POL002838_p02 POL002838_p03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-15 11:14:18-03","FUNED","FUNED-POL","4516","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","São-Thiago, P.S., Caires,C.S., Silveira,M.A.",NA,"2009","07","22",NA,"Brasil",NA,NA,"Pétalas brancas- aeroporto","POL004516",NA,NA,NA,NA,"MG","Januária","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","-44.628889","-14.935833",NA,NA,"POL004516_p02 POL004516_p03 POL004516_p05",NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:33:14-03","EAO","IAN","138160","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Irwin, HS; Maxwell, HS","19871","1968","02","12","Southern America","Brasil",NA,NA,"Herb with several erect or asceding stems from a deep root. Bracts red; flowers yellow.","IAN138160","Dicotiledônea",NA,"Mart.",NA,"Minas Gerais",NA,"Campo. Upland campo and adjacent rocky slopes and outcrops, Serra do Itabirito, ca. 45km S.E. of Belo Horizonte.",NA,NA,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:14-03","EAO","IAN","58656","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Pires, JM; Black, GA","2229","1950","05","26","Southern America","Brasil",NA,NA,"Flores alvas.","IAN058656","Dicotiledônea",NA,"Mart.","Marchioretto, MS","Maranhão",NA,"Perto de Carolina; campo cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:14-03","EAO","IAN","58698","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Pires, JM; Black, GA","2271","1950","05","26","Southern America","Brasil",NA,NA,"Capítulos brancos.","IAN058698","Dicotiledônea",NA,"Mart.","Marchioretto, MS","Maranhão",NA,"Perto de Carolina; campo cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:14-03","EAO","IAN","93433","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Glaziou, AFM","19751",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN093433","Dicotiledônea",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:14-03","EAO","IAN","105393","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Magalhães, MG","1921","1942","02","22","Southern America","Brasil",NA,NA,"Erva.","IAN105393","Dicotiledônea",NA,"Mart.","Barreto, M","Minas Gerais","Belo Horizonte","Entre as pedras de ferro (rocha de canga), lagoa seca","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:14-03","EAO","IAN","105392","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Magalhães, MG","1420","1956","02","16","Southern America","Brasil",NA,NA,"Erva.","IAN105392","Dicotiledônea",NA,"Mart.","Barreto, M","Minas Gerais","Belo Horizonte","Entre as pedras de ferro (rocha de canga), serra Taquaril.","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
