"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00925224","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","H. S. Irwin","1965","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925224","9727","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Goiás","Serra dos Cristais. 5 km W. of Cristalina","-47.6","-16.79518","1175","NY00925224_01","1175","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","522175","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. Goodland","1966",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522175","402","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","São Paulo","0.5 km W on Country Club Road, opposite 1 entrance to Araraquara","-48.1697","-21.7903",NA,"NY00522175_01",NA,"Araraquara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00925206","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","J. S. Blanchet","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925206","3409","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Bahia","Brasil trop. Igreja Velha.",NA,NA,NA,"NY00925206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00925229","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","M. F. Simon","1996","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925229","56","Magnoliophyta","Myrtales","(Bonpl.) DC.","C. E. B. Proença","Distrito Federal","Cachoeira do Colorado, próximo à fábrica de asfalto.","-47.88","-15.58",NA,"NY00925229_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 16:09:00-03","NY","NYBG","01467413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. T. Pennington","2006","01","22","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467413","1467","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Junín","San Ramón, Hill above road to Cascada El Tirol.","-75.3497","-11.13986","870","NY01467413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00925234","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","D. Philcox","1967","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925234","3245","Magnoliophyta","Myrtales","(Bonpl.) DC.","R. M. Harley","Mato Grosso","2 km. W. of Xavantina - Cachimbo Road. km. 264.",NA,NA,NA,"NY00925234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00925207","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925207","1512","Magnoliophyta","Myrtales","(Bonpl.) DC.","C. A. Cogniaux","Goiás","Serra D'Ourada.",NA,NA,NA,"NY00925207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","110668","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","W. W. Thomas","1993","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110668","9666","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Bahia","Campo Formoso, Morro do Cruzeiro, east of town","-40.33","-10.5",NA,"NY00110668_01",NA,"Campo Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 03:05:00-03","NY","NYBG","01400510","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","S. Tiwari","1995","03","10","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1669305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01400510","1463A",NA,"Myrtales",NA,"F. A. Michelangeli","Potaro-Siparuni","10km North of Orinduik","-59.83","4.7","2500","NY01400510_01","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00925235","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","D. Philcox","1968","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925235","4128","Magnoliophyta","Myrtales","(Bonpl.) DC.","R. M. Harley","Mato Grosso","c. 1-3 km W. of km. 261 Xavantina - Cachimbo road.",NA,NA,NA,"NY00925235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1653904","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","L. J. Dorr","1990","06","22","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1938268' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653904","7129","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Táchira","SE slopes of Cerro El Morro on the old road from pregonero to Potosi.","-71.7","7.95","1150","NY01653904_01","1250","Uribante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02831644","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. C. Forzza","2014","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3129476' target='other'> <mi>dwc_moreinfo</mi></a>","NY02831644","8289","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Roraima","Cerrado ao lado do aeroporto.","-60.158056","4.596111",NA,"NY02831644_01",NA,"Uiramutã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02680502","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","V. de F. Mansano","2011","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947850' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680502","929","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Para","São Pedro.","-54.9067","-2.5356",NA,"NY02680502_01",NA,"Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1653908","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","T. W. Henkel","1993","01","23","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1938312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653908","938","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Potaro-Siparuni","Pakaraima Mts, Upper Ireng River, Orinduik Falls","-60.02222222","4.716666667","510","NY01653908_01","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01098092","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","C. Farney","1987","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273289' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098092","2070","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará","Campos do Aribamba, Campos próximos ao Igarapé Mutum e rio Ariramba","-55.7591289","-1.1645993",NA,"NY01098092_01",NA,"Óbidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00925222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","D. Philcox","1967","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925222","3452","Magnoliophyta","Myrtales","(Bonpl.) DC.","R. M. Harley","Mato Grosso","Km 252 Xavantina - Cachimbo road.",NA,NA,NA,"NY00925222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00925220","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","H. S. Irwin","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925220","25643","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Minas Gerais","Morro da Pedras, ca. 35 km N.E. of Patrocínio","-43.2485756","-19.9480039","1000","NY00925220_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01098091","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","J. M. Pires",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098091","6293","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará",NA,NA,NA,NA,"NY01098091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00925212","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. Goodland","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925212","729","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Minas Gerais","Triângulo region.",NA,NA,NA,"NY00925212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01098095","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","E. L. Sette Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273268' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098095","599","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Roraima",NA,NA,NA,NA,"NY01098095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","522180","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","I. Mimura","1961","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522180","73","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","São Paulo","6.8 - 7.2 km ao SSE em linha reta da praça principal de Sao José dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna","-45.88","-23.1703","635","NY00522180_01","635","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00925221","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","W. R. Anderson","1973","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925221","8240","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Goiás","Ca. 4.5 km by road NE of Cristalina. Serra dos Cristais.","-47.65","-16.78","1180","NY00925221_01","1180","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01098083","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","M. G. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273309' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098083","3771","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará",NA,NA,NA,NA,"NY01098083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1019144","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","P. G. Delprete","2007","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279031' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019144","10522","Magnoliophyta","Myrtales","(Bonpl.) DC.","F. A. Michelangeli","Goiás","Serra dos Pireneus. Estrada para a subida da serra desde Pirenópolis, primeira estrada da chão para a Chachoeira da Andorinha.","-48.9267","-15.8397","800","NY01019144_01","800","Pirenópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 02:50:00-03","NY","NYBG","01467300","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. T. Pennington","2006","02","22","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467300","1553","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Junín","Kivinaki, Fundo Sr. Carpio, Hill above road La Merced - Satipo.","-74.992267","-10.88115","800","NY01467300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01098093","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. Spruce",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098093","626or 1311","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará",NA,NA,NA,NA,"NY01098093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01098088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","G. T. Prance","1977","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273234' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098088","P24928","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Pará","Serra do Cachimbo, BR 163, Cuiabá-Santarem Highway; Km 873 Cuiabá-Santarem; Serra do Cachimbo","-54.9678183","-8.8254307",NA,"NY01098088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01097897","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","W. A. Ducke",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273248' target='other'> <mi>dwc_moreinfo</mi></a>","NY01097897","1187","Magnoliophyta","Myrtales","(Bonpl.) DC.",NA,"Amazonas",NA,NA,NA,NA,"NY01097897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01098099","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","W. C. Steward","1977","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098099","178","Magnoliophyta","Myrtales","(Bonpl.) DC.","J. J. Wurdack","Roraima","Estrada Boa Vista-Venezuela, 5 Km south of Rio Surumu. Savanna on rocky foothills of Serra Pacaraima. In vicinity of small creek.",NA,NA,NA,"NY01098099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-02-01 14:18:00-02","NY","NYBG","1653912","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. Guillén","1999","11","26","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1938317' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653912","4778","Magnoliophyta","Myrtales",NA,"S. S. Renner","Santa Cruz","Serranía Santiago","-59.5717","-18.3281","650","NY01653912_01",NA,"Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 03:01:00-03","NY","NYBG","01467401","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","R. T. Pennington","2006","02","22","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467401","1551","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Junín","Kivinaki, Fundo Sr. Carpio, Hill above road La Merced - Satipo.","-74.992267","-10.88115","800","NY01467401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01098090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","J. H. Kirkbride Jr.","1977","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274024' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098090","2893","Magnoliophyta","Myrtales","(Bonpl.) DC.","S. S. Renner","Pará","Serra do Cachimbo. Pink sand campina along BR 163, Cuiabá-Santarém road, Km 838-839.","-54.9153972","-9.0949088",NA,"NY01098090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00925208","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925208","360","Magnoliophyta","Myrtales","(Bonpl.) DC.","C. A. Cogniaux","Minas Gerais","In campis altis succis ad S. João d' El Ry et Patrocínio, Fouriel Paula, Fanado.",NA,NA,NA,"NY00925208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
