"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","eventTime","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem"
"13","2021-03-01 16:34:25-03","UNICAMP","UEC","166267","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, AKA; Fidanza Rodrigues, K; Perez, APF; Silva, MJ","1107","2007","03","13",NA,"Brazil","Bahia","Mucugê","Pico do Gobira","-41.3725","-13.0625","4232","4232",NA,"Arbusto ca. 1,5 m alt. Folhas verdes, discolores, face abaxial mais clara a adaxial às vezes vináceas. Frutos com hipanto vináceo com tricomas branco-acinzentadas, sépalas vináceas. Material coletado: DNA. Foto. Isoenzimas, morfometria","UEC036279","UEC036279",NA,NA,"-41.3725","-13.0625",NA,NA,NA,NA,NA,NA,NA,NA
"14","2014-10-14 15:56:54-03","BS","M","M-0165511","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Luetzelburg, P. von",NA,"1914","06","30",NA,"Brasil",NA,NA,"Carrascogebiet: Central-Bahia. Minas de Contas",NA,NA,NA,NA,NA,NA,"M0165511",NA,NA,NA,NA,NA,NA,"Magnoliopsida","SYNTYPE","21:00",NA,NA,NA,NA
"15","2014-10-14 15:56:54-03","BS","M","M-0165512","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Luetzelburg, P. von",NA,"1912","12","31",NA,"Brasil",NA,NA,"Carrasco-Gebiet, Bahia, Itubira",NA,NA,NA,NA,NA,NA,"M0165512",NA,NA,NA,NA,NA,NA,"Magnoliopsida","LECTOTYPE","21:00",NA,NA,NA,NA
"16","2014-10-14 15:56:54-03","BS","M","M-0165513","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Luetzelburg, P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"M0165513",NA,NA,NA,NA,NA,NA,"Magnoliopsida","ISOLECTOTYPE",NA,NA,NA,NA,NA
"17","2020-12-21 16:34:25-03","MBM","MBM","254564","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgraf","Woodgyer, E.","Ganev, W.","1452",NA,NA,NA,"Southern America","Brazil","Bahia","Abaíra","Catolés de Cima","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"MBM254564","MBM254564",NA,NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA
"18","2013-01-27 06:59:00-02","MO","MOBOT","3227717","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","E.M. Woodgyer","Wilson Ganev","Ganev 2281","1993",NA,NA,"South America","Brazil","Bahia",NA,"Município de Abaíra: Pico do Barbado. Campo rupestre, solo arenoso com rochas.","-41.9","-13.3","1950.00000000","2033.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 13:25:35-03","UFBA-IMS","HVC","1276","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"A.K.A. Santos; J.O. Cruz","1322","2015","03","14",NA,"Brasil","Bahia","Rio de Contas","Trilha Pico das Almas. Trilha Pico das Almas.","-41.948611","-13.514722","1543","1543",NA,"Folhas verdes descolores, face inferior verde claro.Flores com cálice, hipanto verdes. Pétalas magenta, estames amarelos.Arbusto muito ramificado.","HVC00001276",NA,NA,NA,"41º56'55''W","13º30'53''S",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 13:25:35-03","UFBA-IMS","HVC","1275","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"A.K.A. Santos; J.O. Cruz","1320","2015","03","14",NA,"Brasil","Bahia","Rio de Contas","Trilha Pico das Almas. Trilha Pico das Almas.","-41.948611","-13.514722","1543","1543",NA,"Folhas verdes descolores, face adaxial verde escuro.Flores com hipanto e cálice verde a amarelado. Pétalas magenta, estames amarelos.","HVC00001275",NA,NA,NA,"41º56'55''W","13º30'53''S",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"P. von Lützelburg","175","1914",NA,NA,"South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"22","2021-03-15 18:28:45-03","USP","SPF","111888","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","Woodgyer, EM","Ganev, W","2281","1993","09","28",NA,"Brasil","Bahia","Abaíra","Pico do Barbado","-41.9","-13.3","1950","2033",NA,NA,"SPF00111888",NA,"1999",NA,"-41.9","-13.3",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 18:28:45-03","USP","SPF","87836","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","Woodgyer, EM","Ganev, W","1452","1992","11","16",NA,"Brasil","Bahia","Abaíra","Catolés de Cima","-41.9","-13.266667","1800","1800",NA,NA,"SPF00087836",NA,"1999",NA,"-41.9","-13.266667",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:28:45-03","USP","SPF","88177","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","Woodgyer, EM","Ganev, W","1308","1992","10","22",NA,"Brasil","Bahia","Abaíra","Serra das Brenhas","-41.866667","-13.316667","1860","1860",NA,NA,"SPF00088177",NA,"1999",NA,"-41.866667","-13.316667",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-07 09:34:20-03","UEFS","HUEFS","46350","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Harley, R.M.","H50727","1992","01","10",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,"Entre rochas.","HUEFS0046350","HUEFS0046350","2006","06","41W54'","13S15'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:34:20-03","UEFS","HUEFS","106773","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Santos, A.K.A.","809","2006","02","18",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.947778","-13.515278",NA,NA,NA,NA,"HUEFS0106773","HUEFS0106773","2006","06","41W56'52''","13S30'55''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:34:20-03","UEFS","HUEFS","106784","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Santos, A.K.A.","820","2006","02","18",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.966111","-13.526389","1890","1890",NA,"Campo rupestre.","HUEFS0106784","HUEFS0106784","2006","05","41W57'58''","13S31'35''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"28","2019-10-07 09:34:20-03","UEFS","HUEFS","113504","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","892","2006","10","14",NA,"Brasil","Bahia","Abaíra","Abaíra - Calotés, Serra do Barbado. Trilha para o pico do Barbado, próximo ao muro de Pedras.","-41.9","-13.283333","1300","1300",NA,"Campo rupestre.","HUEFS0113504","HUEFS0113504",NA,NA,"41W54'","13S17'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:34:20-03","UEFS","HUEFS","116780","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","936","2006","12","14",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.966111","-13.526389","1890","1890",NA,"Campo rupestre.","HUEFS0116780","HUEFS0116780",NA,NA,"41W57'58''","13S31'35''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"30","2019-10-07 09:34:20-03","UEFS","HUEFS","116812","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","968","2007","01","12",NA,"Brasil","Bahia","Abaíra","Catolés. Serra do Barbado.","-41.9","-13.3","1950","2000",NA,"Campo Rupestre.","HUEFS0116812","HUEFS0116812",NA,NA,"41W54'","13S18'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:34:20-03","UEFS","HUEFS","116814","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","970","2007","01","12",NA,"Brasil","Bahia","Abaíra","Catolés. Serra do Barbado.","-41.9","-13.3","1950","2000",NA,"Campo Rupestre.","HUEFS0116814","HUEFS0116814",NA,NA,"41W54'","13S18'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:34:20-03","UEFS","HUEFS","120363","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","1107","2007","03","13",NA,"Brasil","Bahia","Mucugê","Pico do Gobira.","-41.3725","-13.0625","4232","4232",NA,NA,"HUEFS0120363","HUEFS0120363",NA,NA,"41W22'21''","13S3'45''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:34:20-03","UEFS","HUEFS","12372","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Ganev, W.","1308","1992","10","22",NA,"Brasil","Bahia","Abaíra",NA,"-41.866667","-13.316667","1860","1860",NA,NA,"HUEFS0012372","HUEFS0012372","2002","12","41W52'","13S19'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:34:20-03","UEFS","HUEFS","12516","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Ganev, W.","1452","1992","11","16",NA,"Brasil","Bahia","Abaíra",NA,"-41.9","-13.266667","1800","1800",NA,NA,"HUEFS0012516","HUEFS0012516","2002","12","41W54'","13S16'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:34:20-03","UEFS","HUEFS","15820","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Ganev, W.","2281","1993","11","28",NA,"Brasil","Bahia","Abaíra",NA,"-41.9","-13.3","1950","2033",NA,NA,"HUEFS0015820","HUEFS0015820","2002","12","41W54'","13S18'",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:34:20-03","UEFS","HUEFS","249354","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Bispo, A.L.S.","2","2018","08","23",NA,"Brasil","Bahia","Mucugê","Larga de Cima","-41.373889","-13.121111",NA,NA,NA,NA,"HUEFS0249354",NA,NA,NA,"41W22'26''","13S7'16''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:34:20-03","UEFS","HUEFS","55985","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Harley, R.M.","54237","2001","04","17",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Caminho da Fazenda Silvina para o Campo de Queiroz.","-41.949444","-13.515278",NA,NA,NA,"Campo rupestre. Área pedregosa, as baixadas com solo úmido, arenoso.","HUEFS0055985","HUEFS0055985","2004","05","41W56'58''","13S30'55''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:34:20-03","UEFS","HUEFS","69560","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Santos, A.K.A.","27","2003","01","18",NA,"Brasil","Bahia","Rio de Contas","Trilha, na subida para o Pico das Almas, antes do Campo de Queiroz.","-41.943056","-13.516944","1507","1507",NA,NA,"HUEFS0069560","HUEFS0069560","2004","05","41W56'35''","13S31'1''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:34:20-03","UEFS","HUEFS","77384","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Santos, A.K.A.","185","2004","01","06",NA,"Brasil","Bahia","Rio de Contas","Subida para o Pico da Almas.","-41.95","-13.526389","1900","1900",NA,NA,"HUEFS0077384","HUEFS0077384",NA,NA,"41W57'0''","13S31'35''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:34:20-03","UEFS","HUEFS","79999","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Harley, R.M.","54443","2002","02","11",NA,"Brasil","Bahia","Rio de Contas","Caminho para o Pico das Almas, na subida para o Campo do Queiroz.","-41.948333","-13.514444","1502","1502",NA,"Campo rupestre, entre pedras.","HUEFS0079999","HUEFS0079999","2006","06","41W56'54''","13S30'52''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:34:20-03","UEFS","HUEFS","91760","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.","A.K.A.Santos","Souza, E.B.","1000","2005","01","20",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Pico do Gobira. Área encharcada no sopé do morro, ás margens de um pequeno curso d'água.","-41.377778","-13.076667","1471","1471",NA,"Campo rupestre, 1447-1471m alt. Solo arenoso com afloramentos rochosos e áreas de depressão encharcadas por pequenos cursos d'água.","HUEFS0091760","HUEFS0091760 HUEFS0091760_01","2006","06","41W22'40''","13S4'36''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:34:23-03","UEFS","HUEFS","116787","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","viscida x nummularia","Marcetia viscida x nummularia",NA,NA,"Santos, A.K.A.","943","2006","12","15",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Campo do Queiroz.","-41.943889","-13.516944",NA,NA,NA,"Campo rupestre.","HUEFS0116787","HUEFS0116787",NA,NA,"41W56'38''","13S31'1''",NA,"Rosanae",NA,NA,NA,NA,NA,NA
"43","2020-07-23 12:13:02-03","CEPLAC","CEPEC","139799","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia",NA,"J. F. A. Baumgratz","J. F. A. Baumgratz","742","2000","11","19",NA,"Brasil","Bahia","RIO DE CONTAS","Estrada para Pico das Almas, c.a 24,1Km da cidade Rio de Contas.","-41.933333","-13.516667","1350","1350",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"41W56'","13S31'",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-23 12:13:02-03","CEPLAC","CEPEC","84977","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia",NA,"E. M. Woodgyer","W. Ganev","1308","1992","10","22",NA,"Brasil","Bahia","ABAÍRA","Serra das Brenhas.","-41.866667","-13.316667",NA,NA,NA,NA,NA,NA,NA,NA,"41W52'","13S19'",NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"45","2019-05-06 11:59:31-03","UFU","HUFU","62749","S","Plantae",NA,NA,"Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Romero, R.; Almeda, F.; Martins, A.B. & Belinello, R.","5869","1999","05","20",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Campo do Queiróz","-41.947778","-13.515278","1410","1470",NA,"Arbusto, ca. 1,2 m. Rara.Corola violeta; estames amarelos.","HUFU00061795","HUFU00061795",NA,NA,"-41.947778","-13.515278",NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-03-14 10:24:21-03","CAS","CAS-BOT","540778","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","nummularia","Marcetia nummularia","Markgr.",NA,"Almeda, F.; Romero, R.; Martins, A. B.; Belinello, R.","8326","1999","5",NA,"South America","Brazil","Bahia","Rio De Contas","trilha para o Campo do Queiróz","-41.9476944444","-13.5153888889","1410","1470",NA,"Arbusto, ca. 1,2m. Rara. Corola violeta; estames amarelos. R. Romero (5869). material testemunho para estudos moleculares.",NA,NA,NA,NA,"41° 56' 51.7 W","13° 30' 55.4 S",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
