"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","day","county","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2016-09-29 21:40:00-03","NY","NYBG","00918429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nummularia","Ocotea nummularia",NA,"G. M. Magalhaes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918429","Magnoliophyta","Laurales",NA,"2855","1943","02","entre Sta. Rita e Catas Altas","NY00918429_01","Minas Gerais","-43.4153","-19.9594",NA,NA,NA,"H. H. van der Werff","04","Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00469432","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469432","Magnoliophyta","Laurales","(Nees & Mart.) Mez","30429","1971","01","Serra do Espinhaço. Upper shrub-covered slopes of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31","NY00469432_01","Minas Gerais",NA,NA,NA,"1850","1850",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","469433","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469433","Magnoliophyta","Laurales","(Nees & Mart.) Mez","39964","1977","05","Rio das Cinzas","NY00469433_01","Paraná","-49.8267","-24.1581",NA,NA,NA,NA,"28","Arapoti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00918204","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"L. O. Williams","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918204","Magnoliophyta","Laurales","(Nees & Mart.) Mez","6380","1945","03","Serra do Curral","NY00918204_01","Minas Gerais","-43.8467","-19.9858",NA,"1300","1300","C. K. Allen","30","Nova Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 14:45:00-03","NY","NYBG","539629","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"A. C. Cervi","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539629","Magnoliophyta","Laurales",NA,"4105","1993","06","Parque Estadual do Cerrado",NA,"Paraná","-49.68","-24.23",NA,NA,NA,"S. M. Silva","19","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","539627","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"R. Reitz","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539627","Magnoliophyta","Laurales","(Nees & Mart.) Mez","17859","1965","12","Carambeí, Rio S. Joao, Castro","NY00539627_01","Paraná","-50.152803","-24.908517",NA,"950","950","H. H. van der Werff","17","Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00918194","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918194","Magnoliophyta","Laurales","(Nees & Mart.) Mez","20451","1968","02","Serra do Cipó, ca. km. 112 (ca. 135km N. of Belo Horizonte).","NY00918194_01","Minas Gerais","-43.4","-18.95",NA,"1200","1200",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","538122","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538122","Magnoliophyta","Laurales","(Nees & Mart.) Mez","10649","1957","02","2-4 km south of Mafra by the Estrada de Rodagem Federal","NY00538122_01","Santa Catarina","-49.8053","-26.1117",NA,"800","800",NA,"02","Mafra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","539632","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"A. Usteri","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539632","Magnoliophyta","Laurales","(Nees & Mart.) Mez","s/n¦","1907","04","Sao Paulo: Parque Antartica","NY00539632_01","São Paulo","-46.63","-23.5403",NA,NA,NA,"B. Coe-Teixeira","21","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00918199","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"W. R. Anderson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918199","Magnoliophyta","Laurales","(Nees & Mart.) Mez","35911","1972","02","Serra do Espinhaço, eastern slopes of Pico do Itambé","NY00918199_01","Minas Gerais","-43.3919444","-18.43185",NA,"1310","1310","H. H. van der Werff","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-28 14:45:00-03","NY","NYBG","539626","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"O. dos S. Ribas","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539626","Magnoliophyta","Laurales",NA,"1658","1997","02","Fazenda Barros",NA,"Paraná","-49.7056","-24.2511",NA,NA,NA,"H. H. van der Werff","09","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","469434","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"G. Jönsson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469434","Magnoliophyta","Laurales","(Nees & Mart.) Mez","344a","1914","05","Jaguariahyva","NY00469434_01","Paraná","-49.713647","-24.340602",NA,"740","740",NA,"14","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00918195","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918195","Magnoliophyta","Laurales","(Nees & Mart.) Mez","20708","1968","02","Serra do Espinhaço, at Lapinha, ca. 18km N. of Sêrro on road (MG 2) to Diamantina.","NY00918195_01","Minas Gerais","-43.55","-18.55",NA,"1200","1200","H. H. van der Werff","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 21:41:00-03","NY","NYBG","00918171","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"G. L. Esteves","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918171","Magnoliophyta","Laurales",NA,"31-25990","1990","09","Serra do Espinhaço, area N Diamantina: near Córrego Agua Limpa, E of the road Diamantina - Biribiri, ca. 4 km. NNW Diamantina.","NY00918171_01","Minas Gerais","-43.62","-18.22",NA,"1150","1200","J. R. Pirani","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","539635","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"W. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539635","Magnoliophyta","Laurales","(Nees & Mart.) Mez","4047","1955","03",NA,"NY00539635_01","São Paulo","-46.3897","-23.96",NA,NA,NA,NA,"27","Sao Vicente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 14:45:00-03","NY","NYBG","539630","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"J. C. Lindeman","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539630","Magnoliophyta","Laurales",NA,"3053","1966","10","Bank of Rio 5 Reis 5 km S. of Jaguariaíva",NA,"Paraná","-49.7056","-24.2511",NA,NA,NA,"J. C. Lindeman","16","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00918205","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"A. F. M. Glaziou","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918205","Magnoliophyta","Laurales","(Nees & Mart.) Mez","19796",NA,NA,"Brésil.","NY00918205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00918198","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"W. R. Anderson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918198","Magnoliophyta","Laurales","(Nees & Mart.) Mez","35099","1972","02","Serra do Espinhaço, ca. 35 km SW of Gouveia, km 243 on MG-259","NY00918198_01","Minas Gerais","-43.98545","-18.6094",NA,"1080","1080","H. H. van der Werff","02","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00918196","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988930' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918196","Magnoliophyta","Laurales","(Nees & Mart.) Mez","29299","1971","01","Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça","NY00918196_01","Minas Gerais","-43.4927778","-20.1263",NA,"1500","1500","H. H. van der Werff","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","538123","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"R. Reitz","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538123","Magnoliophyta","Laurales","(Nees & Mart.) Mez","3251","1950","02","Praia Braba, Itajaí","NY00538123_01","Santa Catarina","-48.644872","-26.946812",NA,"1","1",NA,"10","Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","539633","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"R. Reitz","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539633","Magnoliophyta","Laurales","(Nees & Mart.) Mez","9560","1960","03","Pirao Frio, Sombrio","NY00539633_01","Santa Catarina","-49.6167","-29.1142",NA,"10","10","I. de Vattimo","17","Sombrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","564141","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"F. C. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564141","Magnoliophyta","Laurales","(Nees & Mart.) Mez","s.n.","1932","01","Jardim Botanico, S. Paulo","NY00564141_01","São Paulo","-46.618358","-23.646109",NA,NA,NA,"F. C. Hoehne","11","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","538124","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538124","Magnoliophyta","Laurales","(Nees & Mart.) Mez","10649","1957","02","2-4 km south of Mafra by the Estrada de Rodagem Federal","NY00538124_01","Santa Catarina","-49.8053","-26.1117",NA,"800","800",NA,"02","Mafra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00539636","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539636","Magnoliophyta","Laurales","(Nees & Mart.) Mez","29473","1971","01","Serra do Espinhaço. Middle slopes of Pico de Itacolomí, ca. 3 km S. of Ouro Preto","NY00539636_01","Minas Gerais","-43.473094","-20.427823",NA,"1750","1750","H. H. van der Werff","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00538125","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538125","Magnoliophyta","Laurales","(Nees & Mart.) Mez","31282","1973","02","S. Tomé das Letras","NY00538125_01","Minas Gerais","-44.9853","-21.7222",NA,NA,NA,NA,"05","São Thomé das Letras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00918201","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"J. Semir","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918201","Magnoliophyta","Laurales","(Nees & Mart.) Mez","2030","1972","04","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","NY00918201_01","Minas Gerais","-43.7447","-19.5136",NA,NA,NA,"J. R. Pirani","30","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00918197","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918197","Magnoliophyta","Laurales","(Nees & Mart.) Mez","29299","1971","01","Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça","NY00918197_01","Minas Gerais","-43.4927778","-20.1263",NA,"1500","1500","H. H. van der Werff","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1039659","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"M. L. Brotto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488711' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039659","Magnoliophyta","Laurales","(Nees & Mart.) Mez","323","2009","03","Parque Estadual Pico Marumbi. Ponta do Tigre.","NY01039659_01","Paraná","-48.9142","-25.45",NA,"1350",NA,"M. L. Brotto","29","Morretes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","539634","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539634","Magnoliophyta","Laurales","(Nees & Mart.) Mez","7705","1956","11","Fazenda Campo dos Padres, Campo dos Padres","NY00539634_01","Santa Catarina","-49.4892","-27.7972",NA,"1650","1650","I. de Vattimo","17","Bom Retiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","539628","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"R. Reitz","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539628","Magnoliophyta","Laurales","(Nees & Mart.) Mez","17912","1965","12","Rio das Mortes, Jaguariaiva","NY00539628_01","Paraná","-49.7056","-24.2511",NA,"850","850","B. Coe-Teixeira","18","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-01-10 16:52:00-02","NY","NYBG","539637","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"E. M. Zardini","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539637","Magnoliophyta","Laurales",NA,"43959","1995","11","Estancia Río Bonito: Forest VI, south of forest III (Río Bonito on western side of swamp)","NY00539637_01","Alto Paraná","-54.8169","-25.6417",NA,NA,NA,"H. H. van der Werff","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00918200","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"W. R. Anderson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918200","Magnoliophyta","Laurales","(Nees & Mart.) Mez","35911","1972","02","Serra do Espinhaço, eastern slopes of Pico do Itambé","NY00918200_01","Minas Gerais","-43.3919444","-18.43185",NA,"1310","1310","H. H. van der Werff","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 21:41:00-03","NY","NYBG","00918203","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918203","Magnoliophyta","Laurales",NA,"1357","1824","01","Serra da Lapa","NY00918203_01","Minas Gerais",NA,NA,NA,NA,NA,"C. C. Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
