"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber","infraspecificEpithet"
"13","2021-03-15 16:37:00-03","NY","NYBG","412088","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. G. Hatschbach","42200","1979","03","27","South America","Brazil","Paraná","Serra do Caete","-49.3142","-25.1903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412088","NY00412088_01","Rio Branco do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","931007","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Y. E. J. Mexia","4779","1930","06","03","South America","Brazil","Minas Gerais","Viçosa. Agricultural College lands; upper Chacha Valley","-42.860644","-20.766686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931007","NY00931007_01","Viçosa","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01176542","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. T. Prance","P25319","1977","11","13","South America","Brazil","Pará","BR 163, Cuiabá-Santarém Highway, km 875","-54.972614","-8.8081759","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176542","NY01176542_01",NA,"410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","931009","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. Davidse","11474","1976","03","28","South America","Brazil","Minas Gerais","Ca. 27 km SE of Coroaci along Highway MG-109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931009","NY00931009_01",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 13:09:00-03","NY","NYBG","412085","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens",NA,"G. W. Harling","18045","1980","04","09","South America","Ecuador","Loja","Celica-Zapotillo Road, 1-5 km above Pindal.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412085",NA,NA,"800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","931012","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","H. S. Irwin","2632","1959","02","16","South America","Brazil","Minas Gerais","10 km. W. of Vicosa on old road to Ubá.","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931012","NY00931012_01","Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","412084","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","M. H. Nee","38937","1990","09","30","South America","Bolivia","Santa Cruz","7 km SE of Naranjillos on road from Santa Cruz to Abapo, at junction with railroad","-63.2","-18.0416667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412084",NA,"Andrés Ibáñez","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","412071","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. Eiten","2893","1961","06","02","South America","Brazil","São Paulo","About 8 1/2 km south along main highway to Paraibuna from main plaza at Sao José dos Campos, and 0.4 km further south on dirt road.","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412071","NY00412071_01","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 13:09:00-03","NY","NYBG","412086","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens",NA,"B. A. Stein","3913","1987","01","20","South America","Peru","Ucayali","Lago Yarinacocha near Pucallpa.","-74.58","-8.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412086",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","412089","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","W. Boone","1146","1988","03","21","South America","Brazil","Espírito Santo","Santa Teresa, Vale do Canaã.","-40.6003","-19.9358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412089","NY00412089_01","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","412075","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","J. C. de Moraes Vasconcelos","1112","1954","03","26","South America","Brazil","Paraíba","Escola de Agrnomia do Nordeste, Areia","-35.716443","-6.970951","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412075","NY00412075_01","Areia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","931013","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","H. S. Irwin","21278","1968","03","16","South America","Brazil","Tocantins","Ca. 1 km N. of Araguaína.","-48.2","-7.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931013","NY00931013_01","Araguaína","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","931011","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. G. Hatschbach","47667","1984","04","06","South America","Brazil","Minas Gerais","Rod. BR-116, km 757","-42.6431","-21.5319","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931011","NY00931011_01","Leopoldina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","412083","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","M. H. Nee","38937","1990","09","30","South America","Bolivia","Santa Cruz","7 km SE of Naranjillos on road from Santa Cruz to Abapo, at junction with railroad","-63.2","-18.0416667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412083",NA,"Andrés Ibáñez","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00229780","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","J. A. Silva","484","1986","07","30","South America","Brazil","Roraima","Estrada das Confianças l, ll, lll.","-60.67","2.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229780","NY00229780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01176539","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","J. H. Kirkbride Jr.","2780","1977","02","14","South America","Brazil","Pará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176539","NY01176539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01176545","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. T. Prance","24613","1977","02","27","South America","Brazil","Amazonas","Igarapé Camatiá.","-69.0061","-3.465","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176545","NY01176545_01","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","412074","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. Jönsson","503a","1914","06","03","South America","Brazil","Paraná","Jaguariahyva, ad marginem silvula.","-49.713647","-24.340602","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412074","NY00412074_01 NY00412074_02","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01175810","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","P. L. B. Lisboa","1185","1980","01","27","South America","Brazil","Pará","Margem esquerda do Rio Tocantins, próximo da Vila-Temporária- Eletronorte.","-49.6725","-3.76611","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1403948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01175810","NY01175810_01","Tucuruí",NA,NA,"M. Kaehler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","931008","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Y. E. J. Mexia","4901","1930","07","24","South America","Brazil","Minas Gerais","Viçosa. Agricultural College lands; Hill southeast of main buildings","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931008","NY00931008_01 NY00931008_02","Viçosa","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01176538","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","E. L. Sette Silva","731","1986","08","06","South America","Brazil","Roraima",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408995' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176538","NY01176538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","412070","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","G. Eiten","2893","1961","06","02","South America","Brazil","São Paulo","About 8 1/2 km south along main highway to Paraibuna from main plaza at Sao José dos Campos, and 0.4 km further south on dirt road.","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412070","NY00412070_01","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02692518","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","P. H. Labiak E.","5762","2015","03","01","South America","Brazil","Bahia","Estrada Formosa do Rio Preto para Rochedo, BR 135.","-45.146667","-11.10833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987658' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692518","NY02692518_01","Formosa do Rio Preto","540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 05:27:00-03","NY","NYBG","412087","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens",NA,"R. L. Liesner","6050","1978","08","09","South America","Venezuela","Falcón","22 km SSE of Puerto Cumarebo. 0 to 6 km north and 0 to 6 km west of Pueblo Zazárida.","-69.27","11.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00412087",NA,NA,"20","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00710407","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","B. W. P. de Albuquerque","1254","1979","01","27","South America","Brazil","Acre","Rio Branco, km 12 betw. Rio Branco & Quinoa Igarape.","-67.7","-10.02","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710407","NY00710407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","24823","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Paschoal, M.E.S.","2238","2000","05","31",NA,"Brasil","São Paulo","Fazenda Monte Alegre, quadra 35, Bom Sucesso",NA,NA,NA,NA,"BOTU024823",NA,"Agudos",NA,NA,"Paschoal, M.E.S.","2000","06","30","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:29:28-03","UFRJ","RFA","43540","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","R. G. Udulutsch; M. A. Assis","157","2001","01","11",NA,"Brasil","São Paulo","Fazenda São João","-47.468333","-22.355",NA,"Liana pouco comum; cálice com a base verde e ápice rosado, corola lilás e interior do tubo branco","RFA52866",NA,"Rio Claro",NA,NA,NA,NA,NA,NA,"47º28'6''W","22º21'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-15 11:14:30-03","FUNED","FUNED-POL","3607","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens",NA,"Sandra Matoso",NA,"2002","04","25",NA,"Brasil","MG","Mata do Paraiso-Viçosa","-42.881667","-20.754167",NA,NA,"POL003607",NA,NA,NA,NA,NA,NA,NA,NA,"42W 52' 54","20S 45' 15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:35:28-03","EAO","IAN","138432","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Irwin, HS; Maxwell, HS","21278","1968","03","16","Southern America","Brasil","Goiás","1Km N. of Araguaína.",NA,NA,NA,"Liana to ca. 10m long.Corolla lavender.Thickets.Cerradão,on white sand,ca.","IAN138432",NA,NA,"300","300","Gentry, AH","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:35:28-03","EAO","IAN","161091","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Silva, MG da; Rosário, CS","412","1983","02","01","Southern America","Brasil","Rondônia","Porto Velho,Guajará-Mirim-Abunã,trecho entre o km 12 ao km 36.",NA,NA,NA,"Cipó escandente co gavinhas,flores lilazes em densas panículas terminais.","IAN161091",NA,NA,NA,NA,"Rosário, CS","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:35:28-03","EAO","IAN","33047","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Black, GA","2288","1948","01","05","Southern America","Brasil","Pará","Fordilândia,capoeira.",NA,NA,NA,"Cipó,flor roxa,bastante bela,com leve cheiro.","IAN033047","IAN033047 IAN033047_e",NA,NA,NA,"Gentry, AH","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:35:28-03","EAO","IAN","84460","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Arrabidaea","pubescens","Arrabidaea pubescens","(L.) A.H.Gentry","Moraes, JC de","1112","1954","03","26","Southern America","Brasil","Paraíba","Lugares altos e frescos, terras incultas de capoeiras.Escola de Agronomia do Nordeste.",NA,NA,NA,"Sub-arbustiva.","IAN084460",NA,NA,NA,NA,"Gentry, AH","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
