"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","infraspecificEpithet","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount","eventTime","sex"
"11","2020-09-23 10:42:02-03","E","E","311080","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis",NA,NA,NA,NA,NA,"McDowell, T.","2929","1990","05","28","GY",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00311080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00311080",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:318359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","653250","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"P. K. H. Dusén","15514","1914","09","12","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653250",NA,"NY00653250_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01066830","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"H. S. Irwin","19088","1968","01","23","Brazil","Goiás","Cocalzinho de Goiás","60 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.58","-15.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204570' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066830",NA,"NY01066830_01","750","750","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","777171","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","E. M. Zardini",NA,NA,NA,"J. G. Jardim","3417","2001","04","02","Brazil","Bahia",NA,"Malhada: Rod. para o Distrito de Cana Brava, 3.5 km ao da cidade. Areas aladiças dos Baixadoes do Rio Sao Francisco","-43.7539","-14.3617",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777171",NA,"NY00777171_01","450","450","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","653263","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","D. Falkenber",NA,NA,NA,"G. G. Hatschbach","43878","1981","05","14","Brazil","Paraná","Paranaguá","Pontal do Poço","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653263",NA,"NY00653263_01","3","5","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 13:54:00-03","NY","NYBG","1447463","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis",NA,NA,NA,NA,NA,"E. A. Friend","111","1939","09","06","Trinidad and Tobago",NA,NA,"Near Maraca Falls, Trinidad.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1726084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01447463",NA,"NY01447463_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","653252","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"R. Reitz","305","1953","03","11","Brazil","Santa Catarina",NA,"Rio Tavares, Ilha de S. Catarina",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653252",NA,"NY00653252_01","2","2","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","653245","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"R. Reitz","2106","1954","09","23","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653245",NA,"NY00653245_01","10","10","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 13:54:00-03","NY","NYBG","1447478","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis",NA,NA,NA,NA,NA,"D. Philcox","7910","1975","06","05","Trinidad and Tobago",NA,NA,"Tobago. In Hillsborough East River; c. 1/4-1/3 mile below dam.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1726099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01447478",NA,"NY01447478_01","182.88",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01066847","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"D. Philcox","4473","1968","03","05","Brazil","Mato Grosso",NA,"1 km from Olariá, 4 km from Xavantina.","-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204609' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066847",NA,"NY01066847_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","653261","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"R. M. Harley","21691A","1980","04","23","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente, by Correntina. F3","-44.63","-13.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653261",NA,"NY00653261_01","580","580","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","653258","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"R. M. Harley","20034","1977","03","27","Brazil","Bahia",NA,"Serra do Rio de Contas. About 2 km. N. of the Vila do Rio de Contas in flood plain of Rio Brumado","-41.83","-13.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653258",NA,"NY00653258_01","980","980","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01874358","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","O. Kosovsky",NA,NA,NA,"A. V. de Melo Silva","600","2010","10","14","Brazil","Pernambuco",NA,"Jaqueira. Serra do Urubu. Caminho para Lagoa dos Gatos","-35.8472","-8.7219",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551807' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874358",NA,"NY01874358_01","654","654","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01066843","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"R. M. Harley","11113","1968","11","16","Brazil","Mato Grosso",NA,"Rio das Mortes, Xavantina","-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066843",NA,"NY01066843_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","762106","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","M. H. Nee",NA,NA,NA,"M. H. Nee","48632","1998","03","12","Bolivia","Santa Cruz","Andrés Ibáñez","On far SW side of Santa Cruz.","-63.23","-17.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762106",NA,NA,"420","420","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","653249","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"H. S. Irwin","31608","1971","03","05","Brazil","Bahia",NA,"Valley of the Rio das Ondas. Lower slopes of Espigao Mestre, ca. 4km N. of Barreiras, road to Santa Rita da Cassia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653249",NA,"NY00653249_01","550","550","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1447389","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"H. F. A. von Eggers","5563","1889","10",NA,"Trinidad and Tobago",NA,NA,"Tobago. In paladosis ad Bacolet.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1726009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01447389",NA,"NY01447389_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01066842","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"G. C. G. Argent","6367","1967","09","12","Brazil","Mato Grosso",NA,"Near ferry, Xavantina.","-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204615' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066842",NA,"NY01066842_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01066850","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"G. Eiten","3947","1962","03","29","Brazil","Maranhão","Loreto","Ilha de Balsas region, betwen the Rios Balsas and Parnaíba. About 40 km south of Loreto. A few hundred meters east of the place called Picada. In bed of the creek, Riacho da Picada","-45.12","-7.43",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066850",NA,"NY01066850_01","250","250","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01066825","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"H. S. Irwin","5858","1964","09","02","Brazil","Distrito Federal","Brasília","Universidade de Brasília.","-47.875","-15.758",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066825",NA,"NY01066825_01","700","1000","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1447447","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"A. Fendler","362","1877",NA,NA,"Trinidad and Tobago",NA,NA,"Trinidad",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1726068' target='other'> <mi>dwc_moreinfo</mi></a>","NY01447447",NA,"NY01447447_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01066849","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","D. de B. Falkenberg",NA,NA,NA,"G. G. Hatschbach","46176","1982","02","13","Brazil","Mato Grosso do Sul","Amambaí","Rio Pandui","-55.2256","-23.1044",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066849",NA,"NY01066849_01","500","500","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01066823","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"E. P. Heringer","5539","1957","03","24","Brazil","Minas Gerais","Paraopeba","Hôrto Florestal de Paraopeba","-44.4042","-19.2744",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066823",NA,"NY01066823_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01066840","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","E. M. Zardini",NA,NA,NA,"T. P. Ramamoorthy","718","1977","04","20","Brazil","Minas Gerais",NA,"Pres. Juscelino",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204607' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066840",NA,"NY01066840_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","653240","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"R. M. Harley","16941","1974","03","07","Brazil","Bahia",NA,"18 km. North West of Lagoinha (which is 5.5km S.W. of Delfino) on side road to Minas do Mimoso","-41.33","-10.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653240",NA,"NY00653240_01","950","950","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01066834","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"W. R. Anderson","8336","1973","04","09","Brazil","Minas Gerais",NA,"25 km by road NE of Diamantina, 2 km W of Rio Jequití. Serra do Espinhaço.","-43.43284","-18.09029",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066834",NA,"NY01066834_01","790","790","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","653262","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"R. M. Harley","21848","1980","04","27","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. About 9 km. S.E. of Correntina, on road to Jaborandí. F3","-44.58","-13.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653262",NA,"NY00653262_01","550","550","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","653267","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"P. A. Munz","15431","1938","12","24","Brazil","Rio de Janeiro",NA,"Botanical Garden, Rio de Janeiro",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653267",NA,"NY00653267_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01066838","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","E. M. Zardini",NA,NA,NA,"J. M. Pires","16286","1978","07","29","Brazil","Tocantins","Cariri do Tocantins","Estrada Formoso para Rodovia Belém-Brasília, perto de Cariri.","-49.1608","-11.8908",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066838",NA,"NY01066838_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","653257","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven",NA,NA,NA,NA,"R. M. Harley","19392","1977","03","04","Brazil","Bahia","Morro do Chapéu","19.5 km S.E. of the town of Morro do Chapéu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido","-41.03","-11.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653257",NA,"NY00653257_01","900","900","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","653243","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"R. Reitz","8532","1959","03","12","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=707736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653243",NA,"NY00653243_01","700","700","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01066845","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","T. P. Ramamoorthy",NA,NA,NA,"D. Philcox","4088","1968","01","16","Brazil","Mato Grosso",NA,"Km. 62, Xavantina-Cachimbo road.","-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204611' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066845",NA,"NY01066845_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
