"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","fieldNumber","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","sex"
"11","2019-07-09 14:05:28-03","F","FMNH-SEEDPLANTS","V0489262F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"J. C. Solomon","11103","1983","10","9","South America","Bolivia","Tarija",NA,NA,"-64","-21.5",NA,NA,"V0489262F","V0489262F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"12","2019-07-09 14:05:05-03","F","FMNH-SEEDPLANTS","V0489263F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"C. P. Cowan et al.","4361","1984","9","11","South America","Peru","Cajamarca",NA,NA,"-78.8333","-6.25",NA,NA,"V0489263F","V0489263F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"13","2019-07-09 14:04:43-03","F","FMNH-SEEDPLANTS","V0489264F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"T. Meyer","3386","1940","11","8","South America","Argentina","Tucumán",NA,NA,"-65.5","-27",NA,NA,"V0489264F","V0489264F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"14","2019-07-09 14:04:43-03","F","FMNH-SEEDPLANTS","V0489265F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"T. Meyer","4783","1943","2","26","South America","Argentina","Salta",NA,NA,"-64.5","-25",NA,NA,"V0489265F","V0489265F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"15","2019-07-09 14:05:26-03","F","FMNH-SEEDPLANTS","V0489266F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"S. Venturi","6135","1928","6","10","South America","Argentina","Tucumán",NA,NA,"-65.5","-27",NA,NA,"V0489266F","V0489266F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"16","2019-07-09 14:04:43-03","F","FMNH-SEEDPLANTS","V0489267F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,"T. Meyer","4293","1941","8","24","South America","Argentina","Tucumán",NA,NA,"-65.5","-27",NA,NA,"V0489267F","V0489267F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"17","2019-07-09 14:04:43-03","F","FMNH-SEEDPLANTS","V0489268F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Piper","vaginans","Piper vaginans",NA,NA,NA,NA,"1945","10","22","South America","Argentina","Tucumán",NA,NA,"-65.5","-27",NA,NA,"V0489268F","V0489268F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"18","2014-09-23 11:02:18-03","G","G-DC","G00323979","S","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. DC.","Bornstein, A. J.","Warming, J. E. B.",NA,"1870",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00323979",NA,NA,"2008","01","01","-45.44222222","-18.78777778",NA,NA,NA,"SYNTYPUS of Piper vaginans C. DC.",NA,NA
"19","2019-05-13 14:41:19-03","A","HU-HERB","A 01965061","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","6931","1919","2",NA,"South America","Argentina","Tucumán",NA,"Yerba Buena",NA,NA,"Sheet",NA,NA,NA,"6931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"20","2019-10-01 18:40:15-03","A","HU-HERB","A 01934228","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"M. Lillo","6929","1911","9","30","South America","Argentina","Tucumán",NA,"Capital",NA,NA,"Sheet",NA,NA,NA,"6929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"21","2019-05-13 15:00:14-03","A","HU-HERB","A 01965065","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Bailetti","255","1919","3",NA,"South America","Argentina","Tucumán",NA,"Rio Chico. La Cocha",NA,NA,"Sheet",NA,NA,NA,"255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"22","2019-05-13 15:02:09-03","A","HU-HERB","A 01965067","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"R. Schreiter","1274","1920","4","18","South America","Argentina","Tucumán",NA,"Narranjal",NA,NA,"Sheet",NA,NA,NA,"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"23","2019-05-13 15:02:54-03","A","HU-HERB","A 01965068","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"R. Schreiter","4580","1923","7","23","South America","Argentina","Tucumán","Tafi","Naranjal (Yerba Buena)",NA,NA,"Sheet",NA,NA,NA,"4580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"24","2019-05-13 15:03:45-03","A","HU-HERB","A 01965069","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"F. Meyer","4293","1941","8","24","South America","Argentina","Tucumán",NA,"Parque Aconguija",NA,NA,"Sheet",NA,NA,NA,"4293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"25","2019-10-01 18:37:42-03","A","HU-HERB","A 01965074","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","6135","1928","6","10","South America","Argentina","Tucumán","Famaillá","Quebrada de Lules",NA,NA,"Sheet",NA,NA,NA,"6135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"26","2019-05-13 15:08:29-03","A","HU-HERB","A 01965075","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","258","1919","2",NA,"South America","Argentina","Tucumán","Tafi","[no additional data]",NA,NA,"Sheet",NA,NA,NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"27","2019-10-01 18:35:59-03","A","HU-HERB","A 01965076","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","9317","1929","7","26","South America","Argentina","Salta",NA,"Rosario de la Frontera; Los Baños en quebrada Rouda",NA,NA,"Sheet",NA,NA,NA,"9317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"28","2019-10-01 18:35:27-03","A","HU-HERB","A 01965077","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","9317","1929","7","25","South America","Argentina","Salta",NA,"Rosario de la Frontera. Los Baños",NA,NA,"Sheet",NA,NA,NA,"9317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"29","2019-05-13 14:56:49-03","GH","HU-HERB","GH 01965062","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"M. Lillo","10.755","1911","4","30","South America","Argentina","Tucumán",NA,"Capital",NA,NA,"Sheet",NA,NA,NA,"10.755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"30","2019-05-13 14:57:23-03","GH","HU-HERB","GH 01965063","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"M. Lillo","8925","1909","5",NA,"South America","Argentina","Tucumán",NA,"Capital",NA,NA,"Sheet",NA,NA,NA,"8925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"31","2019-05-13 14:58:56-03","GH","HU-HERB","GH 01965064","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","9317","1929","7","25","South America","Argentina","Salta",NA,"Rosario de la Frontera. Los Baños",NA,NA,"Sheet",NA,NA,NA,"9317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"32","2019-05-13 15:01:27-03","GH","HU-HERB","GH 01965066","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"P. R. Legname & A. R. Cuezzo","8311 C","1971","5","26","South America","Argentina","Salta","Orán","Del Puente Internacional Rio Bermejo, camino al Rio Pescado, Finca de Jaculika + 15 a 18 km",NA,NA,"Sheet",NA,NA,NA,"8311 C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"33","2019-05-13 15:04:30-03","GH","HU-HERB","GH 01965070","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"T. Meyer","3418","1940","12","1","South America","Argentina","Tucumán","Tafi","Parque Aconquipa",NA,NA,"Sheet",NA,NA,NA,"3418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"34","2019-05-13 15:05:10-03","GH","HU-HERB","GH 01965071","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","258","1919","2","5","South America","Argentina","Tucumán","Tafi","Yerba Buena",NA,NA,"Sheet",NA,NA,NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"35","2019-05-13 15:06:06-03","GH","HU-HERB","GH 01965072","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Peter (Pedro) Jörgensen","20","1916","9","12","South America","Argentina","Tucumán",NA,"Común Alpachiri",NA,NA,"Sheet",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"36","2019-05-13 15:06:53-03","GH","HU-HERB","GH 01965073","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","vaginans","Piper vaginans","C. de Candolle",NA,"Sant. Venturi","6135","1928","6","10","South America","Argentina","Tucumán","Tafi","Cerro de Zaficello",NA,NA,"Sheet",NA,NA,NA,"6135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
