"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1031064","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","H. S. Irwin","1964","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031064","Magnoliophyta","Celastrales","(Reissek) Biral","5689","Distrito Federal","Brasília","35 km S. of Brasília on road to Belo Horizonte.","-47.9","-16.15","700","1000","NY01031064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03888271","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","G. T. Prance","1969","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4202767' target='other'> <mi>dwc_moreinfo</mi></a>","NY03888271","Magnoliophyta","Celastrales","(Reissek) Biral","9144","Roraima",NA,"Ilha San Salvador near Lake Maiú, 40 Km. NW of Boa Vista","-60.9600807","3.0794101",NA,NA,"NY03888271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1031076","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","H. S. Irwin","1964","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031076","Magnoliophyta","Celastrales","(Reissek) Biral","6894","Mato Grosso",NA,"Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","-52.22","-15.4","300","400","NY01031076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03754467","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","G. T. Prance","1969","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4080570' target='other'> <mi>dwc_moreinfo</mi></a>","NY03754467","Magnoliophyta","Celastrales","(Reissek) Biral","9154","Roraima",NA,"Ilha San Salvador near Lake Maiú, 40 Km. NW of Boa Vista","-60.9600807","3.0794101",NA,NA,"NY03754467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1031066","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","H. S. Irwin","1966","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142514' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031066","Magnoliophyta","Celastrales","(Reissek) Biral","15897","Distrito Federal","Brasília","Immediately south of Brasília","-47.9167","-15.79234","975","975","NY01031066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02782225","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","W. R. Anderson","1972","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2247998' target='other'> <mi>dwc_moreinfo</mi></a>","NY02782225","Magnoliophyta","Celastrales","(Reissek) Biral","36274","Minas Gerais","Santana do Riacho","Serra do Espinhaço. Ca. 10 km S of Serra do Cipó, at Cardeal Mota","-43.7144012451172","-19.1688995361328","1000","1000","NY02782225_01","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1187854","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","floribunda","Monteverdia floribunda","D. C. Daly","1991","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187854","Magnoliophyta","Celastrales","(Reissek) Biral","6954","Acre","Brasiléia","Serringal Poromgaba, Colocação São José, 25km N of km4 Brasiléia-Assis Brasil road","-68.75","-10.75",NA,NA,"NY01187854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 11:07:51-03","UNESP-IBB","BOTU","23585","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Ferreira, R.C.C.","1997","06","10",NA,"Brasil",NA,NA,"Arbusto.","BOTU023585",NA,NA,"Reissek","36","São Paulo","Botucatu",NA,"-49.733333","-22.816667",NA,NA,NA,NA,NA,"49° 44' w","22°49's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:36:39-03","EAO","IAN","128879","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore com 12m e 15cm de diâmetro.","IAN128879","Dicotiledônea",NA,"Reissek","12773","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês. Árvore 4-12-12.","-50.25","-5.5",NA,NA,NA,NA,NA,"-50.25","-5.5","Biral, L","2016","07",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:36:39-03","EAO","IAN","128900","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore com 20m e 30cm de diâmetro. Estéril.","IAN128900","Dicotiledônea",NA,"Reissek","12796","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins. Serra Buritirama (B 5), região com minério de Manganês. Árvore 4-3-20.","-50.25","-5.5",NA,NA,NA,NA,NA,"-50.25","-5.5","Biral, L","2013","01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:36:39-03","EAO","IAN","101720","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Pires, JM",NA,NA,NA,"Southern America","Brasil",NA,NA,"Somente madeira.","IAN101720","Dicotiledônea",NA,"Reissek","7351","Pará",NA,"FAO. Árvore nº 408 Oeste; 84 F5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biral, L","2013","01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:36:39-03","EAO","IAN","103266","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Fróes, RL","1958","07","07","Southern America","Brasil",NA,NA,"Árvore de 8 metros de altura; frutos.","IAN103266","Dicotiledônea",NA,"Reissek","34447","Maranhão",NA,"Rio Maracaçumé. Mata da terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira, E","1972","07",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:36:39-03","EAO","IAN","118638","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Belém, RP; Mendes, JM","1965","01","11","Southern America","Brasil",NA,NA,"Árvore de 6m x 30cm de diâmetro; frutos avermelhados.","IAN118638","Dicotiledônea",NA,"Reissek","163",NA,NA,"Rodovia Brasília-Fortaleza, 60km de Formosa. Serra, mata de encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biral, L","2012","09",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:36:39-03","EAO","IAN","127059","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Irwin, HS; Soderstrom, TR","1964","08","28","Southern America","Brasil",NA,NA,"Tree 6m x 10cm. Fruit green, maturing yellow, dehiscing by 2 valves. Occasional.","IAN127059","Dicotiledônea",NA,"Reissek","5689","Distrito Federal",NA,"Gallery forest, ca. 35km S of Brasília on road to Belo Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mennega, AMW","1966",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:36:39-03","EAO","IAN","190830","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Simon, MF","2011","03","30","Southern America","Brasil",NA,NA,"Árvore 12m, DAP 20cm. Fruto maduro verde, ao abrir, expõe semente com arilo branco. Área de influência direta da LT Jirau.","IAN190830","Dicotiledônea",NA,"Reissek","1249","Rondônia","Porto Velho","Floresta Ombrófila Aberta de terra firme. Solo argilo-arenoso, relevo plano, ocasional. Ao longo da BR-364, 6km a leste de Jaci-Paraná. Fragmento florestal 1km a SE da rodovia.","-64.35","-9.248611","108","108",NA,NA,NA,"-64.35","-9.248611","Gomes, BM","2012","06",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:36:39-03","EAO","IAN","90596","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Macêdo, A","1956","01","05","Southern America","Brasil",NA,NA,"Pequena árvore. Frutos amarelos.","IAN090596","Dicotiledônea",NA,"Reissek","4106","Minas Gerais","Ituiutuba","São Vicente. Mata à beira da serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biral, L","2012","09",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:37:48-03","EAO","IAN","XILO839","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Fróes, RL","1958","07","07","Southern America","Brasil",NA,NA,"Árvore de 8 metros de altura; frutos.","IANXILO839","Dicotiledônea",NA,"Reissek","34447","Maranhão",NA,"Rio Maracaçumé. Mata da terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira, E","1972","07",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:37:48-03","EAO","IAN","XILO843","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Pires, JM",NA,NA,NA,"Southern America","Brasil",NA,NA,"Somente madeira.","IANXILO843","Dicotiledônea",NA,"Reissek","7351","Pará",NA,"FAO. Árvore nº 408 Oeste; 84 F5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biral, L","2013","01",NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:37:48-03","EAO","IAN","XILO847","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore com 20m e 30cm de diâmetro. Estéril.","IANXILO847","Dicotiledônea",NA,"Reissek","12796","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins. Serra Buritirama (B 5), região com minério de Manganês. Árvore 4-3-20.","-50.25","-5.5",NA,NA,NA,NA,NA,"-50.25","-5.5","Biral, L","2013","01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:36:39-03","EAO","IAN","127721","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Silva, NT da","1968","10","31","Southern America","Brasil",NA,NA,"Árvore de 30m; 50cm de diâmetro; flor verde.","IAN127721","Dicotiledônea",NA,"Reissek","1344","Pará","Almeirim","Monte Dourado, Rio Jarí; Planalto B, entre Pilão e Repartimento; mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"564600","auto",NA,NA,"Biral, L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:37:48-03","EAO","IAN","XILO840","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Silva, NT da","1968","10","31","Southern America","Brasil",NA,NA,"Árvore de 30m; 50cm de diâmetro; flor verde.","IANXILO840","Dicotiledônea",NA,"Reissek","1344","Pará","Almeirim","Monte Dourado, Rio Jarí; Planalto B, entre Pilão e Repartimento; mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"564600","auto",NA,NA,"Biral, L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:36:39-03","EAO","IAN","127665","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Silva, NT da","1968","10","23","Southern America","Brasil",NA,NA,"Árvore de 15m; 20cm de diâmetro.","IAN127665","Dicotiledônea",NA,"Reissek","1288","Pará","Almeirim","Monte Dourado, Rio Jarí; Planalto B. Mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"564600","auto",NA,NA,"Mennega, AMW","1970",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:36:39-03","EAO","IAN","127683","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Silva, NT da","1968","10","25","Southern America","Brasil",NA,NA,"Árvore de 30m; 40cm de diâmetro; flor verde.","IAN127683","Dicotiledônea",NA,"Reissek","1306","Pará","Almeirim","Monte Dourado, Rio Jarí; Planalto B, (Pilão); mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"564600","auto",NA,NA,"Silva, NT da","1971","12",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:36:39-03","EAO","IAN","186547","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Silva, ASL da; Rosario, C da S","2010","03","30","Southern America","Brasil",NA,NA,"Árvore de 8m de altura. Flores esverdeadas com anteras amarelas.","IAN186547","Dicotiledônea",NA,"Reissek","4411","Pará","Melgaço","ECFPn, Caminho que leva ao trapiche. Mata de terra firme. Solo areno-argiloso.","-50.7122001647949","-1.80444002151489",NA,NA,NA,"142262","auto",NA,NA,"Lobato, LCB","2010",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:36:39-03","EAO","IAN","69289","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Black, GA; Adler, P","1951","05","19","Southern America","Brasil",NA,NA,"Arbusto.","IAN069289","Dicotiledônea",NA,"Reissek","11456","Rio de Janeiro","Rio de Janeiro","Base da Serra da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,"Biral, L","2013","01",NA,NA,NA,NA,NA,NA,NA
"36","2020-01-20 14:40:22-03","UPM","MACK","2859","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","G. A. Vergara","2015","10","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek.","2","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,"12135","auto",NA,NA,"L. Medina","2017",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-20 14:40:22-03","UPM","MACK","2858","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","G. A. Vergara","2015","10","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek.","4","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,"12135","auto",NA,NA,"L. Medina","2017",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U 0273510","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Jansen-Jacobs MJ; Welle BJH ter; Chanderbali A; Raghoenandan UPD; James V","1994","02","02","Southern America","Guyana",NA,NA,"Forest, on brown loamy sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273510",NA,"Celastrales","Reissek",NA,"Rupununi District",NA,"Crabwood Cr., Camp 2.","-59.1","3.116667",NA,NA,NA,NA,NA,"-59.1","3.116667","Biral L","2015","11","Magnoliopsidae","01","Uw34787",NA,NA,NA,NA
"39","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194703","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Alvarenga D; Pereira BAS; Walter BMT; Ernane P","1989","01","12","Southern America","Brazil",NA,NA,"Mata ciliar.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194703",NA,"Celastrales","Reissek",NA,"Goiás",NA,"Estação Florestal Experimental. Cerradão.","-48.65","-16.6",NA,NA,"NL-U1194703",NA,NA,"-48.65","-16.6","Biral L","2015","11","Magnoliopsidae","01",NA,NA,NA,NA,NA
"40","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194669","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Irwin HS; Soderstrom TR","1964","10","15","Southern America","Brazil",NA,NA,"Infrequent.Cerrado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194669",NA,"Celastrales","Reissek",NA,"Matto Grosso",NA,"Vicinity of Barro do Garças, ca. 50 km N. of Barra do Garças on road to Xavantina.","-52.25","-15.883333",NA,NA,"NL-U1194669",NA,NA,"-52.25","-15.883333","Biral L","2015","11","Magnoliopsidae","01",NA,NA,NA,NA,NA
"41","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194697","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Prance GT; Steward JR; Ramos JF; Farias LG","1969","01","08","Southern America","Brazil",NA,NA,"Dry forest on savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194697",NA,"Celastrales","Reissek",NA,"Amazonas",NA,"Territory of Roraima, Ilha San Salvador near Lake Maiú, 40km NW of Boa Vista.",NA,NA,NA,NA,"NL-U1194697",NA,NA,NA,NA,"Biral L",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194766","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Mori SA; Boom BM; Prance GT; Boeke J","1982","10","17","Southern America","French Guiana",NA,NA,"Tropical moist forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194766",NA,"Celastrales","Reissek",NA,"Saint-Laurent-du-Maroni",NA,"Saül: Monts La Fumée.","-53.2","3.616667",NA,NA,"NL-U1194766",NA,NA,"-53.2","3.616667","Mori SA",NA,NA,"Magnoliopsidae",NA,"U 0183213",NA,NA,NA,NA
"43","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194779","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Lindeman JC; Haas JH de","1966","08","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194779",NA,"Celastrales","Reissek",NA,NA,NA,"Brasiliae Australis, Est. Paraná, forest on slope of V-shaped valley, now dry, above road along Rio Pontagrossa, S of Cêrro Azul.",NA,NA,NA,NA,"NL-U1194779",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:57:29-03","NBC","NL-BOTANY","L.1056388","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056388",NA,"Celastrales","Reissek",NA,"Paraná",NA,"Cêrro Azul",NA,NA,NA,NA,"NL-L1056388",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0051140 | Uw 13454",NA,NA,NA,NA
"45","2020-02-08 08:57:29-03","NBC","NL-BOTANY","L.1056389","PreservedSpecimen","Plantae","Celastraceae","Maytenus","floribunda","Maytenus floribunda","Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1056389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1056389",NA,"Celastrales","Reissek",NA,"Paraná",NA,"Cêrro Azul",NA,NA,NA,NA,"NL-L1056389",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw13454",NA,NA,NA,NA
