"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","locality","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","4046056","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","A. Krapovickas","20369","South America","Argentina","Corrientes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4354439' target='other'> <mi>dwc_moreinfo</mi></a>","NY04046056","Pteridophyta","Polypodiales","Rosenst.",NA,"1971","Ayo. Pay-ubre Grande, camino Mercedes-Boqueron","NY04046056_01","11","02","Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","674891","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Spannagel","242","South America","Brazil","Santa Catarina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=815339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674891","Pteridophyta","Polypodiales","Rosenst.",NA,"1906","Lages.","NY00674891_01","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","674892","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","J. E. Leite","2656","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=815342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674892","Pteridophyta","Polypodiales","Rosenst.","J. T. Mickel; L. G. Atehortúa","1941","Pareci Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","329141","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Jürgens","174","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00329141","Pteridophyta","Polypodiales","Rosenst.",NA,"1906","Arroio [C..]","NY00329141_01",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1016649","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Collector unspecified","s.n.","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180919' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016649","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1865",NA,"NY01016649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4046057","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","E. L. Ekman","33.","South America","Argentina","Misiones","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4354440' target='other'> <mi>dwc_moreinfo</mi></a>","NY04046057","Pteridophyta","Polypodiales","Rosenst.",NA,"1907","Posadas ad ripam rivuli umbrosam.","NY04046057_01","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","149311","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Ulbricht","8","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149311","Pteridophyta","Polypodiales","Rosenst.",NA,"1903","Toledo","NY00149311_01","01",NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1040037","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Jürgens","163","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1501838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040037","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1906","Arroio Castilhaminho, ad rapes humidos umbrosas.","NY01040037_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","674894","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Spannagel","s.n.","South America","Brazil","Santa Catarina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=815345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674894","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1908","Lages.","NY00674894_01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","149312","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii major","C. Jürgens","66","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149312","Pteridophyta","Polypodiales","Rosenst.",NA,"1904","Santa Cruz, Passo do [..]","NY00149312_01",NA,NA,NA,NA,NA,NA,"major","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","149313","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii major","C. Spannagel","147","South America","Brazil","Santa Catarina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149313","Pteridophyta","Polypodiales","Rosenst.",NA,"1906","Lages","NY00149313_01","04",NA,"Lages","-50.3258","-27.8161",NA,"major","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:07:13-03","UNESP-IBB","BOTU","23559","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Fumes, J.","27",NA,"Brasil","São Paulo",NA,NA,"Samambaias e licófitas","BOTU023559",NA,NA,"Rosenst.","Campos, C.J.","1997","Distrito de Rubião Júnior, à 1km a sudoeste da UNESP",NA,"06","10","Botucatu","-48.494722","-22.883333",NA,NA,NA,"48°29'41w","22°53'00s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:18:55-03","UFRJ","RFA","9118","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","G.G. Hatschbach","14801",NA,"Brasil","Paraná",NA,NA,"Terrícola, vivipora","RFA32168",NA,NA,"Rosenst.","L.S. Sylvestre","1966","Rod. do Xisto, Rio Barigui",NA,"10","09","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 09:58:54-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16283","S","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","P.G. Windisch","8729","América do Sul","Brasil","Rio Grande do Sul",NA,NA,NA,NA,"Tracheophyta","Polypodiales","Rosenst.",NA,"1997",NA,NA,"04","26","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"42598","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:26:09-03","PUCPR","HUCP","12784","S","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Costa, ACD","042",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00000217","Monilofita",NA,"Rosenst.","Romaniuk, L","1990","Gruta de Lancinhas","HUCP00000217","12","02","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"37352","auto",NA,"2008","05","15",NA,NA,NA,NA
"26","2020-02-08 10:43:09-03","NBC","NL-BOTANY","AMD.132900","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Herter WG",NA,"Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.132900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD132900",NA,"Polypodiales","Rosenst.",NA,"1929","Plantae Uruguayenses. Dep. de Maldonado. Abra Perdomo.","NL-AMD132900","10","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:43:09-03","NBC","NL-BOTANY","L.3508136","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Rosengurtt B",NA,"Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3508136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3508136",NA,"Polypodiales","Rosenst.",NA,"1942","Depto: Florida, Cerro Colorada, Estancia San Pedro.","NL-L3508136","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:43:09-03","NBC","NL-BOTANY","L.3508137","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Hassler E",NA,"Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3508137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3508137",NA,"Polypodiales","Rosenst.",NA,"1913","Paraguaria Centralis: Porpe Sapucay.","NL-L3508137","08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:43:09-03","NBC","NL-BOTANY","L.3508138","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Jürgens C",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3508138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3508138",NA,"Polypodiales","Rosenst.",NA,"1906","East. Rio do Sul, Arroso Cartilhaminto, ad rapes humides umbraas.","NL-L3508138","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:43:09-03","NBC","NL-BOTANY","U.1003231","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Herter WG",NA,"Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1003231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1003231",NA,"Polypodiales","Rosenst.",NA,"1928","Dep. de Tacuarembo, Valle Eden.","NL-U1003231","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:43:09-03","NBC","NL-BOTANY","L.3508139","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii serrato-dentata","Juergens C",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3508139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3508139",NA,"Polypodiales","Ros.",NA,"1906","East. Rio Grande do Sul, S.Cruz, Fiz, Hortico, Diego Trilho fl. ad Lapides mascosos.","NL-L3508139","01","01",NA,NA,NA,NA,"serrato-dentata",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:23:50-03","MN","R","109568","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Juergens, C.",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Smithsonian Institution from The United States Nacional Herbarium",NA,NA,NA,"Rosenst.",NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:23:50-03","MN","R","25059","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Spannagel, C.","135",NA,"Brasil",NA,NA,NA,"Herb. F. Biology. São Paulo nº 21420",NA,NA,NA,"Rosenst.",NA,NA,"Santo Arthur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:23:50-03","MN","R","882","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Dusén, P.K.H.","4252",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"Rosenst.","Sylvestre, L.S.","1904",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","19",NA,NA,NA,NA
"35","2021-01-14 15:23:50-03","MN","R","29913","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Dutra, J.",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Ex. Herbario Florae Rio-Grandensis nº 220",NA,NA,NA,"Rosenst.",NA,NA,NA,NA,NA,NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:23:50-03","MN","R","29912","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Dutra, J.",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Ex. Herbario Florae Rio-Grandensis nº 240",NA,NA,NA,"Rosenst.",NA,NA,NA,NA,NA,NA,"Santa Cruz do Sul","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-02-02 14:38:58-02","BGBM","B","B 20 0024543","S","Plantae","Polypodiaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Jürgens & A. Stier",NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200024543 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200024543",NA,NA,"Rosenst.","L. Sylvestre","1904","Est. Rio Grande do Sul, Sta. Cruz.","B200024543","12",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"38","2016-02-02 14:38:58-02","BGBM","B","B 20 0024544","S","Plantae","Polypodiaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. Jürgens & A. Stier",NA,"Middle and South America","Brazil",NA,NA,NA,"Asplenium otites Lk. <a href=http://herbarium.bgbm.org/object/B200024544 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200024544",NA,NA,"Rosenst.","L. Sylvestre","1904","Est. Rio Grande do Sul, Sta. Cruz.","B200024544","12",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:34:57-03","IAP","PACA-AGP","90686","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C. R. Lehn","869",NA,"Brasil","RS",NA,NA,"HASU 16350. Habitat: Mata ciliar. Ecossistema: MATA","PACA090686","Pteridophyta","Polypodiales","Rosenst.","C. R. Lehn","2003",NA,NA,"11","04","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,NA,NA,NA,"68371","auto","Filicopsida","2004","04","05",NA,NA,NA,NA
"40","2019-08-27 13:34:57-03","IAP","PACA-AGP","30346","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Reitz, R.","35",NA,"Brasil","RS",NA,NA,"Brade n° 50186. Habitat: No barranco do rio.","PACA030346","Pteridophyta","Polypodiales","Rosenst.","Brade","1942",NA,NA,"01","20","Lageado","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,NA,"36738","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:34:57-03","IAP","PACA-AGP","73393","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.",NA,NA,"Brasil","RS",NA,NA,"Habitat: ad rupem terrosam in silva Hábito: rupícola","PACA073393","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1947","Linha Sao Pedro",NA,"11","03","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,"21601","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:34:57-03","IAP","PACA-AGP","73377","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","14583",NA,"Brasil","RS",NA,NA,"Habitat: in silva ciliari ad fl. Irapoá","PACA073377","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1975","Fazenda Passo da Chácara",NA,"03","29","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,NA,"47489","auto","Filicopsida","2000","03",NA,NA,NA,NA,NA
"43","2019-08-27 13:34:57-03","IAP","PACA-AGP","73390","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","8087",NA,"Brasil","RS",NA,NA,"Habitat: ad flumen in terra silvae","PACA073390","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1962","Rio Tainhas",NA,"08","05","São Francisco de Paula","-50.5835990905762","-29.4480991363525","800",NA,NA,NA,NA,"76715","auto","Filicopsida","2000","03",NA,"800",NA,NA,NA
"44","2019-08-27 13:34:57-03","IAP","PACA-AGP","73395","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.",NA,NA,"Brasil","RS",NA,NA,"Habitat: ad rupem in speluncula Hábito: rupícola","PACA073395","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","1960","Vila Oliva",NA,"02","23","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"76715","auto","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:34:57-03","IAP","PACA-AGP","73379","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","1155",NA,"Brasil","RS",NA,NA,"Habitat: in planitie iuxta flumen","PACA073379","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1941","Rio dos Sinos",NA,"10","14","São Leopoldo","-51.1472015380859","-29.7602996826172","10",NA,NA,NA,NA,"10287","auto","Filicopsida","2000","03",NA,"10",NA,NA,NA
"46","2019-08-27 13:34:57-03","IAP","PACA-AGP","73392","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","Sehnem, A.","718",NA,"Brasil","RS",NA,NA,"Habitat: ad petras in silva Hábito: rupícola","PACA073392","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1936","Subida do Morro dos Dois Irmãos",NA,"01","03","São Leopoldo","-51.1472015380859","-29.7602996826172","200",NA,NA,NA,NA,"10287","auto","Filicopsida","2000","03",NA,"200",NA,NA,NA
"47","2019-08-27 13:34:57-03","IAP","PACA-AGP","73397","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","ulbrichtii","Asplenium ulbrichtii","C.J. Steffen",NA,NA,"Brasil","RS",NA,NA,"ASSL 13814 Habitat: ad marginem fluminis in silvula","PACA073397","Pteridophyta","Polypodiales","Rosenst.","L. Sylvestre","1973","ad fl. Sinos",NA,"10","06","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,"22252","auto","Filicopsida","2000","03",NA,NA,NA,NA,NA
