"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","sex"
"1250","2019-11-13 11:30:25-03","USP","SPF","227009","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Silva Neto, SJ","Braga, JMA","5442","1999","09","01","Brasil","Rio de Janeiro",NA,"-43.233333","-22.516667","-43.233333","-22.516667","SPF00227009","SPF00227009","2000","11",NA,"Saracuruna. Reserva da Petrobras.",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","2019-11-13 11:30:25-03","USP","SPF","74387","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Simão-Bianchini, R","Simão-Bianchini, R","40","1988","10","10","Brasil","São Paulo","Juréia",NA,NA,NA,NA,"SPF00074387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2019-11-13 11:30:25-03","USP","SPF","85528","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Campos, MTVA","Freire-Fierro, A","1626","1990","08","18","Brasil","São Paulo","Santo André","-46.25","-23.833333","-46.25","-23.833333","SPF00085528",NA,"1994",NA,NA,"Paranapiacaba",NA,"600","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2019-11-13 11:30:25-03","USP","SPF","96585","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Anunciação, EA","Bernacci, LC","1098","1995","01","11","Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00096585",NA,"1997","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","2019-11-13 11:30:25-03","USP","SPF","80089","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Campos, MTVA","Kameyama, C","62","1993","05","15","Brasil","Espírito Santo","Vargem Alta","-41.0069007873535","-20.6714000701904",NA,NA,"SPF00080089",NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27188","auto",NA,NA,NA,NA,NA,NA,NA
"1255","2019-11-13 11:30:25-03","USP","SPF","72342","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Anônimo","Simão-Bianchini, R","191","1989","12","18","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"SPF00072342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"1256","2019-11-13 11:30:25-03","USP","SPF","153089","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Mello-Barreto, HL","Oliveira, JE","516","1941","06","04","Brasil","Minas Gerais","Tombos","-42.0228004455566","-20.9046993255615",NA,NA,"SPF00153089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA
"1257","2019-11-13 11:30:25-03","USP","SPF","100707","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, DC","Pirani, JR","3567","1995","02","20","Brasil","Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"SPF00100707",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"1258","2019-11-13 11:30:25-03","USP","SPF","144361","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, DC","Fiaschi, P","595","2001","01","22","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,"SPF00144361",NA,"2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA
"1259","2019-11-13 11:30:25-03","USP","SPF","229043","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Mario","Braga, JMA","1082","1994","03","19","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"SPF00229043",NA,"1994","10",NA,"Parque Estadual da Pedra Branca",NA,"300","300",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"1260","2019-11-13 11:30:25-03","USP","SPF","226953","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Anônimo","Souza, VC","33638","2009","05","10","Brasil","Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,"SPF00226953","SPF00226953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA
"1261","2019-11-13 11:30:25-03","USP","SPF","93528","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, DC","Pirani, JR","741","1983","07","25","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"SPF00093528",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA
"1262","2019-11-13 11:30:25-03","USP","SPF","176300","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grande, DA","Grande, DA","19","1978","01","18","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"SPF00176300",NA,"1978","11",NA,"Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"1263","2019-11-13 11:30:25-03","USP","SPF","176301","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Jung-Mendaçolli, SL","Macedo, ICC","90","1985","07","10","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"SPF00176301",NA,"2001","05",NA,"Parque Estadual da Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"1264","2019-11-13 11:30:25-03","USP","SPF","15011","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Hoehne, W","Hoehne, W","s.n.","1953","07","15","Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00015011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"1265","2019-11-13 11:30:25-03","USP","SPF","150478","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Costa, CB","Esteves, GL","2724","2000","08","10","Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"SPF00150478",NA,"2001","01",NA,"Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"1266","2019-11-13 11:30:25-03","USP","SPF","86460","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Mattos, J","Andrade, MAB","s.n.","1962","05","17","Brasil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,"SPF00086460",NA,"1963",NA,NA,"Ilha de Santo Amaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA
"1267","2019-11-13 11:30:25-03","USP","SPF","107541","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Souza, VC","Souza, VC","9246","1995","10","08","Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"SPF00107541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"1268","2019-11-13 11:30:25-03","USP","SPF","96055","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Anunciação, EA","Rossi, L","1680","1994","09","06","Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"SPF00096055",NA,"1997","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA
"1269","2019-11-13 11:30:25-03","USP","SPF","99524","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Furlan, A","Furlan, A","1382","1994","04","14","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00099524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1270","2019-11-13 11:30:25-03","USP","SPF","82061","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Cruz, ND","Cruz, ND","93","1964","02","28","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00082061",NA,"1964","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1271","2019-11-13 11:30:25-03","USP","SPF","67684","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, DC","Edna","s.n.","1987",NA,NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00067684",NA,"1996",NA,NA,NA,NA,"150","400",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1272","2019-11-13 11:30:25-03","USP","SPF","142898","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Zappi, DC","Forzza, RC","1529","2000","05","06","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00142898",NA,"2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1273","2019-11-13 11:30:25-03","USP","SPF","115202","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Anônimo","Bernacci, LC","1904","1995","06","03","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00115202",NA,NA,NA,NA,"Estação Experimental do IAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1274","2014-04-04 18:28:33-03","PNFM","IRAI","3961","S","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Veiga, F.","Veiga, F.","026","2011","04","22","Brasil","Santa Catarina","São Francisco do Sul","-48.697889","-26.245944","-48.697889","-26.245944","IRAI00003961",NA,"2011","04",NA,"Estaleiro","Herbácea, flor amarelo e vermelho",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","2021-03-25 13:53:29-03","UNIVILLE","JOI","6940","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Melo-Júnior, J.C.F.","764","2008","01","15","Brasil",NA,"Brasil",NA,NA,NA,NA,"JOI006940",NA,"2008","04","11","Guaramirim - Caixa d#?#água, BR-280.","; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","2021-03-25 13:53:29-03","UNIVILLE","JOI","17048","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Cadorin, T. J.","Cadorin, T. J.; Grosch, B. & Zimmermann, R.","1874","2010","04","07","Brasil","Santa Catarina","Garuva","-48.727222","-26.055","48º43'38''W","26º3'18''S","JOI017048",NA,"2010","04","22","Sol Nascente","Fruto roxo. flor bráctea vermelha Habito: Arbusto","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2021-03-25 13:53:29-03","UNIVILLE","JOI","6975","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Melo-Júnior, J.C.F.","707","2007","12","20","Brasil",NA,"Brasil",NA,NA,NA,NA,"JOI006975",NA,NA,NA,NA,"Guaramirim - Corticeira, BR-280.","; TIPO VEGETACIONAL: FODTB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2021-03-25 13:53:29-03","UNIVILLE","JOI","7010","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Melo-Júnior, J.C.F.","702","2007","12","20","Brasil",NA,"Brasil",NA,NA,NA,NA,"JOI007010",NA,"2008","04","15","Guaramirim - Corticeira, BR-280.","; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","2021-03-25 13:53:29-03","UNIVILLE","JOI","7028","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Melo-Júnior, J.C.F.","765","2008","01","15","Brasil",NA,"Brasil",NA,NA,NA,NA,"JOI007028",NA,"2008","04","17","Guaramirim - Caixa d#?#água, BR-280.","; TIPO VEGETACIONAL: FODTB","29","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","2021-03-25 13:53:29-03","UNIVILLE","JOI","9013","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","T.A. Beckhauser","T.A. Beckhauser","24","2006","05","31","Brasil","Santa Catarina","Blumenau","-49.116389","-26.903611","49º6'59''W","26º54'13''S","JOI009013",NA,"2006","06","10","A.D. Hering, Velha.","; HABITO: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","2021-03-25 13:53:29-03","UNIVILLE","JOI","14597","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","M. Verdi","Verdi, M.","2481","2009","07","17","Brasil","Santa Catarina","Navegantes","-48.763611","-26.839722","48º45'49''W","26º50'23''S","JOI014597",NA,"2009","07","17","BR-470.","Herbário Dr. Roberto Miguel Klein - 13741; HABITAT: margem da BR-470; HABITO: arbustiva; TIPO VEGETACIONAL: Floresta Ombrófila Densa","35","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","2021-03-25 13:53:29-03","UNIVILLE","JOI","830","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Jotham Ziffer Berger","D. Minatti","45","2004","06","24","Brasil","Santa Catarina","Araquari","-48.7221984863281","-26.3700008392334",NA,NA,"JOI000830",NA,"2005","06","30","Ilha dos Barcos.","; HABITAT: mata secundária; HABITO: arvoreta, terrestre; TIPO VEGETACIONAL: Restinga",NA,NA,NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA,NA,NA
"1283","2021-03-25 13:53:29-03","UNIVILLE","JOI","832","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","F.C.S. Vieira","D. Minatti","35","2004","06","04","Brasil","Santa Catarina","Araquari","-48.7221984863281","-26.3700008392334",NA,NA,"JOI000832",NA,"2005","06","30","Ilha dos Barcos.","; HABITO: arvoreta, terrestre",NA,NA,NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA,NA,NA
"1284","2021-03-25 13:53:29-03","UNIVILLE","JOI","16059","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Gasper, A. L.","Pastório, F.F.","19","2015","02","07","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"JOI016059",NA,"2015","06","26","Parque Natural Municipal São Francisco de Assis.","; HABITAT: borda da trilha, ambiente sombreado","60","60",NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"1285","2021-03-25 13:53:29-03","UNIVILLE","JOI","3089","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","F.C.S. Vieira","F.C.S. Vieira",NA,"2005","09","05","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"JOI003089",NA,"2005","10","05","Monte Crista, rio do Cristo.","; HABITAT: mata ciliar; HABITO: arbusto, terrestre; TIPO VEGETACIONAL: FODTB",NA,NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"1286","2021-03-25 13:53:29-03","UNIVILLE","JOI","12563","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Schmoeller, F.","Schmoeller, F","121","2011","06","15","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012563",NA,"2011","12","15","Empresa Franke.","; HABITAT: sub bosque; HABITO: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1287","2021-03-25 13:53:29-03","UNIVILLE","JOI","13362","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Condorcet Aranha","Sérgio F.G. Diniz","1","2000","04","11","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI013362",NA,"2000","04","17","Estrada Dona Francisca, Km 21, rodovia SC 301, próximo a escola Germano L.","Herbário Joinville - Museu Botânico Municipal - 316",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1288","2021-03-25 13:53:29-03","UNIVILLE","JOI","7618","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Condorcet Aranha","Cristiane Rabelo","106","2001","03","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI007618",NA,"2001","03","14","Estrada do Piraí.","Museu Botânico Municipal - Herbário Joinville - 615",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1289","2021-03-25 13:53:29-03","UNIVILLE","JOI","7640","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Condorcet Aranha","Lílian","13","2000","09","25","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI007640",NA,"2000","09","28","Estrada do Rio da Prata.","Propriedade do Sr. Runke",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1290","2021-03-25 13:53:29-03","UNIVILLE","JOI","5942","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Bächtold, A.","159","2005","02","26","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI005942",NA,NA,NA,NA,"Estrada do Sul - Vila Nova.","; HABITAT: sub bosque, margem do rio; HABITO: arvoreta, terrestre",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1291","2021-03-25 13:53:29-03","UNIVILLE","JOI","12730","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grossel, S","Grossel, S.","15","2010","06","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012730",NA,"2010","06","22","Jardim Botânico.","Projeto FLORA; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1292","2021-03-25 13:53:29-03","UNIVILLE","JOI","12727","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grossel, S","Grossel, S.","24","2010","06","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012727",NA,"2010","06","22","Jardim Botânico.","PROJETO FLORA",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1293","2021-03-25 13:53:29-03","UNIVILLE","JOI","12728","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grossel, S","Grossel, S.","13","2010","06","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012728",NA,"2010","06","22","Jardim Botânico.","PROJETO FLORA",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1294","2021-03-25 13:53:29-03","UNIVILLE","JOI","7209","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","T. Maia","T. Maia","4","2008","05","08","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI007209",NA,NA,NA,NA,"Jardim Botânico.","Flores cerosas; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1295","2021-03-25 13:53:29-03","UNIVILLE","JOI","12760","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grossel, S","Grossel, S.","4","2010","05","26","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012760",NA,"2010","06","10","Jardim Botânico da Univille.","Projeto Flora",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1296","2021-03-25 13:53:29-03","UNIVILLE","JOI","12759","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Moraes-Lima, T.","Grossel, S.","3","2010","05","26","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012759",NA,"2010","06","07","Jardim Botânico da Univille.","Projeto Flora",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1297","2021-03-25 13:53:29-03","UNIVILLE","JOI","7453","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","J. Meirelles","T.G. Fendrich","5","2008","06","20","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI007453",NA,"2008","08","20","Jardim Botânico de Joinville, Campus Universitário.","; HABITAT: mata secundária; HABITO: arbusto; TIPO VEGETACIONAL: FODTB",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1298","2021-03-25 13:53:29-03","UNIVILLE","JOI","7451","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","J. Meirelles","T.G. Fendrich","7","2008","06","20","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI007451",NA,NA,NA,NA,"Jardim Botânico de Joinville, Campus Universitário.","; HABITAT: mata secundária; HABITO: arvoreta; TIPO VEGETACIONAL: FODTB",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1299","2021-03-25 13:53:29-03","UNIVILLE","JOI","12772","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","Grossel, S","Moraes-Lima, T.","5","2010","05","19","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI012772",NA,"2010","06","10","Jardim Botânico - UNIVILLE.","Projeto FLORA; TIPO VEGETACIONAL: FOD",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1300","2021-03-25 13:53:29-03","UNIVILLE","JOI","8248","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra",NA,"Meirelles, J.","29",NA,NA,NA,"Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI008248",NA,NA,NA,NA,"Morro do Finder.","; HABITO: arvoreta; TIPO VEGETACIONAL: FOD Submontana",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"1301","2021-03-25 13:53:29-03","UNIVILLE","JOI","415","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","nuda","Psychotria nuda","(Cham. & Schltdl.) Wawra","F.C.S. Vieira","F.C.S. Vieira","8","2003","03","23","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI000415",NA,"2004","10","30","Morro do Finder.","; HABITAT: mata secundária; HABITO: arbusto, terrestre",NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
