"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","infraspecificEpithet","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1281252","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","S. A. Mori","11253","1978","11","20","South America","Brazil","Bahia","Rodovia BR 116 (Rod. Rio/Bahia), rumo a Poções.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681260' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281252","NY01281252_01","S. A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4029532","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","F. J. Breteler","3201","1963","10","23","South America","Venezuela",NA,"16 km S. W. of Mérida along road to San Cristóbal","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332643' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04029576","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. A. Steyermark","88218","1961","01","08","South America","Venezuela","Bolívar","Upper part of west-facing wooded slopes, E. of Miamo. Altiplanicie Nuria","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332714' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029576",NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01303872","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","C. A. Cid Ferreira","1190","1980","06","28","South America","Brazil","Pará","Rio Trombetas a 10 Km abaixo da Cachoeira Porteira, margem direita a 4 Km da margem",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1325957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01303872","NY01303872_01","M. J. Huft","Oriximiná","-57.0077938","-1.1499735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4029528","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. Toledo","344","1994","09","07","South America","Bolivia","Santa Cruz","Campus Universitario. 1 km NW del centro de Santa Cruz","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332639' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029528",NA,NA,"Andrés Ibáñez","-63.1667","-17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1028045","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","Rizzo","s.n.","1971","05","02","South America","Brazil","Goiás","Jardim da Praça Universitária.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144474' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028045","NY01028045_01","E. Jablonski","Goiânia","-49.2539","-16.6786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01303871","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","B. A. Krukoff","12428/172","1942","12","19","South America","Brazil","Amazonas","Basin of Rio Negro. Rio Içana.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01303871","NY01303871_01","M. H. Nee",NA,"-68.6058909","1.4139117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4029575","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","A. Weberbauer","7655","1927","02","19","South America","Peru","Tumbes","Mts. E. of Hacienda Chicama","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332688' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029575",NA,NA,"Tumbes",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4029585","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","G. S. Bunting","9840","1981","01","12","South America","Venezuela","Zulia","Cultivada en el vivero del Jardín Botánico de Maracaibo, de estacas de Bunt. 8059V recolectadas. alrededores de Piedras Blancas, al pie de la loma a la derecha de la carretera umbo a río Chiquito, en bosque deciduo aparentement original",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332730' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029585",NA,NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4029550","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","E. P. Killip","11089","1922","09","06","South America","Colombia","Valle del Cauca","Espinal, below Dagua","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332662' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029550",NA,NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4029588","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","W. E. Broadway","250","1923","01","05","South America","Venezuela",NA,"Vicinity of Cristobal Colon",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332733' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4029596","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","H. Pittier","12571","1927","10","13","South America","Venezuela","Federal","Hills above Antímano",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332741' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01303868","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","G. T. Prance","15554","1971","10","23","South America","Brazil","Amazonas","Rio Uneiuxi, Makú Indian village, 300 km above mouth.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1325152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01303868","NY01303868_01","W. Punt",NA,"-67.3556","-1.5556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4029590","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","R. L. Liesner","12053","1981","05","17","South America","Venezuela","Sucre","Peninsula de Araya, 20 km northwest of Cariaco by air; 2 km west of corner where road from Cariaco to Chacopata meets ocean",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332735' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029590",NA,NA,NA,"-63.67","10.63","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4029593","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","S. A. Mori","14559","1982","01","13","South America","Venezuela","Aragua","Henri Pittier Natl. Park. South slope. Km. 15 on road from Maracay to Ocumare","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332738' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4029545","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","D. C. Daly","6053","1989","05","19","South America","Colombia","Valle del Cauca","Mun. Loboguerrero, Canon de Dagua, 18 km N of Dagua, @ 40 km NW of Cali on newer Cali-Buenaventura road","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332657' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029545",NA,NA,NA,"-76.67","4.37","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4029559","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","H. Balslev","4367","1983","07","28","South America","Ecuador","Napo","Rio Cuyabeno below inlet of Rio Tarapui, Pto. Bolivar, in garden of Victoriano Criollo","230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332671' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029559",NA,NA,NA,"-76.17","-0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1428145","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","F. W. Hunnewell","19952","1953","01","28","South America","Trinidad and Tobago",NA,"Tobago: King Peters Bay.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1661111' target='other'> <mi>dwc_moreinfo</mi></a>","NY01428145","NY01428145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4029534","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","B. Maguire","39434","1953","10","19","South America","Venezuela","Mérida","2 km. southwest of Ejodo","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332645' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4029526","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. A. Steyermark","62792","1945","05","18","South America","Venezuela","Sucre","along Río Guagua, tributary to Río Manzanares, above valley of Cumanacoa, above Cuchivano","230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332636' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029526",NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4029527","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. H. Nee","32013","1985","09","28","South America","Bolivia","La Paz","2 km N of center of Chulumani, along road to Irupana","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332638' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029527",NA,NA,"Sud Yungas","-67.52","-16.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","230256","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. H. Nee","47782","1998","01","04","South America","Bolivia","Santa Cruz","Santa Cruz de la Sierra, Barrio MacDonald, between segundo and tercer Anillos and near Ave. Banzer.","420","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230256",NA,"M. H. Nee","Andrés Ibáñez","-63.18","-17.77","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4029573","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","G. Klug","2674","1932","09",NA,"South America","Peru","San Martín","Pongo de Cainarachi, Río Cainarachi, Tributary of Río Huallaga","230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332686' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4029565","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. S. de la Cruz","2363","1922","09","22","South America","Guyana",NA,"Upper Mazaruni River",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332678' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01303870","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","B. A. Krukoff","12465/208","1942","01","14","South America","Brazil","Amazonas","Basin of Rio Negro. Corocoro on Rio Vaupes.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639172' target='other'> <mi>dwc_moreinfo</mi></a>","NY01303870","NY01303870_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4029558","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. A. Baker","6164","1985","05","13","South America","Ecuador","Morona-Santiago","La Mision Salesiano, 5 km al S del Rio Bomboiza y cerca la carretera Zamora-Gualaquiza","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332670' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4029533","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. Rimachi Y.","2878","1977","03","03","South America","Peru","Loreto","Dtto. Indiana. Río Amazonas, Quebrada de Yanayacu",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332644' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029533",NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4029577","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. A. Steyermark","88218","1961","01","08","South America","Venezuela","Bolívar","Upper part of west-facing wooded slopes, E. of Miamo. Altiplanicie Nuria","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332722' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029577",NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1028044","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","E. P. Heringer","15379","1976","02","28","South America","Brazil","Distrito Federal","W3 Sul, 706, Bloco M.",NA,"sheet","Planta exótica Cultivada nas superquadras. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028044","NY01028044_01","M. H. Nee","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4029525","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. H. Nee","37371","1988","12","27","South America","Bolivia","Santa Cruz","city of Santa Cruz","420","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332635' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029525",NA,NA,"Andrés Ibáñez","-63.2","-17.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4029563","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","J. S. de la Cruz","2703","1922","10","20","South America","Guyana",NA,"Malali, Demerara River",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332676' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4029574","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","G. Klug","3917","1934","10",NA,"South America","Peru","San Martín","Juan Jui, Alto Río Huallaga","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332687' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4029599","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","H. Pittier","9835","1921","09","18","South America","Venezuela",NA,"Around Caracas","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332744' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02431425","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","cotinifolia","Euphorbia cotinifolia","L.","M. H. Nee","42937","1992","07","03","South America","Brazil","Amazonas","Cultivated ornamental plants in residential area, Bairro Campos Elíseos.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976015' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431425","NY02431425_01",NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
