"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","locality","identifiedBy","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"89","2012-05-09 05:09:00-03","MO","MOBOT","2251866","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","Seijo 2726","2002","1","15","South America","Argentina","Salta","Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruta 81, Km 1721","Seijo, G. J., //",NA,NA,NA,NA,NA,"198.00000000",NA,NA,NA,NA,NA,NA,NA
"90","2018-05-17 05:28:00-03","MO","MOBOT","2294338","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Arturo E. Burkart|Nélida M. Bacigalupo|Rosa Guaglianone|María E. Múlgura|Emilio A. Ulibarri","Burkart 30874","1974","12","14","South America","Argentina","Entre Ríos","Federación",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruta 14, desvío a Salto Grande","Burkart, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2009-07-31 09:44:00-03","MO","MOBOT","2294362","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","Fortunato 3334","1992","3","29","South America","Argentina","Formosa","Patiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ea. Canesin-Welsh, por ruta 95 a 7 km N del cruce de las rutas 95 y 81.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-07-31 09:44:00-03","MO","MOBOT","2294381","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","Fortunato 3094","1992","3","24","South America","Argentina","Formosa","Patiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 km de Sargento Leyes, por ruta 86 en direcc. a San Martín 2.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-07-15 12:23:00-03","MO","MOBOT","2342021","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato","Fortunato 490","1983","11","12","South America","Argentina","Formosa","Patiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A 20 km al W de Ibarreta, por antigua ruta 81.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-07-15 12:23:00-03","MO","MOBOT","2402730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato","Fortunato 530","1983","11","13","South America","Argentina","Chaco","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camino entre La Eduviges y ruta 34, a 7 km de la ruta 90 al E hacia Selvas del Río de Oro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-03-01 06:07:00-03","MO","MOBOT","2427162","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Nélida M. Bacigalupo|Elisa G. Nicora|Rosa Guaglianone","Bacigalupo 736","1988","11","21","South America","Argentina","Entre Ríos","Federación",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chajarí a San Jaime, cerca de Ruta 14","Ulibarri, E. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"96","2014-04-29 05:39:00-03","MO","MOBOT","2427182","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|J.A. Greppi|Silvana Sede|S. Soto","Fortunato 7923","2003","1","31","South America","Argentina","Corrientes","Lavalle","-58.88333","-29.01666",NA,NA,NA,NA,NA,NA,NA,"1,4 km de Yataity Calle por RP 120, en direcc. W a RN 12.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-10-05 10:12:00-03","MO","MOBOT","2430936","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|A. D'Agostini|Alejandro J. Martínez|H. Lopez","Fortunato 6345","1999","12","10","South America","Argentina","Chaco","Presidente de la Plaza","-59.65","-27.1",NA,NA,NA,NA,NA,NA,NA,"18 km al E de Machagai, por RN 16.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2011-09-30 16:06:00-03","MO","MOBOT","2430952","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Renée H. Fortunato|A. Cabral|S. Soto|A. Martínez","Fortunato 6741","2000","11","23","South America","Argentina","Formosa","Matacos","-61.81666","-23.78333",NA,NA,NA,NA,NA,NA,NA,"13 km al N de Ing. G. Juárez por RP 39.","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2018-02-24 05:31:00-03","MO","MOBOT","2516731","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","Seijo 2411","2001","11","25","South America","Uruguay","Salto",NA,"-57.70805","-30.83583",NA,NA,NA,NA,NA,NA,NA,"Salto, acceso a Belén","Seijo, G. J., //",NA,NA,NA,NA,NA,"24.00000000",NA,NA,NA,NA,NA,NA,NA
"100","2009-12-07 21:13:00-02","MO","MOBOT","2921243","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Nélida M. Bacigalupo|Rosa Guaglianone","Bacigalupo 1578","1991",NA,NA,"South America","Argentina","Entre Ríos","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balneario La Tortuga Alegre, al Norte de Concordia.","N. Bacigalupo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2008-05-27 22:02:00-03","MO","MOBOT","2921311","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Fátima Mereles","Mereles H. 3492","1989","2","14","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Militar. Cercanias Del Rio Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2011-03-15 06:25:00-03","MO","MOBOT","2921412","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Ricardo O. Vanni|Lidia I. Ferraro|M. Silvia Ferrucci","Vanni 1287","1989",NA,NA,"South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Militar, puente sobre el río Paraguay. frente a Concepción.","R. Vanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-09-23 17:17:00-03","MO","MOBOT","2921475","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Gert G. Hatschbach|F.J. Zelma","Hatschbach 49281","1985","3","18","South America","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porto Murtinho. Pantanal, solo arenoso sêco.","R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"104","2011-03-31 12:08:00-03","MO","MOBOT","2921550","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S. Llatas Quiroz","Llatas Quiroz 431","1979",NA,NA,"South America","Peru","Lambayeque","Chiclayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alrededores de Reque. Habitat Borde de caminos.","REG",NA,NA,NA,NA,NA,"25.00000000",NA,NA,NA,NA,NA,NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","2922070","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","J. Hudson","Hudson 941","1974","11","2","South America","Peru","Lambayeque",NA,"-79.78333","-6.73333",NA,NA,NA,NA,NA,NA,NA,"On E side of Chiclayo.","R. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-08-23 05:45:00-03","MO","MOBOT","2922307","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S.A. Renvoize|C.M. Wilmot-Dear|Roberto Kiesling","Renvoize 3551",NA,NA,NA,"South America","Argentina","Formosa","Patiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 km. W. of Fontana, Ruta Nacional 81. Marshy ground beside road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2014-01-03 09:00:00-02","MO","MOBOT","2922543","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","O. Ahumada","Ahumada 2578","1979","2","20","South America","Argentina","Corrientes","Curuzú Cuatiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 Km SW de Parada Pucheta, Ruta Nac. 127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"108","2009-05-15 10:17:00-03","MO","MOBOT","2922680","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Pedro Jörgensen","Jörgensen 2687","1917",NA,NA,"South America","Argentina","Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comun en prados Los Palmas.","Ronald Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","2922912","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","O. Ahumada","Ahumada 1743","1978","3","12","South America","Argentina","Corrientes","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 Km S de Caa-Catí. Ruta 5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2011-02-18 20:45:00-02","MO","MOBOT","2923677","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","A. Bresky|Anita Radovancich","Bresky 16","1988",NA,NA,"South America","Argentina","Corrientes","Beron de Astiado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colonia Yahapé, Ea. Doña Marina, Km 1151/53.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","91466","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Elsa M. Zardini|Tulio Tillería","Zardini 33935","1992","11","27","South America","Paraguay","Central",NA,"-57.56666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry. Inundated savanna on clay.","Renee Fortunato (BAB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","786",NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","2921049","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Santiago Venturi","Venturi 706","1919",NA,NA,"South America","Argentina","Tucumán","Leales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donlad R. Windler",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2009-07-17 07:39:00-03","MO","MOBOT","2921081","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Émile Hassler","Hassler 2390","1903","10",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gran Chaco: Ad. ripam occidentalem flum. Paraguay.","Donald R. Windler",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2015-09-28 15:37:00-03","MO","MOBOT","2921941","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Hipólito Ruiz L.|José A. Pavón","Ruiz López s.n.","1777",NA,NA,"South America","Peru","Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huara.","Donald R. Windler (SIU)",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"115","2009-07-17 07:39:00-03","MO","MOBOT","2922188","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Émile Hassler","Hassler 6497",NA,NA,NA,"South America","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donald R. Windler",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2009-05-15 13:24:00-03","MO","MOBOT","2922426","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Pedro Jörgensen","Jörgensen 3623","1928","11","5","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In the camp at the feet of the ..de V. Rica.","Donald R. Windler",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","970816","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens pubescens",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 41627","1994","10","29","South America","Paraguay","Presidente Hayes",NA,"-57.92111","-25.03222",NA,NA,NA,NA,NA,NA,NA,"Pilcomayo River basin. Inundated savanna and patches of forest on clay.","M. Mereles (BAB)",NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,"6","978",NA,NA
"118","2019-03-29 10:41:25-03","UFSM","HDCF","800","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Marchiori, J. N. C.",NA,"1983","02","22","América","Brasil","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312","93142",NA,"Erva rasteira estolonífera. Frutos verdes e maturos. Botões florais axilares",NA,NA,"auto",NA,"Linha de Tiro","Marchiori, J. N. C.",NA,NA,NA,NA,"1985",NA,NA,"04","24",NA,NA,NA,NA
"119","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5342","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Alves, F.M.; Sartori, A.L.B.; Sartori, A.L.B.","475","2007","12","04",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.688083","-21.676389",NA,NA,"Estames Brancos e flores inferiores com estames petalóides amarelos.",NA,NA,NA,NA,"Porto Murtinho. Fazenda Agro-Comercial","Alves, F.M.",NA,NA,"-57.688083","-21.676389","2008",NA,NA,"10","15",NA,NA,NA,NA
"120","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5358","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Alves, F.M.; Sartori, A.L.B.; Cristaldo, A.C.M.; Garcia, J.S.; Sartori, A.L.B.; Cristaldo, A.C.M.; Garcia, J.S.","259","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.688056","-21.684306",NA,NA,"Erva prostrada 0,2 m de comp. Fruto maduro castanho. Tolerarante a alagamento de áreas periodicamente inundadas. Estames Brancos e flores inferiores com estames petalóides amarelos.",NA,NA,NA,NA,"Fazenda Agro-Comercial","Alves, F.M.",NA,NA,"-57.688056","-21.684306","2008",NA,NA,"10","15",NA,NA,NA,NA
"121","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5338","S","Plantae",NA,NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","Alves, F.M.; Sartori, A.L.B.; Sartori, A.L.B.","493","2007","12","05",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.688083","-21.684306",NA,NA,"Erva ereta 1 m de alt. Flor verde. Estames brancos e flores inferiores com estames petalóides amarelos.",NA,NA,NA,NA,"Fazenda Agro-Comercial","Alves, F.M.",NA,NA,"-57.688083","-21.684306","2008",NA,NA,"10","15",NA,NA,NA,NA
"122","2020-08-31 09:15:04-03","INPA","INPA","94879","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Mim","Neptunia","pubescens","Neptunia pubescens","Benth.","Ahumada, O","2578","1979","02","20","Southern America","Argentina","Corrientes","Curuzú Cuatiá",NA,NA,NA,NA,NA,"INPA0094879","INPA0094879 INPA0094879_e",NA,NA,"12 km SW de Parada Pucheta, Ruta Nac. nº 127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","1065482","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","P. Jörgensen","2687","1917","11",NA,"South America","Argentina","Chaco",NA,NA,NA,NA,NA,NA,"US02208977",NA,NA,"Dicotyledonae","[illegible text] De la 2 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"124","2020-09-12 05:00:02-03","US","US","2912536","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S. G. Beck","2619",NA,NA,NA,"South America - Neotropics","Bolivia","Beni",NA,NA,NA,NA,NA,NA,"US02208985",NA,NA,"Dicotyledonae","Prov. Ballivian, Espiritu en la zona de influencia del rio Yacuma",NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,"1",NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","1694988","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","M. Job","769","1936","2","1","South America","Argentina","Santa Fe",NA,NA,NA,NA,NA,NA,"US02208986",NA,NA,"Dicotyledonae","Camino de Recomquista a Dr. Barros Lazos [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"126","2020-09-12 05:00:02-03","US","US","2122596","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","T. Pederson","867","1950","11","21","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"US02208980","US02208980_01",NA,"Dicotyledonae","Estancia Santa Teresa, Dep. Mburucuya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"127","2020-09-12 05:00:02-03","US","US","1175677","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","K. Fiebrig","915","1903","2","20","South America","Paraguay","Paraguari",NA,NA,NA,NA,NA,NA,"US02208983",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"128","2020-09-12 05:00:02-03","US","US","2470943","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","O. Braun","13","1965","1",NA,"South America - Neotropics","Bolivia","Beni",NA,NA,NA,NA,NA,NA,"US02208978",NA,NA,"Dicotyledonae","Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","2426865","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","H. Humbert, J. M. Idrobo, R. Jaramillo M. & E. Pérez Arbeláez","26950","1952","10","28","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,"US02208987",NA,NA,"Dicotyledonae","Bassin du Rio Magdalena, Departamento del Tolima, Llanos a l'Est de Ibague",NA,NA,NA,NA,NA,NA,"900",NA,NA,NA,"1",NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","1549568","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S. Venturi","495","1919","10","20","South America","Argentina","Tucuman",NA,NA,NA,NA,NA,NA,"US02208975","US02208975_01",NA,"Dicotyledonae","Departamento Leales, Chauar Pojo [interpreted]",NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,"1",NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","1549596","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S. Venturi","1524","1921","12","3","South America","Argentina","Tucuman",NA,NA,NA,NA,NA,NA,"US02208981",NA,NA,"Dicotyledonae","Departamento Cruz Olta, Las Cajas [interpreted]",NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,"1",NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","2966074","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","N. Troncoso & et al.","2490","1978","11","11","South America","Argentina","Entre Rios",NA,NA,NA,NA,NA,NA,"US02208976",NA,NA,"Dicotyledonae","Dep. Federacion, ruta 14 al N. de Federacion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"133","2020-09-12 05:00:02-03","US","US","938831","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","F. C. Lehmann","6110",NA,NA,NA,"South America - Neotropics","Colombia","Tolima",NA,NA,NA,NA,NA,NA,"US02208984","US02208984_01",NA,"Dicotyledonae","Carnicerias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","1549595","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","S. Venturi","706","1919","12","11","South America","Argentina","Tucuman",NA,NA,NA,NA,NA,NA,"US02208982",NA,NA,"Dicotyledonae","Departamento Leales, Chauar Pojo [interpreted]",NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,"1",NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2430848","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Neptunia","pubescens","Neptunia pubescens","Benth.","A. Sagástegui A.","0417",NA,NA,NA,"South America - Neotropics","Peru","La Libertad",NA,NA,NA,NA,NA,NA,"US02208979","US02208979_01",NA,"Dicotyledonae","Alrededores de Trujillo, Prov. Trujillio",NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,"1",NA,NA,NA
"136","2020-09-02 16:29:25-03","Cenargen","CEN","107470","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Neptunia","pubescens","Neptunia pubescens","Benth.","José Francisco Montenegro Valls","9063","1985","10","10",NA,"Brasil","MS","CORUMBA","-57.594166","-19.341111",NA,"Exsicatas","Ramos prostrados de ápice ascendente.","CEN00107470","CEN00107470",NA,NA,"2,5 km ao longo da entrada para Forte Coimbra, que parte da BR - 262, nas proximidades de Maria Coelho.","J. F. M. Valls",NA,NA,"-57.594166","-19.341111","1985","100","100","10",NA,"7",NA,NA,NA
"137","2019-11-13 11:22:55-03","USP","SPF","157490","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Neptunia","pubescens","Neptunia pubescens","Benth.","Seijo, G","2726","2002","01","15","Southern America","Argentina","Salta",NA,"-62.671389","-23.558889",NA,NA,NA,"SPF00157490",NA,NA,NA,"Rivadavia.","Seijo, G",NA,NA,"-62.671389","-23.558889","2002","198","198",NA,NA,NA,NA,NA,NA
"138","2020-05-08 11:10:51-03","UEFS","HUEFS","143999","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Neptunia","pubescens","Neptunia pubescens","Benth.","Paula-Souza, J.","8068","2007","01","31",NA,"Argentina","Corrientes","San Cosme","-58.1","-27.683333",NA,NA,NA,"HUEFS0143999",NA,NA,"Rosanae","Ruta 43, estrada velha para Santa Ana, ca. 500 m da ruta 12. Quebrachal.",NA,NA,NA,"58W6'0''","27S41'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-05-08 11:10:51-03","UEFS","HUEFS","211179","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Neptunia","pubescens","Neptunia pubescens","Benth.","Keller, H.A.","10709CTES","2012","02","14",NA,"Argentina","Corrientes","Saladas","-58.731111","-28.211944",NA,NA,"Borde de ruta.","HUEFS0211179",NA,NA,"Rosanae",NA,NA,NA,NA,"58W43'52''","28S12'43''",NA,"66","66",NA,NA,NA,NA,NA,NA
"140","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165222F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165222F","V0165222F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165223F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165223F","V0165223F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165224F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165224F","V0165224F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2015-03-07 09:10:25-03","F","FMNH-SEEDPLANTS","V0165226F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Neptunia","pubescens","Neptunia pubescens",NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,NA,"V0165226F","V0165226F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
