"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"21","2019-08-27 13:33:50-03","IAP","PACA-AGP","4949","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1940","11","18",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in graminosis tritis humidis Fenofase: flor e fruto","PACA004949","Magnoliophyta","Umbellales","(Urb.) Malme","Santa Clara",NA,NA,"Emrich-Rambo",NA,NA,NA,"1954","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:33:50-03","IAP","PACA-AGP","60853","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Camargo, O. R.","1667","1957","05","12",NA,"Brasil","RS",NA,NA,NA,"fl.fr. Habitat: in dumetosis Fenofase: flor e fruto","PACA060853","Magnoliophyta","Umbellales","(Urb.) Malme","Santa Rita",NA,NA,"Emrich-Rambo",NA,NA,NA,"1957","08","19",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:33:50-03","IAP","PACA-AGP","36770","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in campestribus umbrosis humidis Fenofase: flor e fruto","PACA036770","Magnoliophyta","Umbellales","(Urb.) Malme","Cambará do Sul","-50.1446990966797","-29.0478000640869","Emrich-Rambo",NA,NA,NA,"1954","09","25","30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:33:50-03","IAP","PACA-AGP","43111","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","08","28",NA,"Brasil","RS","Vila Oliva",NA,NA,"fl. Habitat: in umbrosis graminosis Fenofase: flor","PACA043111","Magnoliophyta","Umbellales","(Urb.) Malme","Caxias do Sul","-51.1794013977051","-29.1681003570557","Emrich-Rambo",NA,NA,NA,"1954","09","25","49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:33:50-03","IAP","PACA-AGP","57577","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Pivetta","659","1953","09","10",NA,"Brasil","RS","Dr. Pestana",NA,NA,"fl.fr. Habitat: in humidis Fenofase: flor e fruto","PACA057577","Magnoliophyta","Umbellales","(Urb.) Malme","Ijui","-53.9146995544434","-28.3878002166748","Emrich-Rambo",NA,NA,NA,"1957","05","13","36807","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:33:50-03","IAP","PACA-AGP","43572","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","09","23",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA043572","Magnoliophyta","Umbellales","(Urb.) Malme","Portão","-51.2419013977051","-29.7017002105713","Constance",NA,NA,NA,"1954","09","25","13735","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:33:50-03","IAP","PACA-AGP","652","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1933","10","10",NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in umbrosis humidis graminosis Fenofase: flor e fruto","PACA000652","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:33:50-03","IAP","PACA-AGP","57264","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1955","10","22",NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in humidis Fenofase: flor e fruto","PACA057264","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1957","05","15","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:50-03","IAP","PACA-AGP","47086","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1950","01","15",NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA047086","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:33:50-03","IAP","PACA-AGP","37809","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1948","09","29",NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor e fruto","PACA037809","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","L. Constance",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:33:50-03","IAP","PACA-AGP","31662","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1945","12","12",NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in graminosis umbrosis Fenofase: flor e fruto","PACA031662","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:33:50-03","IAP","PACA-AGP","41737","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","05","29",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA041737","Magnoliophyta","Umbellales","(Urb.) Malme","São Leopoldo","-51.1472015380859","-29.7602996826172","Emrich-Rambo",NA,NA,NA,"1954","09","25","10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:33:50-03","IAP","PACA-AGP","42069","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","06","18",NA,"Brasil","RS",NA,NA,NA,"fl. Habitat: in humidis umbrosis Fenofase: flor","PACA042069","Magnoliophyta","Umbellales","(Urb.) Malme","Sapucaia do Sul","-51.1483001708984","-29.8246994018555","Emrich-Rambo",NA,NA,NA,"1954","09","25","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:33:50-03","IAP","PACA-AGP","38198","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1948","11","22",NA,"Brasil","RS",NA,NA,NA,"fl. e fr. Habitat: in arenosis humidis umbrosis Fenofase: flor e fruto","PACA038198","Magnoliophyta","Umbellales","(Urb.) Malme","Sapucaia do Sul","-51.1483001708984","-29.8246994018555","Emrich-Rambo",NA,NA,NA,"1954","09","25","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:33:50-03","IAP","PACA-AGP","59463","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Camargo, O. R.","1018","1956","11","25",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA059463","Magnoliophyta","Umbellales","(Urb.) Malme","Farroupilha","-51.3478012084961","-29.2250003814697","Emrich-Rambo",NA,NA,NA,"1957","05","04","19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:33:50-03","IAP","PACA-AGP","45018","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","12","26",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in humidis ad viam Fenofase: flor e fruto","PACA045018","Magnoliophyta","Umbellales","(Urb.) Malme","Gramado","-50.8739013671875","-29.3785991668701","Emrich-Rambo",NA,NA,NA,"1954","09","25","13851","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:33:50-03","IAP","PACA-AGP","41345","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","05","02",NA,"Brasil","RS","Morretes",NA,NA,"fl. fr. Habitat: in humidis arenosis Fenofase: flor e fruto","PACA041345","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:33:50-03","IAP","PACA-AGP","27245","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1944","10",NA,NA,"Brasil","RS","Vila Manresa",NA,NA,"fl. fr. Habitat: in campestribus humidis graminosis Fenofase: flor e fruto","PACA027245","Magnoliophyta","Umbellales","(Urb.) Malme","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo",NA,NA,NA,"1954","09","25","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:33:50-03","IAP","PACA-AGP","42795","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1949","08","05",NA,"Brasil","RS",NA,NA,NA,"fl. Habitat: in umbrosis graminosis Fenofase: flor","PACA042795","Magnoliophyta","Umbellales","(Urb.) Malme","Sapucaia do Sul","-51.1483001708984","-29.8246994018555","Emrich-Rambo",NA,NA,NA,"1954","09","25","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:33:50-03","IAP","PACA-AGP","34751","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Rambo, B.",NA,"1954","09","25",NA,"Brasil","RS",NA,NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA034751","Magnoliophyta","Umbellales","(Urb.) Malme","Vacaria","-50.9338989257812","-28.5121994018555","Emrich-Rambo",NA,NA,NA,"1967","01","03","63451","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:33:50-03","IAP","PACA-AGP","63478","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","exigua","Hydrocotyle exigua","Mattos",NA,"1958","01","10",NA,"Brasil","SC",NA,NA,NA,"fl. Habitat: in umbrosis Fenofase: flor","PACA063478","Magnoliophyta","Umbellales","(Urb.) Malme","São Joaquim","-49.9317016601562","-28.2938995361328","Emrich-Rambo",NA,NA,NA,"1958","09","23","48290","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:46:07-03","UFS","ASE","40111","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Gonzatti, F","2234","2015","11","29","Southern America","Brasil","Rio Grande do Sul","Linha 80 da Leopoldina",NA,NA,"Erva reptante formando relva; Em área antropizada, junto a formação de ruderais. Pleno sol","ASE0041628","Magnoliophyta",NA,"(Urb.) Malme","Monte Belo do Sul","-51.3734","-29.1012","Gonzatti, F","510","510",NA,"2016","01",NA,NA,NA,NA,NA,"-51.3734","-29.1012",NA,NA,NA,NA
"43","2021-03-01 16:21:30-03","UNICAMP","UEC","15241","S","Plantae","Apiaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3084","1976","09","30",NA,"Brazil","São Paulo","Reserva do Instituto Florestal, Estrada para Paiol. Campo limpo. Em barrancos.",NA,NA,"Folhas glabras sépalas esverdeadas.","UEC053722","Magnoliopsida",NA,"(Urb.) Malme","Campos do Jordão","-45.5900001525879","-22.7299995422363","Tamashiro, JY","1550","1680","UEC053722","1982","12",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-23 12:17:41-03","UFOP","OUPR","35323","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Pedrosa, L.G.","2741","2020","02","29",NA,"Brasil","Minas Gerais","Região das Andorinhas.",NA,NA,"Erva rasteira. Fértil. Barranco na sombra.",NA,NA,NA,"(Urb.) Malme","Ouro Preto","-43.5080986022949","-20.2875003814697","Pedrosa, L.G.",NA,NA,NA,"2020","02","29","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-01-17 11:23:56-02","PUCRS","MPUC","7014","S","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua",NA,NA,"1990","09","23","South America","Brasil","RS",".",NA,NA,NA,NA,NA,"Apiales","Malme","Guaíba","-51.3280556","-30.1011667","N.I. Matzenbacher",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"-51.3280556000","-30.1011667000",NA,"1",NA,NA
"46","2019-01-17 11:23:56-02","PUCRS","MPUC","11975","S","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","et.al.",NA,"2009","08","29","South America","Brasil","RS","Morrinho de Porto Fagundes",NA,NA,"Na borda da mata",NA,NA,"Apiales","Malme","Dom Pedro de Alcântara","-49.8497222","-29.3694444","C.A. Mondin",NA,NA,NA,"2009","01","01",NA,NA,"Magnoliopsida",NA,"-49.8497222000","-29.3694444000",NA,"1",NA,NA
"47","2020-10-14 09:58:31-03","FURB","FURB","37609","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","exigua","Hydrocotyle exigua","Funez, L.A.","196","2011","12","17",NA,"Brasil","Santa Catarina","Centro - Terreno alagadiço.",NA,NA,NA,"FURB05043",NA,NA,"(Urb.) Malme","Xanxerê","-52.3994444","-26.8722223","Funez, L.A.","793","793","FURB05043","2014","08","07",NA,NA,NA,NA,"-52.3994444","-26.8722223",NA,NA,NA,NA
