"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.",NA,"Landim; C. Proenca, L.R. Landrum","607","1995","9","14",NA,"Brazil","Sergipe",NA,"Pirambu","-36.873747","-10.678209",NA,"Arbusto ramificado desde a base. cerca de 2m; casc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005189","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.",NA,"Guedes","s.n.-0","1992","9","12",NA,"Brazil","Bahia","Camacari","Camacari, apos a Tibra's","-38.323351","-12.696359",NA,"1.5 m, arbusto. ALCB 02500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-27 13:51:04-03","UFS","ASE","15824","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, C","Fonseca, MR","A41","1978","01","11","Southern America","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167",NA,"Material proveniente do projeto do CONDESE.; Material proveniente do projeto do CONDESE.","ASE0022554","ASE0022554","2010","07",NA,"-37.054167","-10.789167",NA,NA,NA,NA,NA,NA
"14","2019-11-27 13:51:04-03","UFS","ASE","1585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, C","Carneiro, EM","127","1981","10","20","Southern America","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778",NA,"Tabuleiros arenosos.","ASE0026864",NA,"2011",NA,NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA
"15","2019-11-27 13:51:04-03","UFS","ASE","33221","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, C","Almeida, ES","274","2014","04","29","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722",NA,"Árvore. Casca vermelha, fina, lisa, esfoliante, interna bege. Coordenadas UTM: E(0690153m) N(8790659m). N° do conglomerado: 133, n° da subunidade: 4, n° da subparcela: 10, n° da árvore: 11R(F8).","ASE0009221","ASE0009221","2015","05",NA,"-37.206389","-11.014722",NA,NA,"25","47","47",NA
"16","2019-11-27 13:51:04-03","UFS","ASE","39888","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Dantas, FS","Dantas, FS; Santos-Neto, AM","4","2017","10","25","Southern America","Brasil","Sergipe","Pirambu","RPPN Dona Benta e Seu Caboclo","-36.804444","-10.640833",NA,"Arbusto, 2.3m. Caule esfoliante em placas avermelhadas. Folhas verdes, elípticas, com ápice arredondado. Inflorescência flor solitária. Pétalas cremes. Frutos imaturos verdes com lobos calicinos persistentes.; Restinga","ASE0041405",NA,"2018","07",NA,"-36.804444","-10.640833",NA,NA,"25",NA,NA,NA
"17","2019-11-27 13:51:04-03","UFS","ASE","39901","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Dantas, FS","Dantas, FS; Santos-Neto, AM","17","2018","03","14","Southern America","Brasil","Sergipe","Pirambu","RPPN Dona Benta e Seu Caboclo","-36.804444","-10.640833",NA,"Arbusto, 2.3m. Folhas arredondadas, verdes-amareladas. Botões florais ausentes. Frutos imaturos verdes com cálice persistente. Ocasional à beira da trilha.; Restinga","ASE0041418",NA,"2018","07",NA,"-36.804444","-10.640833",NA,NA,"25",NA,NA,NA
"18","2019-11-27 13:51:04-03","UFS","ASE","6330","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, C","Landim, M; Proença, C; L.R.Landrum; E.Melo; F.França","607","1995","09","14","Southern America","Brasil","Sergipe","Pirambu","Àrea próxima da estrada de Pirambu","-36.855833","-10.737778",NA,"arbusto. 2. m. Casca tipo goiabeira, branco, com manchas cinza e bege. Botões verde alros. Cheiro frutal.; arbusto. 2. m. Casca tipo goiabeira, branco, com manchas cinza e bege. Botões verde alros. Cheiro frutal.; Restinga","ASE0016777","ASE0016777","2008","06",NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA
"19","2019-11-27 13:51:04-03","UFS","ASE","27873","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, C","Matos, GMA; Carregosa, T; Costa, SM; Déda, RM; Freire, GS","258","2013","05","09","Southern America","Brasil","Sergipe","Pirambu","Ambiente de Tabuleiro.","-37.451944","-11.225833",NA,"Arbusto 2,50 m. Frutos verdes.; Restinga.","ASE0032550","ASE0032550","2017","10",NA,"-37.451944","-11.225833",NA,NA,"19",NA,NA,NA
"20","2020-12-21 16:37:38-03","MBM","MBM","163118","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Sobral, M.","Jones, C.L.; et al.; et al.","99","1989","08","14","Northern America","USA",NA,NA,NA,NA,NA,NA,NA,"MBM163118","MBM163118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:39:38-03","UFMG","BHCB","133553","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.",NA,"Queiroz, EP","2661","2008","01","29","Southern America","Brasil","Bahia","Mata de São João","Sauípe., Restinga.","-38.2991981506348","-12.5303001403809",NA,"Arbusto, 1,2m. Folhas crassas, glabras. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA
"22","2020-07-23 12:16:33-03","CEPLAC","CEPEC","84556","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule",NA,"C. Proença","J. G. Jardim","2626","2006","02","02",NA,"Brasil","Bahia","MARAÚ","Ca. 7Km ao N de Saquaíra, Penísula de Maraú.","-38.950556","-13.986111",NA,"<ll>dwc_commonname:</ll> Araçá",NA,NA,NA,NA,NA,"38W57'2","13S59'10",NA,NA,NA,NA,NA,"30/12/2005"
"23","2019-11-01 15:06:46-03","UnB","UB","96334","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Psidium","amplexicaule","Psidium amplexicaule","Pers.","Proença, CEB","Jardim, JG; Thomas, WW; Sant'Ana, SC; Alves, MV; Rocha, EA; Torke, BM","2626","2000","02","02","Southern America","Brasil","Bahia","Maraú","Ca. 7km N do Povoado de Saquaíra, Península de Maraú","-38.950556","-13.986111",NA,"Folhas verde-brilhantes. Caule avermelhado, ritidoma esfoliante.; Arbusto 4m. Fruto imaturo verde.; Restinga arbustiva.",NA,NA,NA,NA,NA,"-38.950556","-13.986111",NA,NA,NA,NA,NA,NA
