"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","eventTime","fieldNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1291229","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","coriaceum","Cestrum coriaceum","Miers",NA,NA,NA,NA,"G. T. Prance","25900","1977","12","04","Brazil","Pará",NA,"BR 010, Belém-Brasília Highway, km 1828, South of Santa Maria do Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01291229","NY01291229_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1291226","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","coriaceum","Cestrum coriaceum","Miers",NA,NA,NA,NA,"P. J. M. Maas","P12909","1971","05","13","Brazil","Acre","Cruzeiro do Sul","Rio Juruá & rio Moa. Rio Juruá near Carlota. Várzea forest.","-72.6699981689453","-7.63111019134521",NA,NA,"123037",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760577' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet","NY01291226","NY01291226_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","201516","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"H. T. Beck","3087","1995","04","12","Ecuador","Carchi",NA,"Awá Indigenous Territory. Community of Baboso. Road to the ravine El Mar","-78.42","0.92",NA,NA,NA,"1080","1080",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572013' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00201516",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1291239","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"B. A. Krukoff","6553","1934","10","10","Brazil","Amazonas","Humaitá","Near Tres Casas, Basin of Rio Madeira","-62.6839542","-6.9876421",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760588' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01291239","NY01291239_01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","911076","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. V. Silva",NA,NA,NA,"H. S. Irwin","16374","1966","06","01","Brazil","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92",NA,NA,NA,"550","550",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911076","NY00911076_01",NA,NA,NA,NA,NA,NA,NA
"16","2016-12-15 14:58:00-02","NY","NYBG","1291231","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum",NA,NA,NA,NA,NA,"B. A. Krukoff","8166","1936","09","11","Brazil","Amazonas","São Paulo de Olivença","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760580' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01291231","NY01291231_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","756463","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"C. A. Cid Ferreira","3063","1980","10","27","Brazil","Acre","Rio Branco","Estrada para Porto do Acre Km 13, ramal a esquerda, a 4Km da estrada da Colonia Cinco Mil.","-67.7557755","-9.8462363",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572004' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00756463","NY00756463_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","911101","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"G. G. Hatschbach","66808","1997","08","13","Brazil","Mato Grosso","Chapada dos Guimarães","Córrego Estiva","-55.7494","-15.4608",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990740' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911101","NY00911101_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","911098","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"B. M. T. Walter","3355","1996","06","26","Brazil","Goiás","Uruaçu","Regiao das Fazendas Gz. A direita da GO-237 no rumo Uruacu-Niquelandia.","-49.03","-14.57",NA,NA,NA,"430","430",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911098","NY00911098_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","911091","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"P. C. Motta","s.n.","1991","07","04","Brazil","Minas Gerais",NA,"Fazenda Experimental do Glória, U.F.U., Uberlândia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990708' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911091","NY00911091_01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1145130","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"E. M. N. Ferraz","572","1999","01","21","Brazil","Pernambuco","Sao Vicente Ferrer","Mata do Estado.","-35.5","-7.5833",NA,NA,NA,"600","600",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306509' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01145130","NY01145130_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","911095","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"R. R. de Santos","R.1513","1968","05","22","Brazil","Mato Grosso",NA,"4 km W of the Base Camp of the Expedition. (c. 270 km N of Xavantina)","-51.87","-12.9",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990717' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911095","NY00911095_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","911094","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","B. M. T. Walter",NA,NA,NA,"B. M. T. Walter","4259","1998","07","31","Brazil","Distrito Federal","Brasília","Mata do córrego Acampamento, no Parque Nacional de Brasília.","-48.08","-15.75",NA,NA,NA,"1","1",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911094","NY00911094_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","756459","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"C. A. Cid Ferreira","2833","1980","10","11","Brazil","Acre","Rio Branco","33Km of BR 317","-67.8097","-9.9747",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566466' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00756459","NY00756459_01",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","911081","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"E. P. Heringer","1438","1979","05","23","Brazil","Distrito Federal","Brasília","Área de inundação da Barragem do São Bartolomeu","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990677' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911081","NY00911081_01",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","911096","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"J. A. Ratter","R.1732","1968","06","11","Brazil","Mato Grosso",NA,"4 km E of the Base Camp of the Expedition. (c. 270 km N of Xavantina, close to the Xavantina-São Felix road)","-51.87","-12.9",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990719' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911096","NY00911096_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","911082","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"E. P. Heringer","1557","1979","06","13","Brazil","Distrito Federal","Brasília","RECOR- picada M-1","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990681' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911082","NY00911082_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","911099","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"J. E. B. Warming","s.n.","1863",NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Ad Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990731' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911099","NY00911099_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","911092","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","I. Schiavini",NA,NA,NA,"I. Schiavini","192","1989","06","04","Brazil","Minas Gerais",NA,"Estação Ecológica do Panga, Uberlândia, do riacho do Panga.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990710' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911092","NY00911092_01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","756464","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"D. C. Daly","7898","1993","10","25","Brazil","Acre","Sena Madureira","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572012' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00756464","NY00756464_01",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","911097","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"G. C. G. Argent","6752","1968","08","21","Brazil","Mato Grosso",NA,"Base Camp Square, 'Terra preta camp'","-51.77","-12.82",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911097","NY00911097_01",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1291230","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"M. G. Vieira","438","1979","10","14","Brazil","Rondônia",NA,"Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760579' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY01291230","NY01291230_01",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","756461","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"L. A. de Lima","574","1994","04","02","Brazil","Acre","Sena Madureira","Rio MacauÔ, Seringal Santa Luzia","-69.02","-9.65",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572011' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00756461","NY00756461_01",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","911100","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"L. O. Williams","7322","1945","06","10","Brazil","Minas Gerais","Betim","Fazenda do Cabuí, near Contagem","-44.1981","-19.9681",NA,NA,NA,"900","900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990735' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911100","NY00911100_01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","911088","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","J. Bittner",NA,NA,NA,"H. S. Irwin","17914","1966","06","28","Brazil","Goiás","Caiapônia","Ca. 45 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.28",NA,NA,NA,"900","900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990705' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911088","NY00911088_01",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","756460","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"B. W. Nelson","600","1980","10","06","Brazil","Acre","Sena Madureira","Near Sena Madureira","-68.67","-9.08",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670679' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00756460","NY00756460_01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","911078","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"G. T. Prance","59443","1964","10","15","Brazil","Mato Grosso","Barra do Garças","Road Chavantina to Barra do Garcas, 55 km. north of Barra do Garcas.","-52.2567","-15.8903",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911078","NY00911078_01",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","911086","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"R. C. de Mendonça","26","1979","11","04","Brazil","Mato Grosso do Sul","Camapuã","Fazenda Pontal, (Lagoão)","-54.0439","-19.5317",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990689' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911086","NY00911086_01",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","911085","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"E. P. Nunes","10554","1981","06","28","Brazil","Ceará","Maranguape","Topo da Serra de Maranguape","-38.6856","-3.8908",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990686' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911085","NY00911085_01",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","880026","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"A. G. d. Silva","127","1999","08","18","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus. Mata do Bituri","-36.38","-8.2",NA,NA,NA,"920","1030",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528532' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00880026","NY00880026_01",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","911079","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal","M. H. Nee",NA,NA,NA,"A. E. Heringer Salles","97","1979","06","05","Brazil","Distrito Federal","Brasília","Corrego Papuda, Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990671' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911079","NY00911079_01",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","911083","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","megalophyllum","Cestrum megalophyllum","Dunal",NA,NA,NA,NA,"Y. E. J. Mexia","5048","1930","09","13","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda de Aguada","-42.8817","-20.7542",NA,NA,NA,"660","660",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990683' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00911083","NY00911083_01",NA,NA,NA,NA,NA,NA,NA
