"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"85","2019-07-09 12:44:27-03","F","FMNH-SEEDPLANTS","V0436160F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,NA,"P. Dusén","9058A","1910","1","23","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0436160F",NA,"V0436160F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"86","2020-07-23 12:17:11-03","CEPLAC","CEPEC","20077","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum",NA,"C. A. Bastos","R. M. Harley","15835","1992","02","02",NA,"Brasil","Bahia","Ca. 14Km N cidade, perto da Rod. p/ Ibicoara.","-41.3","-13.583333",NA,NA,NA,NA,NA,"BARRA DA ESTIVA",NA,NA,NA,NA,NA,NA,NA,"41W18'0","13S35'0",NA,NA,NA,NA,"12/04/2011",NA
"87","2016-08-23 09:45:44-03","NHMLondon","NHM-LONDON-BOT","BM000900940","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"J.A.N. Batista","1292","2002","01","11",NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4655060"
"88","2019-11-01 15:15:16-03","UnB","UB","87790","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Batista, JAN","Irwin, HS","11630","1966","01","13","Southern America","Brasil","Distrito Federal","Confluence of Ribeirão Bananal with Lago Paranoá","-47.9296989440918","-15.7797002792358","975","975",NA,"Terrestrial, solitary, the inflorescence ca. 40cm tall. Perianth greenish purple, the labellum magenta","UB0019386","Brasília","UB0019386","70570","auto",NA,"1998","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:15:16-03","UnB","UB","3729","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Batista, JAN","Irwin, HS; Souza, R","11172","1965","12","10","Southern America","Brasil","Distrito Federal","Leste do Lago Paranoá","-47.9296989440918","-15.7797002792358","975","975",NA,"Perianto com pintas marrom-violeta, labelo magenta; Erva 0,75m. Flor vermelho-violeta; Cerrado e mata de galeria","UB0019384","Brasília","UB0019384","70570","auto",NA,"1998","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:15:16-03","UnB","UB","102913","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Batista, JAN","Irwin, HS","18965","1968","01","21","Southern America","Brasil","Goiás","75km ao N de Corumbá de Goiás",NA,NA,NA,NA,NA,"Inflorescence arising 75cm. Perianth violet and white; Gallery shade","UB0018021",NA,"UB0018021",NA,NA,NA,"1998","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:15:16-03","UnB","UB","102914","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Batista, JAN","Irwin, HS","34829","1972","01","22","Southern America","Brasil","Goiás","Niquelândia, 14km ao S de Niquelândia","-48.4597","-14.4739",NA,NA,NA,"Terrestrial, the inflorescence 0,6m. Perianth sordid white, spotted dull red-violet, the labellum intense red-violet; Cerrado and adjacent gallery forest","UB0018022","Niquelândia","UB0018022",NA,NA,NA,"1998","08","22","-48.4597","-14.4739",NA,NA,NA,NA,NA,NA
"92","2019-11-01 15:15:16-03","UnB","UB","4356","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Pabst, GFJ","Heringer, EP","9298","1963","12","30","Southern America","Brasil","Distrito Federal","Fundação Zoobotânica, ao lado do parque infantil","-47.833333","-15.883333","1070","1070",NA,"Flores pálidas; Erva 0,3m","UB0019385",NA,"UB0019385",NA,NA,NA,"1968","07","01","-47.833333","-15.883333",NA,NA,NA,NA,NA,NA
"93","2019-11-01 15:15:16-03","UnB","UB","4440","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Bianchetti, LB","Oliveira, RS","39","1994","12","09","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85","1020","1020",NA,"Labelo lilás, com lobo central bem alargado e pregueado. Pétalas e sépalas pintalgadas de roxo e bege.; Erva. Flor rosa; Campo limpo.",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,"-47.95","-15.85",NA,NA,NA,NA,NA,NA
"94","2019-11-01 15:15:16-03","UnB","UB","4443","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb. Rodr.","Bianchetti, LB","Oliveira, RS","42","1994","12","13","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85","1020","1020",NA,"Erva. Flor rosa; Campo limpo","UB0019388","Brasília","UB0019388",NA,NA,NA,"1994","12","14","-47.95","-15.85",NA,NA,NA,NA,NA,NA
"95","2019-05-06 12:01:20-03","UFU","HUFU","36739","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Batista, J.A.N.","Batista, J.A.N.","1292","2002","01","11",NA,"Brasil","Distrito Federal","Plano Piloto, Asa Norte, 713 - 714 N, área da UnB (arboreto) entre o Parque Olhos D'água e a estação de tratamento de esgoto da CAESB.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Em cerrado ralo. Solo argiloso, profundo, avermelhado (latossolo vermelho escuro). Área anteriormente queimada durante a seca.","HUFU00030438","Brasília","HUFU00030438","70570","auto",NA,"2002","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-05 18:39:19-03","UFMT","UFMT","796","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Pabst","Occhioni, P.","s.n.","1971","11","09",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"Herbácea terrestre. Inflorescência com flores marrons; labelo róseo.; Campo.","UFMT00000796","Vila Velha",NA,NA,NA,NA,"1979","08","05",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Capivary",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Regnell, AF","1178",NA,NA,NA,"Southern America","Brazil","Minas Gerais","secus Rio Pardas prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Glaziou, AFM","22178?a",NA,NA,NA,"Southern America","Brazil","Goiás","in prov. Goyaz",NA,NA,NA,NA,NA,"Floret Octobri - Novembri",NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Glaziou, AFM","22178a",NA,NA,NA,"Southern America","Brazil","Goiás","in prov. Goyaz",NA,NA,NA,NA,NA,"Floret Octobri - Novembri",NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Capivary",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.",NA,"Regnell, AF","1178?",NA,NA,NA,"Southern America","Brazil","Minas Gerais","secus Rio Pardas prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:05-03","IBt","SP","29402","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Barros, F","Loefgren, A","CGG4454","1899","12",NA,NA,"Brasil","São Paulo","Vale do Paranapanema, Mirante",NA,NA,NA,NA,NA,NA,"SP009508",NA,"SP009508",NA,NA,NA,"1997","12","29",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:05-03","IBt","SP","348365","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Bianchetti, LB","Walter, BMT; Oliveira, NR","2334","1995","01","16",NA,"Brasil","Distrito Federal","Fazenda Água Limpa/ UnB. Campo sujo ao lado da margem esquerda da porção final da Mata de Galeria do Córrego da Onça. Solo areno-argiloso, com afloramentos de cascalho","-47.9","-15.933333","1050","1050",NA,NA,NA,"Brasília",NA,NA,NA,NA,"1995","02",NA,"-47.9","-15.933333",NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:13:05-03","IBt","SP","369178","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Batista, JAN","Batista, JAN","1292","2002","01","11",NA,"Brasil","Distrito Federal","Plano Piloto. Asa Norte, 713-714, área da UnB (arboreto) entre Parque Olhos D'água e a estação de tratamento de esgoto da CAESB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Brasília",NA,"70570","auto",NA,"2002","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:13:05-03","IBt","SP","369189","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Bianchetti, LB; Batista, JAN","Batista, JAN","1342","2002","12","21",NA,"Brasil","Distrito Federal","RA-I, Brasília - Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Local do futuro setor Noroeste. Campo limpo e campo sujo seco. Solo argiloso, profundo, superficialmente marrom avermelhado (latos","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Brasília",NA,"70570","auto",NA,"2002","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:13:05-03","IBt","SP","53409","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum","Barb.Rodr.","Batista, JAN; Bianchetti, L","Macedo, A","627","1944","12","24",NA,"Brasil","Minas Gerais","Botafogo","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,NA,"Campina Verde",NA,"79993","auto",NA,"2000","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:13:05-03","IBt","SP","442213","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum lageanum","J.A.N.Bat. & Bianch.","Bianchetti, LB; Batista, JAN","Batista, JAN","1444","2003","11","04",NA,"Brasil","Santa Catarina","Estação de Aquicultura (IBAMA) e Polícia de Proteção Ambiental. Na estrada para São Joaquim, ca. 7 km do trevo de acesso para a BR-282; ca. 13 km do cruzamento da Av. Presidente Vargas com a Av. Luis de Camões em Lages. Morros do lado direito do rio","-50.326099395752","-27.8160991668701",NA,NA,NA,"Erva terrestre, em campo limpo em penhasco e encosta de morro. Ocasional, observados 10 exemplares em floração concentrados num ponto da área. Pseudobulbos completamente enterrados. Em plena floração. Ovário e pedicelo com a base esverd","SP002017","Lages","SP002017","70701","auto","lageanum","2005","11",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"109","2012-10-18 11:07:47-03","AMES","HU-HERB","AMES 00351976","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","brandonianum","Cyrtopodium brandonianum lageanum","J. A. N. Batista & Bianchetti",NA,"J. A. N. Batista","1444","2003","11","4","South America","Brazil","Santa Catarina","Santa Catarina Mun. de Lages. Estacão de Aquicultura (IBAMA) & Policia de Protecão Ambiental. Na estrada para São Joaquim, cerca de 7 km do trevo de acesso para a BR-282; cerca de 13 km do cruzamento da Av. Presidente Vargas com a Av. Luis de Camões ..",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,"lageanum",NA,NA,NA,NA,NA,"1444","Isotype",NA,NA,NA,NA
