"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"11","2020-02-08 09:29:56-03","NBC","NL-BOTANY","L.2813795","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.",NA,"Hatschbach GG",NA,NA,NA,NA,"Brazil",NA,NA,"Parana (Brasil). Sengés. Sengés.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2813795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2813795","NL-L2813795",NA,"Lamiales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 10:55:09-03","ESALQ","ESA","141093","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K. Schum","Zuntini, A.R.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","23.0","2017","04","18","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha da Base; Floresta Ombrófila Densa","-43.163297","-22.781485","-43.163297","-22.781485",NA,NA,"Liana; flores amarelas","ESA141093",NA,NA,NA,NA,NA,NA,NA,"2017","05","19",NA,NA,NA,NA,NA
"13","2020-11-04 10:55:09-03","ESALQ","ESA","141153","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K. Schum","Zuntini, A.R.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","83.0","2017","04","22","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha do Palmito; Floresta Ombrófila Densa","-43.1586","-22.7806","-43.1586","-22.7806",NA,NA,"Liana; flores amarelas","ESA141153",NA,NA,NA,NA,NA,NA,NA,"2017","05","19",NA,NA,NA,NA,NA
"14","2020-11-04 11:03:02-03","ESALQ","ESA","102127","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau ex K. Schum.","Fonseca, L.H.M.","Bertoncini, A.P.","850.0","1998","08","04","Brasil","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,NA,NA,NA,"ESA102127",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"2014","04","26","23140","auto",NA,NA,NA
"15","2020-11-04 11:03:02-03","ESALQ","ESA","15317","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum",NA,"Assis, M.A.","Barreto, K.D.","952.0","1993","07","26","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA015317",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"16","2020-11-04 11:03:02-03","ESALQ","ESA","7469","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum",NA,"Assis, M.A.","Zandoval, J.A.",NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA007469",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"17","2020-11-04 11:03:02-03","ESALQ","ESA","121722","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau ex K. Schum.","Fonseca, L.H.M.","Souza, V.C.","34167.0","2011","06","01","Brasil","São Paulo","Jundiaí","Beira da Rodovia dos Bandeirantes. Floresta estacional decidual bastante degradada. Projeto TAV. Levantamento Florístico 1.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Trepadeira; botões passados creme. Frutos castanhos.","ESA121722",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"2014","06","26","17840","auto",NA,NA,NA
"18","2020-11-04 10:55:09-03","ESALQ","ESA","133240","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau ex K. Schum.","Rodrigues,M.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","169.0","2015","07","06","Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Usina Rosana","-47.560001373291","-22.9200000762939","-47,662,700","-22,924,045","586","586","Trepadeira. Fruto imaturo verde.","ESA133240",NA,NA,NA,NA,NA,NA,NA,"2015","07","20","13659","auto",NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032332","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","scansile","Adenocalymma scansile","Miers","A. Gentry","G. Hatschbach; M. Hatschbach, J. M. Silva","52274","1988","7","20","Brazil","Minas Gerais",NA,"Rod. BR-418, 40-50 km L de Teófilo Otoni.","-41.514097","-17.852113",NA,NA,NA,NA,"Trepadeira escandente, flor amarela.",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:26:23-03","UNICAMP","UEC","202858","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Hentz Jr., E.","Caxambu, MG; Siqueira, EL; Araujo, CC","7594","2016","10","13","Brazil","Paraná","Serranópolis do Iguaçu","Parque Nacional do Iguaçu-Estrada de terra Céu Azul-Serranópolis do Iguaçu-Matelândia-PR-Brasil.","-53.873528","-25.361861","-53.873528","-25.361861","336","336","Trepadeira com gavinhas, heliófita.Flores com cálice verde e corola amarela.; Relevo:Suave-Ondulado-Vegetação:Floresta Estacional Semidecidual Submontana.","UEC164294","UEC164294","Magnoliopsida",NA,NA,NA,NA,NA,"2020","09",NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:07:43-03","UNICAMP","UEC","151160","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Fonseca, LHM","Torres, RB; Figueiredo, N; Oliveira, AR","263","1987","08","21","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.592417","-23.711556","-48.592417","-23.711556",NA,NA,"Cipó, flores amarelas.","UEC065887","UEC065887","Magnoliopsida",NA,NA,NA,NA,NA,"2014","06",NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:07:43-03","UNICAMP","UEC","113970","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Barreto, KD; Fernandes, GD; Vitti, FX","952","1993","07","26","Brazil","São Paulo","Piracicaba","Mata do Dois Córregos","-47.626389","-22.712778","-47.626389","-22.712778",NA,NA,"flor, Trepadeira, 2 m de altura, borda de mata. Floração sadia, tronco liso sem látex, flor amarela. Mata de brejo.","UEC139416","UEC139416","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28",NA,NA,NA,NA,NA
"23","2021-03-01 16:26:23-03","UNICAMP","UEC","168625","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Melis, JV","Melis, JV; Sfair, JC; Lopes, C","1817",NA,NA,NA,"Brazil","São Paulo","Campinas","Ribeirão Cachoeira, Parcela 29.","-46.916667","-22.833333","-46.916667","-22.833333","660","756","DAP=1.25 cm. Tronco esbranquiçado, cerne alaranjado, lenticelas.","UEC035396","UEC035396","Magnoliopsida",NA,NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:26:23-03","UNICAMP","UEC","171145","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Lohmann, LG","Garcia, LC","78","2008","05","13","Brazil","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-46.926111","-22.833056","-46.926111","-22.833056","711","711","Trepadeira, flores e botões amarelas, com vegetativo.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC045590","UEC045590","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:07:43-03","UNICAMP","UEC","25117","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Gabrielli, AC","11427","1980","08","09","Brazil","São Paulo","Poeta Ferreira","Barranco do Mogi-Guaçu",NA,NA,NA,NA,NA,NA,"Flor e fruto, Trepadeira, flores amarelas.","UEC139429","UEC139429","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:07:43-03","UNICAMP","UEC","46263","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Gentry, AH; Franco, GA","59062","1987","09","05","Brazil","São Paulo","São Miguel Arcanjo",NA,"-46.966667","-23.833333","-46.966667","-23.833333",NA,NA,"Flor, Vine, flowers yellow. Exposed road cut","UEC139419","UEC139419","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:07:43-03","UNICAMP","UEC","46265","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Gentry, AH; Franco, GA","59064","1987","09","05","Brazil","São Paulo","São Miguel Arcanjo",NA,"-46.75","-23.833333","-46.75","-23.833333",NA,NA,"Flor, Liana, flowers yellow","UEC139426","UEC139426","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:07:43-03","UNICAMP","UEC","537","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Hatschbach, G","40042","1977","07","21","Brazil","Paraná","Quatinga",NA,NA,NA,NA,NA,NA,NA,"Flor, Escandente, flor amarela pálido. Clareiras da mata, altro das árvores","UEC139407","UEC139407","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28",NA,NA,NA,NA,NA
"29","2019-08-20 10:07:43-03","UNICAMP","UEC","77641","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Passos, FC; Kim, AC","FP28","1995","06","29","Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus","-49.5","-22.25","-49.5","-22.25",NA,NA,"Flor, Mata semidecídua, liana com flor, borda da mata","UEC139418","UEC139418","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:07:43-03","UNICAMP","UEC","46006","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Gentry, AH; Vieira, MC; Carlos, A","59158","1987","09","07","Brazil","Minas Gerais","Alfenas","25 Km W of Alfenas on road to Ariado","-46.166667","-21.366667","-46.166667","-21.366667",NA,NA,"Flor, Liana, flowers orangish yellow. Disturbed forest patch","UEC139404","UEC139404","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28",NA,NA,NA,NA,NA
"31","2019-08-20 10:07:43-03","UNICAMP","UEC","47631","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Boechat, SC","s.n.","1985","09",NA,"Brazil","Minas Gerais","Itajubá","Parque Florestal de Itajubá","-45.4528007507324","-22.4256000518799",NA,NA,NA,NA,"Flor, Folhas verde pálido, coriareas, flor capanulada de cor amarelo vivo. Cipó com bastante freqüência na área do parque. indivíduo coletado em local sombreado",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","19946","auto",NA,NA,NA
"32","2021-02-12 10:02:15-03","UNICAMP","UEC","46034","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.",NA,"Gentry, A; Vieira, MC; El-Dash, L","59130","1987","09","06","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"Low-climbing vine sterile.","UEC139414","UEC139414","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"16667","auto",NA,NA,NA
"33","2021-02-12 10:02:15-03","UNICAMP","UEC","46040","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Gentry, A; Vieira, MC; El-Dash, L","59129","1987","09","06","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata Lagoa, disturbed semideciduous forest.","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"Vine branched shrub, flowers orange yellow, inflorescence erect, common on steep rocky slope.","UEC139409","UEC139409","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","16667","auto",NA,NA,NA
"34","2019-08-20 10:07:43-03","UNICAMP","UEC","40834","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Tamashiro, JY; Martins, FR; Martins, EF","17736","1985","08","24","Brazil","Minas Gerais","Monte Belo","Mata Novo Mundo","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"flor, Trepadeira, cálice verde, corola amarela.","UEC139423","UEC139423","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","16667","auto",NA,NA,NA
"35","2019-08-20 10:07:43-03","UNICAMP","UEC","542","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Gibbs, PE","8392","1978","09","13","Brazil","São Paulo","Atibaia","Estrada para Pedra Grande, Em campo.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Escandente, flores amarelas.","UEC049587","UEC049587","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","21675","auto",NA,NA,NA
"36","2019-08-20 10:07:43-03","UNICAMP","UEC","48737","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Hutchison, PC; Páffaro, JL","8939","1985","08","03","Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Flor, Foothill approach to mountain about 3 km. From the highway Dom Pedro I. Somewhat vining but only ca. 1 m. Orange","UEC139427","UEC139427","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,"21675","auto",NA,NA,NA
"37","2019-08-20 10:07:43-03","UNICAMP","UEC","108039","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Amaral Jr, A","1080","1972","09","15","Brazil","São Paulo","Botucatu","A mais ou menos 14 km da cidade, pela Estrada de Itatinga.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"flor, Trepadeira, flores amarelo-esverdeadas com frutos. Mata de galeria, secundária. Próxima ao córrego.","UEC139425","UEC139425","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","40412","auto",NA,NA,NA
"38","2019-08-20 10:07:43-03","UNICAMP","UEC","66452","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Pacheco, C","15473","1952","07","18","Brazil","São Paulo","Campinas","Parque do Instituto Agronômico","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Flor, Trepadeira","UEC139422","UEC139422","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,"23900","auto",NA,NA,NA
"39","2019-08-20 10:07:43-03","UNICAMP","UEC","67999","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Tamashiro, JY; Santin, DA; Marcondes-Ferreira, W; Torres, RB; Monteiro, R; Müller, C","459","1994","08","06","Brazil","São Paulo","Iperó","Fazenda Ipanema","-47.6800003051758","-23.3500003814697",NA,NA,NA,NA,"flor, Liana, flores amarelas, odor adocicado, crescendo em campo de capim-gordura.","UEC139408","UEC139408","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","17831","auto",NA,NA,NA
"40","2019-08-20 10:07:43-03","UNICAMP","UEC","87361","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Durigan, G","30648","1993","08","11","Brazil","São Paulo","Marília","Estação Experimental de Marília","-49.939998626709","-22.2099990844727",NA,NA,NA,NA,"Flor, Liana, flores amarelas","UEC139421","UEC139421","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","38865","auto",NA,NA,NA
"41","2019-08-20 10:07:43-03","UNICAMP","UEC","71274","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Durigan, G","30698","1992","08","11","Brazil","São Paulo","Marília","Estação Experimental Marília","-49.939998626709","-22.2099990844727",NA,NA,NA,NA,"Flor, Liana, flores amarelas. Mata ciliar","UEC139417","UEC139417","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,"38865","auto",NA,NA,NA
"42","2019-08-20 10:07:43-03","UNICAMP","UEC","113987","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Zandoval, JA","s.n.",NA,NA,NA,"Brazil","São Paulo","Piracicaba","Parque da ESALQ-USP","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"flor, Trepadeira.","UEC139415","UEC139415","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","44778","auto",NA,NA,NA
"43","2019-08-20 10:07:43-03","UNICAMP","UEC","85991","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Tamashiro, JY; Belinello, R; Galvão, JC; Gardolinski, PC; Santos, FAM","671","1994","09","27","Brazil","São Paulo","Pirajú","Estrada Pirajú-Tejupá","-49.3800010681152","-23.1900005340576",NA,NA,NA,NA,"Flor, Trepadeira, flores amarelas","UEC120974","UEC120974","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,"20806","auto",NA,NA,NA
"44","2019-08-20 10:07:43-03","UNICAMP","UEC","117824","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Udulutsch, RG","Groppo Jr, M","407","1977","09","28","Brazil","São Paulo","Socorro","Bairro dos Domingues, Próximo ao sítio Beija Flor.","-46.5200004577637","-22.5900001525879",NA,NA,NA,NA,"LIana lenhosa, sobre árvores baixas. Flores amarelas, folhas coriáceas. Em borda e capoeira.","UEC139406","UEC139406","Magnoliopsida",NA,NA,NA,NA,NA,"2007","08","28","17674","auto",NA,NA,NA
"45","2019-08-20 10:07:43-03","UNICAMP","UEC","43298","S","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Assis, MA; Semir, J","Leitão Filho, HF; Semir, J; Tamashiro, JY","18412","1986","07","23","Brazil","São Paulo","Teodoro Sampaio","Reserva Florestal do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Flor, Trepadeira, flores amarelo-limão. Mata","UEC139424","UEC139424","Magnoliopsida",NA,NA,NA,NA,NA,"1997",NA,NA,"54606","auto",NA,NA,NA
"46","2020-10-14 09:59:44-03","FURB","FURB","8586","PreservedSpecimen","Plantae","Bignoniaceae","Adenocalymma","paulistarum","Adenocalymma paulistarum","Bureau & K.Schum.","Carneiro, JS","Carneiro, J.S.; et al.","520","2005","09","09","Brasil","Paraná","Lupionópolis","Mata São Pedro.","-51.7016667","-22.6883333","-51.7016667","-22.6883333",NA,NA,NA,"FURB20784","FURB20784",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA
