"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"148","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407424","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Black GA",NA,"Southern America","Brazil",NA,"Plantas da Amazonia. Estado do Pará. Belterra.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407424","1947","06","24",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"149","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407425","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Maguire B; et al.",NA,"Southern America","Brazil",NA,"Rondonia, 66km west of Vilhena, Brasilia-Acre Highway. Wood sample no. U 16433.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407425","1963","09","03",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"150","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407436","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ducke A",NA,"Southern America","Brazil",NA,"Villa Banga prope cataractam infimran flum Tapajoz (civ. Pará), silva noor inundata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407436","1923","05","25",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"151","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U 0277385","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Maguire B; et al.",NA,"Southern America","Brazil",NA,"Rondonia, 66km west of Vilhena, Brasilia-Acre Highway. Wood sample no. U 16433.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277385","1963","09","03",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16433",NA,NA,NA,NA
"152","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L 0821480","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba","isotype","Ule EHG",NA,"Southern America","Brazil","Amazonas","Moura.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200821480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0821480","1902","01","01",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L0821480",NA,"Alms FM",NA,NA,NA,NA,NA,"2010","06","02",NA,NA,"Magnoliopsidae","908232536",NA,NA,NA,NA
"153","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.1066696","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1066696",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L1066696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9798",NA,NA,NA,NA
"154","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.1066697","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1066697",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L1066697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9798",NA,NA,NA,NA
"155","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.4365347","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4365347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4365347",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L4365347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw1602",NA,NA,NA,NA
"156","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.4365350","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4365350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4365350",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L4365350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw1857",NA,NA,NA,NA
"157","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.4365351","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4365351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4365351",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-L4365351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw1856",NA,NA,NA,NA
"158","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U 0276177","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Donselaar J van",NA,"Southern America","Surinam",NA,"Flora Surinamensis. brokopondo District. 4km E of village Brownsweg. Forest. Afterwards Lake.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276177","1966","01","04",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw11936",NA,NA,NA,NA
"159","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U 0276782","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Jari Timber",NA,"Southern America","Brazil","Amapá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276782",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw26607",NA,NA,NA,NA
"160","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U 0277343","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"IBDF/Brasilia",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277343",NA,NA,NA,NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw31090",NA,NA,NA,NA
"161","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1406219","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Hartshorn GS; Quijano J",NA,"Southern America","Peru",NA,"Trees of The Palcazu Valley, Fundo Buenos Aires, Central Selva, Cerro de Pasco Department.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406219","1986","05","16",NA,"Laurales","(Meisn.) Taub. ex Mez","-76.25","-10.291667","NL-U1406219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-76.25","-10.291667","Magnoliopsidae",NA,NA,NA,NA,NA
"162","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407437","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ducke A",NA,"Southern America","Brazil",NA,"Santarem (civ. Pará) in silvis sicisiribus.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407437","1926","05","25",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"163","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407438","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ducke A",NA,"Southern America","Brazil",NA,"faro (civ. Pará), silva sicciore.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407438","1926","06","21",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"164","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407439","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Kuhlmann JG",NA,"Southern America","Brazil",NA,"Rio Tapajoz infer (civ. Pará).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407439","1924","04","07",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"165","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407440","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Kuhlmann JG",NA,"Southern America","Brazil",NA,"Santarem (civ. Pará).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407440","1924","03","27",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"166","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407441","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Donselaar J van",NA,"Southern America","Surinam",NA,"Flora Surinamensis. brokopondo District. 4km E of village Brownsweg. Forest. Afterwards Lake.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407441","1966","01","04",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"167","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407443","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Donselaar J van",NA,"Southern America","Surinam",NA,"Flora Surinamensis. distr. Brokopondo, 8km ESE of village Brownsweg. Forest. Afterwards island in lake.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407443","1965","01","21",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"168","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407444","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ducke A",NA,"Southern America","Brazil",NA,"Prope cataractae inferions flam. Tapajoz (civ. Pará) loc. Flochal, silva mon inundata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407444","1918","06","27",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-U1407444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"169","2020-02-08 09:35:42-03","NBC","NL-BOTANY","WAG.1693791","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Stahel G; Woodherbarium Surinam",NA,"Southern America","Surinam","Brokopondo","Sectie O.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1693791","1945","05","01",NA,"Laurales","(Meisn.) Taub. ex Mez",NA,NA,"NL-WAG1693791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"170","2020-02-08 09:35:42-03","NBC","NL-BOTANY","L.1066700","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Krukoff BA",NA,"Southern America","Brazil","Acre","Basin of Rio Jurua",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1066700","1933","07","15",NA,"Laurales","(Meisn.) Taub. ex Mez","-70","-8.5","NL-L1066700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-70.0","-8.5","Magnoliopsidae","U 0053027 | Uw 19826",NA,NA,NA,NA
"171","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U 0277490","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Krukoff BA",NA,"Southern America","Brazil","Acre","Basin of Rio Jurua",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277490","1933","07","15",NA,"Laurales","(Meisn.) Taub. ex Mez","-70","-8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-70.0","-8.5","Magnoliopsidae","Uw19826",NA,NA,NA,NA
"172","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407428","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Krukoff BA",NA,"Southern America","Brazil","Acre","Basin of Rio Purus",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407428","1933","08","08",NA,"Laurales","(Meisn.) Taub. ex Mez","-69","-9.333333","NL-U1407428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae",NA,NA,NA,NA,NA
"173","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407434","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","ita-uba","Mezilaurus ita-uba",NA,"BW (Suriname)",NA,"Southern America","Surinam",NA,"Flora Surinamensis. Sectie O.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407434","1917","07","31",NA,"Laurales","(Meisn. ex DC.) Taub. ex Mez",NA,NA,"NL-U1407434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0198688",NA,NA,NA,NA
"174","2020-02-08 09:35:42-03","NBC","NL-BOTANY","U.1407435","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","ita-uba","Mezilaurus ita-uba",NA,"BW (Suriname)",NA,"Southern America","Surinam",NA,"Flora Surinamensis. Sectie O.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1407435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1407435","1917","07","31",NA,"Laurales","(Meisn. ex DC.) Taub. ex Mez",NA,NA,"NL-U1407435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0198687",NA,NA,NA,NA
"175","2020-11-04 11:11:57-03","ESALQ","ESA","118305","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Araújo, A.","507.0",NA,"Bolívia",NA,NA,NA,NA,"Floresta Ombrófila Densa Submontana&nf;Árvore 5m altura; botões florais brancos; GEOGRAFIA: Trilha Garrafão da Ouro Grosso.;","ESA118305","2006","06","01","Magnoliophyta",NA,NA,NA,NA,NA,NA,"Alves, F.M.","La Paz",NA,NA,NA,NA,"2012","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-11-04 11:11:57-03","ESALQ","ESA","67487","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Oliveira, A.A. et al.","82.0",NA,"Brasil","Amazonas",NA,NA,NA,NA,"ESA067487","1991","09","07","Magnoliophyta",NA,NA,"-60.0250015258789","-3.10193991661072","ESA067487",NA,NA,"Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-11-04 11:11:57-03","ESALQ","ESA","49600","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Nave, A.G. et al.","1525.0",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"ESA049600","1997","07","12","Magnoliophyta",NA,"(Meisn.) Taub.ex Mez","-54.8913993835449","-11.5152997970581","ESA049600",NA,"Alves, F.M.","Claúdia",NA,NA,"67814","auto","2012","03","28",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-04 11:11:57-03","ESALQ","ESA","114426","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Alves, F.M.","523.0",NA,"Brasil","Amazonas",NA,NA,NA,NA,"ESA114426","2008","04","09","Magnoliophyta",NA,NA,"-60.0250015258789","-3.10193991661072","ESA114426",NA,"Alves, F.M.","Manaus",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-11-04 10:56:01-03","ESALQ","ESA","142505","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Monteiro, R. S.","318.0",NA,"Brasil","Maranhão",NA,NA,NA,NA,"ESA142505","1991","10","01",NA,NA,NA,"-47.5046997070312","-4.9466700553894",NA,NA,"Monteiro, R. S.","Açailândia",NA,NA,"95172","auto","1991","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"180","2014-09-25 12:31:34-03","FEMACT","MIRR","880","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ratter, J. .A.; Milliken, W.; Silva, E.S. da; Coelho, D.F.; Lima, J.; Bernadette","5737V",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação.",NA,NA,"[BARCODE = *MIRR 00880*]Terra firme forest. Proctor gap plot.&nf;Tree, c.14m tall. Hard, valuable timber.&nf;Vegetative ecological voucher.&nf;Vernacular name: Itaúba = stone tree.; Terra firme forest. Proctor gap plot.",NA,"1987","03","17",NA,NA,"(Meisn.) Taub. ex Mez","-61.416667","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,NA,NA,"-61.416667","3.366667",NA,NA,NA,NA,NA,NA
"181","2014-09-25 12:31:34-03","FEMACT","MIRR","676","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Ratter, J.A.; Milliken, W.; Coelho, L.F.; Carvalho, E.P.; Sousa, R. .C.","5461V",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação., On road to Santa Rosa, C. 0,5 km from the station.",NA,NA,"[BARCODE = *MIRR 00676*]On road to Santa Rosa, C. 0,5 km from the station, in tall evergreen forest with trees to 27m and more.&nf;&nf;Tree, 10cm dbh. Wood hard and very valuable for timber.&nf;Vernacular name: Itaúba.&nf;Vegetative ecological voucher.; In tall",NA,"1987","02","26",NA,NA,"(Meisn.) Taub. ex Mez","-61.416667","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,NA,NA,"-61.416667","3.366667",NA,NA,NA,NA,NA,NA
"182","2019-11-21 14:38:10-03","UFJF","CESJ","X-094","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"?","s.n.",NA,"?",NA,NA,NA,NA,"Nome vulgar:Itaúba.Madeira usada para construçao civil,marcenaria,etc.","CESJ00X094",NA,NA,NA,"Angiosperma",NA,"(Meisen) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:32:27-03","UNICAMP","UEC","43567","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Morellato-Fonzar, LPC; Rosa, NA","18382",NA,"Brazil","Pará","Núcleo N3.",NA,NA,"Árvore, 20 m de alt.; frutos cor verde.; Mata transição.","UEC095131","1995","08","07","Magnoliopsida",NA,"(Meisn.) Taub. ex Mez",NA,NA,"UEC095131",NA,"Moraes, PLR","Serra Norte",NA,NA,NA,NA,"2003","02","03",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:32:27-03","UNICAMP","UEC","30194","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Mantovani, W; Rocha, DMS","12746",NA,"Brazil","Amazonas","Praia Grande, Rio Negro.",NA,NA,"Árvore de + ou - 15 m, flores verde-amareladas, frutos verdes.","UEC095129","1981","07","15","Magnoliopsida",NA,"(Meisn.) Taub. ex Mez","-60.0250015258789","-3.10193991661072","UEC095129",NA,"Moraes, PLR","Manaus",NA,NA,"138090","auto","2003","02","03",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:32:27-03","UNICAMP","UEC","68589","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"Black, GA","47-1030",NA,"Brazil","Pará",NA,NA,NA,"Árvore, folhas em todo comprimento, flor pequena e esverdeadas, flolhas grandes, ligeiramente onduladas. Apresenta somente frutos maduros em cacho. Planta recebida do Instituto Agronômico do Norte, do Sr. J. Nurça Pires.","UEC095133","1947","07","17","Magnoliopsida",NA,"(Meisn.) Taub. ex Mez","-54.937198638916","-2.63638997077942","UEC095133",NA,"Black, GA","Belterra",NA,NA,"74752","auto","1950","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2014-10-14 15:56:43-03","BS","M","M-0152447","S","Plantae","Lauraceae","Mezilaurus","ita-uba","Mezilaurus ita-uba","NOTATYPE","Spruce, R.",NA,NA,"Brasil",NA,"In vicinibus Santarem, Prov. Parà",NA,NA,NA,"M0152447","1850","03","31","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA,NA
"187","2014-10-14 15:56:43-03","BS","M","M-0152448","S","Plantae","Lauraceae","Mezilaurus","ita-uba","Mezilaurus ita-uba","NOTATYPE","Spruce, R.",NA,NA,"Brasil",NA,"In vicinibus Santarem, Prov. Parà",NA,NA,NA,"M0152448","1850","06","30","Magnoliophyta","Laurales","(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"21:00",NA,NA,NA
"188","2021-04-05 11:06:02-03","UNESP-IBB","BOTUW","487","PreservedSpecimen","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,NA,NA,NA,"Brasil","Manaus",NA,NA,NA,"INPA, tora n.SF 11.","BOTUW000487",NA,NA,NA,NA,NA,"(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-16 08:39:40-03","UTFPR","HCF","14607","S","Plantae","Lauraceae","Mezilaurus","itauba","Mezilaurus itauba",NA,"M.G. Caxambu","5302",NA,"Brasil","RO","Sítio Recanto dos Pássaros, 36 Km de",NA,NA,"árvore heliófita, ca. 5 m. Frutos imaturos verdes.Transição entre Floresta Amazônica e Cerrado.",NA,"2014","06","19",NA,NA,"(Meisn.) Taubert ex Mez","-60.395","-12.579222",NA,NA,"M.L. Brotto","Vilhena","483","483",NA,NA,"2014","11","13","60°23'42 W","12°34'45,2 S",NA,NA,NA,NA,NA,NA
"190","2013-04-01 09:18:28-03","IPT","BCTW","5281","S","Plantae",NA,"Mezilaurus","itauba","Mezilaurus itauba",NA,NA,NA,NA,"Bolívia","Pando","Rio Orton",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"(Meisn.) Taub. ex Mez",NA,NA,NA,NA,"IPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"191","2013-04-01 09:18:28-03","IPT","BCTW","17418","S","Plantae",NA,"Mezilaurus","itauba","Mezilaurus itauba",NA,NA,NA,NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"192","2013-04-01 09:18:28-03","IPT","BCTW","3381","S","Plantae",NA,"Mezilaurus","itauba","Mezilaurus itauba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"(Meisn.) Taub. ex Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
