"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-04-05 14:25:24-03","UNESC","CRI","12477","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","Renato Colares & Aline V. Guislon","2017","07","18","Alexandre Medeiros",NA,"2017","04","19","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Flor branca. Coleta 76. Habito: Arbóreo","CRI010684",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:40:18-03","E","E","75254","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea",NA,NA,NA,NA,NA,"Rubio, D., Penafiel, M. & MacDougal, J.","2420","1992","02","20","EC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00075254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00075254",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:86344",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","355457","PreservedSpecimen","Plantae","Lauraceae","Nectandra","laevis","Nectandra laevis","Mez",NA,NA,NA,NA,"H. H. Rusby","705","1886","04",NA,"Brazil",NA,NA,"Falls of Madeira",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=475162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355457","NY00355457_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales","syntype",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","355456","PreservedSpecimen","Plantae","Lauraceae","Nectandra","laevis","Nectandra laevis","Mez",NA,NA,NA,NA,"H. H. Rusby","705","1886","04",NA,"Brazil",NA,NA,"Falls of Madeira",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=475161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355456","NY00355456_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales","syntype",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","469156","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1296","1955","04","14","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469156","NY00469156_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1182774","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","D. B. O. S. Cardoso",NA,NA,NA,"D. B. O. S. Cardoso","365","2005","03","26","Brazil","Bahia","Ruy Barbosa","Rui Barbosa: Serra do Orobó. Faz. Bom Jardim. Estâncias Baleeiro.","-40.4806","-12.3356",NA,NA,"509","509","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182774","NY01182774_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","469144","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. P. Belém","527","1965","03","25","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau; CEPLAC, CEPEC","-39.2273659","-14.771874",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469144","NY00469144_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","469139","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","14073","1966","03","23","Brazil","Paraná","Morretes","Estr. Graciosa, Ferradura","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469139","NY00469139_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","469151","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1296","1955","04","14","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469151","NY00469151_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","469138","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff; J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","18681","1968","03","08","Brazil","Paraná","Guaraqueçaba","Rio do Cedro.","-48.3289","-25.3069",NA,NA,"30","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469138","NY00469138_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","469143","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. P. Belém","652","1965","04","02","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau; CEPLAC, CEPEC","-39.2273659","-14.771874",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469143","NY00469143_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","469164","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff",NA,NA,NA,"W. A. Palacios","3659","1989","01","26","Ecuador","Napo",NA,"Via Baeza-Cosanga","-77.9","-0.53",NA,NA,"1850","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469164",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1039652","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","M. L. Brotto",NA,NA,NA,"M. L. Brotto","298","2009","02","17","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato.","-48.2975","-25.1686",NA,NA,"30",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488692' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039652","NY01039652_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469159","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. Reitz","2682","1956","02","16","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469159","NY00469159_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","196194","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff",NA,NA,NA,"V. Pesha Baca","1","1990","05","21","Peru","Madre de Dios","Tambopata","Rio Tambopata. C.N. Infierno. Hermosa Chica. Zona Centro 'Ñape', Study plot 1","-69.28","-12.83",NA,NA,"260","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196194",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","469155","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1296","1955","03","14","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469155","NY00469155_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","469154","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1921","1956","03","07","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469154","NY00469154_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469152","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1856","1956","02","20","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469152","NY00469152_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","469162","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"L. J. Dorr","4911","1988","04","20","Venezuela","Barinas","Pedraza","Trail from Alto de La Aguada (ca. 8°32'N; 70°40'W) via Mesa de Canagua (ca. 8°32'N; 70°39'W) to El Algarrobo (ca. 8°31'N; 70°35'W). Mesa de Canagua","-70.633","8.528",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469162",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1182024","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,NA,"Y. E. J. Mexia","5129","1930","10","01","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda do Paraiso; near head of drain","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391348' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182024","NY01182024_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469145","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff",NA,NA,NA,"P. L. Rodrigues de Moraes","897","1994","02","13","Brazil","Bahia","Itacaré","Estrada para Itacaré. Fazenda Almas","-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469145","NY00469145_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1039673","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","M. L. Brotto",NA,NA,NA,"M. L. Brotto","434","2010","04","15","Brazil","Paraná","Guaratuba","Bacia do Rio Canavieiras.","-48.7983","-25.6431",NA,NA,"370",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488760' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039673","NY01039673_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1182020","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"T. Peckolt","12","1867",NA,NA,"Brazil","Rio de Janeiro",NA,"Cantagallo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391342' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182020","NY01182020_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","469137","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","56368","1992","02","13","Brazil","Paraná","Morretes","Caminho Prainhas-Eng. Lange","-48.8342","-25.4769",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469137","NY00469137_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469157","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. Reitz","2394","1956","01","09","Brazil","Santa Catarina","Guaramirim","Guaramirim","-49.0028","-26.4733",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469157","NY00469157_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02423593","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,NA,"M. L. Brotto","741","2011","07","16","Brazil","Paraná","Guaratuba","Estrada Cubatão-Garuva","-48.78695","-25.8644",NA,NA,"17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669241' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423593","NY02423593_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","469140","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"A. P. Duarte","8838","1965","02","19","Brazil","Espírito Santo",NA,"De Vitoria para Linhares",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469140","NY00469140_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02681764","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,NA,"S. J. da Silva Neto","1261","1999","02","11","Brazil","Rio de Janeiro","Duque de Caxias","Trilha paralela a cerca, em direção ao marco A (Vide mapa). Reserva da Petrobras","-43.266667","-22.55",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943293' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681764","NY02681764_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"39","2016-09-29 13:19:00-03","NY","NYBG","469163","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea",NA,"T. J. Killeen",NA,NA,NA,"R. Seidel","5183","1991","05","08","Bolivia","La Paz",NA,"Prov. Sud Yungas, Alto Beni, Sapecho","-67.33","-15.5",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469163",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02703806","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,NA,"A. Quinet","809","2005","03","08","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, Estrada em direção a Sede.","-44.606667","-22.4575",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989100' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703806","NY02703806_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","469160","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"R. Reitz","2394","1956","01","09","Brazil","Santa Catarina","Guaramirim","Guaramirim","-49.0028","-26.4733",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469160","NY00469160_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","476515","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","H. H. van der Werff",NA,NA,NA,"C. A. Cid Ferreira","10536","1991","11","03","Brazil","Acre","Porto Walter","Rio Juruá, margem esquerda, entrada do Igarapé Viseu.","-72.73","-8.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476515","NY00476515_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","03188786","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,NA,"M. G. Bovini","3971","2014","04","30","Brazil","Rio de Janeiro","Mangaratiba","mata próxima ao condomínio Sítio Bom, entre a Rio-Santos e o mar. Remanescente de mata.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3437959' target='other'> <mi>dwc_moreinfo</mi></a>","NY03188786","NY03188786_01","17272","auto","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","469141","PreservedSpecimen","Plantae","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.","J. G. Rohwer",NA,NA,NA,"E. Pereira","9830","1965","02","25","Brazil","Espírito Santo","Santa Leopoldina","Santa Leopoldina","-40.5294","-20.1008",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469141","NY00469141_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
