especie_original,cat_ameaca_cncflora,fonte
Goniodiscus elaeospermus,NT,cncflora_ckan
Monteverdia ardisiifolia,LC,cncflora_ckan
Monteverdia cestrifolia,LC,cncflora_ckan
Monteverdia glaucescens,LC,cncflora_ckan
Monteverdia littoralis,LC,cncflora_ckan
Monteverdia macrophylla,LC,cncflora_ckan
Monteverdia megalocarpa,EN,cncflora_ckan
Monteverdia psammophila,EN,cncflora_ckan
Monteverdia quadrangulata,LC,cncflora_ckan
Monteverdia rigida,LC,cncflora_ckan
Acioa edulis,LC,cncflora_ckan
Acioa longipendula,LC,cncflora_ckan
Couepia belemii,EN,cncflora_ckan
Couepia bondarii,EN,cncflora_ckan
Couepia carautae,CR,cncflora_ckan
Couepia cidiana,DD,cncflora_ckan
Couepia coarctata,CR,cncflora_ckan
Couepia eriantha,VU,cncflora_ckan
Couepia froesii,DD,cncflora_ckan
Couepia insignis,EN,cncflora_ckan
Couepia joaquinae,CR,cncflora_ckan
Couepia leitaofilhoi,EN,cncflora_ckan
Couepia longipetiolata,EN,cncflora_ckan
Couepia marleneae,DD,cncflora_ckan
Couepia meridionalis,CR,cncflora_ckan
Couepia morii,DD,cncflora_ckan
Couepia pernambucensis,DD,cncflora_ckan
Couepia reflexa,DD,cncflora_ckan
Couepia robusta,LC,cncflora_ckan
Couepia rufa,LC,cncflora_ckan
Couepia schottii,EN,cncflora_ckan
Couepia stipularis,DD,cncflora_ckan
Couepia venosa,LC,cncflora_ckan
Exellodendron gracile,EN,cncflora_ckan
Hirtella angustifolia,VU,cncflora_ckan
Hirtella bahiensis,LC,cncflora_ckan
Hirtella barrosoi,DD,cncflora_ckan
Hirtella ciliata,LC,cncflora_ckan
Hirtella conduplicata,CR,cncflora_ckan
Hirtella couepiiflora,DD,cncflora_ckan
Hirtella eriandra,LC,cncflora_ckan
Hirtella excelsa,LC,cncflora_ckan
Hirtella fasciculata,LC,cncflora_ckan
Hirtella floribunda,EN,cncflora_ckan
Hirtella glandulosa,LC,cncflora_ckan
Hirtella glaziovii,EN,cncflora_ckan
Hirtella hebeclada,LC,cncflora_ckan
Hirtella insignis,NT,cncflora_ckan
Hirtella juruensis,EN,cncflora_ckan
Hirtella kuhlmannii,EN,cncflora_ckan
Hirtella longifolia,DD,cncflora_ckan
Hirtella magnifolia,DD,cncflora_ckan
Hirtella martiana,LC,cncflora_ckan
Hirtella parviunguis,EN,cncflora_ckan
Hirtella piresii,LC,cncflora_ckan
Hirtella prancei,EN,cncflora_ckan
Hirtella santosii,EN,cncflora_ckan
Hirtella scaberula,DD,cncflora_ckan
Hirtella subglanduligera,DD,cncflora_ckan
Hirtella triandra,LC,cncflora_ckan
Hymenopus adolphoduckei,EN,cncflora_ckan
Licania araneosa,VU,cncflora_ckan
Licania arianeae,EN,cncflora_ckan
Licania bahiensis,DD,cncflora_ckan
Licania belemii,EN,cncflora_ckan
Licania cymosa,EN,cncflora_ckan
Licania fritschii,LC,cncflora_ckan
Licania impressa,LC,cncflora_ckan
Licania indurata,EN,cncflora_ckan
Licania lamentanda,EN,cncflora_ckan
Licania maguirei,EN,cncflora_ckan
Licania miltonii,DD,cncflora_ckan
Licania naviculistipula,EN,cncflora_ckan
Licania nelsonii,DD,cncflora_ckan
Licania nitida,LC,cncflora_ckan
Licania riedelii,LC,cncflora_ckan
Licania rigida,LC,cncflora_ckan
Licania salzmannii,LC,cncflora_ckan
Licania santosii,DD,cncflora_ckan
Licania spicata,LC,cncflora_ckan
Licania teixeirae,DD,cncflora_ckan
Licania tomentosa,DD,cncflora_ckan
Parinari alvimii,EN,cncflora_ckan
Parinari brasiliensis,LC,cncflora_ckan
Parinari littoralis,EN,cncflora_ckan
Clusia aemygdioi,EN,cncflora_ckan
Clusia burchellii,EN,cncflora_ckan
Clusia dardanoi,LC,cncflora_ckan
Clusia diamantina,EN,cncflora_ckan
Clusia riedeliana,EN,cncflora_ckan
Garcinia albuquerquei,EN,cncflora_ckan
Lorostemon coelhoi,EN,cncflora_ckan
Moronobea candida,DD,cncflora_ckan
Moronobea pulchra,LC,cncflora_ckan
Buchenavia hoehneana,NT,cncflora_ckan
Terminalia actinophylla,LC,cncflora_ckan
Terminalia eichleriana,LC,cncflora_ckan
Terminalia mameluco,LC,cncflora_ckan
Terminalia phaeocarpa,LC,cncflora_ckan
Connarus detersus,LC,cncflora_ckan
Connarus nodosus,LC,cncflora_ckan
Connarus ovatifolius,LC,cncflora_ckan
Rourea bahiensis,EN,cncflora_ckan
Rourea laurifolia,VU,cncflora_ckan
Lamanonia brasiliensis,EN,cncflora_ckan
Lamanonia ulei,EN,cncflora_ckan
Weinmannia organensis,LC,cncflora_ckan
Weinmannia paulliniifolia,NT,cncflora_ckan
Stephanopodium blanchetianum,LC,cncflora_ckan
Stephanopodium engleri,EN,cncflora_ckan
Stephanopodium estrellense,EN,cncflora_ckan
Stephanopodium magnifolium,EN,cncflora_ckan
Tapura follii,CR,cncflora_ckan
Tapura lanceolata,LC,cncflora_ckan
Tapura wurdackiana,EN,cncflora_ckan
Diospyros akaraiensis,DD,cncflora_ckan
Diospyros amabi,EN,cncflora_ckan
Diospyros apeibacarpos,LC,cncflora_ckan
Diospyros arupaj,DD,cncflora_ckan
Diospyros brasiliensis,NT,cncflora_ckan
Diospyros bullata,VU,cncflora_ckan
Diospyros cachimboensis,DD,cncflora_ckan
Diospyros coccolobifolia,LC,cncflora_ckan
Diospyros guatterioides,DD,cncflora_ckan
Diospyros ketun,VU,cncflora_ckan
Diospyros kondor,LC,cncflora_ckan
Diospyros landii,DD,cncflora_ckan
Diospyros longistyla,VU,cncflora_ckan
Diospyros manausensis,DD,cncflora_ckan
Diospyros mexiae,EN,cncflora_ckan
Diospyros riedelii,EN,cncflora_ckan
Diospyros santaremnensis,LC,cncflora_ckan
Diospyros scottmorii,EN,cncflora_ckan
Diospyros serrana,CR,cncflora_ckan
Diospyros tarim,EN,cncflora_ckan
Diospyros trombetensis,DD,cncflora_ckan
Diospyros ubaita,EN,cncflora_ckan
Sloanea dubia,DD,cncflora_ckan
Sloanea erismoides,DD,cncflora_ckan
Sloanea fasciculata,EN,cncflora_ckan
Sloanea froesii,VU,cncflora_ckan
Sloanea hatschbachii,EN,cncflora_ckan
Sloanea obtusifolia,EN,cncflora_ckan
Sloanea petalata,CR,cncflora_ckan
Sloanea pseudoverticillata,DD,cncflora_ckan
Sloanea retusa,LC,cncflora_ckan
Agarista glaberrima,LC,cncflora_ckan
Agarista pulchra,NT,cncflora_ckan
Agarista revoluta,LC,cncflora_ckan
Gaylussacia oleifolia,VU,cncflora_ckan
Gaylussacia salicifolia,LC,cncflora_ckan
Erythroxylum affine,LC,cncflora_ckan
Erythroxylum andrei,NT,cncflora_ckan
Erythroxylum ayrtonianum,CR,cncflora_ckan
Erythroxylum columbinum,LC,cncflora_ckan
Erythroxylum frangulifolium,EN,cncflora_ckan
Erythroxylum grandifolium,NT,cncflora_ckan
Erythroxylum hamigerum,LC,cncflora_ckan
Erythroxylum leal-costae,CR,cncflora_ckan
Erythroxylum macrocalyx,LC,cncflora_ckan
Erythroxylum maracasense,NT,cncflora_ckan
Erythroxylum mattos-silvae,EN,cncflora_ckan
Erythroxylum nitidum,EN,cncflora_ckan
Erythroxylum nobile,LC,cncflora_ckan
Erythroxylum ochranthum,LC,cncflora_ckan
Erythroxylum pauferrense,LC,cncflora_ckan
Erythroxylum petrae-caballi,VU,cncflora_ckan
Erythroxylum plowmanii,LC,cncflora_ckan
Erythroxylum polygonoides,LC,cncflora_ckan
Erythroxylum sobraleanum,CR,cncflora_ckan
Erythroxylum splendidum,EN,cncflora_ckan
Erythroxylum tapacuranum,DD,cncflora_ckan
Acalypha fragilis,CR*,cncflora_ckan
Acalypha juruana,DD,cncflora_ckan
Actinostemon roselii,EN,cncflora_ckan
Algernonia brasiliensis,VU,cncflora_ckan
Algernonia dimitrii,EN,cncflora_ckan
Algernonia kuhlmannii,CR,cncflora_ckan
Algernonia leandrii,LC,cncflora_ckan
Algernonia obovata,NT,cncflora_ckan
Algernonia riedelii,NT,cncflora_ckan
Anomalocalyx uleanus,LC,cncflora_ckan
Brasiliocroton mamoninha,LC,cncflora_ckan
Brasiliocroton muricatus,LC,cncflora_ckan
Caryodendron janeirense,LC,cncflora_ckan
Cnidoscolus adenoblepharus,DD,cncflora_ckan
Cnidoscolus froesii,DD,cncflora_ckan
Cnidoscolus hamosus,CR,cncflora_ckan
Cnidoscolus magni-gerdtii,CR,cncflora_ckan
Cnidoscolus monsanto,DD,cncflora_ckan
Cnidoscolus rupestris,EN,cncflora_ckan
Conceveiba prealta,DD,cncflora_ckan
Croton abonari,DD,cncflora_ckan
Croton alchorneicarpus,LC,cncflora_ckan
Croton amazonicus,DD,cncflora_ckan
Croton cajucara,LC,cncflora_ckan
Croton campanulatus,EN,cncflora_ckan
Croton celtidifolius,LC,cncflora_ckan
Croton cuneatus,LC,cncflora_ckan
Croton eichleri,NT,cncflora_ckan
Croton floribundus,LC,cncflora_ckan
Croton gigantifolius,NT,cncflora_ckan
Croton gracilipes,LC,cncflora_ckan
Croton hemiargyreus,EN,cncflora_ckan
Croton macrobothrys,LC,cncflora_ckan
Croton medusae,LC,cncflora_ckan
Croton oliganthus,DD,cncflora_ckan
Croton piptocalyx,LC,cncflora_ckan
Croton priscus,EN,cncflora_ckan
Croton pseudopopulus,DD,cncflora_ckan
Croton sacaquinha,LC,cncflora_ckan
Croton salutaris,LC,cncflora_ckan
Croton sapiifolius,EN,cncflora_ckan
Croton thomasii,EN,cncflora_ckan
Croton trombetensis,LC,cncflora_ckan
Croton vulnerarius,LC,cncflora_ckan
Glycydendron espiritosantense,VU,cncflora_ckan
Gymnanthes gaudichaudii,LC,cncflora_ckan
Hevea camargoana,EN,cncflora_ckan
Hevea camporum,LC,cncflora_ckan
Hevea rigidifolia,LC,cncflora_ckan
Joannesia heveoides,LC,cncflora_ckan
Mabea glaziovii,LC,cncflora_ckan
Manihot dichotoma,LC,cncflora_ckan
Manihot elongata,LC,cncflora_ckan
Manihot glaziovii,LC,cncflora_ckan
Manihot grahamii,LC,cncflora_ckan
Micrandropsis scleroxylon,LC,cncflora_ckan
Omphalea brasiliensis,LC,cncflora_ckan
Ophthalmoblapton crassipes,DD,cncflora_ckan
Ophthalmoblapton pedunculare,VU,cncflora_ckan
Pausandra morisiana,LC,cncflora_ckan
Sapium sellowianum,LC,cncflora_ckan
Sebastiania jacobinensis,LC,cncflora_ckan
Senefeldera verticillata,LC,cncflora_ckan
Stillingia loranthacea,EN,cncflora_ckan
Stillingia oppositifolia,LC,cncflora_ckan
Tetrorchidium parvulum,NT,cncflora_ckan
Abarema campestris,LC,cncflora_ckan
Abarema langsdorffii,LC,cncflora_ckan
Abarema villosa,LC,cncflora_ckan
Acosmium diffusissimum,LC,cncflora_ckan
Acosmium lentiscifolium,LC,cncflora_ckan
Aeschynomene monteiroi,LC,cncflora_ckan
Albizia burkartiana,EN,cncflora_ckan
Albizia decandra,LC,cncflora_ckan
Albizia glabripetala,EN,cncflora_ckan
Albizia polycephala,LC,cncflora_ckan
Aldina heterophylla,VU,cncflora_ckan
Aldina microphylla,DD,cncflora_ckan
Aldina occidentalis,DD,cncflora_ckan
Aldina polyphylla,DD,cncflora_ckan
Amburana acreana,EN,cncflora_ckan
Amburana erythrosperma,DD,cncflora_ckan
Andira carvalhoi,LC,cncflora_ckan
Andira cujabensis,LC,cncflora_ckan
Andira humilis,LC,cncflora_ckan
Andira marauensis,EN,cncflora_ckan
Andira parviflora,LC,cncflora_ckan
Andira praecox,DD,cncflora_ckan
Andira unifoliolata,LC,cncflora_ckan
Androcalymma glabrifolium,DD,cncflora_ckan
Arapatiella emarginata,EN,cncflora_ckan
Bauhinia acreana,LC,cncflora_ckan
Bauhinia aureopunctata,NT,cncflora_ckan
Bauhinia bicolor,DD,cncflora_ckan
Bauhinia bombaciflora,LC,cncflora_ckan
Bauhinia cheilantha,LC,cncflora_ckan
Bauhinia cupulata,LC,cncflora_ckan
Bauhinia glaziovii,CR,cncflora_ckan
Bauhinia grandifolia,LC,cncflora_ckan
Bauhinia longifolia,LC,cncflora_ckan
Bauhinia longipedicellata,LC,cncflora_ckan
Bauhinia membranacea,LC,cncflora_ckan
Bauhinia ovata,LC,cncflora_ckan
Bauhinia piresii,DD,cncflora_ckan
Bauhinia uberlandiana,CR,cncflora_ckan
Bocoa ratteri,DD,cncflora_ckan
Brodriguesia santosii,NT,cncflora_ckan
Calliandra carrascana,EN,cncflora_ckan
Calliandra duckei,DD,cncflora_ckan
Calliandra foliolosa,LC,cncflora_ckan
Calliandra jariensis,DD,cncflora_ckan
Cenostigma nordestinum,LC,cncflora_ckan
Cenostigma tocantinum,LC,cncflora_ckan
Centrolobium paraense,EN,cncflora_ckan
Chamaecrista amabilis,EN,cncflora_ckan
Chamaecrista amorimii,EN,cncflora_ckan
Chamaecrista aspleniifolia,NT,cncflora_ckan
Chamaecrista blanchetii,LC,cncflora_ckan
Chamaecrista brachystachya,LC,cncflora_ckan
Chamaecrista bracteolata,EN,cncflora_ckan
Chamaecrista celiae,EN,cncflora_ckan
Chamaecrista confertiformis,NT,cncflora_ckan
Chamaecrista decora,LC,cncflora_ckan
Chamaecrista duartei,LC,cncflora_ckan
Chamaecrista fodinarum,EN,cncflora_ckan
Chamaecrista fulgida,CR,cncflora_ckan
Chamaecrista hedysaroides,LC,cncflora_ckan
Chamaecrista lentiscifolia,DD,cncflora_ckan
Chamaecrista machaeriifolia,LC,cncflora_ckan
Chamaecrista nuda,EN,cncflora_ckan
Chamaecrista phyllostachya,EN,cncflora_ckan
Chamaecrista pilicarpa,DD,cncflora_ckan
Chamaecrista pteropoda,EN,cncflora_ckan
Chamaecrista scleroxylon,NT,cncflora_ckan
