"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"11","2021-03-30 12:36:43-03","EAO","IAN","137167","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3169","1967","01","18","Southern America","Brasil","Bahia","Maraú","Mata costeira.","-39.0147018432617","-14.103099822998",NA,NA,NA,"Árvore de 25m x 30cm diam., pétalas brancas, sépalas esverdeadas, estames brancos, anteras amarelas, estilete piloso.","IAN137167",NA,NA,"1974","47076","auto",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:36:43-03","EAO","IAN","137145","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3132","1967","01","17","Southern America","Brasil","Bahia","Maraú","Mata costeira.","-39.0147018432617","-14.103099822998",NA,NA,NA,"Árvore de 10 m x 15 cm de diâm. ; pétalas brancas, sepalas esverdeadas, estames brancos, anteras amareladas, ovário piloso.","IAN137145",NA,"isoparatipo","1973","47076","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:12:52-03","UFBA","ALCB","042525","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Amorim, AMA","Carvalho, AM de; Sant'Ana, SC de; Jardim, JG; Landi, M","6477","1998","01","28","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica do Mico-leão (IBAMA). Entrada no Km 46 da Rod. BA-001 Ilhéus/Una. Interior da REBIO. Trilha do Príncipe","-39.083333","-15.15",NA,NA,NA,"ca. 15m de altura. Folhas discolores com face inferior pardo-ferrugínea. Flores com cálice esverdeado. Estames alvos.","ALCB042330",NA,NA,"1998",NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
"14","2019-10-09 11:12:52-03","UFBA","ALCB","121325","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Gomes, FS","Gomes, FS","1543","2013","03","27","Southern America","Brasil","Bahia","Una",NA,"-39.195278","-15.297222",NA,NA,NA,"Folhas coriáceas, discolores, face abaxial ferrugínea. Material estéril. 35.2, parcela 03.","ALCB049678","ALCB049678",NA,"2013",NA,NA,"-39.195278","-15.297222","11",NA,NA,NA,NA
"15","2019-10-09 11:12:52-03","UFBA","ALCB","133190","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Gomes, FS","Gomes, FS","1665","2013","05","18","Southern America","Brasil","Bahia","Mascote",NA,"-39.364722","-15.715",NA,NA,NA,"Folhas coriáceas, discolores, estípulas longas.","ALCB052626","ALCB052626",NA,"2013",NA,NA,"-39.364722","-15.715","12",NA,NA,NA,NA
"16","2019-10-09 11:12:52-03","UFBA","ALCB","58084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","588","2001","06","25","Southern America","Brasil","Bahia","Una","Litoral Sul, Assentamento Vitorópolis","-39.066667","-15.283333",NA,NA,NA,"2m. Folhas coriáceas, discolores, face abaxial esbranquiçada. Inflorescência axilar, com brácteas esverdeadas. Ocasional.; Estádio avançado de regeneração.","ALCB042329",NA,NA,NA,NA,NA,"-39.066667","-15.283333",NA,NA,NA,NA,NA
"17","2019-10-09 11:12:52-03","UFBA","ALCB","71242","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Guedes, ML","Santana, SJ; Valadão, RM; Guedes, ML","04","2006","03","17","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Fazenda das Bromélias","-38.983333","-14.266667",NA,NA,NA,"de ca 8m. Folhas coriáceas, discolores, face adaxial verde brilhante e abaxial ferrugínea, com nervação conspícua. Material estéril. Freqüente.; Arbórea","ALCB042328",NA,NA,"2006",NA,NA,"-38.983333","-14.266667","04",NA,NA,NA,NA
"18","2019-10-09 11:12:52-03","UFBA","ALCB","88000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Jardim, JG","Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","779","2001","09","28","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biologica de Una trilha do Rio Maruim","-39.0675","-15.167778","40","40",NA,"Individuos nº 597.DAP. 10,8cm. Material estéril; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.","ALCB042331",NA,NA,"2001",NA,NA,"-39.0675","-15.167778","10",NA,NA,NA,NA
"19","2020-11-04 11:04:44-03","ESALQ","ESA","115444","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"Carnier, F.E.","Lima, D.F.","209.0","2011","04","17",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA115444","ESA115444",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-24 17:08:53-03","UFES","SAMES","8579","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Pereira,O.J.","Pereira,O.J.; Gomes,J.M.L. & Weiler Júnior,I.","5142","1993","10","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Distrito de Itaúnas. Aracruz Celulose S/A. Parque Estadual de Itaúnas","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"SAMES08579",NA,NA,"1993","41644","auto","-397322223.0","-185933333.0","10","25",NA,NA,NA
"21","2019-09-27 18:04:13-03","UFES","VIES","7800","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L. & Weiler Júnior, I.","5142","1993","10","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Formação Mata Seca","VIES007800","VIES007800",NA,"1993","41644","auto",NA,NA,"10","25",NA,NA,NA
"22","2019-12-06 19:29:22-03","UFES","VIES","25724","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.","2846","2012","01","03",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado - restinga plesitocênica.","-39.780833","-18.652222","25","25",NA,NA,"VIES025724","VIES025724",NA,NA,NA,NA,"39º46'51''W","18º39'8''S",NA,NA,NA,NA,NA
"23","2020-04-27 16:09:15-03","UFES","VIES","42330","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","A. Alves-Araújo","Sossai, B.G.; Silva, B.N.M.; Alves-Araujo, A.","207","2018","06","18",NA,"Brasil","Espírito Santo","Conceição da Barra","Estrada Principal. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042330","VIES042330",NA,"2019","41644","auto",NA,NA,"11","22",NA,NA,NA
"24","2020-12-21 16:20:41-03","MBM","MBM","238697","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Amorim, A.","Carvalho, A.M. de","6477","1998","01","28","Southern America","Brazil","Bahia","Una","Estação Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"MBM238697","MBM238697",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-15 09:03:27-03","UESC","UESC","9167","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Martini, A.","60","1998","11","21",NA,"Brasil","Bahia","Una",NA,"-39.133333","-15.166667",NA,NA,NA,"Árvore, ca. 25m de altura. DAP ca. 40cm.; Árvore caída recetemente.","UESC0009167",NA,NA,NA,NA,NA,"39W8'0''","15S10'0''",NA,NA,"Dicotyledoneae",NA,NA
"26","2019-08-15 09:03:27-03","UESC","UESC","23410","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Barreto, R.M.F.","145","2006","10","14",NA,"Brasil","Bahia","Una",NA,"-39.053889","-15.166944",NA,NA,NA,"Árvore.; O1.","UESC0023410",NA,NA,NA,NA,NA,"39W3'14''","15S10'1''",NA,NA,"Dicotyledoneae",NA,NA
"27","2020-04-16 12:06:00-03","MO","MOBOT","3159682","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"I.A. Silva","Silva 283","1981","12","23","South America","Brazil","Espírito Santo",NA,"Taquipé. Reserve Florestal da CVRD. Linhares Esp. Santo Est. MAC. P. de Sapo, ant. 161, km 3.568, lado direito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2021-01-10 20:45:02-03","INPA","INPA","105312","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Prance, GT","Spada, JS","7/77","1977","11","08","Southern America","Brasil","Espírito Santo","Linhares","Est. Flamengo, ant. X-1, Km 4,125, talhão 605","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"INPA0105312","INPA0105312 INPA0105312_e INPA0105312_e1",NA,"1983","48094","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-04 11:04:49-03","UFRB","HURB","13887","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Victor Jr., V.","748","2013","01","19",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000013887",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-04 11:04:49-03","UFRB","HURB","13888","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Victor Jr., V.","1021","2013","01","11",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000013888",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-04 11:04:49-03","UFRB","HURB","13889","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Victor Jr., V.","707","2013","01","18",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000013889",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-04 11:04:49-03","UFRB","HURB","13890","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Victor Jr., V.","1652","2013","01","13",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000013890",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-25 10:12:46-03","CVRD","CVRD","11232","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Geovane S. Siqueira","Folli, D.A.","6056","2008","05","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.01991","-19.155124","57","57",NA,"Ao lado da parcela de Jequitibá na torre. <ll>dwc_commonname:</ll> Taquipé","CVRD011232",NA,NA,"2008",NA,NA,"-40,01991","-19,155124","05","06","Magnoliopsida",NA,NA
"34","2021-02-25 10:12:46-03","CVRD","CVRD","4986","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Cintia Sothers","Folli, D.A.","2349","1994","07","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.019144","-19.160514","39","39",NA,"<ll>dwc_commonname:</ll> Taquipé","CVRD004986","CVRD004986",NA,"2008",NA,NA,"-40,019144","-19,160514","04","02","Magnoliopsida",NA,NA
"35","2021-02-25 10:12:46-03","CVRD","CVRD","11167","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Cintia Sothers","Sothers, C.","1531","2008","04","02","América do Sul","BRASIL","ES","Linhares",NA,"-40.019144","-19.160514","39","39",NA,"Mesmo indivíduo da Folli 2349 <ll>dwc_commonname:</ll> Taquipé","CVRD011167",NA,NA,"2008",NA,NA,"-40,019144","-19,160514","04","02","Magnoliopsida",NA,NA
"36","2021-02-25 10:12:46-03","CVRD","CVRD","1989","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Ghillea T. Prance","Farias, G.L.","217","1988","07","14","América do Sul","BRASIL","BA","Porto Seguro","Nome vulgar na RFL: Milho torrado da folha cinza.","-39.0647010803223","-16.4496994018555",NA,NA,NA,"<ll>dwc_commonname:</ll> Taquipé","CVRD001989",NA,NA,"1991","68835","auto",NA,NA,"10","15","Magnoliopsida",NA,NA
"37","2021-02-25 10:12:46-03","CVRD","CVRD","841","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Ghillea T. Prance","Silva, I.A.","283","1981","12","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Taquipé","CVRD000841",NA,NA,"1986","48094","auto",NA,NA,"05","28","Magnoliopsida",NA,NA
"38","2021-02-25 10:12:46-03","CVRD","CVRD","4988","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Domingos A. Folli","Folli, D.A.","2351","1994","07","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Taquipé","CVRD004988","CVRD004988",NA,"1994","48094","auto",NA,NA,"07","12","Magnoliopsida",NA,NA
"39","2021-02-25 10:12:46-03","CVRD","CVRD","16411","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","Carnier, F.E.","Lima, D.F.","209","2011","04","17","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore; frutos verdes. <ll>dwc_commonname:</ll> Taquipé","CVRD016411",NA,NA,"2011","48094","auto","40,0602 W","19,1525 S","04","19","Magnoliopsida",NA,NA
"40","2020-09-02 16:22:49-03","Cenargen","CEN","57178","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","G. T. Prance","G. L. Farias - Pau-Brasil","217","1988","07","13",NA,"Brasil","BA","PORTO SEGURO","A3 - 4/9.","-39.0647010803223","-16.4496994018555",NA,NA,"Exsicatas","Doação do Banco Genético do Pau Brasil. Registro nº 141. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057178","CEN00057178",NA,"1991","68835","auto",NA,NA,"10",NA,NA,"1",NA
"41","2019-10-07 09:29:58-03","UEFS","HUEFS","245110","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Pereira, O.J.","5142","1993","10","25",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 157 da Aracuz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"HUEFS0245110","HUEFS0245110",NA,NA,"41644","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"42","2019-10-07 09:29:58-03","UEFS","HUEFS","142080","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance","R.G.Barbosa-Silva","Queiroz, L.P.de","13864","2008","10","01",NA,"Brasil","Bahia","Itacaré","Estrada da balsa até Maraú, na foz do rio Contas.","-39.099167","-14.265278",NA,NA,NA,"Restinga arbórea.","HUEFS0142080","HUEFS0142080",NA,"2017",NA,NA,"39W5'57''","14S15'55''","04",NA,"Rosanae",NA,NA
"43","2019-10-07 09:29:58-03","UEFS","HUEFS","188663","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Matos, E.N.de","2546","2011","12","12",NA,"Brasil","Bahia","Caravelas","Mata do Sr. Wallace","-39.198611","-17.715556",NA,NA,NA,"Restinga. Floresta.","HUEFS0188663","HUEFS0188663",NA,NA,NA,NA,"39W11'55''","17S42'56''",NA,NA,"Rosanae",NA,NA
"44","2019-10-07 09:29:58-03","UEFS","HUEFS","39558","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Carvalho, A.M.de","6477","1998","01","28",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.083333","-15.15",NA,NA,NA,"Região de mata higrófila sul baiana.","HUEFS0039558","HUEFS0039558",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,"Rosanae",NA,NA
"45","2019-10-07 09:29:58-03","UEFS","HUEFS","193883","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia","belemii","Couepia belemii","Prance",NA,"Lima, D.F.","209","2011","04","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Trecho de mussununga próximo ao nativo do contorno do Roxinho. Mussununga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"HUEFS0193883","HUEFS0193883",NA,NA,"48094","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"46","2020-07-23 12:02:50-03","CEPLAC","CEPEC","123421","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"R. Asprino","Jardim, J. G.","5265","2008","06","15",NA,"Brasil","Bahia","ITACARÉ","Rodovia Itacaré/Maraú, 1,6km após a balsa.","-39.015556","-14.228056","20","20",NA,"Foto.",NA,NA,NA,NA,NA,NA,"39W0'56","14S13'41",NA,NA,NA,NA,NA
"47","2020-07-23 12:02:50-03","CEPLAC","CEPEC","128341","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"Sem Informação","D. Rocha","1089","2010","05","18",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, área da fitossociologia.","-39.566111","-15.395833","500","500",NA,"Coleta testemunho do inventário na RPPN Serra Bonita (Rocha & Amorim 2011). Indivíduo nº P25-26",NA,NA,NA,NA,NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA
"48","2020-07-23 12:02:50-03","CEPLAC","CEPEC","135736","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"Sem Informação","Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333","100","100",NA,"Indivíduo P01-03",NA,NA,NA,NA,NA,NA,"39W8'0","16S20'0",NA,NA,NA,NA,NA
"49","2020-07-23 12:02:50-03","CEPLAC","CEPEC","137789","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"R. Asprino","L. P. de Queiroz","13864","2008","10","01",NA,"Brasil","Bahia","ITACARÉ","Estrada da balsa até Maraú, na foz do Rio de Contas.","-39.099167","-14.265278",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"39W5'57","14S15'55",NA,NA,NA,NA,NA
"50","2020-07-23 12:02:50-03","CEPLAC","CEPEC","65644","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","belemii","Couepia belemii",NA,"R. Asprino","W. W. Thomas","10771","1995","01","15",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. 2Km ao NNE do Banco da Vitória (5.7Km ao W antiga ponte do Rio Fundão)Rod. Ao W da Mata.","-39.091111","-14.777222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'28","14S46'38",NA,NA,NA,NA,NA
