"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","monthIdentified","dayIdentified","class","individualCount"
"11","2015-09-03 21:11:52-03","MNHN","RECOLNAT_MNHN_P","P01760036","PreservedSpecimen",NA,"Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Claussen",NA,NA,"Brasil","hb",NA,". . (65)p.p. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760036' target='other'> <mi>dwc_moreinfo</mi></a>","P01760036",NA,NA,"Mart.","1838","1","1",NA,NA,"Brésil: Minas Geraes. Brasil, América do Sul",NA,NA,NA,"P01760036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-09-03 21:11:52-03","MNHN","RECOLNAT_MNHN_P","P01760037","PreservedSpecimen",NA,"Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Claussen",NA,NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760037' target='other'> <mi>dwc_moreinfo</mi></a>","P01760037",NA,NA,"Mart.","1838","1","1","Minas Gerais",NA,"Brésil (Minas geraes). Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"P01760037_01",NA,NA,NA,NA,NA,NA,NA,"65",NA,NA,NA,NA
"13","2015-09-03 21:11:52-03","MNHN","RECOLNAT_MNHN_P","P01760035","PreservedSpecimen",NA,"Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01760035' target='other'> <mi>dwc_moreinfo</mi></a>","P01760035",NA,NA,"Mart.","1892","4","4","Minas Gerais","Diamantina","Brésil (Minas). Diamantina, Minas Gerais, Sudeste, Brasil, América do Sul","-43.6002998352051","-18.2493991851807",NA,"P01760035_01",NA,NA,"101169","auto",NA,NA,NA,"19953",NA,NA,NA,NA
"14","2020-12-11 11:45:33-03","UFMG","BHCB","120968","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","1399","Southern America","Brasil",NA,NA,"Erva terrestre no campo limpo, próximo a córrego intermitente. Flores amarelas",NA,"Monocotyledon",NA,"Mart.","2008","06","20","Minas Gerais","Serro","Distrito de São Gonçalo do Rio das Pedras., Campos limpo e Matas de galeria","-43.476472","-18.431833","1174",NA,NA,"1174",NA,NA,NA,"-43.476472","-18.431833",NA,NA,NA,NA,NA
"15","2020-12-11 11:45:33-03","UFMG","BHCB","65664","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Magalhães, GM","2682","Southern America","Brasil",NA,NA,"Herbacea, flor amarela, muito frequente; Campo humido","BHCB044333","Monocotyledon",NA,"Mart.","1942","05","06","Minas Gerais","Serro","Pico do Itambé, Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,"BHCB044333",NA,NA,"37754","auto","2008",NA,NA,NA,"09","26",NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","1680992","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Howard S. Irwin|et al.","Irwin 27559","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","1970","3","15","Minas Gerais",NA,"Serra do espinhaco; inflorescences to ca. 50 Cm. Tall. Perianth yellow. Wet Places. Cerrado on steep slopes, ca. 25 Km. E of diamantina, near rio jequiti.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","2999624","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Martins, *","Martins 18660","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","3003278","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"M.G.L. Wanderley","Wanderley 10977","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","1988","3","26","Minas Gerais",NA,"Municipio de Santana do Riacho:km ao longo da rodovia Belo Horizonte - Coneicáo do Mato Dentro. Alto do Palacio, próximo as Vellozia (gigantes)",NA,NA,NA,NA,"M.G. L. Wanderley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-11-04 15:52:00-02","MO","MOBOT","3002243","PreservedSpecimen","Plantae","Xyridaceae","Xyris","martiana","Xyris martiana",NA,"J.B.E. Pohl","Pohl s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,"Seub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:11:49-03","FZB-BH","BHZB","8693","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Ferreira Junior, C.A. et al.","472",NA,"Brasil",NA,NA,"Com duplicata. Duplicata doada para Herbário SP.",NA,NA,NA,NA,"2012","05","17","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.7144012451172","-19.1688995361328",NA,NA,"M.G.L. Wanderley & J. Santos Guedes",NA,"26557","auto","2013",NA,NA,NA,"07",NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2197842","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"L. Smith, F. Segadas-Vianna, L. Dau & W. T. Ormond",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01915551",NA,"Commelinales",NA,"1952","4","28","Minas Gerais","Jaboticatubas","Serra do Cipó. Palacio","-43.58","-19.17","1200","US01915551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"22","2021-03-15 18:30:22-03","USP","SPF","211135","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Zappi, DC","1933",NA,"Brasil",NA,NA,"Ervas em solo úmido, brácteas fimbriadas, flores amarelas.; Campo com solo arenoso e afloramentos rochosos.","SPF00211135",NA,NA,"Mart.","2009","03","09","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, primeiro platô.","-43.74941","-18.942663",NA,NA,"Wanderley, MGL",NA,NA,NA,"2011","-43.74941","-18.942663",NA,"07",NA,NA,NA
"23","2021-03-15 18:30:22-03","USP","SPF","222530A","PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Montserrat, L","12",NA,"Brasil",NA,NA,"Ervas de 10 a 30 cm, pétalas amarelas, estames e estigma amarelos.; Campo limpo areno-pedregoso com pequenos afloramentos rochosos.","SPF00222530",NA,NA,"Mart.","2011","04","15","Minas Gerais","Diamantina","Estrada para São Gonçalo do Rio das Pedras, ca. 6,5 km além da ponte sobre o Ribeirão do Inferno.","-43.551528","-18.34825","1190",NA,"Wanderley, MGL","1190",NA,NA,"2018","-43.551528","-18.34825",NA,"04",NA,NA,NA
"24","2019-09-04 19:48:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla","Lectotype","J. B. E. Pohl",NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"25","2019-09-04 19:48:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","martiana","Xyris martiana","Type [status unknown]","J. B. E. Pohl","1262","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"26","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Pacheco, RA; et al.","145","Southern America","Brasil",NA,NA,"Planta 0,3m. Brácteas marrom, corola amarela; Campo rupestre","UB0028718","Monocotyledonae",NA,"Mart.","2002","04","11","Minas Gerais","Delfinópolis","Trilha Casinha Branca, Fazenda Zé Antunes","-46.3872","-20.2604","841","UB0028718",NA,"841",NA,NA,NA,"-46.3872","-20.2604",NA,NA,NA,NA,NA
"27","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Munhoz, CBR; Eugênio, CUO; Aguiar, P; Emmert, P; Bodens, FWP","4918","Southern America","Brasil",NA,NA,"Erva ca. 0,60m com pétalas amarelas; Vereda",NA,"Monocotyledonae",NA,"Mart.","2008","09","05","Distrito Federal","Brasília","Jardim Botânico de Brasília (JBB). Folha: SD-23-Y-C","-47.847222","-15.8725",NA,NA,"Munhoz, CBR",NA,NA,NA,"2009","-47.847222","-15.8725",NA,"03",NA,NA,NA
"28","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Irwin, HS; et al.","27559","Southern America","Brasil",NA,NA,"Inflorescences 0,5m. Perianth yellow; Wet places. Cerrado on steep slopes","UB0028720","Monocotyledonae",NA,"Mart.","1970","03","15","Minas Gerais",NA,"Ca. 25km E of Diamantina, near Rio Jequiti",NA,NA,"800","UB0028720","Smith, LB","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-01 15:17:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Magalhães, M","s.n.","Southern America","Brasil",NA,NA,"Erva; Área úmida, arenosa com tapete herbáceo","UB0028719","Monocotyledonae",NA,"Mart.","1954","12","09","Minas Gerais","Buenópolis","Serra do Cabral","-44.1800003051758","-17.8733005523682",NA,"UB0028719",NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-05-06 12:03:00-03","UFU","HUFU","30915","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Volpi, R.L.; Romero, R.; Nakajima, J.N.; Pacheco, R.A. & Faria, C.A.","530",NA,"Brasil",NA,NA,"Planta 0,20 m. Brácteas marrons, cálice, corola e estames amarelos.; Campo rupestre. Solo hidromórfico.","HUFU00033966",NA,NA,"Mart.","2003","03","10","Minas Gerais","Delfinópolis","Fazenda José Antunes, Trilha da Escada de Pedras.","-46.8539009094238","-20.343900680542",NA,"HUFU00033966","Pacheco, R.A.",NA,"41380","auto","2003",NA,NA,NA,"10",NA,NA,NA
"31","2019-05-06 12:03:00-03","UFU","HUFU","26860","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Pacheco, R.A.; Volpi, R.L.; Romero, R. & Nakajima, J.N.","145",NA,"Brasil",NA,NA,"Planta com ca. 0,3 m. Brácteas marrons, corola e estames amarelos.; Campo rupestre.","HUFU00033965",NA,NA,"Mart.","2002","04","11","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha Casinha Branca.","-46.8539009094238","-20.343900680542",NA,"HUFU00033965","Nakajima, J.N.",NA,"41380","auto","2003",NA,NA,NA,"10",NA,NA,NA
"32","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Martius, CFP","s.n.","Southern America","Brazil",NA,NA,"in campis ad flivium Paraopeba et in montosis Serro Frio.; HABITAT: in campis ad flivium Paraopeba et in montosis Serro Frio.",NA,NA,NA,"Mart.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"P03P1N0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Sellow, F","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,"Brasilia Meridionali.",NA,NA,NA,"P03P1N0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:19:55-03","IBt","SP","247164","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Arbo, MM; et al.","4152",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1990","05","15","Minas Gerais","Santana do Riacho","Serra do Cipó, 10-20 km NE de Cardeal Mota, camino a Conceição do Mato Dentro","-43.583333","-19.333333","1000",NA,NA,"1320",NA,NA,NA,"-43.583333","-19.333333",NA,NA,NA,NA,NA
"35","2019-11-21 10:19:55-03","IBt","SP","248188","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Alves, RJV","1301",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"Minas Gerais","Coronel Xavier Chaves","Serra de São José","-44.166667","-21.083333",NA,NA,NA,NA,NA,NA,NA,"-44.166667","-21.083333",NA,NA,NA,NA,NA
"36","2020-11-26 10:01:06-03","IBt","SP","374493","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Sousa, GM","508",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2002","03","13","Minas Gerais","Conselheiro Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:19:55-03","IBt","SP","221641","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Sajo, MG","CFCR7761",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1985","04","02","Minas Gerais","Diamantina","Ca. 5 km da cidade, na estrada para Gouveia","-43.6002998352051","-18.2493991851807",NA,NA,"Wanderley, MGL",NA,"101169","auto","1989",NA,NA,NA,"01","05",NA,NA
"38","2021-01-07 09:34:38-03","IBt","SP","454569","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Mota, NFO","2211",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2011","04","08","Minas Gerais","Morro do Pilar","Serra do Cipó","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,"18539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-30 07:49:03-03","IBt","SP","444822","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Zappi, DC","1933",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2009","03","09","Minas Gerais","Santana de Pirapama",NA,"-44.043098449707","-19.0060997009277",NA,NA,NA,NA,"43251","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-30 07:49:03-03","IBt","SP","445005","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Ferreira Jr, CA","472",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2012","05","17","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:19:55-03","IBt","SP","221766","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Sajo, MG","CFSC10974",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1988","03","26","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Altura do antigo Km 121, próximo às 3 Pontinhas","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:19:55-03","IBt","SP","245332","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Salimena Pires, FR","CFSC11523",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1989","05","20","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"Wanderley, MGL",NA,"26557","auto","1991",NA,NA,NA,"03",NA,NA,NA
"43","2019-11-21 10:19:55-03","IBt","SP","221770","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Sajo, MG","CFSC10977",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1988","03","26","Minas Gerais","Santana do Riacho","Serra do Cipó, Alto do Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:19:55-03","IBt","SP","221171","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Sajo, MG","CFSC10998",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1988","03","27","Minas Gerais","Santana do Riacho","Serra do Cipó, Congonhas, próx. ao Km 121 antigo","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:19:55-03","IBt","SP","221154","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; Sajo, MG","CFSC10989",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1988","03","26","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 antigo","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:19:55-03","IBt","SP","202924","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Cerati, TM; Castro, NM; Venturelli, M; Varanda, E","103",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1984","01","07","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 125","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:19:55-03","IBt","SP","224858","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; et al.","CFSC11098",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1988","05","01","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 antigo","-43.7144012451172","-19.1688995361328",NA,NA,"Wanderley, MGL",NA,"26557","auto","1991",NA,NA,NA,"03",NA,NA,NA
"48","2019-11-21 10:19:55-03","IBt","SP","221733","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL; et al.","CFSC10664",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","1987","04","07","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 128","-43.7144012451172","-19.1688995361328",NA,NA,"Wanderley, MGL",NA,"26557","auto","1991",NA,NA,NA,"03",NA,NA,NA
"49","2020-12-10 11:28:23-03","IBt","SP","396425","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Wanderley, MGL","2616",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2007","05","24","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-21 15:30:05-03","IBt","SP","497897","S","Plantae","Xyridaceae","Xyris","blepharophylla","Xyris blepharophylla",NA,"Oliveira, FCA","1407",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","2008","10","17","Tocantins","Dianópolis",NA,"-46.8205986022949","-11.627799987793",NA,NA,NA,NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA,NA
