"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","eventTime","individualCount","fieldNumber","infraspecificEpithet","sex"
"11","2020-06-29 11:29:15-03","UFRJ","RFA","5808","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch.Bip.",NA,"Mendes Magalhães","18130","1960","07","00",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,"Arbustos de 2 - 3 m de altura","RFA25939",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-05-19 10:29:38-03","UFBA","ALCB","129521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Roque, N","Groppo, M; Barosela, JR; Ferreira, C; Ferreira, PL; Afonso, LF; Cipriano, AP; Campos, BB","2333","2016","10","29","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Cerrado de encosta na estrada da Portaria 2 Excursão da disciplina Sistemática Vegetal II, Curso de Graduação em Ciencias Biológicas, DB-FFCLRP-USP.","-46.409722","-20.260556",NA,"ca. 2,0 m alt. Folhas face abaxial esbranquiçada, inflorescência com papus branco-amarelo (creme). Muito comum em toda a área.; No cerrado de encosta, bem atrás da portaria de acesso ao Parque.","ALCB047129","ALCB047129","1217","1217","2017","02",NA,NA,NA,"-46.409722","-20.260556",NA,NA,NA,NA,NA,NA,NA
"13","2020-05-19 10:29:38-03","UFBA","ALCB","131977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Nakajima, JN","Martinelli, G; Lima, T; Maurenza, D","19539","2016","11","01","Southern America","Brasil","Minas Gerais","Diamantina","Parque Nacional Sempre Vivas. Margem do córrego Jequital.","-43.806389","-17.891667",NA,"1,6m de altura, heliófila, folhas de cor verde, discolores, flores passadas em capítulos paleáceos; campos rupestres com afloramentos rochosos","ALCB048656","ALCB048656","1238","1238","2018","07",NA,NA,NA,"-43.806389","-17.891667",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:01:39-03","ESALQ","ESA","126455","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus",NA,"Marques, D.","Franco, I.M.","958.0","1905","07","04",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"ESA126455","ESA126455",NA,NA,"1905","07","04","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:01:39-03","ESALQ","ESA","71777","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Loeuille, B.","Farah, F.T. ; Freitas, C.A.","372.0","1998","07","14",NA,"Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA071777","ESA071777",NA,NA,"2011",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:01:39-03","ESALQ","ESA","100494","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus",NA,"Loeuille, B.","Costa, F.N.","645.0","2002","06","27",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,"ESA100494","ESA100494",NA,NA,"2013",NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:01:39-03","ESALQ","ESA","41544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Loeuille, B.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","12060.0","1996","07","06",NA,"Brasil","Minas Gerais","Sacramento","16 Km da divisa MG/SP. 7 Km do Ribeirão Canabrava em direção a Araxá.","-47.439998626709","-19.8652992248535",NA,"Arbusto, 1,5m alt.; capítulos creme","ESA041544","ESA041544",NA,NA,"2011",NA,NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:39-03","ESALQ","ESA","33681","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Loeuille, B.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11469.0","1996","07","01",NA,"Brasil","Minas Gerais","Passos","Estrada entre Furnas e Passos, ca. de 16 km do Rio Turvo (em direção a Furnas). Fazenda Paredão (Usina Açucareira Passos). Campo rupestre.","-46.6096992492676","-20.718900680542",NA,"Arbusto, ca. 1,5 m alt.; flores creme.","ESA033681","ESA033681",NA,NA,"2011",NA,NA,"37279","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:39-03","ESALQ","ESA","73827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Loeuille, B.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25576.0","2001","07","10",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 10 km de Joaquim Felício. 17o42'33S, 44o11'29W. 960 m.s.m. Afloramento rochoso com campo arenoso e cerrado adjacentes.","-44.1721992492676","-17.7574996948242",NA,"Árvore, ca. 4 m alt.; papilho creme. Cerrado.","ESA073827",NA,NA,NA,"2013",NA,NA,"37503","auto","-44,191,389","-17,709,167",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-04 13:43:09-03","UFPI","TEPB","17342","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex D.C.)","J. N. Nakajima","R.Romero","1092","1994","06","29",NA,"Brasil","Minas Gerais","Sacramento","Próximo a guarita de Sacramento.","-47.439998626709","-19.8652992248535",NA,"Árvore, ca 3m bráctesas marrom-prateada. Papilho creme. Corola rósea. Anteras creme, estigmas brancos. Ambiente: Cerrado",NA,NA,NA,NA,"1999","01","01","69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-08-06 18:53:23-03","UFPI","TEPB","17341","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","seidelii","Eremanthus seidelii","Macleirh Schum",NA,"J.N. Nakajima","370","1994","06","25",NA,"Brasil","Minas Gerais","Sacramento","Próximo a guarita de Sacramento, PARNA Serra da Canastra","-47.439998626709","-19.8652992248535",NA,"Árvore ca 3m. Brácteas esverdeado-prateadas, corola e estilete creme. Ambiente: Afloramento rochoso em Campo Limpo",NA,NA,NA,NA,NA,NA,NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:34:11-02","IPA","IPA","89156","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Semir, J.","Vichnewski, W.; Lopes, J.L.C.; Lopes, J.L.C.","19068","1987","07","02","Southern America","Brasil","Minas Gerais","Capitólio","Represa de Furnas","-46.0499992370605","-20.6152992248535",NA,"Arbusto até 2,5m, capítulos com flores lilases.; Cerrado e campos rupestres.","IPA0089156",NA,NA,NA,"2010",NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:34:11-02","IPA","IPA","89163","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Loeuille, B.","Vichnewski, W.; Lopes, J.L.C.; Lopes, J.L.C.","19079","1987","07","02","Southern America","Brasil","Minas Gerais","Capitólio","Represa de Furnas.","-46.0499992370605","-20.6152992248535",NA,"Arvoreta até 3m; capítulos com flores lilases.; Cerrado e campos rupestres.","IPA0089163",NA,NA,NA,"2015","04","27","29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:34:11-02","IPA","IPA","89164","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Semir, J.","Vichnewski, W.; Lopes, J.L.C.; Lopes, J.L.C.","19089","1987","07","02","Southern America","Brasil","Minas Gerais","Capitólio","Represa de Furnas.","-46.0499992370605","-20.6152992248535",NA,"Arvoreta até 2,5m; capítulos com flores lilases.; Cerrado e campos rupestres.","IPA0089164",NA,NA,NA,"2010",NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:34:11-02","IPA","IPA","61734","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","Nakajima, J.N.","Giulietti, A.M.; Semir, J.; Menezes, N.L.; Giulietti, N.; Mattos, A.J.; Semir, J.; Menezes, N.L.; Giulietti, N.; Mattos, A.J.","CFCR1740","1981","08","29","Southern America","Brasil","Minas Gerais","Gouveia","Fazenda Contagem, 13 km à direita da Rodovia Curvelo-Diamantina. Sobre Pedras.","-43.7407989501953","-18.4543991088867",NA,"Arbusto ca. 1,20m; capítulos creme, brácteas involucrais verdes com ápice cor de vinho.","IPA0061734","IPA0061734",NA,NA,"1998",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:27:22-03","IAP","PACA-AGP","91658","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Eremanthus","elaeagnus","Eremanthus elaeagnus","(Mart. ex DC.) Sch. Bip.","C. Mondin","Mondin, C.","1239","1997","10","11",NA,"Brasil","MG","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,"ca. 3m de altura, muito frequente&nf;HASU 6270 Habitat: cerrado Hábito: arvoreta","PACA091658",NA,"900","900",NA,NA,NA,"26557","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:09-03","UNICAMP","UEC","127921","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Souza, VC; Souza, JP; Capellari Jr, L; Scalon, VR","11469","1996","06","01",NA,"Brazil","Minas Gerais","Passos","Estrada entre Furnas e Passos, Ca de 16Km do rio Turvo (em direção a Furnas). Fazenda Paredão (Usina Açucareira Passos) Campo rupestre.","-46","-20.816667",NA,"Arbusto, ca. 1,5 alt.; flores creme.","UEC124840","UEC124840",NA,NA,NA,NA,NA,NA,NA,"-46","-20.816667",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-10 17:50:14-03","UNICAMP","UEC","120457","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","0105","2001","06","19",NA,"Brazil","Minas Gerais",NA,"Estrada Curvelo - Gouveia, lado direito da estrada.","-43.967778","-18.600556",NA,NA,"UEC123770","UEC123770","939","939",NA,NA,NA,NA,NA,"-43.967778","-18.600556",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-15 11:56:52-03","UNICAMP","UEC","125374","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Loeuille, B","Kinoshita, LS","00275","2000","11","23",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Lapinha. Campo rupestre na estrada próxima a entrada da subida para o afloramento.","-43.666667","-19.116667",NA,"2-2,5 m.; folhas prateadas.","UEC069375","UEC069375","1126","1126","2011",NA,NA,NA,NA,"-43.666667","-19.116667",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:09-03","UNICAMP","UEC","127679","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Vichnewski, W","35142","1996","04","02",NA,"Brazil","Minas Gerais","Grão Mogol","Grão Mongol para Francisco Sá, 13 km de Grão Mongol.","-42.961389","-16.587222",NA,"Arvoreta a arbusto, capítulos velhos e jovens.","UEC123772","UEC123772",NA,NA,NA,NA,NA,NA,NA,"-42.961389","-16.587222",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:09-03","UNICAMP","UEC","128876","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Loeuille, BFP","Esteves, GL; Pirani, JR; Campos, MTVA; Silva, TRS","CFCR13293","1990","09","05",NA,"Brazil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu.","-42.916667","-16.6",NA,"Arvoreta 3,0 m alt., folhas discolores, capítulos passados creme.; Solo arenoso-fino com afloramentos rochosos, com cerrado, carrasco e vegetação rupícola.","UEC123773","UEC123773","670","670","2013",NA,NA,NA,NA,"-42.916667","-16.6",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:09-03","UNICAMP","UEC","180897","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Loeuille, BFP","Souza, VC; Souza, JP; Romão, GO; Araújo, AO","25576","2001","07","10",NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 10 km de Joaquim Felício.","-44.191389","-17.709167",NA,"Árvore, ca. 4 m alt.; capítulos creme.; Cerrado; afloramento rochoso com campo arenoso e cerrado adjacentes.","UEC124844","UEC124844","960","960","2013","09",NA,NA,NA,"-44.191389","-17.709167",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:09-03","UNICAMP","UEC","195035","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2207","2013","11","17",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó. Alto do Palácio, meio do caminho para Vellozia Gigante, planta presnsada em Álcool.","-43.835806","-19.374167",NA,"campo rupestre","UEC156595","UEC156595",NA,NA,NA,NA,NA,NA,NA,"-43.835806","-19.374167",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:09-03","UNICAMP","UEC","175604","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Marques, D","Franco, IM; et al.","958","2012","04","25",NA,"Brazil","Minas Gerais","Diamantina","Parque Estadual do Biribi. Água Limpa de Cima.","-46.603167","-18.217083",NA,"Arvoreta até 2,0 m; folha discolor, argêntea; flores lilás amareladas.; Campo rupestre; solo arenoso.","UEC029471","UEC029471","1279","1279","2012","04","30",NA,NA,"-46.603167","-18.217083",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:09-03","UNICAMP","UEC","196035","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Semir, J; Volet, DP","Scatigna, AV; Pereira, CG","51","2012","03","31",NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Parque Estadual da Serra do Cabral.","-44.1935","-17.707222",NA,"árvore ca. 2,2. Botão creme.; Cerrado, areia branca.","UEC045102","UEC045102",NA,NA,"2017","03",NA,NA,NA,"-44.1935","-17.707222",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:09-03","UNICAMP","UEC","206472","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Machi, AHL","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","25","2019","05","19",NA,"Brazil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, Trilha do Capão","-43.618861","-19.355931",NA,"2m, tronco fissurado; Cerrado","UEC163169","UEC163169","818","818","2019","06","11",NA,NA,"-43.618861","-19.355931",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:09-03","UNICAMP","UEC","3039","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Rizzo; et al.","4817","1970","02","28",NA,"Brazil","Goiás","Serra de Caldas Novas",NA,NA,NA,NA,"Árvore 2m","UEC121604","UEC121604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-10 17:50:14-03","UNICAMP","UEC","33330","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Leitão Filho, HF; Martins, AB; Gabrielli, AC; Yamamoto, K","14170","1982","09","09",NA,"Brazil","Minas Gerais",NA,"Furnas",NA,NA,NA,"Arvoreta de 2 a4 metros de altura.","UEC069219","UEC069219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-10 17:50:14-03","UNICAMP","UEC","39948","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Sciamarelli, A","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17349","1985","06","04",NA,"Brazil","Minas Gerais","Guinda","Estra de Guinda a Conselheiro da Mata, Km178, RP14",NA,NA,NA,"Arvoreta de 4m, capitulos com flores lilases.","UEC069347","UEC069347",NA,NA,"1992","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:09-03","UNICAMP","UEC","44017","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.","Loeuille, BFP","Mello-Silva, R; Giulietti, AM; Zappi, DC; Meguro, M; et al.","CFCR9844","1986","07","23",NA,"Brazil","Minas Gerais","Grão Mogol","Córrego escurinha.","-42.916667","-16.6",NA,"Arvoreta de até 5 m alt. Ritidoma desprendendo-se do tronco. Folhas glaucas superiores e ocráceas inferiormente.; Cerrado, solo arenoso.","UEC123774","UEC123774","740","740","2013",NA,NA,NA,NA,"-42.916667","-16.6",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-29 12:45:36-03","UNICAMP","UEC","38620","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17175","1985","06","03",NA,"Brazil","Minas Gerais","Gouveia","Campo rupestre, RP 1","-48.9","-18.6",NA,"Arbusto até 2m, capítulos com flores branco lilases.","UEC069343","UEC069343",NA,NA,NA,NA,NA,NA,NA,"-48.9","-18.6",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-10 17:50:14-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","elaeagnus","Eremanthus elaeagnus","Mart.( ex A.DC.) Sch.Bip.",NA,"Leitão Filho, HF; Martins, AB; Gabrielli, AC; Yamamoto, K","14170","1982","09","09",NA,"Brazil","Minas Gerais",NA,"Furnas",NA,NA,NA,"Arvoreta de 2 a4 metros de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
