"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","644556","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","J. J. Wurdack",NA,NA,NA,"S. T. McDaniel","15421","1971","07","30","Brazil","Amazonas",NA,"Parintins, along quebrada above town",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644556",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644556_01","15.2","15.2",NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 14:46:00-03","NY","NYBG","02104699","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus",NA,NA,NA,NA,NA,"P. da C. Gadelha Neto","2981","2011","07","08","Brazil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda.","-34.9772","-6.5025",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299594' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104699",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY02104699_01","46",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02694645","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","L.A. Gomes",NA,NA,NA,"L.A. Gomes","962","2012","12","07","Brazil","Sergipe","Siriri","Mata do Cipó. Borda de mata.","-37.100417","-10.507944",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953021' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694645",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY02694645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","644544","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","B. L. Stannard",NA,NA,NA,"R. M. Harley","27162","1988","12","13","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Estrada Fazenda Brumadinha - Fazenda Silvina. Perto da Fazenda Brumadinho","-41.92","-13.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644544",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644544_01","1250","1400",NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 20:41:00-03","NY","NYBG","822693","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus",NA,"J. Kuijt",NA,NA,NA,"P. Fiaschi","1484","2003","04","23","Brazil","Bahia","Floresta Azul","Entrada a ca. 12 km à esq. Na estrada de Floresta Azul para Itapetinga, Haras Binau. Ca. 9 km da entrada, acesso para a torre da COELBA.","-39.7","-14.93",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822693",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00822693_01","700","700",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 14:58:00-03","NY","NYBG","644551","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus",NA,NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644551",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","644548","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume",NA,NA,NA,NA,"H. M. Curran","32","1919",NA,NA,"Brazil","Bahia",NA,"Colonia de Gongugy","-39.4668388","-14.32406",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644548",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","03376822","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus friburgensis","Rizzini",NA,NA,NA,NA,"M. B. Casari","179","1980","03","04","Brazil","Rio de Janeiro","Valença","km 53 da estrada entre Barra do Piraí e Valença.","-43.7002983093262","-22.2455997467041",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3824904' target='other'> <mi>dwc_moreinfo</mi></a>","NY03376822","47830","auto","Magnoliophyta","Santalales",NA,"South America","sheet","NY03376822_01",NA,NA,"friburgensis",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","644549","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume",NA,NA,NA,NA,"G. Gardner","53","1836","08",NA,"Brazil","Rio de Janeiro",NA,"Common on orange trees about Rio de Janeiro","-43.448386","-22.913514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644549",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01022100","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","A. C. Smith",NA,NA,NA,"Y. E. J. Mexia","5243","1930","11","03","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda do Dezerto; Varje","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132707' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022100",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY01022100_01","690","690",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02499259","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","C. S. Caires",NA,NA,NA,"W. W. Thomas","12560","2001","10","23","Brazil","Bahia","Jequié","Serra do Castanhão, 14.5 km S of Jequié on BR 116 to road (at Churrascaria Corujão), then 7.2 km W","-40.191133","-13.942033",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208423' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499259",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY02499259_01","775","775",NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 18:10:00-03","NY","NYBG","01874674","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus",NA,NA,NA,NA,NA,"L. A. Pereira","199","2011","02","23","Brazil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda.","-34.9772","-6.5025",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874674",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY01874674_01","46",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","447398","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","J. Kuijt",NA,NA,NA,"W. W. Thomas","8943","1992","01","29","Brazil","Bahia","Ilhéus","Along rd. from Olivença to Maruim, 3.2 km SW of Olivença.","-39.05","-14.97",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447398",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","644550","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus normalis","Eichler","C. T. Rizzini",NA,NA,NA,"O. X. B. Machado","486","1947","10","09","Brazil","Rio de Janeiro",NA,"Bosque na Restinga da Gavea Distrito Federal","-43.250118","-22.98261",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644550",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,"normalis",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","03376822","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus friburgensis","Rizzini",NA,NA,NA,NA,"M. B. Casari","179","1980","03","04","Brazil","Rio de Janeiro","Valença","km 53 da estrada entre Barra do Piraí e Valença.","-43.7002983093262","-22.2455997467041",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3824904' target='other'> <mi>dwc_moreinfo</mi></a>","NY03376822","47830","auto","Magnoliophyta","Santalales",NA,"South America","sheet","NY03376822_01",NA,NA,"friburgensis",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","644583","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","rhynchophyllus","Struthanthus rhynchophyllus","Eichler","K. Krause",NA,NA,NA,"A. Löfgren","12828","1896","12","22","Brazil","São Paulo",NA,"Sao Francisco dos Campos","-50.69713","-20.359378",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=576799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644583",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","644620","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","G. O. A. Malme",NA,NA,NA,"P. K. H. Dusén","11992","1911","07","13","Brazil","Paraná","Morretes","Morretes","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644620",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","644621","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","K. Krause",NA,NA,NA,"F. C. Hoehne","97","1917","05","02","Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644621",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","777047","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","M. Borgo",NA,NA,NA,"M. Borgo","431","1999","08","01","Brazil","Santa Catarina","Garuva","Rio Barara","-48.83","-26",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777047",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00777047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","644618","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","J. Kuijt",NA,NA,NA,"A. M. V. de Carvalho","3888","1992","03","21","Brazil","Bahia","Tucano","Km. 7 a 10 na estrada de Tucano para Ribeira do Pombal","-38.7867","-10.9633",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644618",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","644617","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","44958","1982","06","02","Brazil","Paraná","Antonina","Itapema de Baixo","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644617",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,"3","3",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","127097","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.",NA,NA,NA,NA,"C. F. P. von Martius","475",NA,NA,NA,"Brazil",NA,NA,"In Guarea trichilioide Hort. publ. Rio Janeiro.",NA,NA,NA,NA,"The 1839 in the lower left corner of the label is not a collection date. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00127097",NA,NA,"Magnoliophyta","Santalales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","644616","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","J. Kuijt",NA,NA,NA,"J. G. Jardim","1021","1997","02","28","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupa, entrada a 7 km Serra do Sete Paus, ca. 12 km da entrada. Fazenda Cruzeiro do Sul","-39.6961","-14.735",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644616",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,"578","578",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","644622","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","G. O. A. Malme",NA,NA,NA,"P. K. H. Dusén","17036","1915","05","12","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644622",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY00644622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02104697","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","Eichler",NA,NA,NA,NA,"L.A. Gomes","190","2011","09","09","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto: Trilha no interior da mata.","-37.4233","-11.3753",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2292923' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104697",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet","NY02104697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","585842","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","vulgaris","Struthanthus vulgaris","(Vell.) Mart.","J. Kuijt",NA,NA,NA,"R. C. Forzza","1373","1999","04","27","Brazil","Bahia","Morro do Chapéu","Cachoeira do Ferro Doido","-41.1558","-11.5503",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585842",NA,NA,"Magnoliophyta","Santalales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
