"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"12","2021-03-01 16:33:45-03","UNICAMP","UEC","101873","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Almeda, F; et al.","7859","1998","06","16",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 11km da cidade.","-47.610278","-14.169028",NA,"Subarbusto, ca. 0,7m. Frutos secos.; Campo limpo associado a afloramentos rochosos, local úmido. 1115 m.","UEC003655","UEC003655",NA,NA,NA,NA,NA,"-47.610278","-14.169028",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:33:45-03","UNICAMP","UEC","155678","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Dambrós, LA; Silva, SS; Freire, EC","392","2009","09","25",NA,"Brazil","Goiás","Alto Paraíso de Goiás","SD-23-Y-A. Ponto 8. Rodovia GO-239 (Alto paraíso de Goiás - Colina do Sul).","-47.618056","-14.1625",NA,"Subarbusto eretoca. 0,70m altura. Flor com cálice cor verde, pétalas vermelhas e estames amarelos. Frutos secos cor marrom, maduro verde-ferrugíneo. Comum.; Cerrado Rupestre.","UEC055725","UEC055725","Fidanza Rodrigues, K","1175","1175","2012",NA,"-47.618056","-14.1625",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:33:45-03","UNICAMP","UEC","162956","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Paula-Souza, J; Ferrucci, MS; Duarte, AR; Rando, JG; Tsuji, R","4503","2005","01","23",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Estrada para a Vila de São Jorge, ca. 7 Km do trevo da GO-118. Próx à entrada da Fazenda Capão Negro. Campo úmido com cerrado adjacente.","-47.616667","-14.163611",NA,"Arbusto, 30 cm alt. Pétalas vermelhas, estames amarelos.","UEC019598","UEC019598","Fidanza Rodrigues, K","1110","1110","2012","04","-47.616667","-14.163611",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:33:45-03","UNICAMP","UEC","163006","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Paula-Souza, J; Ferrucci, MS; Duarte, AR; Rando, JG; Tsuji, R","4503","2005","01","23",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Estrada para a Vila de São Jorge, ca. 7 Km do trevo da GO-118. Próx à entrada da Fazenda Capão Negro. Campo úmido com cerrado adjacente.","-47.616667","-14.163611",NA,"Arbusto, 30 cm alt. Pétalas vermelhas, estames amarelos.","UEC019572","UEC019572","Fidanza Rodrigues, K","1110","1110","2012","04","-47.616667","-14.163611",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:33:45-03","UNICAMP","UEC","171567","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Castro, NM; Barbosa, AAA","204","1987","02","20",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO118. Altura do Paruqe Nacional Chapada dos Veadeiros, entrada norte.","-47.870833","-14.226667",NA,"Subarbusto de até 1m de altura, corola coral, e com anteras amarelas.; Campo rupestre. Entre afloramento de rochas.","UEC003648","UEC003648","Rodrigues, KF",NA,NA,"2007","01","-47.870833","-14.226667","29",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:45-03","UNICAMP","UEC","172067","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9441","2009","02","19",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Turnoff at km 12 from main road out of Alto Paraíso de Goiás (left turn) to Parque Nacional Chapada dos Veadeiros, about 5km down this road to Serra da Boa Vista.","-47.626944","-14.185556",NA,"Wiry shrub to 0.5m tall. Petals deep orange and yellow at the very base. Androecium completely yellow. Common but scattered.; Campo graminoso vegetation","UEC084925","UEC084925",NA,"1220","1220",NA,NA,"-47.626944","-14.185556",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:33:45-03","UNICAMP","UEC","188137","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Meyer, FS","1162","2012","03","20",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.790153","-14.162375",NA,"Herbácea 20 cm alt., crescendo apoiada entre gramíneas. Flores com pétalas vermelho-alaranjadas, estames e estilete amarelos.","UEC114698","UEC114698","Martins, AB",NA,NA,"2012","03","-47.790153","-14.162375",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:33:45-03","UNICAMP","UEC","85000","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pereira, BAS; Alvarenga, D","3040","1996","04","29",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Km 24 da estrada Teresina de Goiás/Alto Paraíso.","-47.870833","-14.603611",NA,"Erva. Flor vermelha-alaranjada.; Campo rupestre. Solo arenoso. Aproximadadmente 1100m de altitude.","UEC003650","UEC003650","Rodrigues, KF",NA,NA,"2011","01","-47.870833","-14.603611",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:33:45-03","UNICAMP","UEC","90091","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Silva, MA; Santos, AJV","3217","1996","11","12",NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros. 23km de Alto Paraíso em direção a Teresina de Goías. Parque Nacional da Chapada dos Veadeiros. Cruzeiro.","-47.493889","-13.944167",NA,"Semiarbusto ca. 50cm de altura, flores com cinco pétalas vermelhas e estames amarelos, folhas cordiformes verde vináceas lustrosas.; Campo úmido com quartzo leitoso. Altitude: 1410m.","UEC003658","UEC003658","Silva, MA",NA,NA,"1996","11","-47.493889","-13.944167","18",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:33:45-03","UNICAMP","UEC","144069","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Uliana, VLCR; Elias, SI; Forster, W","674","2002","05",NA,NA,"Brazil","Goiás","Alto Paraíso de Goiás","40 km de Alto Paraíso, BR-118 em direção a Palmas.","-47.5099983215332","-14.1324996948242",NA,"Flores vermelh-alaranjadas, estames amarelos.; Campo Rupestre.","UEC050013","UEC050013","Fidanza Rodrigues, K","1488","1488","2012","04",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"22","2021-03-01 16:33:45-03","UNICAMP","UEC","93282","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Koschnitzke, C; Matsumoto, K","35638","1996","10","30",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242",NA,"Erva ereta 60 cm, flores alaranjadas, estames amarelos.","UEC003654","UEC003654","Martins, AB",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"23","2021-03-01 16:33:45-03","UNICAMP","UEC","88636","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Assis, MC; et al.","356","1997","01","24",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Jardim Japonês.","-47.5099983215332","-14.1324996948242",NA,"Arbusto ca 1,0 m. Estames amarelos. Folhas nétidas. Flor vermelha. Fruto castanho.; Campo úmido. Substrato arenoso.","UEC003656","UEC003656","Seco, RC",NA,NA,"2001","05",NA,NA,"15","44724","auto",NA,NA,NA,NA,NA
"24","2021-03-01 16:33:45-03","UNICAMP","UEC","56003","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Alvarenga, D; Pereira, BAS; Walter, BMT; Oliveira, FCA","752","1991","02","22",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Km 14,5 da rodovia Alto paraíso/Colinas de Goías.","-47.5099983215332","-14.1324996948242",NA,"Erva ca. 40 cm de altura, flores vermelhas.; Campo sujo úmido.","UEC003649","UEC003649",NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"25","2021-03-01 16:33:45-03","UNICAMP","UEC","105669","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Sajo, MG","s.n.","1986","02","26",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242",NA,"Pétalas vermelhas, estames amarelos.","UEC003651","UEC003651","Seco, RC",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"26","2021-03-01 16:33:45-03","UNICAMP","UEC","105667","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Romaniuc; Toledo, CB; Sajo, MG; Santos, EP","637","1987","02","09",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Cachoeira proximo ao riacho José Jacó.","-47.5099983215332","-14.1324996948242",NA,"Herbácea ca. de 30cm de altura. Flores vermelhas.","UEC003652","UEC003652","Seco, RC",NA,NA,"2001","05",NA,NA,"15","44724","auto",NA,NA,NA,NA,NA
"27","2021-03-01 16:33:45-03","UNICAMP","UEC","63530","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Hatschbach, G; Hatschbach, M; Sil, JM","54652","1990","10","16",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rod. GO-327, Rio das Cobras.","-47.5099983215332","-14.1324996948242",NA,"Ereta, 50cm, pétalas vermelhas, estames amarelos.; Campo rupestre da Chapada dos Veadeiros; solo rochoso. Alt.: 1200m.","UEC003653","UEC003653","Wurdack, JJ",NA,NA,"1991",NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"28","2020-10-14 10:02:45-03","FURB","FURB","42936","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Pereira, B.A.; Alvarenga, D.","3040","1996","04","29",NA,"Brasil","Goiás","Cavalcante","Km 24 da estrada Teresina de Goiás/Alto Paraíso.","-47.3833333","-13.9205556",NA,"solo arenoso Habitat: campo rupestre Habito: erva; flor vermelha-alaranjada","FURB04733","FURB04733","Fonseca, ML","110","110","2000",NA,"-47.3833333","-13.9205556",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-16 17:53:41-03","UCS","HUCS","8416","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Hatschbach, G.","54652","1990","10","16",NA,"Brasil","Goiás","Alto Paraíso","Rio das Cobras - Rod. GO-327 - Chapada dos Veadeiros",NA,NA,NA,"ereta 50 cm, pétalas vermelhas e estames amarelos; campo rupestre",NA,NA,"Wurdack, J.J.","1200","1200","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:40:01-03","UTFPR","HCF","20269","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","E. Barboza","3684","2013","04","17",NA,"Brasil","GO","Cavalcante","RPPN Serra do Tombador, trilha Mata do","-47.775556","-13.700556",NA,"erva 40 cm; frutos verdes. Campo cerrado.",NA,NA,"E. Barboza","900","900","2013","07","47°46'32 W","13°42'02 S","10",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:34:02-03","MBM","MBM","155328","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","A.B. Martins","Hatschbach, G.; Barboza, E.; Barboza, E.","58359",NA,NA,NA,"Southern America","Brazil","Goiás","Teresina de Goiás","Rodovia para Alto Paraíso, subida para Chapada dos Veadeiros","-47.2647018432617","-13.7763996124268",NA,NA,"MBM155328","MBM155328","Wurdack, J.J.",NA,NA,NA,NA,NA,NA,NA,"42211","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:34:02-03","MBM","MBM","133784","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","A.B. Martins","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53886",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Rod. GO-327, 15-20km ao oeste de Alto Paraíso",NA,NA,NA,NA,"MBM133784","MBM133784","Wurdack, J.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:34:02-03","MBM","MBM","139243","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","A.B. Martins","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54652",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Rod. GO-327, Rio das Cobras",NA,NA,NA,NA,"MBM139243","MBM139243","Wurdack, J.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:34:02-03","MBM","MBM","383310","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","A.B. Martins","Barboza, E.; Cordeiro, J.; Brotto, M.L.; Cordeiro, J.; Brotto, M.L.","3684","2013","04","17","Southern America","Brazil","Goiás","Cavalcante","RPPN Serra do Tombador, trilha Mata do Borá","-47.775444","-13.700556",NA,"Erva 40cm; frutos verdes.; Campo Cerrado.","MBM383310","MBM383310","Barboza, E.","900","900","2013","07","-47.775444","-13.700556","10",NA,NA,NA,NA,NA,NA,NA
"35","2015-11-07 08:29:55-02","MNHN","RECOLNAT_MNHN_P","P02274292","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Glaziou, A.",NA,"1895","1","16",NA,"Brésil",NA,NA,"Morro do Salto, Goyaz [Goias].",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274292' target='other'> <mi>dwc_moreinfo</mi></a>","P02274292","P02274292_01","Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","21204",NA,NA,NA
"36","2018-08-31 10:41:15-03","MNHN","RECOLNAT_MNHN_P","P02274293","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Glaziou, A.",NA,"1895","1","16",NA,"Brésil",NA,NA,"Morro do Salto, Goyaz [Goias].",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274293' target='other'> <mi>dwc_moreinfo</mi></a>","P02274293","P02274293_01","Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","21204",NA,NA,NA
"37","2015-09-04 21:02:49-03","MNHN","RECOLNAT_MNHN_P","P05316734","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Ule, E.",NA,"1892","9","1",NA,"Brasil","Goiás",NA,"Na região do Tocantins superior, nos ribeiros perto de Salto.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316734' target='other'> <mi>dwc_moreinfo</mi></a>","P05316734","P05316734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA
"38","2020-10-01 14:23:34-03","JBB","HEPH","13711","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Munhoz, CBR","540","1997","09","27","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chico Preto 10 Km a direita de Alto Paraíso sentido São Jorge próximo ao rio cobra","-47.621944","-14.171667",NA,NA,NA,NA,"Munhoz, CBR","354","354",NA,NA,"-47.621944","-14.171667",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:19:34-03","UFPR","UPCB","21109","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B.Martins","Hatschbach, G.","54652","1990","10","16",NA,"Brasil","Goiás","Alto Paraíso","GO 327, Rio das Cobras",NA,NA,NA,"Ereta, 50cm, pétalas vermelhas, estames amarelos. Campo rupestre da Chapada dos Veadeiros, solo rochoso..","UPCB0011442","UPCB0011442","Wurdack, J.J.","1200","1200","1991","01",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:34-03","UFPR","UPCB","88337","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn.","Meyer, F.S.","1162","2012","03","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.472455","-14.094455",NA,"Herbácea 20 cm alt., crescendo apoiada entre gramíneas. Flores com pétalas vermelho-alaranjadas, estames e estiletes amarelos..","UPCB0029231","UPCB0029231","Bochorny, T.",NA,NA,"2016","05","-47.472455","-14.094455","10",NA,NA,NA,NA,NA,NA,NA
"41","2011-06-20 13:30:00-03","MO","MOBOT","100384123","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 54652","1990","10","16","South America","Brazil","Goiás","Alto Paraíso de Goiás","Rod. GO-327, Rio das Cobras.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"K.F. Rodrigues","1200.00000000",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,"1",NA,NA
"42","2011-06-20 13:31:00-03","MO","MOBOT","100384121","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","glaziovii","Cambessedesia glaziovii","Cogn. ex A.B. Martins","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Hatschbach 53886","1990","2","12","South America","Brazil","Goiás",NA,"Rod. GO-327, 15-20 km ao Oeste de Alto Paraíso.",NA,NA,NA,NA,NA,NA,"K.F. Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
