"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1005142","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. S. Irwin","16441","1966","06","02","South America","Brazil","Mato Grosso","Ca. 84 km. N. of Xavantina. Serra do Roncador.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005142","Magnoliophyta","Gentianales","Kunth","550","550","NY01005142_01","C. W. Hamilton","-52.1","-13.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1005141","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"J. A. Ratter","R.1345","1968","05","07","South America","Brazil","Mato Grosso","Corego de Porco, 240 km. N. of Xavantina on Xavantina-São Felix road.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076514' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005141","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01005141_01","C. W. Hamilton","-51.8242","-12.9419","Ribeirão Cascalheira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02684547","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"G. Eiten","8763","1968","09","15","South America","Brazil","Mato Grosso","Serra do Roncador. 250 km along new road NNE of village of Xavantina. (12 km due SW of Royal Society - Royal Geographic Society Base Camp. Ca. 3.5 km W of main road on path R-10","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2960466' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684547","Magnoliophyta","Gentianales","Kunth","450","450",NA,NA,"-51.75","-12.85","Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01063523","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"G. T. Prance","58794",NA,NA,NA,"South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270824' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063523","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01063523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01095826","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"P. Fiaschi","1976","2004","02","14","South America","Brazil","Bahia","Estrada de Jussari para Palmira, entrada à esq. ca. 7.5 km após Jussari. Fazenda Teimoso. RPPN Serra do Teimoso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1499007' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095826","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01095826_01","C. M. Taylor","-39.5361","-15.1603","Jussari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1033963","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"D. R. Hunt","6722","1966","07","22","South America","Brazil","Distrito Federal","Planaltina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228782' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033963","Magnoliophyta","Gentianales","Kunth","900","1150","NY01033963_01","C. W. Hamilton","-47.9294","-15.7797","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1005140","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"N. A. Rosa","2006","1977","05","25","South America","Brazil","Mato Grosso","Rio Juruena, cachoeira santa Iria. (SC-21-VB)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005140","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01005140_01","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1033964","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. S. Irwin","10517","1965","11","19","South America","Brazil","Minas Gerais","Serra do Rio Preto. 25 km E. of Cabeceiras (ca. 4 km E. of Goiás-Minas Gerais border)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033964","Magnoliophyta","Gentianales","Kunth","1000","1000","NY01033964_01","C. W. Hamilton","-46.74996","-15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1033960","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"P. G. Delprete","6537","1998","08","16","South America","Brazil","Tocantins","Margem direita da lagoa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=484754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033960","Magnoliophyta","Gentianales","Kunth","170","170","NY01033960_01","P. G. Delprete","-49.62","-10.78","Lagoa da Confusão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1033961","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"R. M. Harley","11233","1968","11","27","South America","Brazil","Mato Grosso","R.10, about 12 km. SW of base camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033961","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01033961_01","C. W. Hamilton","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1033966","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"H. S. Irwin","18177","1966","07","12","South America","Brazil","Distrito Federal","Riacho Vicente Pires, ca. 15 km W. of Brasília, D.F.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228787' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033966","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01033966_01","C. W. Hamilton","-47.67","-15.37","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01063524","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"T. R. Bahia","64",NA,NA,NA,"South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063524","Magnoliophyta","Gentianales","Kunth",NA,NA,"NY01063524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","132594","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps robustior","paratype","J. A. Steyermark","100270","1967","11","09","South America","Venezuela","Yaracuy","Cerro La Chapa, al N de Nirgua.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132594","Magnoliophyta","Gentianales","Steyerm.","1200","1400",NA,NA,NA,NA,NA,"robustior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:48:09-03","EAO","IAN","111183","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Oliveira, E","1343","1961","02","09","Southern America","Brasil","Pará","Lugar Curuçambá; região de Cametá.&nf;Capoeirão.",NA,NA,"Árvore de 6m de altura; flores brancas em cachos.","IAN111183","Dicotiledônea",NA,"Kunth",NA,NA,NA,"Steyermark, JA","-49.3","-2.116667","Cametá",NA,"1977","-49.3","-2.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:48:09-03","EAO","IAN","166834","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Evans, R; Lewis, GP","1888","1994","07","17","Southern America","Suriname","Sipaliwini","Ca. 0.5km N of road from Zanderij to Kraka, 3.0km from intersection with road from Paranam to Affobaka. White sand savanna.",NA,NA,"Tree, 5m tall; flowers with corolla pale green.; mature fruit red berries.","IAN166834","Dicotiledônea",NA,"Kunth","30","30",NA,"Taylor, CM","-55.133333","5.366667",NA,NA,"1995","-55.133333","5.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:48:09-03","EAO","IAN","83248","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","chlorantha","Psychotria chlorantha",NA,"Maguire, B; Fanshawe, DB","23193","1944","05","03",NA,"Guiana",NA,"Bush island on savanna.",NA,NA,"Rare; shrub 2-3m high; 1 cm diameter; softly woody; leaves fleshy; inflorescence pale crimson; fruit crinsom.","IAN083248","Dicotiledônea",NA,"Benth.",NA,NA,NA,"Standley, PC",NA,NA,NA,NA,"1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:48:09-03","EAO","IAN","91680","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","chlorantha","Psychotria chlorantha",NA,"Pires, JM; Black, GA","6276","1956","12","15","Southern America","Brasil","Pará","Serra do cachimbo; na sub-mata de igapó.",NA,NA,"Arbustinho de 1,5m de altura, pedunculos e pedicelos leve arroxeados; flor roxa.","IAN091680","Dicotiledônea",NA,"Benth.","425","425",NA,"Silva, NT da",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:23:51-03","UFBA","ALCB","08666","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Pinto, GCP; Lordêlo, RP","5-62","1962","02",NA,"Southern America","Brasil","Distrito Federal","Parque Zoobotânico.",NA,NA,"2m.; Mata.",NA,"Dicotyledon",NA,"Kunth",NA,NA,NA,"Taylor, CM","-47.916667","-15.783333","Brasilia",NA,"2012","-47.916667","-15.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:25:23-03","NBC","NL-BOTANY","L 0000731","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","biacuminata","Mapouria biacuminata","isotype","Smith HH",NA,NA,NA,NA,"Southern America","Colombia",NA,"Colombia, Minca",NA,NA,"dry forrest<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200000731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0000731",NA,"Gentianales","Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","944297650",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:25:23-03","NBC","NL-BOTANY","U 0006164","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","biacuminata","Mapouria biacuminata","isotype","Smith HH",NA,NA,NA,NA,"Southern America","Colombia",NA,"Colombia, Minca",NA,NA,"dry forrest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006164",NA,"Gentianales","Rusby",NA,NA,"NL-U0006164",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","76219",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:25:23-03","NBC","NL-BOTANY","L.2924106","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","corymbifera","Mapouria corymbifera",NA,"Fiebrig K",NA,"1908","01","01","Southern America","Paraguay",NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2924106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2924106",NA,"Gentianales","Müll.Arg.",NA,NA,"NL-L2924106",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0064821","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Granville J-J de; Roesel C",NA,"1991","04","16","Southern America","French Guiana","Bassin du Sinnamary",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200064821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0064821",NA,"Gentianales","Kunth",NA,NA,NA,"Granville J-J de","-53.283333","4.466667",NA,NA,NA,"-53.283333","4.466667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0047010","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Taylor CM; Distler T",NA,"1997","05","20","Southern America","Guyana","West Demerara",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200047010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0047010",NA,"Gentianales","Kunth",NA,NA,NA,NA,"-58.216667","6.483333",NA,NA,NA,"-58.216667","6.483333","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:26:39-03","NBC","NL-BOTANY","L.1145867","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Lindeman JC",NA,"1954","01","01","Southern America","Surinam",NA,"sampling line 2",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1145867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1145867",NA,"Gentianales","Kunth",NA,NA,"NL-L1145867",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0046849","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Clarke HD; Watson C; Williams (Guyana) R; Perry C; Clarke J; Hurtubise K",NA,"1997","10","02","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200046849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0046849",NA,"Gentianales","Kunth",NA,NA,NA,"Taylor CM","-58.85","3.95",NA,NA,NA,"-58.85","3.95","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0086455","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Ek RC",NA,"1993","03","04","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200086455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0086455",NA,"Gentianales","Kunth",NA,NA,NA,"Jansen-Jacobs MJ","-58.616667","5.016667",NA,NA,NA,"-58.616667","5.016667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:26:39-03","NBC","NL-BOTANY","L.1145866","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Lindeman JC",NA,"1954","01","01","Southern America","Surinam",NA,"sampling line 2",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1145866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1145866",NA,"Gentianales","Kunth",NA,NA,"NL-L1145866",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5918",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0148784","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Granville J-J de; Cremers GA",NA,"1995","12","01","Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200148784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0148784",NA,"Gentianales","Kunth",NA,NA,NA,"Granville J-J de",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0255258","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Granville J-J de; Berg CC; Jansen-Jacobs MJ; Setten AK van",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255258",NA,"Gentianales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw29804",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U 0288009","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Lindeman JC",NA,"1954","01","01","Southern America","Surinam",NA,"sampling line 2",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200288009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0288009",NA,"Gentianales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5918",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U.1576328","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Liesner RL; González AC",NA,NA,NA,NA,"Southern America","Venezuela",NA,"Estado Bolivar: San Pedro de las Dos Bocas,forest along river, open areas and wet savannah.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576328 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576328",NA,"Gentianales","Kunth",NA,NA,"NL-U1576328",NA,"-62.983333","6.983333",NA,NA,NA,"-62.983333","6.983333","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U.1576329","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Davidse G; Gonzalez A",NA,"1978","02","16","Southern America","Venezuela",NA,"Apure: Distrito Pedro Camejo, near the Rio Meta at Fundo Algarrobo, 25 airline km WNW of Buena Vista, Morichal de La Madera.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576329",NA,"Gentianales","Kunth",NA,NA,"NL-U1576329",NA,"-68.816667","6.216667",NA,NA,NA,"-68.816667","6.216667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:26:39-03","NBC","NL-BOTANY","U.1576330","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","anceps","Psychotria anceps",NA,"Steyermark JA; Steyermark C",NA,"1966","03","30","Southern America","Venezuela",NA,"Estado Carabobo: selva Siempre verde a lo Largo de las cabeceras del Rio San Gian, arriba de La TOma, al sur de Borburata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1576330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1576330",NA,"Gentianales","Kunth",NA,NA,"NL-U1576330",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
