"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","504857","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp","L. E. Kopp",NA,NA,NA,"R. Reitz","1960","08","12","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504857","Magnoliophyta","Laurales","9731","South America","sheet",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","504863","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp","L. E. Kopp",NA,NA,NA,"D'Urville",NA,NA,NA,"Brazil","Santa Catarina",NA,"Brasil merid",NA,NA,NA,NA,"Com. ab am. Lenormand 1867 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504863","Magnoliophyta","Laurales","82a","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00918215","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp","L. E. Kopp",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Brasilia. Ad Lagoa Santa","-43.8894","-19.6272",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918215","Magnoliophyta","Laurales","s.n.","South America","sheet","NY00918215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00918217","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp",NA,NA,NA,NA,"A. P. Duarte","1968","11","30","Brazil","Minas Gerais",NA,"Carno do Cajurú.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918217","Magnoliophyta","Laurales","11273","South America","sheet","NY00918217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","504860","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1967","03","10","Brazil","Paraná","Guarapuava","Fazenda Reserva, ca. 85 km S.W. of Guarapuava","-52.0758963","-25.9309469",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504860","Magnoliophyta","Laurales","4777","South America","sheet",NA,"800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","355847","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia major","Meisn.",NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Formiga",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355847","Magnoliophyta","Laurales","438a","South America","sheet","NY00355847_01",NA,NA,"major","lectotype",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:05-03","UFRJ","RFA","25993","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"F.B. Pereira","2000","11","12","Brasil","Minas Gerais","Itamonte","Primeiro Distrito","-44.411111","-22.1625","44º24'40''W","22º9'45''S","Arbusto 6 m altura, 12 cm DAP, folha verde, flor verde, fruto verde, comum no local","RFA55517",NA,NA,"15/51",NA,NA,NA,"1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:05-03","UFRJ","RFA","26818","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp","A. Quinet","2001","08","07","F. B. Pereira","2001","02","11","Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo.","-44.706389","-22.285","44º42'23''W","22º17'6''S","Árvore, 18m de altura, 90cm de DAP, fruto verde.","RFA38701",NA,NA,"40/72",NA,NA,NA,"1544","1544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:47-03","UTFPR","DVPR","3158","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E. Kopp","Brotto, ML","2014","09","09","Brotto, ML; Völtz, RR; Vieira, RS","2014","08","24","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Camapuã","-48.5147","-25.1542","-48.5147","-25.1542","Árvore 7 m, frutos imaturos verdes.; Floresta Ombrófila Densa Altomontana","DVPR003158","Magnoliophyta",NA,"1745",NA,NA,NA,"1371","1371",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:47-03","UTFPR","DVPR","3676","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E. Kopp","Cordeiro, J; Barboza, E","2009",NA,NA,"Caxambu, MG; Siqueira, EL","2008","12","08","Brasil","Paraná","Turvo","Propriedade da familia Rickli","-52.33273","-25.0243","-52.33273","-25.0243","árvore heliófita, de troco tortuoso, ca. 4,5 m. Botões florais de cor ferrugínea. casca é utilizada como medicamento pela população local.; Relevo: suave-ondulado- Vegetação: floresta Ombrófila Mista Montana","DVPR003676","Magnoliophyta",NA,"2430",NA,NA,NA,"934","934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:06-03","PUCPR","HUCP","18098","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","2006","05","01","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"HUCP00013023","Magnoliidae",NA,"927",NA,NA,"HUCP00013023",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"22","2019-12-04 15:26:06-03","PUCPR","HUCP","6245","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp.","Hatschbach, GG; Saito, Y",NA,NA,NA,"Maranho, LT","1993","02","03","Brasil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00013025","Magnoliidae",NA,"001",NA,NA,"HUCP00013025",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"23","2019-12-04 15:26:06-03","PUCPR","HUCP","24621","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp.","Machado, HA",NA,NA,NA,"Machado, A","2016","11","06","Brasil","Paraná","Fazenda Rio Grande",NA,"-49.3081016540527","-25.6574993133545",NA,NA,NA,"HUCP00024621","Magnoliidae",NA,"s.n.",NA,NA,"HUCP00024621",NA,NA,NA,NA,"12596","auto",NA,NA,NA,NA,NA
"24","2019-12-04 15:26:06-03","PUCPR","HUCP","18564","S","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,"HUCP00013020","Magnoliidae",NA,"1391",NA,NA,"HUCP00013020",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"25","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L 0574343","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200574343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0574343",NA,"Laurales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417696","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Reitz R; Klein RM","1959","02","19","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil. Curral Falso, Bom Jardim, S. Jonquim.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417696",NA,"Laurales",NA,"Southern America",NA,"NL-U1417696",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L.1813249","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Reitz R; Klein RM","1960","08","12","Brazil",NA,NA,"Santa Catarina. Serra de Boa Vista, São José. Mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1813249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1813249",NA,"Laurales",NA,"Southern America",NA,"NL-L1813249",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U 0275371","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"W of Sao Joao do Triumfo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275371",NA,"Laurales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13427",NA,NA,NA
"29","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U 0275665","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Reitz R; Klein RM","1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275665",NA,"Laurales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14522",NA,NA,NA
"30","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U 0275707","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"ca. 85 km SW of Guarapuava; wood island on campo N of Rio dos Torres",NA,NA,NA,NA,"wood island on campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275707",NA,"Laurales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14173",NA,NA,NA
"31","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417689","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Rauscher I","1990","03","13","Brazil",NA,NA,"State Parana, Prov. and Mun. Irati, Floresta Nacional de Irati.","-50.666667","-25.5","-50.666667","-25.5","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417689",NA,"Laurales",NA,"Southern America",NA,"NL-U1417689",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417692","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","07","22","Brazil",NA,NA,"Flora Brasil Australis. Parana. Fazenda Sao Joao, W. of Sao Joao do Triunfo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417692",NA,"Laurales",NA,"Southern America",NA,"NL-U1417692",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417693","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Widgren JF","1845","01","01","Brazil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417693",NA,"Laurales",NA,"Southern America",NA,"NL-U1417693",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417694","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","10","Brazil",NA,NA,"Flora Brasiliae Australis. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. Wood island on campo N. of Rio dos Torres.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417694",NA,"Laurales",NA,"Southern America",NA,"NL-U1417694",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417695","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","06","25","Brazil",NA,NA,"Hab. Est. Parana. Trevo, Mun. Telemacho Borba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417695",NA,"Laurales",NA,"Southern America",NA,"NL-U1417695",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1572368","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E.Kopp",NA,NA,NA,NA,"Rauscher I","1990","03","28","Brazil",NA,NA,"State Paraná, Prov. and Mun. Iratí, Floresta Nacional de Iratí.","-50.666667","-25.5","-50.666667","-25.5","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1572368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1572368",NA,"Laurales",NA,"Southern America",NA,"NL-U1572368",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2015-07-02 14:02:32-03","JBP","HPL","3864","S","Plantae","Lauraceae","Persea","major","Persea major","Kopp","J.B. Baitello","2007","05","10","G.F. Arbocz","1998","12","20","Brasil","MG","Varginha","Coletado na estrada que da acesso a 3 Corações-MG.","-45.4303","-21.5514",NA,NA,NA,NA,NA,NA,"2051",NA,NA,NA,NA,NA,NA,NA,"17646","auto",NA,NA,NA,NA,NA
"38","2016-02-02 14:38:23-02","BGBM","B","B 10 0185214","S","Plantae","Lauraceae","Persea","major","Persea major","Kopp",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Persea pyrifolia var. ß <a href=http://herbarium.bgbm.org/object/B100185214 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185214",NA,NA,NA,"Middle and South America",NA,"B100185214 B100185214_1",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"39","2016-02-02 14:38:23-02","BGBM","B","B 10 0185215","S","Plantae","Lauraceae","Persea","major","Persea major","Kopp",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Persea pyrifolia var. ß <a href=http://herbarium.bgbm.org/object/B100185215 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185215",NA,NA,NA,"Middle and South America",NA,"B100185215 B100185215_1",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-19 08:15:20-03","FPS","FPS","1085","MachineObservation","Plantae","Lauraceae","Persea","major","Persea major","(Meisn.) L.E. Kopp","Brotto, M.L.","2014","08","20","Schwirkowski, P.","2013","12","24","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho, Estr. Carlos Muhlmann","-49.313463","-26.26764","-49.313463","-26.26764","<ll>dwc_commonname:</ll> Massaranduba, abacate-do-mato, pau-de-andrade. pau-andrade","FPS01085,MBM391805,FURB27853",NA,NA,"32A",NA,NA,"FPS01085_v01 FPS01085_v02 FPS01085_v03 FURB27853 MBM391805",NA,NA,NA,NA,NA,NA,NA,"MBM 391805, FURB 46882","voucher",NA,NA
"41","2020-12-20 21:18:05-03","UFV","VIC","28715","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Ness) Kopp",NA,NA,NA,NA,"Assis, L.C.S.","2001","11","10","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore de 15 m interoior de mata tronco marronzado, cheiro caracteristico, DAP maior que 5 cm pouco freguente.","VIC028715",NA,NA,"372",NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"42","2019-11-21 14:38:12-03","UFJF","CESJ","35120","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp.","H.van der Werff","2002",NA,NA,"L.C.S. Assis","2001","11","10","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore ca 15m interior da mata, tronco amarronzado, cheiro característico, flores amarelas. DAP maior do que 5cm. Pouco frequente.","CESJ035120","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"43","2019-11-21 14:38:12-03","UFJF","CESJ","37943","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp.","H.van der Werff","2002","12","05","F.S. Araújo","2002","04","20","Brasil","Minas Gerais","Bias Fortes","Sítio da Areias, setor nordeste da Serra do Ibitipoca","-43.7569007873535","-21.6061000823975",NA,NA,"Árvore ca de 7 m,frutos negros, tronco bastante sulcado. Coleta em neossolo quartzarênico-areião.","CESJ037943","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"16081","auto",NA,NA,NA,NA,NA
"44","2019-11-21 14:38:12-03","UFJF","CESJ","37128","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp.","L.C.S. Assis","2004","07","01","R.C. Forzza; F.M. Ferreira; M.C.M. Garcia","2002","03","28","Brasil","Minas Gerais","Baependi","Toca dos Urubus, afloramento de quartzito.","-44.8899993896484","-21.9589004516602",NA,NA,"Árvore 5 m alt. Folhas discolores, levemente ferrugíneas na face abaxial. Frutos verdes.","CESJ037128","Angiosperma",NA,"s.n.","América do Sul",NA,NA,"1200","1200",NA,NA,"29865","auto",NA,NA,NA,NA,NA
"45","2019-11-21 14:38:12-03","UFJF","CESJ","36290","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp.","H.van der Werff","2002",NA,NA,"L.C.S. Assis","2002","02","14","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore ca 10 m encontrada na borda da mata, tronco amarronzado fortemente sulcado, folhas discolores com galhas, frutos verdes a roxeados. Frequente.","CESJ036290","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"46","2019-11-21 14:38:12-03","UFJF","CESJ","36987","PreservedSpecimen","Plantae","Lauraceae","Persea","major","Persea major","(Nees) Kopp.","L.C.S. Assis","2007","01",NA,"F. T. Farah; R.M. Benini; C. A. Freitas","1998","09","07","Brasil","Minas Gerais","Patrocínio","Fazenda da Terra: Tabuões, Floresta paludosa","-46.9925003051758","-18.9438991546631",NA,NA,"Árvore de 7m de altura, com frutos verdes e negros. Face inferior das folhas coberta por pilosidade amarela.","CESJ036987","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
