"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00906212","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","P. Dávila A.","Y. E. J. Mexia","5647","1931","04","17","South America","Brazil","Minas Gerais","Corinto","Corinto. Fazenda do Diamante; top of Serra do Angico.","-44.4564","-18.3808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906212","NY00906212_01","(Kunth) Nash","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","783854","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","P. Dávila A.","P. K. H. Dusén","13715","1912","02","01","South America","Brazil","Paraná",NA,"Serrinha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00783854","NY00783854_01","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","783859","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","J. R. Swallen","P. C. Hutchison","5384","1964","05","26","South America","Peru","Cajamarca","Celendín","Canyon of the Río Marañon above Balsas, 5 km. below summit of the road to Celedin",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00783859",NA,"(Kunth) Nash","2930","2930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:42-03","UFRJ","RFA","9816","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","S.A. Renvoize","G.G. Hatschbach","21126","1969","02","12",NA,"Brasil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,"Formações compactas","RFA31173",NA,"(Kunth) Nash",NA,NA,"1970","28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:42-03","UFRJ","RFA","13210","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"G.G. Hatschbach","25102","1970","10","23",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Rio Anhandui","-54.5463981628418","-21.8019008636475",NA,NA,"RFA52626",NA,"(Kunth) Nash",NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:54:22-03","EAO","IAN","145046","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Ratter, JA","1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN145046",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:54:22-03","EAO","IAN","62828","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Brade, AC","15627","1937","03",NA,"Southern America","Brasil","Minas Gerais",NA,"Serra de Itatiaia.",NA,NA,NA,NA,"IAN062828",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:54:22-03","EAO","IAN","63052","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Ekman, EL","998",NA,NA,NA,"Southern America","Cuba",NA,NA,"Santa Cruz de los Pinos, Pinar del Rio.",NA,NA,NA,NA,"IAN063052",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:54:22-03","EAO","IAN","64952","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Black, GA","Ragnel","1390","1946","02","24","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"IAN064952",NA,"(Kunth) Nash",NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:54:22-03","EAO","IAN","65087","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Black, GA","Mexia, Y","5542","1931","03","04","Southern America","Brasil","Minas Gerais",NA,"Fazenda Diamante.",NA,NA,NA,NA,"IAN065087",NA,"(Kunth) Nash",NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:54:22-03","EAO","IAN","66374","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Black, GA","Sampaio, AJ de","5621","1928","11","20","Southern America","Brasil","Pará",NA,"Margem esquerda do Rio Parú.",NA,NA,NA,NA,"IAN066374",NA,"(Kunth) Nash",NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:54:22-03","EAO","IAN","69530","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Black, GA","11701","1951","04","09","Southern America","Brasil","Minas Gerais",NA,"A sete km. de Casa Branca, nas proximidades da Serra do Rola Moça.",NA,NA,NA,NA,"IAN069530",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:54:22-03","EAO","IAN","67788","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Black, GA","Oliveira, JE de","283","1941","04","03","Southern America","Brasil","Minas Gerais","Lagoa Santa","Lagoa Santa.","-43.8897018432617","-19.6271991729736",NA,"Cerrado.","IAN067788",NA,"(Kunth) Nash",NA,NA,"1952","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:54:22-03","EAO","IAN","63143","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"sc","114","1937",NA,NA,"Southern America","Brasil","Minas Gerais","Pirapora","Herbario da Escola Superior de Agricultura de Viçosa.","-44.9418983459473","-17.3449993133545",NA,NA,"IAN063143",NA,"(Kunth) Nash",NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:54:22-03","EAO","IAN","65224","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Black, GA","Ule, EHG","238","1894","03",NA,"Southern America","Brasil","Rio de Janeiro","Itatiaia","Itatiaia; Pendones.","-44.5633010864258","-22.4960994720459",NA,NA,"IAN065224",NA,"(Kunth) Nash",NA,NA,"1952","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:26:42-03","PUCPR","HUCP","25290","S","Plantae","Monocotiledonea",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, SA","Silva, JM","3560","2002","02","04",NA,"Brasil","Parana","Curitiba","Uberaba","-49.2731018066406","-25.4277992248535",NA,"Campo degradado.","HUCP00006637","HUCP00006637","(Kunth) Nash",NA,NA,"2004","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-26 18:09:19-03","CPAN-UFMS","COR","7403","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","W.D.Clayton","L.T.Dombrowski","1393","1965","01","23",NA,"Brasil","Paraná","Palmeiras","Rodovia do Café, Km 50. Em campo; ;.",NA,NA,NA,NA,NA,NA,"(Kunth) Nash","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:29:07-03","UFBA","ALCB","040446","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, SA","Dombrowski, LT","9595","1978","04","13","Southern America","Brasil","Paraná","Ponta Grossa","Lagoa Dourada","-50.15","-25.083333",NA,"frequente.","ALCB019697","ALCB019697","(H.B.K.) Nash.",NA,NA,"1979",NA,NA,"-50.15","-25.083333",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:29:07-03","UFBA","ALCB","69111","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, SA","Silva, JM","3560","2002","02","04","Southern America","Brasil","Paraná","Curitiba","Uberaba","-49.266667","-25.416667",NA,NA,"ALCB019696","ALCB019696","(H.B.K.) Nash.",NA,NA,"2004",NA,NA,"-49.266667","-25.416667",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515888","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Unknown",NA,"1898","01","01","Southern America","Colombia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515888 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515888","NL-U1515888","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:20:15-03","NBC","NL-BOTANY","L.1342138","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Pedersen TM",NA,"1960","02","13","Southern America","Argentina",NA,NA,"Estancia,,Rincón de! las Mercedes'', Dep. Santo Tomé, Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1342138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1342138","NL-L1342138","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:20:15-03","NBC","NL-BOTANY","L.1342139","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Reitz R; Klein RM",NA,"1961","03","02","Southern America","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1342139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1342139","NL-L1342139","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:20:15-03","NBC","NL-BOTANY","L.1342140","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Hatschbach GG",NA,"1966","11","04","Southern America","Brazil",NA,NA,"Est. Paraná, Mun. Contenda, Contenda.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1342140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1342140","NL-L1342140","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:20:15-03","NBC","NL-BOTANY","L.1342141","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1342141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1342141","NL-L1342141","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:20:15-03","NBC","NL-BOTANY","L.1342142","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Herzog T",NA,"1911","03","01","Southern America","Bolivia",NA,NA,"Im Gebusch der Berge um Vallegrande.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1342142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1342142","NL-L1342142","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515868","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Jansen-Jacobs MJ; Welle BJH ter; James V; Andrew R",NA,"1995","08","29","Southern America","Guyana",NA,NA,"Rupununi Distr., Bushmouth Shea to Quitaro R., Bowl Creek.","-59.116667","2.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515868","NL-U1515868","(Kunth) Nash",NA,NA,NA,NA,NA,"-59.116667","2.9","Magnoliopsidae","U 0220012",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515869","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Valls JFM; et al.",NA,"1972","11","13","Southern America","Brazil",NA,NA,"Cambara do Sul-Itaimbezinho.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515869","NL-U1515869","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0220013",NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515870","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Hoock JML",NA,"1956","08","12","Southern America","Guyana",NA,NA,"Route de Good Hope",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515870","NL-U1515870","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132351",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515871","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Hoock JML",NA,"1956","08","12","Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515871","NL-U1515871","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132350",NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515879","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Mexia YEJ",NA,"1931","04","11","Southern America","Brazil",NA,NA,"State of Minas Geraes, Corinto, Fazenda do Diamante, Pasto de Matta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515879","NL-U1515879","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515880","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Mexia YEJ",NA,"1931","04","17","Southern America","Brazil",NA,NA,"State of Minas Geraes, Corinto, Fazenda do Diamante, top of Serra do Angico.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515880","NL-U1515880","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515887","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Renvoize SA; Cope TA; Beck S",NA,"1981","03","19","Southern America","Bolivia",NA,NA,"Santa Cruz, Ichilo, Buena Vista to Rio Surutu.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515887","NL-U1515887","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515895","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Herter WG",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,"Montendeo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515895","NL-U1515895","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:20:15-03","NBC","NL-BOTANY","U.1515896","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides",NA,"Herter WG",NA,"1927","11","01","Southern America","Uruguay",NA,NA,"Sta. Rosa d. Cuareim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1515896","NL-U1515896","(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:18:52-03","ESALQ","ESA","60725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renvoize, S.A.","Dombrowski, L.T.","2463.0","1967","02","14",NA,"Brasil","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"ESA060725","ESA060725","(H.B.K.) Nash",NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:48:28-02","IPA","IPA","17392","S","Plantae","Plantae",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Costa; Silva, M.B.","Andrade-Lima","88","1968","07","26","Southern America","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0017392",NA,"(Kunth) Nash",NA,NA,"2003","23696","auto",NA,NA,NA,NA,"09","03",NA,NA,NA,NA
"47","2019-02-15 11:48:28-02","IPA","IPA","62476","S","Plantae","Plantae",NA,"Poaceae","Sorghastrum","stipoides","Sorghastrum stipoides","Renoize","Dombrowski, L.T.","5903","1975","09","20","Southern America","Brasil","Paraná","Curitiba","Capão da Imbuia, em campo seco; frequente, formando touceiras.","-49.2731018066406","-25.4277992248535",NA,NA,"IPA0062476",NA,"(Kunth) Nash",NA,NA,"1997","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:26:11-03","IAP","PACA-AGP","44480","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Sorghastrum","stipoides","Sorghastrum stipoides","A. A. Beetle","Rambo, B.",NA,"1949","11","19",NA,"Brasil","RS","Itapoã","Granja Neugebauer",NA,NA,NA,"Habitat: In alte graminosis Fenofase: fruto","PACA044480",NA,"(Kunth) Nash",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
