"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","class","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"13","2019-09-10 21:43:52-03","UNEMAT","TANG","2612","S","Plantae",NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Ferneda Rocha, LC",NA,NA,NA,NA,NA,NA,NA,"Bronholi, AZ; Souza, JR; Souza, NS; Oliveira, RA","2014","09","30","Brasil","Mato Grosso","Colider",NA,"-55.513056","-11.012778",NA,NA,"s.n.",NA,NA,"TANG000002612",NA,"-55.513056","-11.012778",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-19 15:45:24-03","UNEB","HUNEB","9516","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","R.M.O. Alves","2005","12",NA,NA,NA,"Monocotyledoneae",NA,"Silva,M.C.S da","2005","12","07","Brasil","Bahia","Alagoinhas","Bairro Jardim Petrolar, Parque Regente","-38.4192008972168","-12.1356000900269","24621","auto","9",NA,NA,"HUNEB0009516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:52:48-03","EAO","IAN","44218","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Pabst, GFJ",NA,NA,NA,NA,"Flor roxa violácea. Panícula laxa.",NA,"Lindl.","Addison, GON","1949","12","03","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892","48462","auto","s.n.","Southern America",NA,"IAN044218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:48-03","EAO","IAN","111353","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Pabst, GFJ","1962","05",NA,NA,"Planta epífita; flores lilás clara.",NA,"(Sw.) Lindl.","Oliveira, E","1961","03","25","Brasil","Goiás",NA,"Rio Corda, afluente do Araguáia; região de Xambioá; mata de cipoal, beira.",NA,NA,NA,NA,"1511","Southern America",NA,"IAN111353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:48-03","EAO","IAN","147151","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Pabst, GFJ","1975","10",NA,NA,"Epiphyte; flowers white and pink.",NA,"(Sw.) Lindl.","Anderson, WR","1974","02","11","Brasil","Pará",NA,"Region of village of Pratatí. Wet forest S of village, up to 5km away. Forest relatively undisturbed in some places, cut-over in others.","-57.083333","-8",NA,NA,"10741","Southern America",NA,"IAN147151",NA,"-57.083333","-8",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:29:06-03","CPAN-UFMS","COR","11519","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Pott, A.",NA,NA,NA,NA,"Epífita sobre o tronco; flor azul clara, roxa; Habito: Epífita",NA,"(Sw.) Lindl.","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","2005","08","30","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco; mata ciliar Salobrinha","-56.778333","-20.674444",NA,NA,"3597",NA,NA,NA,NA,"56º46'42''W","20º40'28''S","159","159",NA,NA,NA,NA,NA
"19","2020-11-26 18:09:06-03","CPAN-UFMS","COR","11968","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","A. Pott",NA,NA,NA,NA,"Com Flor: creme",NA,"(Sw.) Lindl.","Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","2005","09","08","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Morro margem esquerda do rio Perdido. Mata decidua aberta; ; Morro.","-57.8824996948242","-21.6989002227783","185577","auto","3840",NA,NA,NA,NA,NA,NA,"473","473",NA,NA,NA,NA,NA
"20","2020-11-26 18:09:06-03","CPAN-UFMS","COR","11299","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","A. Pott",NA,NA,NA,NA,"orquídia sobre galhos; Com Flor: lilás claro",NA,"(Sw.) Lindl.","Damasceno Júnior,G.A.;Maria,V.R.;Batilani,J.;Pott,A;Velasques,J.","2005","09","06","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia - Rio Perdido. Mata ciliar do Perdido; ; fragmento de mata.","-57.8824996948242","-21.6989002227783","185577","auto","3797",NA,NA,NA,NA,NA,NA,"628","628",NA,NA,NA,NA,NA
"21","2019-10-09 11:28:42-03","UFBA","ALCB","69782","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Carvalho, DN","2014","11",NA,NA,"com pseudobulbo curto.Folhas vináceas. Inflorescência com escapo vináceo. Panícula com flores liláses.",NA,"(Sw.) Lindl.","Guedes, ML; Alunos de Botânica Econômica","2005","11","10","Brasil","Bahia","Conceição do Almeida","Recôncavo Sul, Estação de Fruticultura Exótica e Nativa do Estado da Bahia (EBDA)","-39.166667","-12.766667",NA,NA,"11845","Southern America",NA,"ALCB006145","ALCB006145","-39.166667","-12.766667",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:28:42-03","UFBA","ALCB","07726","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Queiroz, LP de","1983","05",NA,NA,"epífita. Inflorescência pêndula, com longo escapo, flores delicadas lilases.",NA,"(Sw.) Lindl.","Grupo Pedra do Cavalo","1980","10",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Paraguaçu e Jacuípe. Estação da Mata.","-39.083333","-12.533333",NA,NA,"818","Southern America",NA,"ALCB006151","ALCB006151 ALCB006151_1","-39.083333","-12.533333","100","100",NA,NA,NA,NA,NA
"23","2019-10-09 11:28:42-03","UFBA","ALCB","86820","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Pessoa, E","2012","06","28",NA,"sobre árvore do Gênero Inga. Folhas cartáceas, concolores, verdes. Inflorescência terminal recemosa, cálice rosa esbranquiçado, corola rosa na face adaxial e rosa esbranquiçada na face abaxial. Fruto ausente.",NA,"(Sw.) Lindl.","Silva-Lima, CS","2006","11","08","Brasil","Bahia","Pojuca","Litoral Norte, As margens do Rio Pojuca","-38.3278007507324","-12.4306001663208","27760","auto","77","Southern America",NA,"ALCB006149","ALCB006149",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459501","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Westra LYT",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Andel TR van; Roberts N; Ford G; George N","1996","11","02","Guyana","North West District",NA,NA,"-59.5","7.75",NA,NA,NA,"Southern America",NA,"NL-U1459501","NL-U1459501","-59.5","7.75",NA,NA,"U 0087871",NA,NA,NA,NA
"25","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512682","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Splitgerber FL",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512682","NL-L1512682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512684","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Hall CJJ van",NA,NA,NA,"Surinam",NA,NA,"Suriname.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512684","NL-L1512684",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512685","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512685 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Hall CJJ van",NA,NA,NA,"Surinam",NA,NA,"Suriname.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512685","NL-L1512685",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512687","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Hall CJJ van","1842","01","01","Surinam",NA,NA,"Suriname.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512687","NL-L1512687",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512688","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Hatschbach GG","1953","08","09","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Rio Guaraguassú.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512688","NL-L1512688",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512690","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Herb Molkenboer JH",NA,NA,NA,"Surinam",NA,NA,"Suriname.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512690","NL-L1512690",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512691","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Molkenboer JH",NA,NA,NA,"Surinam",NA,NA,"Surinamo. Commeweinae.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512691","NL-L1512691",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512693","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Unreadable",NA,NA,NA,"Surinam",NA,NA,"Surinamen.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1512693","NL-L1512693",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459407","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Lewis M","1988","06","16","Bolivia",NA,NA,"La Paz: Inquisivi: On the slopes of both sides of the Rio Suri between Puente Allegre and the mouth of the Rio Khori Camaña. Ca. 12 km NE from Licoma Pampa.","-67.166667","-16.7",NA,NA,NA,"Southern America",NA,"NL-U1459407","NL-U1459407","-67.166667","-16.7",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459500","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Atwood J",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Evans RJ; Peckham H","1998","04","15","Surinam",NA,NA,"Vicinity of Ulemari River, ca. 125 km upstream from its confluence with Litani River.","-54.7","2.866667",NA,NA,NA,"Southern America",NA,"NL-U1459500","NL-U1459500","-54.7","2.866667",NA,NA,"U 0104900",NA,NA,NA,NA
"35","2020-02-08 08:46:25-03","NBC","NL-BOTANY","WAG.1137530","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1137530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Outer RW den","1974","10","29","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-WAG1137530","NL-WAG1137530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:46:25-03","NBC","NL-BOTANY","WAG.1137532","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1137532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Wurdack JJ; Monachino JV","1955","12","10","Venezuela",NA,NA,"edge of Rio Pargueni.",NA,NA,NA,NA,NA,"Southern America",NA,"NL-WAG1137532","NL-WAG1137532",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459502","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Westra LYT",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae","(Sw.) Lindl.","Andel TR van; Roberts N; Ford G; George N","1996","11","02","Guyana","North West District",NA,NA,"-59.5","7.75",NA,NA,NA,"Southern America",NA,"NL-U1459502","NL-U1459502","-59.5","7.75",NA,NA,"U 0087872",NA,NA,NA,NA
"38","2020-11-04 12:17:31-03","ESALQ","ESA","44772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C. et al.","1997","04","24","Brasil","Mato Grosso","Guarantã do Norte",NA,"-54.9099998474121","-9.78750038146973","89544","auto","15881.0",NA,NA,"ESA044772","ESA044772",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 12:17:31-03","ESALQ","ESA","44773","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides",NA,NA,NA,NA,NA,NA,NA,NA,"Rozza, A.F. et al.","1997","04","26","Brasil","Mato Grosso","São José do Rio Claro",NA,"-56.7214012145996","-13.4467000961304","74983","auto","328.0",NA,NA,"ESA044773","ESA044773",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:41:04-03","MN","R","3130","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Rodrigues, J.B.",NA,NA,NA,NA,NA,NA,"Lindl.","Rodrigues, J.B.","1881","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-31 13:41:04-03","MN","R","35804","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Lutz, B.M.J.",NA,NA,NA,NA,NA,NA,"Lindl.","Lutz, B.M.J.","1924","08","02","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-31 13:41:04-03","MN","R","35806","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Hoehne, F.C.",NA,NA,NA,NA,"Commissão Rondon",NA,"Lindl.","Hoehne, F.C.","1908","09",NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436","172193","auto","568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:41:04-03","MN","R","3131","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Sampaio, A.J.",NA,NA,NA,NA,NA,NA,"Lindl.","Araujo, F.P.L.","1888",NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637","14119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-31 13:41:04-03","MN","R","3132","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Rodrigues, J.B.",NA,NA,NA,NA,NA,NA,"Lindl.","Schreiner, C.",NA,NA,NA,"Brasil","Rio de Janeiro","Cantagalo",NA,"-42.3680992126465","-21.9811000823975","33898","auto","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-31 13:41:04-03","MN","R","3133","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Hoehne, F.C.",NA,NA,NA,NA,"Commissão Rondon",NA,"Lindl.","Hoehne, F.C.","1909","03",NA,"Brasil","Mato Grosso","Barra do Bugres","Tapirapoan","-57.1810989379883","-15.0725002288818","173387","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-31 13:41:04-03","MN","R","44769","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Hoehne, F.C.",NA,NA,NA,NA,"Commissão Rondon",NA,"Lindl.","Hoehne, F.C.",NA,NA,NA,"Brasil","Mato Grosso","Barra do Bugres","Tapirapoan","-57.1810989379883","-15.0725002288818","173387","auto","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-31 13:41:04-03","MN","R","70383","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Ionopsis","paniculata","Ionopsis paniculata","Hoehne, F.C.",NA,NA,NA,NA,"Commissão Rondon",NA,"Lindl.","Hoehne, F.C.","1909","03",NA,"Brasil","Mato Grosso","Barra do Bugres","Tapirapoan","-57.1810989379883","-15.0725002288818","173387","auto","1617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
