"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount"
"21","2021-02-11 17:19:39-03","UFPR","UPCB","42728","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Bochorny, T.","Lombardi, J.A.","3805","2000","04","08",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,"Arbusto decunbente, nas pedras, folhas papiráceas, frutos imaturos verdes. Vegetação ribeirinha..","UPCB0012592","UPCB0012592",NA,"26697","auto","2015","10","13",NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"23","2020-09-12 05:00:02-03","US","US","2907193","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35510","1972","2","5","South America - Neotropics","Brazil","Minas Gerais","Datas","Ca. 15km S. of Diamantina","-43.6557998657227","-18.4456005096436","1250",NA,NA,NA,"US01901123","US01901123_01 US01901123_02",NA,"23532","auto",NA,NA,NA,NA,NA,"Dicotyledonae","1"
"24","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"25","2020-09-12 05:00:02-03","US","US","2939519","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"G. Hatschbach","44719","1982","3","14","South America - Neotropics","Brazil","Minas Gerais","Diamantina","Rod. Guinda - Cons. Mata, km 17","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"US01901125","US01901125_01 US01901125_02",NA,"101169","auto",NA,NA,NA,NA,NA,"Dicotyledonae","1"
"26","2020-09-12 05:00:02-03","US","US","2698292","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"G. Hatschbach & Z. Ahumada","31637","1973","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaço (mun. Diamatina), Minas Gerais.",NA,NA,NA,NA,NA,"Holotype at MBM.","US00810849","US00810849_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"27","2019-11-13 11:25:17-03","USP","SPF","127201","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Baumgratz, JFA","Rapini, A","470","1998","01","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.523611","-18.183333","1200","1200",NA,NA,"SPF00127201",NA,NA,NA,NA,"2002",NA,NA,"-43.523611","-18.183333",NA,NA
"28","2019-11-13 11:25:17-03","USP","SPF","127641","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Baumgratz, JFA","Pirani, JR","3968","1998","01","14",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.705","-18.182222","1140","1140",NA,NA,"SPF00127641",NA,NA,NA,NA,"2002",NA,NA,"-43.705","-18.182222",NA,NA
"29","2019-11-13 11:25:17-03","USP","SPF","179053","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Pirani, JR","Pirani, JR","5687","2007","01","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.614944","-18.170361","950","950",NA,NA,"SPF00179053",NA,NA,NA,NA,"2007",NA,NA,"-43.614944","-18.170361",NA,NA
"30","2019-11-13 11:25:17-03","USP","SPF","203225","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Pirani, JR","Pirani, JR","5846","2009","02","07",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.823333","-18.301389","1300","1300",NA,NA,"SPF00203225",NA,NA,NA,NA,"2009",NA,NA,"-43.823333","-18.301389",NA,NA
"31","2021-03-15 18:28:41-03","USP","SPF","208648","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Heiden, G","Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1638","2011","02","20",NA,"Brasil","Minas Gerais","Diamantina","Sopa, Estrada Guinda-São João da Chapada, ca. 2 km da igreja de Sopa.","-43.703056","-18.188889","1250","1250",NA,"Arbusto, ca. 2 m alt. Folhas verdes. Cálice verde. Corola alva, base das pétalas avermelhada. Estames amarelos.","SPF00208648",NA,NA,NA,NA,"2011","02","17","-43.703056","-18.188889",NA,NA
"32","2019-11-13 11:25:17-03","USP","SPF","224753","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Baumgratz, JF","Martinelli, G","18182","2014","02","11",NA,"Brasil","Minas Gerais","Diamantina","Vila de Galheiros.","-43.7975","-18.270556","1312","1312",NA,NA,"SPF00224753",NA,NA,NA,NA,"2016",NA,NA,"-43.7975","-18.270556",NA,NA
"33","2021-03-23 11:51:26-03","USP","SPF","159800","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta, 5m, pétalas alvas, estames e anteras amarelos. Mantinha junto a corrégo rochoso.","SPF00159800","SPF00159800","isotype","101169","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:34:13-03","UEFS","HUEFS","199232","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Pirani, J.R.","5846","2009","02","07",NA,"Brasil","Minas Gerais","Diamantina","Km 174 da MG220 na direção de Conselherio Mata.","-43.823333","-18.301389","1300","1300",NA,"Afloramento rochoso e várzea brejosa.","HUEFS0199232","HUEFS0199232",NA,NA,NA,NA,NA,NA,"43W49'24''","18S18'5''","Rosanae",NA
"35","2019-10-07 09:34:13-03","UEFS","HUEFS","73285","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G.","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"HUEFS0073285","HUEFS0073285 HUEFS0073285_01",NA,"101169","auto",NA,NA,NA,NA,NA,"Rosanae",NA
"36","2019-01-23 10:11:23-02","F","FMNH-SEEDPLANTS","V0093833F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Huberia","piranii","Huberia piranii",NA,NA,"G. G. Hatschbach","31637","1973","2","16","South America","Brazil","Minas Gerais",NA,"Diamatina, Serra do Espinhaço,",NA,NA,NA,NA,NA,NA,"V0093833F","V0093833F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"37","2020-01-06 15:40:56-03","UFSJ","HUFSJ","8294","S","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G; Ahumada, LZ","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço. Matinha junto a córrego rochoso.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta, 5m, pétalas alvas, estames e anteras amarelos.","HUFSJ008294","HUFSJ008294","isotype","101169","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-12 17:01:37-03","UEL","FUEL","47268","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G; Ahumada, LZ","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço, Matinha junto a corrego.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"FUEL047268",NA,"isotype","101169","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-28 15:45:16-03","UFU","HUFU","72098","S","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Romero, R.","Martinelli, G.; Martins, E.; Pougy, N.; Maurenza, D. & Verdi, M.","18182","2014","02","11",NA,"Brasil","Minas Gerais","Diamantina","Vila Galheiros","-43.7975","-18.270556","1312","1312",NA,"Arvoreta 4-5 m alt. Heliófila saxícola, frequente; folhas verdes, discolores; flores com cálice verde, corola alva, estames amarelo-alaranjado; botões florais verde-alvacentos.; Campo Rupestres, sobre afloramentos rochosos.","HUFU00059872","HUFU00059872",NA,NA,NA,"2016","12","02","-43.7975","-18.270556",NA,NA
"40","2021-02-23 13:22:45-03","MN","R-TIPOS","147784","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Baumgratz, J.F.A.","Anderson, W.R.","8969","1973","04","15",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"R000147784","R000147784_001","Paratypus","101169","auto","1997",NA,NA,NA,NA,NA,NA
"41","2021-02-23 13:22:45-03","MN","R-TIPOS","212048","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G. ; Ahumada, L.Z.","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"R000212048","R000212048_001","Isotypus","101169","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-04 15:44:56-03","IF","SPSF","32258","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii",NA,NA,"G. Hatschbach","31637","1973","02","16","América do Sul","Brasil","MG","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Isótipo","101169","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"43","2017-03-27 09:39:38-03","CAS","CAS-BOT","497777","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","F. Almeda","Anderson, W. R.; Stieber, M.; Kirkbride, Jr, J H","35510","1972","2",NA,"South America","Brazil","Minas Gerais","Datas","Ca. 15km S. of Diamantina","-43.6557998657227","-18.4456005096436","1250",NA,NA,"Shrub 1.5m tall; petals white, proximally red; filaments red, anthers yellow.",NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"44","2021-02-08 12:43:33-03","UFRGS","ICN","198440","S","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Heiden, G","Heiden, G; Pirani, JR; Siniscalchi, CM; et al.","1638","2011","02","20","América do Sul","Brasil","MG","Diamantina","Sopa. Estrada Guinda-São João da Chapada, ca. 2 km da igreja de Sopa","-43.703056","-18.188889",NA,NA,NA,"Arbusto, ca. 2 m alt. Folhas verdes. Cálice verde. Corola alva, base das pétalas avermelhada. Estames amarelos; Campo rupestre",NA,NA,NA,NA,NA,"2011","02","17","-43.703056","-18.188889",NA,NA
"45","2019-11-21 10:09:41-03","IBt","SP","204393","S","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz","Baumgratz, JFA","Barros, F","1091","1985","06","04",NA,"Brasil","Minas Gerais","Conselheiro Mata",NA,NA,NA,NA,NA,NA,NA,"SP002090","SP002090","Paratype",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:09:41-03","IBt","SP","370780","S","Plantae",NA,NA,"Melastomataceae","Huberia","piranii","Huberia piranii","Baumgratz",NA,"Hatschbach, G; Ahumada, LZ","31637","1973","02","16",NA,"Brasil","Minas Gerais","Diamantina","Serra do Espinhaço, MAtinha junto a córrego rochoso","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta 5 m, pétalas alvas, estames e anteras amarelos","SP001146","SP001146","Isotype","101169","auto",NA,NA,NA,NA,NA,NA,NA
