"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","previousCatalogNumber","dayIdentified"
"11","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875653","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Duarte, A.P.|Pereira, E.",NA,"1964",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875653' target='other'> <mi>dwc_moreinfo</mi></a>","P04875653","P04875653_01",NA,NA,NA,"11","22","Minas Gerais",NA,"Diamantina, Couto Magalhães, Alto Jequitinhonha.",NA,NA,NA,NA,NA,NA,NA,NA,"8541",NA,NA,NA,NA
"12","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875654","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A.|Rossi, L.|Menezes, N.L.|Pirani, J.R.|Cordeiro, I.|Hensold, N.",NA,"1981",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875654' target='other'> <mi>dwc_moreinfo</mi></a>","P04875654","P04875654_01",NA,NA,NA,"10","31","Minas Gerais",NA,"Estrada Diamantina - Biribiri, a 4 km de Diamantina.",NA,NA,NA,NA,"3725",NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875655","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Riedel",NA,NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875655' target='other'> <mi>dwc_moreinfo</mi></a>","P04875655","P04875655_01",NA,NA,NA,NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2017-11-21 11:50:26-02","MNHN","RECOLNAT_MNHN_P","P04875656","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Riedel",NA,NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875656' target='other'> <mi>dwc_moreinfo</mi></a>","P04875656","P04875656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-05 08:56:35-03","MNHN","RECOLNAT_MNHN_P","P05602868","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Duarte, A.P.",NA,"1964",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05602868' target='other'> <mi>dwc_moreinfo</mi></a>","P05602868","P05602868_01",NA,NA,NA,"11","22","Minas Gerais",NA,"Diamantina, Couto Magalhães.",NA,NA,NA,NA,NA,NA,NA,NA,"8541",NA,NA,NA,NA
"16","2015-09-05 09:43:13-03","MNHN","RECOLNAT_MNHN_P","P05542234","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Duarte, A.P.|Pereira, E.",NA,"1964",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05542234' target='other'> <mi>dwc_moreinfo</mi></a>","P05542234","P05542234_01",NA,NA,NA,"11","22","Minas Gerais","Diamantina","Couto Magalhães, Alto Jequitinhonha.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto","8541",NA,NA,NA,NA
"17","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875652","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A.|Rossi, L.|Menezes, N.L.|Pirani, J.R.|Cordeiro, I.|Hensold, N.",NA,"1981",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875652' target='other'> <mi>dwc_moreinfo</mi></a>","P04875652","P04875652_01",NA,NA,NA,"10","31","Minas Gerais","Diamantina","Estr. Diamantina-Biribiri, a 4km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,"3725",NA,"101169","auto","CFCR 2552",NA,NA,NA,NA
"18","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875649","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A.|Pirani, J.R.|Cordeiro, I.|Henrique, M.C.",NA,"1980",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875649' target='other'> <mi>dwc_moreinfo</mi></a>","P04875649","P04875649_01",NA,NA,NA,"10","13","Minas Gerais","Santana do Riacho","km 124 ao longo da Rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto","CFSC 6651",NA,NA,NA,NA
"19","2015-09-05 08:44:24-03","MNHN","RECOLNAT_MNHN_P","P04875650","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Hatschbach, G.|Smith, L.B.|Ayensu, E.",NA,"1972",NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04875650' target='other'> <mi>dwc_moreinfo</mi></a>","P04875650","P04875650_01",NA,NA,NA,"1","19","Minas Gerais","Serro","Rod.MG-2, entre Serro e Datas.","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"37754","auto","28903",NA,NA,NA,NA
"20","2020-10-01 14:22:49-03","JBB","HEPH","29441","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A; Cordeiro, I; Pirani, JR; Mamede, MCH","6651","1980","Southern America","Brasil",NA,NA,NA,NA,"Sastre, C","1983",NA,"10","13","Minas Gerais","Santana do Riacho","km 124, ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","15458","PreservedSpecimen","Plantae",NA,"Theales","Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Riedel, --","s.n.",NA,"South America - Neotropics","Brazil",NA,NA,"US01879629","US01879629_01 US01879629_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"22","2020-09-02 16:34:13-03","Cenargen","CEN","74508","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Kikyo Yamamoto","56","2002",NA,"Brasil","Exsicatas",NA,"CEN00074508","CEN00074508","R. G. Chacon","2012","10","09","27","MG","SANTANA DO RIACHO","Pico do Breu, Lapinha.","-43.671388","-19.115833","-43.671388","-19.115833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:27:29-03","USP","SPF","22077","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A","CFCR2552","1981",NA,"Brasil",NA,NA,"SPF00022077",NA,"Feres, F","2002","05","10","31","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"24","2019-11-13 11:27:29-03","USP","SPF","128160","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Sano, PT","550","1997",NA,"Brasil",NA,NA,"SPF00128160",NA,"Feres, F","2000",NA,"10","20","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"25","2019-11-13 11:27:29-03","USP","SPF","21333","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A","CFSC6651","1980",NA,"Brasil",NA,NA,"SPF00021333",NA,"Sastre, CHL","1982",NA,"10","13","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"26","2019-10-07 09:32:14-03","UEFS","HUEFS","9708","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Silvestre, M.S.F.","178","1978",NA,"Brasil",NA,NA,"HUEFS0009708","HUEFS0009708",NA,NA,NA,"11","03","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 126.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"31264","auto",NA,"Rosanae",NA,NA,NA
"27","2019-09-04 19:14:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia",NA,"Type [status unknown]","G. Gardner","4412",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"28","2016-08-23 11:00:02-03","NHMLondon","NHM-LONDON-BOT","BM000798737","S","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.","Isotype","George Gardner; b.1812; d.1849; Gardner","4412","1840",NA,"Brasil",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/a8018c78baf74a09c9d9495b053f449d27cbd99a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991171",NA
"29","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Gardner, G","4412",NA,"Southern America","Brazil",NA,"(non vidi)",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"in prov. Minas Geraes fruticetis convallium districtus Adamantium.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:12:42-03","IBt","SP","185385","S","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.",NA,"Furlan, A; Cordeiro, I; Henrique, MC; Pirani, JR","CFSC6651","1980",NA,"Brasil",NA,NA,NA,NA,"Chacon, RG","2013","08","10","13","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 124 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Alto do Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,"08"
"31","2014-09-23 10:59:00-03","G","G","G00341259","S","Plantae",NA,NA,"Ochnaceae","Luxemburgia","angustifolia","Luxemburgia angustifolia","Planch.","ISOTYPUS of Luxemburgia angustifolia Planch.","Gardner, G.","4412",NA,"AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00341259",NA,"?",NA,NA,NA,NA,"Minas Gerais",NA,NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,NA,NA
