"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 09:59:27-03","NBC","NL-BOTANY","U.1373162","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Bornmüller A",NA,"1904","10","18","Southern America","Brazil",NA,"Süd - Brasilien ( Rio Grande do Sul), Neu - Württemberg: Estauria Laur. gomez: auf Kauip.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1373162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1373162",NA,"(A.St.-Hil.) Fryxell",NA,NA,NA,NA,"NL-U1373162","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:12:56-03","ESALQ","ESA","93589","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Zardini, E.M. ; Britez,R.","52900.0","1999","12","14",NA,"Paraguai","Caazapá",NA,NA,NA,"ESA093589","Magnoliophyta","(Ast.Hil.) Fryxell.",NA,"Tapytá",NA,NA,"ESA093589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:56-03","ESALQ","ESA","22615","PreservedSpecimen","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3201.0","1994","11","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA022615","Magnoliophyta",NA,"Krapovickas, A.","Itararé","-49.3400001525879","-24.1100006103516","ESA022615",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:45:11-02","IPA","IPA","31865","S","Plantae",NA,"Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Krapovickas, A.; Schinini, A.; Schinini, A.","38284","1982","12","24","Southern America","Brasil","Santa Catarina","Rio Pelotas, 3km W de Bom Jardim da Serra. Campestre.",NA,NA,"IPA0031865","Plantae","(A. St.-Hil.)Fryxell",NA,"São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:30:54-03","IAP","PACA-AGP","33709","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,NA,NA,NA,NA,"Brasil","RS",NA,NA,"Fenofase: flor e fruto","PACA033709","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno",NA,NA,NA,NA,"Magnoliatae",NA,NA,"1996","08","20",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:30:54-03","IAP","PACA-AGP","34479","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Irm. Augusto",NA,"1946","12","06",NA,"Brasil","RS","Cerro Largo",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA034479","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Luiz",NA,NA,NA,"Magnoliatae",NA,NA,"1996","08","20",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:30:54-03","IAP","PACA-AGP","49998","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1951","02","12",NA,"Brasil","RS","p. fl. Uruguay",NA,"Habitat: In campestribus siccis graminosis Fenofase: flor e fruto","PACA049998","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Palmeira",NA,NA,NA,"Magnoliatae",NA,NA,"1996","08","20",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:30:54-03","IAP","PACA-AGP","53456","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1952","11","24",NA,"Brasil","RS","Caaró",NA,"Habitat: In campestribus graminosis Fenofase: flor e fruto","PACA053456","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Luiz",NA,NA,NA,"Magnoliatae",NA,NA,"1996","08","20",NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:30:54-03","IAP","PACA-AGP","28927","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Emrich, K.",NA,"1944",NA,NA,NA,"Brasil","RS","Montserrat",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA028927","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:30:54-03","IAP","PACA-AGP","27072","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1944","10",NA,NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA027072","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:30:54-03","IAP","PACA-AGP","38054","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1948","11","17",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA038054","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:30:54-03","IAP","PACA-AGP","4977","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","E. Leite SJ",NA,"1940",NA,NA,NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA004977","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:30:54-03","IAP","PACA-AGP","56028","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1954","11","19",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus Fenofase: flor","PACA056028","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:30:54-03","IAP","PACA-AGP","53043","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1952","11","17",NA,"Brasil","RS",NA,NA,"Habitat: In campestribus graminosis Fenofase: flor e fruto","PACA053043","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,"Magnoliatae","25915","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:30:54-03","IAP","PACA-AGP","25976","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","A. Reckziegel",NA,"1943",NA,NA,NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA025976","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:30:54-03","IAP","PACA-AGP","33443","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Henz, E.",NA,"1946","07","10",NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA033443","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:30:54-03","IAP","PACA-AGP","38669","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1948","12","10",NA,"Brasil","RS","Rio dos Sinos",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA038669","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:30:54-03","IAP","PACA-AGP","9558","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1942","01","28",NA,"Brasil","RS",NA,NA,"Habitat: In campetribus siccis graminosis Fenofase: flor e fruto","PACA009558","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Magnoliatae","59498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:30:54-03","IAP","PACA-AGP","10067","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Ijuisinho",NA,"Habitat: In campesribus siccis dumetosis Fenofase: fruto","PACA010067","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Magnoliatae","59498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:30:54-03","IAP","PACA-AGP","59192","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1956","01","29",NA,"Brasil","RS","Esteio",NA,"Habitat: In siccis dumetosis","PACA059192","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Canoas","-51.1836013793945","-29.9178009033203",NA,"Magnoliatae","8037","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:30:54-03","IAP","PACA-AGP","57723","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Pivetta","885","1954","01","03",NA,"Brasil","RS",NA,NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA057723","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Cruz Alta","-53.6063995361328","-28.638599395752",NA,"Magnoliatae","44498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:30:54-03","IAP","PACA-AGP","57724","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Pivetta","886","1954","11","25",NA,"Brasil","RS","Dr. Pestana",NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA057724","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Ijuí","-53.9146995544434","-28.3878002166748",NA,"Magnoliatae","36807","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:30:54-03","IAP","PACA-AGP","28331","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Ad fl. Uruguay",NA,"Habitat: In campestibus siccis graminosis Fenofase: flor e fruto","PACA028331","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Nonoai","-52.7714004516602","-27.3617000579834",NA,"Magnoliatae","35080","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:30:54-03","IAP","PACA-AGP","63277","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Sacco","854","1957","12","12",NA,"Brasil","RS",NA,NA,"Habitat: In dumetosis Fenofase: flor","PACA063277","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Pelotas","-52.3424987792969","-31.771900177002",NA,"Magnoliatae","51462","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:30:54-03","IAP","PACA-AGP","40389","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1949","03","05",NA,"Brasil","RS","Morro da Polícia",NA,"Habitat: In campestribus siccis gaminosis Fenofase: flor e fruto","PACA040389","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:30:54-03","IAP","PACA-AGP","210","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1932","10","20",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA000210","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:30:54-03","IAP","PACA-AGP","29119","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1945","09","12",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis graminosis Fenofase: flor e fruto","PACA029119","Magnoliophyta","(A. St.-Hil.) Fryxell","O.Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:30:54-03","IAP","PACA-AGP","37413","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1948","07","05",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA037413","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:30:54-03","IAP","PACA-AGP","58513","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1955","11","19",NA,"Brasil","RS","Vila Manresa",NA,"Habitat: In campestribus graminosis Fenofase: flor e fruto","PACA058513","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Magnoliatae","29946","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:30:54-03","IAP","PACA-AGP","2949","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","F. Baglione",NA,"1943",NA,NA,NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA002949","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Borja","-56.0043983459473","-28.6606006622314",NA,"Magnoliatae","75549","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:30:54-03","IAP","PACA-AGP","1287","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1934","11","14",NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA001287","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:30:54-03","IAP","PACA-AGP","1799","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1922","12","03",NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA001799","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:30:54-03","IAP","PACA-AGP","7610","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA007610","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:30:54-03","IAP","PACA-AGP","38240","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1948","11","22",NA,"Brasil","RS","Sapucaia",NA,"Habitat: In arenosis dumetosis Fenofase: flor e fruto","PACA038240","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:30:54-03","IAP","PACA-AGP","39061","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1948","12","20",NA,"Brasil","RS","Steinkopf",NA,"Habitat: In campestribus siccis graminosis Fenofase: flor e fruto","PACA039061","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Magnoliatae","10287","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:30:54-03","IAP","PACA-AGP","10013","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Ijuisinho",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA010013","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Magnoliatae","59498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:30:54-03","IAP","PACA-AGP","9494","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1942","01","27",NA,"Brasil","RS","Jari",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA009494","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Magnoliatae","59498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:30:54-03","IAP","PACA-AGP","9075","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1942","01","25",NA,"Brasil","RS","Jari",NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor e fruto","PACA009075","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Magnoliatae","59498","auto","1996","08","20",NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:30:54-03","IAP","PACA-AGP","34565","PreservedSpecimen","Plantae","Malvales","Malvaceae","Krapovickasia","urticifolia","Krapovickasia urticifolia","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Faz. da Ronda",NA,"Habitat: In campestribus siccis subdumetosis Fenofase: flor e fruto","PACA034565","Magnoliophyta","(A. St.-Hil.) Fryxell","O. Bueno","Vacaria","-50.9338989257812","-28.5121994018555",NA,"Magnoliatae","63451","auto","1996","08","20",NA,NA,NA,NA,NA,NA
