"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber"
"11","2021-01-14 15:30:07-03","MN","R","54574","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M.F.","Ducke, W.A.","s.n.","1936","06","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:30:07-03","MN","R","54571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M.F.","Ducke, W.A.","2175","1948","10","25",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,"São Luis","1975",NA,"-44.3027992248535","-2.52972006797791","33693","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:30:07-03","MN","R","54573","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M.F.","Ducke, W.A.","s.n.","1949","09","26",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,"São Luis","1975",NA,"-44.3027992248535","-2.52972006797791","33693","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-02-22 11:44:38-03","IPA","IPA","1394","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Ducke, A.","Ducke, A.","2257","1949","09","26","Southern America","Brasil","Maranhão","Granja Barreto, capoeira velha",NA,"Árvore mediana; flores alvas. Cerne da madeira violáceo","IPA0001394",NA,"São Luís",NA,NA,"-44.3027992248535","-2.52972006797791","33693","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-04-01 09:19:04-03","IPT","BCTW","1711","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2013-04-01 09:19:04-03","IPT","BCTW","1713","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2013-04-01 09:19:04-03","IPT","BCTW","1714","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2013-04-01 09:19:04-03","IPT","BCTW","2564","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2013-04-01 09:19:04-03","IPT","BCTW","1710","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2013-04-01 09:19:04-03","IPT","BCTW","12060","S","Plantae","Magnoliophyta",NA,NA,"Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-21 19:35:44-03","UFC","EAC","8792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Fernandes, A.; Bezerra, P.","Fernandes, A.; Nunes, E.","EAC8792","1980","07","06","Southern America","Brasil","Piauí","PI - 130, entre Teresina e Palmeiras.",NA,"Arbóreo, 7 - 9m.. Flor Rosada.; Cerrado","EAC0008792","EAC0008792",NA,"1980","07",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-21 19:35:44-03","UFC","EAC","4028","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M.F.","Fernandes, A.; Matos, F.J.A.","EAC4028","1978","08","02","Southern America","Brasil","Maranhão","cerca de 30 Km na direção de Caxias.",NA,"Arbóreo.","EAC0004028","EAC0004028","Timon","1980","07","-42.8367004394531","-5.09417009353638","44730","auto",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-24 17:17:17-03","UFMA","MAR","4873","S","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","N. A. Rosa","N. Figueiredo",NA,"1999","08","24",NA,"Brasil","Maranhão","Mata Ciliar",NA,NA,NA,NA,"Urbano Santos","2002","02","-43.395278","-3.206944",NA,NA,NA,"28",NA,NA,"43º23'43W","03º12'25S",NA,NA,NA,NA
"24","2021-03-24 17:17:17-03","UFMA","MAR","4874","S","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","N. A. Rosa","N. Figueiredo","16","1999","10","05",NA,"Brasil","Maranhão","Mata Ciliar",NA,"Árvore com mais ou menos 8m, flores brancas, frutos soltos, beira de estrada.",NA,NA,"Urbano Santos","2002","02","-43.395278","-3.206944",NA,NA,NA,"28",NA,NA,"43º23'43W","03º12'25S",NA,NA,NA,NA
"25","2019-12-09 11:54:00-03","MO","MOBOT","3257316","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Solange Sotuyo (MEXU)","A. Fernandes|E. Nunes","Fernandes EAC8792","1980","7","6","South America","Brazil","Ceará","Rodovia PI-130, entre Teresina e Palmeirais-Piauí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"26","2013-12-16 09:55:00-02","MO","MOBOT","3256946","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Anonymous","Anonymous 2316","1909","7","8","South America","Brazil","Maranhão","Pedreiras.",NA,NA,NA,NA,"Pedreiras",NA,NA,"-44.5918998718262","-4.56889009475708","32971","auto",NA,NA,"Type",NA,NA,NA,"1",NA,NA,NA
"27","2020-08-31 08:52:00-03","INPA","INPA","134539","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M da","Silva, MFF da","1129","1983","04","15","Southern America","Brasil","Maranhão","MA 006, Grajaú/Arame, Estrada do Arame.",NA,NA,"INPA0134539","INPA0134539 INPA0134539_e INPA0134539_e1","Grajaú","1988","08","-46.1383","-5.8194",NA,NA,NA,NA,NA,NA,"-46.1383","-5.8194",NA,NA,NA,NA
"28","2020-08-31 08:52:00-03","INPA","INPA","136443","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, M da","Silva, MFF da","1010","1983","04","05","Southern America","Brasil","Maranhão","Rio Mutum, Faz. AGRIPEC-VARIG caminho para o Rio Mutum; margem esquerda do Rio Pindaré.",NA,NA,"INPA0136443","INPA0136443 INPA0136443_e INPA0136443_e1","Santa Luzia","1988","08","-45.6581","-3.9633",NA,NA,NA,NA,NA,NA,"-45.6581","-3.9633",NA,NA,NA,NA
"29","2021-01-10 20:42:17-03","INPA","INPA","287857","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Morim, MP","Labiak, PH","7091","2018","05","15","Southern America","Brasil","Mato Grosso","Parque Nacional do Juruena, Margem esquerda do rio Juruena, próximo à garganta antes do Salto Augusto.",NA,NA,"INPA0287857",NA,"Cotriguaçu","2018","10","-58.564444","-8.9475",NA,NA,NA,NA,NA,NA,"-58.564444","-8.9475",NA,"170","170",NA
"30","2020-08-31 08:52:00-03","INPA","INPA","53619","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, MF da","Ducke, A","2175","1948","10","25","Southern America","Brasil","Maranhão","Granja do Fomento Agricola",NA,NA,"INPA0053619","INPA0053619 INPA0053619_e INPA0053619_e1",NA,"1975",NA,"-44.3028","-2.5297",NA,NA,NA,NA,NA,NA,"-44.3028","-2.5297",NA,NA,NA,NA
"31","2021-01-10 20:42:17-03","INPA","INPA","92396","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Silva, MF da","Fernandez, A","HPB4028",NA,NA,NA,"Southern America","Brasil","Maranhão","BR 316/Caxias, Cerca de 30 Km na direção de Caxias.",NA,NA,"INPA0092396","INPA0092396 INPA0092396_e INPA0092396_e1","Timon","1980","06","-42.836389","-5.094444",NA,NA,NA,NA,NA,NA,"-42.836389","-5.094444",NA,NA,NA,NA
"32","2021-03-03 13:56:18-03","UFF","NIT","NITw1390","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"Amostra 67.6 (Nascimento et al. 2015) cedida por madereira no estado do Rio de Janeiro","NITw00003308",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-03 13:56:18-03","UFF","NIT","NITw1029","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,NA,NA,NA,NA,NA,NA,"Brasil ","Mato Grosso","Rio Novo, afluente do Rio Jamarí.",NA,"Yale n 33806, Typus","NITw00001930",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","USw31408","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"A. Ducke","RBW 138",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","USw8724","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"A. Ducke","279",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Brazilian Amazon, Rio Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","1693232","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"A. Ducke","225","1936","6","12","South America - Neotropics","Brazil","Mato Grosso","Rio novo affl. rio jamary affl. rio madeira",NA,NA,"US00222969","US00222969_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","1040277","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"ex herb. Mus. Paraensis","2316","1909","7","8","South America - Neotropics","Brazil","Maranhão","Pedreiras.",NA,NA,"US00001114","US00001114_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"Isotype",NA,NA,NA,"1",NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","1694221","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"A. Ducke","35097","1936","6","12","South America - Neotropics","Brazil","Mato Grosso","Rio novo affl. rio jamary affl. rio madeira",NA,NA,"US00222968","US00222968_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2341434","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"R. L. Fróes","28550","1952","9","3","South America - Neotropics","Brazil","Maranhão","Sao luiz, granja barreto",NA,NA,"US00222966",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2253974","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"A. Ducke","2175","1948","10","25","South America - Neotropics","Brazil","Maranhão","Sao luiz, granja barreto, place of the birds",NA,NA,"US00222967","US00222967_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2020-05-08 11:11:34-03","UEFS","HUEFS","125253","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Fernandes, A.","EAC4028","1978","08","02",NA,"Brasil","Maranhão","Cerca de 30 Km na direção de Caxias.",NA,NA,"HUEFS0125253","HUEFS0125253","Timon",NA,NA,"-42.8367004394531","-5.09417009353638","44730","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-05-08 11:11:34-03","UEFS","HUEFS","138523","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Fernandes, A.","4028EAC","1978","08","02",NA,"Brasil","Maranhão","Cerca de 30 Km na direção de Caxias.",NA,NA,"HUEFS0138523","HUEFS0138523","Timon",NA,NA,"-42.8367004394531","-5.09417009353638","44730","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-05-08 11:11:34-03","UEFS","HUEFS","138856","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Fernandes, A.",NA,"1980","07","06",NA,"Brasil","Piauí","PI 130, entre Teresina e Palmeiras.",NA,"Cerrado.","HUEFS0138856",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-05-08 11:11:34-03","UEFS","HUEFS","252016","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Lui, Y.","PAL02_441441","2018","03","08",NA,"Brasil","Piauí","Access by BR 343 (Federal Highway) in Km 323",NA,"Semideciduous seasonal forest","HUEFS0252016","HUEFS0252016","Altos",NA,NA,"-42.595556","-5.020833",NA,NA,"Rosanae",NA,NA,NA,"42W35'44''","5S1'15''",NA,"153","153",NA
"45","2020-05-08 11:11:34-03","UEFS","HUEFS","125175","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Fernandes, A.","EAC4028","1979","08","02",NA,"Brasil","Maranhão","Ca. De 30 KM na direção de Caxias.",NA,"Arbóreo.","HUEFS0125175","HUEFS0125175","Timon",NA,NA,"-42.8367004394531","-5.09417009353638","44730","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-09-04 19:32:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis",NA,NA,NA,NA,"1909","7","8","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA
"47","2015-03-07 08:39:20-03","F","FMNH-SEEDPLANTS","V0112562F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0112562F","V0112562F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-03-07 08:39:20-03","F","FMNH-SEEDPLANTS","V0112563F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0112563F","V0112563F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-01-25 15:41:04-02","IAC","IAC","13953","S","Plantae",NA,NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","W.A. Ducke","W.A. Ducke","2175","1948","10","25",NA,"Brasil","Maranhão",NA,NA,"Nome popular: pau-roxo",NA,NA,"São Luís","1948","10","-44.3028","-2.5297",NA,NA,NA,"25",NA,NA,"-44.3028","-2.5297",NA,NA,NA,NA
"50","2020-09-22 13:48:46-03","USP","SPFW","202","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Caesalpinioideae","Peltogyne","maranhensis","Peltogyne maranhensis","HuberexDucke",NA,"Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-08-23 09:45:30-03","NHMLondon","NHM-LONDON-BOT","BM000952263","S","Plantae",NA,NA,"Leguminosae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Anon.","2316","1909","07","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"Isotype",NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:604744"
"52","2019-11-01 15:00:28-03","UnB","UB","192485","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Ducke",NA,"Eiten, G","temporary459","1977","01","27","Southern America","Brasil","Maranhão","Canela Indian village and vicinity, ca. 50km SW of Barra do Corda",NA,"Region of cerrado woodland and gallery forest. Primary gallery forest 9-10m tall with emergent trees to 10-15m tall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500","500",NA
"53","2019-11-01 15:00:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke","Souza, VC","Oliveira, D","IFN-305501.6","2018","05","02","Southern America","Brasil","Maranhão","Comunidade Morada Nova",NA,"Conglomerado MA-305. Subunidade 1. Subparcela 6. indivíduo 27. F6; Árvore; DAP em cm: 11,4; altura em m: 11,00; base reta; casca amarelo por fora, verde por dentro, fina, áspera; Solo argiloso com cascalhos, boa camada de serrapilheira",NA,NA,"Timbiras","2018","06","-43.739976","-4.139978",NA,NA,NA,"26",NA,NA,"-43.739976","-4.139978",NA,"94","94",NA
"54","2019-11-01 15:00:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Huber ex Ducke",NA,"Ducke, A","960","1942","07","12","Southern America","Brasil","Pará",NA,NA,"árvore pequenas flores roseas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:00:28-03","UnB","UB","4671","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Peltogyne","maranhensis","Peltogyne maranhensis","Ducke","Irwin, HS","Hunt, DR; Ramos, JF","6128","1966","06","22","Southern America","Brasil","Goiás","Estrada Caiapônia-Aragarças, a 80 km de Aragarças",NA,"Árvore; Campo cerrado.",NA,NA,"Aragarças",NA,NA,"-52.2508010864258","-15.897500038147","44227","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
