"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","229723","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","C. A. Cid Ferreira","4862","1984","06","28","South America","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110.","-62.63","-11.1199997",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229723","NY00229723_01 NY00229723_02 NY00229723_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","235282","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","C. A. Cid Ferreira","4862","1984","06","28","South America","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110.","-62.63","-11.1199997",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235282","NY00235282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","229652","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","P. Lisboa","523","1975","09","30","South America","Brazil","Mato Grosso",NA,"Aripuanã, Dardanelos, mata da antiga estada do Aeroporto","-59.45","-10.43",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229652","NY00229652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","229689","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","I. Flores","s.n.","1961","08","28","South America","Peru",NA,NA,"Madre de Dios, Puerto Maldonado.","-69.18","-12.6",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229689","NY00229689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","229692","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","B.W.","6422","1924","03","11","South America","Suriname",NA,NA,NA,"-57.5","4",NA,NA,"sheet","Collector B. W. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229692","NY00229692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","235295","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","25876","1977","11","29","South America","Brazil","Pará",NA,"BR 230, Transamazon highway; 10 km W of Ruropolis Presidente Medici towards Itaituba","-54.984464","-4.123301",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235295","NY00235295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","728728","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","B. G. Stergios D.","15377","1991","02","13","South America","Venezuela","Amazonas",NA,"Misión Rio Mavaca.","-65.1","2.18","185","275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00728728","NY00728728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","235299","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","K. Kainer","109","1989","09","28","South America","Brazil","Acre","Xapuri","Seringal Cachoeira, Colocação Fazendinha, Sucam 13.","-69.52","-10.65",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235299","NY00235299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00235285","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","B. W. Nelson","631","1980","10","09","South America","Brazil","Acre",NA,"Quixadá. Estrada Rio Branco a Porto Velho, 45 km de Rio Branco.","-67.83","-10",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235285","NY00235285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","235277","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","M. H. Nee","M. H. Nee","31683","1985","08","31","South America","Bolivia","Pando","Manuripi","Along Rio Madre de Dios, 2 km W of Humaita.","-68.28","-12.02","150","150","sheet","Two sheets at NY, the other is NY229666. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235277","NY00235277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","229711","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.",NA,"J. A. Steyermark","106147","1972","05","23","South America","Venezuela","Amazonas",NA,"Camp at Río Putaco, along river, tributary of Río Ocamo.","-64.62","2.67","175","175","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229711","NY00229711_01 NY00229711_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","235292","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","R. T. P. Vasconcelos","252","1986","12","10","South America","Brazil","Pará",NA,"Altamira - Rio Xingu.","-52.7416277","-4.3220195",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235292","NY00235292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","229725","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","P25407","1977","11","15","South America","Brazil","Pará",NA,"BR 163, km 1131; vicinity of Igarapé Natal.","-55.4792619","-6.7316953",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229725","NY00229725_01 NY00229725_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","235291","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","25385","1977","11","14","South America","Brazil","Pará",NA,"BR 163, km 1004; Cuiabá-Santarém.","-55.2036273","-7.7548882",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235291","NY00235291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","229714","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","A. C. Smith","2868","1938","01","08","South America","Guyana",NA,NA,"Basin of Shodikar Creek (Essequibo tributary).",NA,NA,NA,NA,"separate fruit","Collected under the auspices of the American Museum of Natural History Terry-Holden Expedition, with the collaboration of the New York Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229714","NY00229714_01 NY00229714_02 NY00229714_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","229684","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","J. Revilla","150","1976","02","13","South America","Peru",NA,NA,"Provincia: Maynas; Caserio: Sungaro Cocha. Camino a Sungaro Cocha.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229684","NY00229684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","229657","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","N. T. da Silva","1284","1968","10","21","South America","Brazil","Pará",NA,"Rio Jarí, Monte Dourado, Planalto B.","-52.6008224","-0.8809315",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229657","NY00229657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","229670","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","W. L. Balée","1770","1985","11","03","South America","Brazil","Pará","Altamira","Igarapé Ipixuna, affluent of Rio Xingu, 5 km S of settlement, Araweté Indian Reserve","-52.2064018249512","-3.20333003997803",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229670","NY00229670_01","748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02840447","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","F. S. Catenacci","F. S. Catenacci","58","2014","11","02","South America","Brazil","Rondônia",NA,"Município Jaci Parana. Rodovia BR-364, sentido Acre, barranca do irmão","-65.6967","-9.4239","121",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3101799' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840447","NY02840447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","229750","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","K. Kainer","109","1989","09","28","South America","Brazil","Acre","Xapuri","Seringal Cachoeira, Colocação Fazendinha, Sucam 13.","-69.52","-10.65",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=871176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229750","NY00229750_01 NY00229750_02 NY00229750_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","235293","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","W. W. Thomas","6528","1988","09","12","South America","Brazil","Rondônia","Porto Velho","Usina Hidroeletrica Samuel, Area de Proteção Ambiental, end of east dike road, 50 km SE of dam.","-63.22","-9.1",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235293","NY00235293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","235288","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","2",NA,NA,NA,"South America","Brazil","Amazonas","Manaus","Manaus.","-59.9953079","-3.0673242",NA,NA,"sheet","Seedling material germinated at Manaus. From fruit grown in Manaus, shells partially opened. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235288","NY00235288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","235281","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","23064","1974","10","28","South America","Brazil","Amazonas",NA,"Compania de Plantações, km 12, estrada do Aleixo.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235281","NY00235281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","229680","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","A. C. Smith","2868","1938","01","08","South America","Guyana",NA,NA,"Basin of Shodikar Creek (Essequibo tributary).",NA,NA,NA,NA,"sheet","Collected under the auspices of the American Museum of Natural History Terry-Holden Expedition, with the collaboration of the New York Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229680","NY00229680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","229669","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","I. L. do Amaral","1300","1983","05","18","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR 163, km 1208, Serra Mazi, sul do Pará.","-55.67","-5.92",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229669","NY00229669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","229706","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","G. T. Prance","P25323","1977","11","13","South America","Brazil","Pará",NA,"BR 163, km 913; Cuiabá-Santarém Highway, north of Rio Pará.","-55.1042461","-8.5259261",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229706","NY00229706_01 NY00229706_02 NY00229706_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","235273","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","M. H. Nee","M. H. Nee","31696","1985","08","31","South America","Bolivia","Pando","Manuripi","Along Rio Madre de Dios, 2 km W of Humaita.","-68.28","-12.02","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235273","NY00235273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03468482","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","E. Prata","E. Prata","313","2010","09","01","South America","Brazil","Amazonas",NA,"Canutama, Floresta Estadual Canutama.","-64.5519","-6.5069",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3548326' target='other'> <mi>dwc_moreinfo</mi></a>","NY03468482","NY03468482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","728713","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.",NA,"W. L. Balée","2579","1986","06","14","South America","Brazil","Pará",NA,"Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=660426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00728713","NY00728713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","229682","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","M. J. Jansen-Jacobs","2714","1992","10","02","South America","Guyana",NA,NA,"Rupununi District, Dadanawa, Rupununi River.","-59.5","2.83","100","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229682","NY00229682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","235294","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","E. Lleras","P16599","1973","07","11","South America","Brazil","Amazonas",NA,"Rio Solimões and Rio Javari. Tefé, IPEAAO Experimental Station.","-64.7","-3.37",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235294","NY00235294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","229677","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","G. T. Prance","A. Castellanos","2121","1963","11","12","South America","Brazil","Amazonas",NA,"No cerro em frente a Vaupés","-67.27","-0.03",NA,NA,"sheet","Neotropical Lecythidaceae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229677","NY00229677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","235271","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Bertholletia","excelsa","Bertholletia excelsa","Bonpl.","S. A. Mori","A. Jardim","729","1993","05","13","South America","Bolivia","Pando","Manuripi","35 km al norte de Puerto America, entrando bosque alto hasta cerca Alianza -1, pozo antigua de Mobil","-67.98","-11.73","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235271","NY00235271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
