"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","infraspecificEpithet"
"11","2020-12-21 16:31:37-03","MBM","MBM","268393","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Soares-Silva, J.P.","Sehnem, A.","5179","1950","12","19","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,"In dumetoso.","MBM268393","MBM268393","76715","auto","2020","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-01 15:28:22-03","PUC-RIO","FCAB","1706","PreservedSpecimen","Plantae",NA,"Angiospermae","Linaceae","Linum","formosum","Linum formosum","Urban.","P. Capell S.J.","P.E. Leite S.J.","s.n.","1945","03",NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,"Epiteto não encontrado na Lista de Espécie da Flora do Brasil.&nf;non longe alocis humis.","001706",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-11-06 23:32:41-02","MNHN","RECOLNAT_MNHN_P","P01900923","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Paturages naturels près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900923' target='other'> <mi>dwc_moreinfo</mi></a>","P01900923","P01900923_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","C2 2297",NA,NA,NA,NA
"14","2015-11-06 23:32:44-02","MNHN","RECOLNAT_MNHN_P","P01900924","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Paturages naturels près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900924' target='other'> <mi>dwc_moreinfo</mi></a>","P01900924","P01900924_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 2297",NA,NA,NA,NA
"15","2015-11-06 23:32:48-02","MNHN","RECOLNAT_MNHN_P","P01900925","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Paturages naturels près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900925' target='other'> <mi>dwc_moreinfo</mi></a>","P01900925","P01900925_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 2297",NA,NA,NA,NA
"16","2015-11-06 23:32:52-02","MNHN","RECOLNAT_MNHN_P","P01900926","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Bords d'un ruisseau près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900926' target='other'> <mi>dwc_moreinfo</mi></a>","P01900926","P01900926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2297 bis",NA,NA,NA,NA
"17","2015-11-06 23:32:55-02","MNHN","RECOLNAT_MNHN_P","P01900927","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.","Mildner","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Bords d'un ruisseau près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900927' target='other'> <mi>dwc_moreinfo</mi></a>","P01900927","P01900927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2297 bis",NA,NA,NA,NA
"18","2015-11-06 23:33:03-02","MNHN","RECOLNAT_MNHN_P","P01900928","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Uruguay",NA,NA,"Bords d'un ruisseau près l'Estancia de Suarez province Cisplatine. Banda Oriental del Uruguay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900928' target='other'> <mi>dwc_moreinfo</mi></a>","P01900928","P01900928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2297 bis",NA,NA,NA,NA
"19","2015-09-05 05:52:51-03","MNHN","RECOLNAT_MNHN_P","P04644538","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Gaudichaud",NA,"1833","1","1",NA,"Brasil","Rio Grande do Sul",NA,"Brésil. Province de Rio-Grande.",NA,NA,"hb","Herbier Impérial du Brésil, nº 1270. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644538' target='other'> <mi>dwc_moreinfo</mi></a>","P04644538","P04644538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1270",NA,NA,NA,NA
"20","2015-09-05 05:53:46-03","MNHN","RECOLNAT_MNHN_P","P04644616","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","formosum","Linum formosum","Urb.",NA,"Glaziou, A.",NA,"1876","1","8",NA,"Brasil","São Paulo",NA,"Fazenda da Bocaina",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644616' target='other'> <mi>dwc_moreinfo</mi></a>","P04644616","P04644616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8285",NA,NA,NA,NA
"21","2015-09-05 05:53:46-03","MNHN","RECOLNAT_MNHN_P","P04644620","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","formosum","Linum formosum","Urb.",NA,"Glaziou, A.",NA,"1883","9","22",NA,"Brasil","Rio de Janeiro","Petrópolis","Brésil, Rio Janeiro, Haut des Orgâos, côte de Petropolis, par le Cachambú.","-43.1786003112793","-22.5049991607666","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644620' target='other'> <mi>dwc_moreinfo</mi></a>","P04644620","P04644620_01","36524","auto",NA,NA,NA,NA,NA,NA,NA,"14501",NA,NA,NA,NA
"22","2015-09-05 05:53:46-03","MNHN","RECOLNAT_MNHN_P","P04644619","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","formosum","Linum formosum","Urb.",NA,"Glaziou",NA,"1883","11","22",NA,"Brasil","Rio de Janeiro","Petrópolis","Hautes orgãos, cote de Petropolis prope Cachambu","-43.1786003112793","-22.5049991607666","hb","Donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644619' target='other'> <mi>dwc_moreinfo</mi></a>","P04644619","P04644619_01","36524","auto",NA,NA,NA,NA,NA,NA,NA,"14501",NA,NA,NA,NA
"23","2015-09-05 05:53:46-03","MNHN","RECOLNAT_MNHN_P","P04644618","PreservedSpecimen",NA,NA,NA,"Linaceae","Linum","formosum","Linum formosum","Urb.",NA,"Glaziou, A.",NA,"1887","1","22",NA,"Brasil","Rio de Janeiro","Petrópolis","Hautes Orgãos, par Caxambú de Petrópolis","-43.1786003112793","-22.5049991607666","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644618' target='other'> <mi>dwc_moreinfo</mi></a>","P04644618","P04644618_01","36524","auto",NA,NA,NA,NA,NA,NA,NA,"15835",NA,NA,NA,NA
"24","2020-12-02 09:47:00-03","MO","MOBOT","2249686","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Roland Mildner (WUD)","Pedro Jörgensen","Jörgensen 2996","1918","12",NA,"South America","Argentina","Formosa",NA,"en el [campo?] Guayculec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2010-03-18 21:18:00-03","MO","MOBOT","2452560","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.",NA,"G. Malme","Malme 571","1901","11","26","South America","Brazil","Rio Grande do Sul",NA,"Porto Alegre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-06 11:39:00-03","MO","MOBOT","2515286","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.",NA,"C.M. Hicken","Hicken 56","1910","1",NA,"South America","Uruguay","Colonia",NA,"Colonia Suiza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2020-12-02 10:03:00-03","MO","MOBOT","2803449","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","R.L. Liesner","Lázaro J. Novara|et al.","Novara 2138","1981",NA,NA,"South America","Argentina","Salta","Cerrillos","La Pedrera, cumbre de los cerros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"28","2013-08-23 04:12:00-03","MO","MOBOT","2816710","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Roland Mildner","W.G. Herter","Herter 690a","1934","11",NA,"South America","Uruguay","Florida",NA,"La Palma. Camp., aren./arg., hum. ill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA
"29","2013-08-23 04:12:00-03","MO","MOBOT","2816742","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Roland Mildner","W.G. Herter","Herter 690c","1947","11",NA,"South America","Uruguay","Lavalleja",NA,"Nico Pérez. Camp., ripar. gram., arg. subhum. ill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA
"30","2013-08-23 04:12:00-03","MO","MOBOT","2816836","PreservedSpecimen","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Roland Mildner","W.G. Herter","Herter 1841","1933","12","1","South America","Uruguay","Tacuarembo",NA,"Piedra Sola. Camp., sax., sicc. ill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA
"31","2015-10-22 10:02:57-02","UNIOESTE","UNOP","963","S","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Ferneda Rocha, L.C.","Grupo Azul; Ferneda Rocha, L.C.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.;; Ferneda Rocha, L.C.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.; Saka, M.N.","60","2012","10","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do Abrigo 04 para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Herbácea. Folhas levemente discolor, membranácea. Flores cálice verde; corola, androceu e gineceu amarelos; corola com listras amarelas mais escuras.",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1065635","PreservedSpecimen","Plantae",NA,"Linales","Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.",NA,"P. Jörgensen","2996","1919","2",NA,"South America","Argentina","Formosa",NA,"Territorio de Formosa - Rep. Argentina. Guayculee.",NA,NA,NA,NA,"US03299957",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2510604","PreservedSpecimen","Plantae",NA,"Linales","Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.",NA,"T. Pederson","6262","1961","10","23","South America","Argentina","Entre Rios",NA,"Estancia Buena Esperanza. Dep. Federación. Prov. Entre Rios.",NA,NA,NA,NA,"US03299956",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","700932","PreservedSpecimen","Plantae",NA,"Linales","Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.",NA,"O. Kuntze","s.n.","1892","11",NA,"South America","Uruguay",NA,NA,"Sierra de Soly [interpreted].",NA,NA,NA,NA,"US03299955","US03299955_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"35","2015-03-07 08:35:07-03","F","FMNH-SEEDPLANTS","V0173650F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Linaceae","Linum","carneum","Linum carneum",NA,NA,NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,"V0173650F","V0173650F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-05 16:19:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Linaceae","Linum","carneum","Linum carneum",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA
"37","2019-02-04 12:36:54-02","F","FMNH-SEEDPLANTS","V0173648F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Linaceae","Linum","carneum","Linum carneum",NA,NA,"W. G. F. Herter","1841a","1938","4","11","South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,"V0173648F","V0173648F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-09-04 13:38:26-03","F","FMNH-SEEDPLANTS","V0173649F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Linaceae","Linum","carneum","Linum carneum",NA,NA,"P. G. Lorentz",NA,"1878","11","27","South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,"V0173649F","V0173649F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-09-04 13:46:13-03","F","FMNH-SEEDPLANTS","V0173651F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Linaceae","Linum","carneum","Linum carneum",NA,NA,"A. L. Cabrera","3912","1936","11","15","South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,"V0173651F","V0173651F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Saint-Hilaire, AFCP","s.n",NA,NA,NA,NA,"?",NA,NA,"in prov. Cisplatina in herbosis prope praedium vulgo Estancia se Suarez haud longe a vico S. Josephi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","IBB/ São Paulo, SP","-46.633333","-23.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.55",NA
"42","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum","A.St.-Hil.",NA,"Baird, J","s.n",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"ex Hook. Bot. Misc. III. 149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Linaceae","Linum","carneum","Linum carneum oblongifolium","(Urb.) C.M.Rogers",NA,"Glaziou, AFM","8285",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.21","-22.9","oblongifolium"
"44","2021-02-08 12:43:03-03","UFRGS","ICN","090724","S","Plantae","Dicotyledon",NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Sobral, M","Sobral, M; et al.","6406","1990","01",NA,"América do Sul","Brasil","RS","Caçapava do Sul","Cerro do Ricardinho","-53.4914016723633","-30.5121994018555",NA,"erva, frutos maduros; morro com campos rupestres e matas de encosta, em campo",NA,NA,"50525","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:43:03-03","UFRGS","ICN","158400","S","Plantae","Dicotyledon",NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Trevisan, R","Trevisan, R; Schneider, AA; Boldrini, II","991","2008","11","09","América do Sul","Brasil","RS","Santana do Livramento","Fazenda Vento Aragano. 30°42'13 4S 55°31'33 7W","-55.525833","-30.703611",NA,"flores branco-rosadas; campo seco",NA,NA,NA,NA,NA,NA,NA,NA,"212","212",NA,NA,NA,"-55.525833","-30.703611",NA
"46","2021-02-08 12:43:03-03","UFRGS","ICN","185855","S","Plantae","Dicotyledon",NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Trevisan, R","Setubal, R; Boldrini, II","734","2008","10","29","América do Sul","Brasil","RS","Quaraí","Fazenda Cantagalo","-56.4514007568359","-30.3875007629395",NA,"em campo rupestre",NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:43:03-03","UFRGS","ICN","156619","S","Plantae","Dicotyledon",NA,"Linaceae","Linum","carneum","Linum carneum","A. St.-Hil.","Schneider, AA","Boldrini, II","1509","2008","08","08","América do Sul","Brasil","RS","Quaraí","Fazenda Cantagalo","-56.4514007568359","-30.3875007629395",NA,"Campo úmido, Vertissolo",NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-26 10:49:27-03","MCN-FZBRS","HAS","95545","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linaceae","Linum","carneum","Linum carneum","A. St. - Hil.","Zachia, R.","Mattos, J.; Mattos, N.","18064","1977","11",NA,NA,"Brasil","Rio Grande do Sul","entre Cambará do Sul e São Francisco de Paula",NA,NA,NA,NA,"No campo limpo","HAS0095545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-08-26 10:49:27-03","MCN-FZBRS","HAS","95543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linaceae","Linum","carneum","Linum carneum","A. St. - Hil.","Zachia, R.","Mattos, J.; Mattos, N.","17578","1977","11",NA,NA,"Brasil","Rio Grande do Sul","Vacaria","na Estação Experimental, rodovia para Bom Jesus","-50.9338989257812","-28.5121994018555",NA,"No campo.","HAS0095543",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-08-26 10:49:27-03","MCN-FZBRS","HAS","95544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linaceae","Linum","carneum","Linum carneum","A. St. - Hil.","Zachia, R.","Mattos, J.; Mattos, N.","18214","1977","11",NA,NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro","-49.624698638916","-28.3369007110596",NA,"No campo limpo","HAS0095544",NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
