"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","imagecode","class","order","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","typeStatus"
"11","2019-08-15 09:04:18-03","UESC","UESC","16075","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","Pennington",NA,NA,NA,NA,"Vivas, C.V.","182","2011","05","11",NA,"Brasil","Bahia","Igrapiúna",NA,"-39.204444","-13.826667","39W12'16''","13S49'36''","Floresta Ombrófila.; Árvore, ca. de 25m de alt.25,5cm de DAP e látex branco.","UESC0016075",NA,NA,NA,"Dicotyledoneae","Florideophycidae","40","135",NA,NA
"12","2019-08-15 09:04:18-03","UESC","UESC","16076","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","Pennington",NA,NA,NA,NA,"Vivas, C.V.","199","2011","06","02",NA,"Brasil","Bahia","Ilhéus",NA,"-39.089722","-14.776111","39W5'23''","14S46'34''","Floresta Ombrófila.; Árvore, ca. 10m de alt.5,1cm de DAP e látex branco.","UESC0016076",NA,NA,NA,"Dicotyledoneae","Florideophycidae","40","140",NA,NA
"13","2019-08-15 09:04:18-03","UESC","UESC","11649","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","Pennington",NA,NA,NA,NA,"Vivas, C.V.","147","2010","11","03",NA,"Brasil","Bahia","Porto Seguro",NA,"-39.129167","-16.303333","39W7'45''","16S18'12''","Árvore ca. 28 m de altura e látex branco.","UESC0011649",NA,NA,NA,"Dicotyledoneae","Florideophycidae",NA,NA,NA,NA
"14","2019-08-15 09:04:18-03","UESC","UESC","14115","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.",NA,NA,NA,NA,"Sambuichi, R.H.R.","541","2005","10","18",NA,"Brasil","Bahia","Buerarema",NA,"-39.239167","-14.983611","39W14'21''","14S59'1''","Árvore. DAP 57,4cm.","UESC0014115",NA,NA,NA,"Dicotyledoneae","Florideophycidae",NA,NA,NA,NA
"15","2019-08-15 09:04:18-03","UESC","UESC","12276","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.",NA,NA,NA,NA,NA,"575","2006","09","22",NA,"Brasil","Bahia","Ilhéus",NA,"-39.155556","-14.719167","39W9'20''","14S43'9''","Cabruca nova com cerca de 30 anos.; Árvore.; Nome vulgar: Massaranduba.","UESC0012276",NA,NA,NA,"Dicotyledoneae","Florideophycidae","61","61",NA,NA
"16","2019-08-15 09:04:18-03","UESC","UESC","11182","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.",NA,NA,NA,NA,NA,"538","2005","10","11",NA,"Brasil","Bahia","Ilhéus",NA,"-39.154444","-14.723333","39W9'16''","14S43'24''","Plantação de cacau, cabruca; Árvore; DAP 40cm. Indivíduo 794.","UESC0011182",NA,NA,NA,"Dicotyledoneae","Florideophycidae",NA,NA,NA,NA
"17","2019-08-15 09:04:18-03","UESC","UESC","15669","S","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","Pennington",NA,NA,NA,NA,"Vivas, C.V.","129","2010","11","05",NA,"Brasil","Bahia","Porto Seguro",NA,"-39.126667","-16.333611","39W7'36''","16S20'1''","Floresta Ombrófila.; Árvore, cerca de 20 metros de altura.; 72,3 cm de DAP e látex branco.","UESC0015669",NA,NA,NA,"Dicotyledoneae","Florideophycidae","51","51",NA,NA
"18","2021-03-24 17:19:21-03","UFMA","MAR","8771","S","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.","Almeida Jr.","2009","04","29","Folli, D.A.","2398","1994","10","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD. Próximo ao Córrego Tamanduá. Mata Tabuleiro","-39.994528","-19.042667","39°59'40.3W","19°02'33.6S","Porte arbóreo com 26m de alt. Forma de vida: Terrestre. Forma do fuste: cilídrico. Superfície da casca: sulcada. Cor do botão: verde. Cor da flor: branca. Cor da exudação: branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2012-10-17 05:07:00-03","MO","MOBOT","3378761","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.","T.D.Pennington",NA,NA,NA,"Talmon S. dos Santos","Santos 1094","1970",NA,NA,"South America","Brazil","Bahia",NA,"Estacao Experimental de Belmante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 11:52:06-03","UFPE","UFP","68954","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.",NA,NA,NA,NA,"Vivas, CV; Paixão, JL; Moraes, RCS","182","2011","05","11",NA,"Brasil","Bahia","Igrapiúna",NA,"-39.1422004699707","-13.8263998031616",NA,NA,"Árvore, cerca de 25 metros de altura folhas com face adaxial verde-brilhante e abaxial prateada 25,5 cm de DAP e látex branco.; Floresta Ombrófila.","UFP068954","28973","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 11:52:06-03","UFPE","UFP","69075","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.","Neto, EM",NA,NA,NA,"Sambuichi, R","541","2005","10","18",NA,"Brasil","Bahia","Buararema",NA,"-39.239167","-14.983611","-39.239167","-14.983611","Árvore. Flores com corola branca. DAP 57,4 cm. Indivíduo 1375.; Plantação de cacau, cabruca. Solo franco-argilo-arenoso.","UFP069075",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 11:52:06-03","UFPE","UFP","69027","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.",NA,NA,NA,NA,"Vivas, CV; Paixão, JL; Moraes, RCS","199","2011","06","02",NA,"Brasil","Bahia","Ilhéus",NA,"-39.875","-14.776111","-39.875","-14.776111","àrvore ca. de 10 metros de altura. Folhas com face adaxial verde-brilhante e abaxial prateada 5,1 cm de DAp com látex branco.; Floresta Ombrófila.","UFP069027",NA,NA,NA,NA,NA,"140","140",NA,NA
"23","2021-03-01 11:52:06-03","UFPE","UFP","69074","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.","Neto, EM",NA,NA,NA,"Sambuichi, R","540","2005","10","11",NA,"Brasil","Bahia","Ilhéus",NA,"-39.154444","-14.723333","-39.154444","-14.723333","Árvore. Flores com corola branca. DAP 52,8 cm. Indivíduo 878.; Plantação de cacau, cabruca. Solo franco-argilo-arenoso.","UFP069074",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 11:52:06-03","UFPE","UFP","69076","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D. Penn.","Neto, EM",NA,NA,NA,"Sambuichi, R","538","2005","10","11",NA,"Brasil","Bahia","Ilhéus",NA,"-39.154444","-14.723333","-39.154444","-14.723333","Árvore. Flores com corola branca. DAP 40,0 cm. Indivíduo 794.; Plantação de cacau, cabruca. Solo franco-argilo-arenoso.","UFP069076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-07 09:12:56-03","UEFS","HUEFS","103171","PreservedSpecimen","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.","A.F.T.Duarte","2017","08",NA,"Moraes, A.O.","117","2005","12","01",NA,"Brasil","Bahia","Paulo Afonso","Estação Ecológica Raso da Catarina(Mata da Pororoca.)","-38.492222","-9.808889","38W29'32''","9S48'32''",NA,"HUEFS0103171",NA,NA,"HUEFS0103171","Asteranae","Ericales","715","715",NA,NA
"26","2019-10-07 09:12:56-03","UEFS","HUEFS","149832","PreservedSpecimen","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.","E.M.Neto",NA,NA,NA,"Sambuichi, R.H.R.","538","2005","10","11",NA,"Brasil","Bahia","Ilhéus","Fazenda Retiro. Plantação de cacau, cabruca.","-39.154444","-14.723333","39W9'16''","14S43'24''",NA,"HUEFS0149832",NA,NA,"HUEFS0149832","Asteranae","Ericales",NA,NA,NA,NA
"27","2019-10-07 09:12:56-03","UEFS","HUEFS","195085","PreservedSpecimen","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.",NA,NA,NA,NA,"Vivas, C.V.","103","2010","10","14",NA,"Brasil","Bahia","Uruçuca","Parque Estadual da Serra do Conduru.","-39.134722","-14.500556","39W8'5''","14S30'2''","Floresta Ombrófila.","HUEFS0195085",NA,NA,"HUEFS0195085","Asteranae","Ericales",NA,NA,NA,NA
"28","2019-10-07 09:12:56-03","UEFS","HUEFS","195086","PreservedSpecimen","Plantae","Angiospermae","Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.",NA,NA,NA,NA,"Vivas, C.V.","129","2010","11","05",NA,"Brasil","Bahia","Porto Seguro","RPPN Estação Veracel.","-39.126667","-16.333611","39W7'36''","16S20'1''","Floresta Ombrófila.","HUEFS0195086",NA,NA,"HUEFS0195086","Asteranae","Ericales",NA,NA,NA,NA
"29","2020-07-23 12:22:23-03","CEPLAC","CEPEC","135678","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"Sem Informação",NA,NA,NA,"Vivas, C. V.","147","2010","11","03",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.129167","-16.303333","39W7'45","16S18'12","Cerca de 28 metros de altura, e látex branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:22:23-03","CEPLAC","CEPEC","135680","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"Sem Informação",NA,NA,NA,"Vivas, C. V.","130","2010","11","03",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.115278","-16.318889","39W6'55","16S19'8","Cerca de 32 metros de altura, e látex branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128711","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"C. V. Vivas",NA,NA,NA,"C. V. Vivas","129","1975","12","07",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel.","-39.126667","-16.333611","39W7'36","16S20'1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16/01/2012",NA
"32","2020-07-23 12:22:23-03","CEPLAC","CEPEC","118163","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"R. Sambuichi",NA,NA,NA,"R. Sambuichi","538","2005","10","11",NA,"Brasil","Bahia","ILHÉUS","Fazenda Retiro.","-39.154444","-14.723333","39W9'16","14S43'24","<ll>dwc_commonname:</ll> Massaranduba, parajú",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005",NA
"33","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128682","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"A. A. Araújo",NA,NA,NA,"C. V. Vivas","82","2010","09","16",NA,"Brasil","Bahia","UNA","Reserva Biológica de Una.","-39.066944","-15.1875","39W4'1","15S11'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2010",NA
"34","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128697","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"C. V. Vivas",NA,NA,NA,"C. V. Vivas","103","2010","10","14",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Condurú.","-39.134722","-14.500556","39W8'5","14S30'2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16/01/2012",NA
"35","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128727","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"C. V. Vivas",NA,NA,NA,"C. V. Vivas","169","2011","02","16",NA,"Brasil","Bahia","ITACARÉ","RPPN Capitão.","-39.065833","-14.3575","39W3'57","14S21'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/06/2013",NA
"36","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128824","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"A. A. Araújo",NA,NA,NA,"C. V. Vivas","182","2011","05","11",NA,"Brasil","Bahia","IGRAPIÚNA","Reserfva Ecológica da Michelin.","-39.204167","-13.826667","39W12'15","13S49'36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2011",NA
"37","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128838","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"A. A. Araújo",NA,NA,NA,"C. V. Vivas","199","2001","07","02",NA,"Brasil","Bahia","ILHÉUS","Parque Municipal Mata da Esperança.","-39.089722","-14.776111","39W5'23","14S46'34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2011",NA
"38","2020-07-23 12:22:23-03","CEPLAC","CEPEC","54134","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"E. B. Almeida Jr.",NA,NA,NA,"W. W. Thomas","8519","2001","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km N de Serra Grande, Rod. p/ Itacaré. Faz. Lagoa. Parcela 39. Árvore # 1912.","-39.016667","-14.416667","39W1'","14S25'","<ll>dwc_commonname:</ll> Maçaranduba",NA,NA,NA,NA,NA,NA,NA,NA,"18/06/2008",NA
"39","2020-07-23 12:22:23-03","CEPLAC","CEPEC","140038","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"Sem Informação",NA,NA,NA,"Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333","39W8'0","16S20'0","Indivíduo P113-11",NA,NA,NA,NA,NA,NA,"100","100",NA,NA
"40","2020-07-23 12:22:23-03","CEPLAC","CEPEC","35580","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"E. B. Almeida Jr.",NA,NA,NA,"F. S. Santos","342","1984","09","18",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Área da Estação Ecológica do Pau-brasil (ESPAB). Ca. 16Km a W de Porto Seguro, Rod. BR-367 (Porto Seguro/Eunápolis). Coletas efetuadas no rumo, lado Oeste.","-39.133333","-16.383333","39W8'","16S23'","<ll>dwc_commonname:</ll> Maçaranduba",NA,NA,NA,NA,NA,NA,NA,NA,"18/06/2008",NA
"41","2020-07-23 12:22:19-03","CEPLAC","CEPEC","140806","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"Sem Informação",NA,NA,NA,"Lopes, L.C.M.","582","2012","05","26",NA,"Brasil","Bahia","UNA",NA,"-39.089444",NA,"39W5'22","15S11'87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-23 12:22:23-03","CEPLAC","CEPEC","6114","PreservedSpecimen","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida",NA,"T. D. Pennington",NA,NA,NA,"T. S. dos Santos","1094","1970","09","15",NA,"Brasil","Bahia","BELMONTE","Estação Experimental de Belmonte. CEPLAC.","-38.8828010559082","-15.8631000518799","0W0'0","0S0'0","<ll>dwc_commonname:</ll> Massaranduba, parajú",NA,"71281","auto",NA,NA,NA,NA,NA,"30/12/1986","Isótipo"
"43","2020-05-07 17:16:20-03","IBt","SP","260842","S","Plantae",NA,"Sapotaceae","Manilkara","multifida","Manilkara multifida","T.D.Penn.",NA,NA,NA,NA,"Santos, FS","342","1984","09","18",NA,"Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA
